,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,class
387,0.09228761699999999,61,0,0.229436075,7500,23,0,2,0,2,NO
388,0.0,37,0,0.177007047,7236,5,0,1,0,3,NO
389,0.9999998999999999,33,1,0.257707218,5416,2,2,1,0,1,NO
390,0.057867667000000005,81,0,0.145685279,3939,13,0,0,0,0,NO
391,0.07807727,60,0,0.566105156,3917,14,0,1,0,2,NO
392,0.20194364199999998,46,0,0.39446055399999996,10000,15,0,2,0,3,NO
393,0.077958915,57,0,0.05353022599999999,6500,19,0,0,0,0,NO
394,0.20567648600000002,57,0,0.130309575,8333,8,0,1,0,0,NO
395,0.9999998999999999,32,0,0.006731051,3416,1,0,0,0,3,YES
396,0.57985084,42,0,0.594224361,2700,8,0,0,0,0,YES
397,0.073393457,38,1,0.38476152399999997,10000,9,0,2,0,0,NO
398,0.07917821900000001,82,0,0.176964607,5000,3,0,1,0,0,NO
399,0.073123172,33,0,0.216405216,5290,9,0,0,0,0,NO
400,0.745173448,68,0,0.168767792,4917,4,0,1,0,0,NO
401,0.10088331,52,1,0.280494456,5500,6,1,1,0,2,NO
402,0.34766523299999996,46,0,0.041583367,2500,1,0,0,0,1,NO
403,0.354125994,57,0,0.558762411,4330,4,0,1,0,0,NO
404,0.029643294,50,0,0.399106478,9400,15,3,4,0,0,NO
405,0.540204354,34,0,0.034395414,7500,3,1,0,0,0,NO
406,0.640927271,53,4,0.52409692,11266,17,0,2,0,3,NO
407,0.058271403,76,0,0.374304267,4311,7,0,1,0,0,NO
408,0.719305764,64,0,0.186225718,6228,5,0,1,0,0,NO
409,0.045017363,72,0,0.020763906999999998,3900,8,0,0,0,0,NO
410,0.35592819,48,0,0.478090767,7667,17,0,2,0,0,NO
411,0.57762185,71,1,0.4925,6399,14,0,2,0,1,NO
412,0.320593837,53,0,1.114622389,5600,14,0,1,0,1,NO
413,0.173428408,51,1,0.08626928199999999,5250,11,0,0,0,0,NO
414,0.401789055,55,0,0.412779302,2550,11,0,0,0,0,NO
415,0.301152442,46,0,0.254661625,7668,10,0,1,0,3,NO
416,0.0,27,2,0.229139073,2264,5,2,0,1,0,NO
417,0.067512585,43,0,0.44723563,9115,4,0,2,0,0,NO
418,0.0,75,0,0.205971968,1640,4,0,0,0,1,NO
419,0.993335555,31,0,0.068227425,4484,6,0,0,0,1,NO
420,0.138793584,43,0,0.384074741,11666,9,0,5,0,0,NO
421,0.19358480100000003,51,0,0.5327545379999999,3800,13,0,2,0,0,NO
422,0.001124859,28,1,0.057990335,6000,8,1,0,0,0,NO
423,0.485558448,51,0,0.09963548,6583,5,0,0,0,0,NO
424,0.979521555,55,1,0.467850417,7433,11,0,2,2,0,NO
425,0.090641506,69,0,0.016683266999999998,4015,2,0,0,0,0,NO
426,0.38480769,42,0,0.533099636,7416,5,0,1,0,3,NO
427,0.183676155,33,0,0.6605284229999999,2497,9,0,1,0,0,NO
428,0.018124667,60,0,0.023181455,1250,4,0,0,0,1,NO
429,0.9999998999999999,54,0,0.228402866,2372,2,0,0,1,0,YES
430,0.290320472,48,0,0.262848568,7996,7,0,1,0,3,NO
431,0.052161270999999995,49,0,0.06762939700000001,6993,5,0,0,0,1,NO
432,0.9999998999999999,73,0,8500.0,0,2,0,0,0,0,NO
433,0.412657703,66,1,0.195074372,4100,7,1,0,0,0,NO
434,0.091201293,49,1,0.568886223,5000,15,0,2,0,0,NO
435,0.500234532,46,0,0.27802595199999997,4700,10,0,1,0,1,NO
436,0.913140498,37,2,1.6203449140000001,4000,16,0,3,0,1,YES
437,0.611388611,22,0,0.34706616700000004,800,4,0,0,0,0,NO
438,0.065630892,31,0,0.162635688,5250,10,0,0,0,0,NO
439,0.499666889,39,0,0.450171821,3200,8,0,1,0,0,NO
440,0.28947053899999997,44,0,0.48256140000000003,8916,17,0,2,0,1,NO
441,0.8141545109999999,50,1,0.297139683,3600,8,0,1,1,1,YES
442,0.016406971,55,0,0.0017857139999999999,5599,3,0,0,0,2,NO
443,0.078497383,52,0,0.20727405399999999,8220,5,0,1,0,3,NO
444,0.029692431000000002,58,2,0.287187752,6204,19,0,1,0,0,NO
445,0.01255887,62,0,0.044762033,7416,5,0,0,0,0,NO
446,0.062093267,42,0,0.230261579,8333,6,0,1,0,4,NO
447,0.551889862,42,1,0.790613718,3600,18,0,2,0,1,NO
448,0.640058527,39,0,0.055984556,9841,9,0,0,0,2,YES
449,0.581815774,45,0,0.724784402,8000,11,0,2,0,0,NO
450,0.312068793,55,1,0.127071823,1266,5,0,0,0,0,NO
451,0.26637117899999996,58,0,0.498488489,12900,12,0,1,0,2,NO
452,0.040186458,35,0,0.300839136,5600,8,0,2,0,1,NO
453,0.955545894,52,1,0.5249499089999999,10480,11,0,3,0,1,YES
454,0.08663540900000001,40,0,887.0,0,8,0,1,0,1,NO
455,0.9543957000000001,45,2,0.4842141,8836,10,0,1,0,1,NO
456,0.188256123,27,0,0.881825173,3900,6,0,1,0,1,NO
457,0.014049886999999999,37,0,0.674399608,6120,9,0,1,0,0,NO
458,0.329609837,36,0,0.43774319100000003,3597,16,0,2,0,2,NO
459,0.484099985,40,0,0.423251505,10794,9,0,2,0,2,NO
460,0.084826988,59,0,0.53418212,3612,9,0,2,0,0,NO
461,0.9999998999999999,40,0,0.60616581,7200,6,0,3,0,0,NO
462,0.152250785,49,0,0.030774357999999998,9000,3,0,0,0,0,NO
463,0.21288560000000004,66,0,0.35189178600000004,5100,10,0,1,0,0,NO
464,0.9999998999999999,63,3,0.200843235,5217,5,0,1,1,4,NO
465,0.0,30,0,0.0,4700,1,0,0,0,1,NO
466,0.576284725,36,0,0.785404865,3000,10,0,1,0,1,NO
467,0.0,27,0,0.0,4500,5,0,0,0,0,NO
468,0.10680013,44,3,0.747375437,6000,8,0,3,0,2,NO
469,0.277436128,59,0,0.388566694,3620,8,0,1,0,1,NO
470,0.285342534,38,0,0.08951092,3250,4,0,0,0,3,NO
471,0.162077194,38,0,0.024885359,70000,6,0,1,0,2,NO
472,0.622524722,43,0,0.353883732,10234,8,0,1,0,0,NO
473,0.0,75,0,0.5274314210000001,801,4,0,1,0,0,NO
474,0.732711215,29,0,0.33853112700000004,8400,10,0,1,0,0,NO
475,0.486651335,55,0,0.324741695,9000,10,0,2,0,0,NO
476,0.584844623,60,0,0.293637575,6003,11,0,1,0,0,NO
477,0.8754406579999999,37,0,0.437717467,1436,5,0,0,0,1,NO
478,0.043861767,69,0,0.064119265,6908,7,0,1,0,0,NO
479,0.03929607,48,0,0.480393478,7420,10,0,2,0,0,NO
480,0.339503567,89,1,0.549380248,2500,9,3,0,1,0,YES
481,0.064835195,56,2,0.197624587,8166,10,0,1,0,0,NO
482,0.008684579,75,0,0.0013269,8289,5,0,0,0,0,NO
483,0.9999998999999999,55,1,0.138721351,4144,1,0,0,0,0,NO
484,0.5035879870000001,63,0,1.308922769,4000,16,0,1,0,0,NO
485,0.697812691,31,0,0.236980252,12000,10,0,0,0,1,NO
486,0.650432993,61,0,0.368063194,10000,10,0,1,0,1,NO
487,0.30248201,46,0,0.34805720799999995,7900,12,0,1,0,2,NO
488,0.9999998999999999,40,0,0.185755935,2400,1,2,0,0,0,NO
489,0.159116246,91,0,0.18412348399999998,1813,6,0,0,0,0,NO
490,0.155644438,56,0,0.33683158399999996,2000,5,0,1,0,0,NO
491,0.8362940109999999,29,3,0.26017007600000003,4350,8,0,1,0,1,NO
492,0.29304181100000004,45,0,0.37394067799999997,3775,5,0,1,0,3,NO
493,0.9999998999999999,49,1,0.09893772099999999,4800,1,0,0,0,4,NO
494,0.0,51,0,0.238076192,10000,6,0,1,0,0,NO
495,0.106531463,78,0,0.024303073999999997,5595,9,0,0,0,0,NO
496,0.25081831600000004,36,0,0.24014398399999998,5833,6,0,2,0,1,NO
497,0.18157994600000002,54,0,0.3539428,6048,9,0,1,0,1,NO
498,0.002964536,67,0,0.349026844,16800,14,0,5,0,0,NO
499,0.048911120999999995,63,0,0.102800764,6283,4,0,0,0,1,NO
500,0.517045364,61,0,0.5725903210000001,7500,20,0,2,0,0,YES
501,0.024100447,86,0,0.010791367,2223,6,0,0,0,0,NO
502,0.122976319,50,0,0.454103343,3289,6,0,1,0,1,NO
503,0.387065977,51,0,0.35087418600000003,5833,12,0,1,2,1,YES
504,0.021741679,70,0,0.187762448,5000,11,0,1,0,0,NO
505,0.26925748899999996,44,0,0.607594937,1500,7,0,0,0,3,NO
506,0.9963016509999999,39,2,0.306101912,10930,17,0,0,0,1,NO
507,0.019153961,49,0,0.201025979,33333,6,0,3,0,4,NO
508,0.008665510999999999,58,0,1.9086294419999998,6500,17,0,5,0,0,NO
509,0.15574221300000002,39,0,723.0,0,13,0,0,0,2,NO
510,0.733914381,33,0,0.158975542,4333,7,1,0,0,1,NO
511,0.210442588,53,0,0.513602495,5770,10,0,2,0,1,NO
512,0.09563478800000001,36,0,0.17526690399999997,2247,4,0,0,0,1,NO
513,0.12480137599999999,62,0,0.5668944570000001,6584,15,0,2,0,0,NO
514,0.016995185,62,0,0.002301937,5212,4,0,0,0,0,NO
515,0.964038058,29,1,0.263516583,2200,6,0,0,0,0,NO
516,0.211206477,44,1,0.2138395,2080,13,1,0,1,0,NO
517,0.184476515,32,0,0.44495604899999996,7166,11,0,2,0,0,NO
518,0.0,52,0,0.444444444,3500,5,0,2,0,1,NO
519,0.187090597,63,0,0.506873282,4000,10,0,2,0,1,NO
520,0.732202177,44,0,0.25857662800000003,12912,26,0,0,0,0,NO
521,0.392141112,54,0,1.383017398,3850,18,0,2,0,2,NO
522,0.063688754,41,0,0.26687668800000003,6665,8,0,0,0,1,NO
523,0.6169823720000001,32,1,0.191649336,6250,10,0,0,0,2,NO
524,0.28854138100000004,87,1,0.571428571,1700,23,0,0,0,0,NO
525,0.22110680100000002,43,0,0.157212981,7333,5,0,1,0,0,NO
526,0.193612774,47,0,0.020146833,5856,1,0,0,0,3,NO
527,0.014441183,75,0,0.14570361099999998,16059,8,0,1,0,0,NO
528,0.531963331,64,2,0.480082158,18500,19,0,3,0,1,NO
529,0.346960384,41,0,1.432686655,1700,13,0,3,0,2,NO
530,0.9999998999999999,40,0,2866.0,0,2,0,2,0,0,NO
531,0.0,56,0,0.0,6200,2,0,0,0,0,NO
532,0.65854007,55,0,0.489714904,5541,6,0,1,0,0,NO
533,0.10469376300000001,36,0,0.297372704,4300,8,0,1,0,1,NO
534,0.046740048,57,0,0.404799866,11916,13,0,3,0,0,NO
535,0.057887851,56,0,0.238127698,4400,13,0,1,0,1,NO
536,0.883182488,49,0,0.18373694699999998,4500,18,0,0,0,2,NO
537,0.005326455,53,0,79.0,0,4,0,0,0,0,NO
538,0.088809584,51,0,0.295480067,7123,12,0,1,0,0,NO
539,0.021319787000000003,64,0,0.24496788,2334,13,0,1,0,0,NO
540,0.281880372,28,0,0.17997517600000001,2416,7,0,0,0,0,NO
541,0.402345742,37,0,0.337622356,12667,16,0,2,0,3,YES
542,0.010350125,52,0,0.258589038,3812,6,0,1,0,1,NO
543,0.336596148,36,0,0.08037225,1181,2,0,0,0,0,NO
544,0.044842922,51,0,0.23358954,11318,5,0,1,0,2,NO
545,0.007712359,69,0,0.15661446199999998,3000,6,0,0,0,0,NO
546,1.011332794,52,0,10.80049875,400,8,0,1,0,2,NO
547,0.0,36,0,0.37041867700000003,7666,4,0,1,0,2,NO
548,0.0,49,0,0.62273579,1600,10,0,1,0,1,NO
549,0.314685703,51,3,0.160317928,16984,13,0,2,1,4,YES
550,0.149314411,36,0,0.5583203729999999,4500,9,0,3,0,0,YES
551,0.0,33,0,0.238212526,2841,9,0,0,0,0,NO
552,0.037849716,62,0,0.16289178699999998,8741,15,0,1,0,0,NO
553,0.281115558,69,0,0.16218618099999998,4500,10,0,0,0,1,NO
554,0.133688867,49,0,0.09352218300000001,4800,7,0,0,0,2,NO
555,0.0,65,0,0.41637918100000004,6666,10,0,1,0,0,NO
556,0.8271510129999999,56,1,0.21997471600000001,8700,8,0,0,1,1,NO
557,0.025082109,57,0,0.36087970700000005,3000,15,0,0,0,0,NO
558,0.578849363,48,0,0.367553674,6613,10,0,1,0,1,NO
559,0.020703507,47,0,0.645104381,3400,6,0,1,0,2,NO
560,1.2487512490000001,33,0,0.17512032600000002,2700,3,2,0,0,0,YES
561,0.569824212,40,0,0.361421689,11000,18,0,1,0,2,NO
562,0.914867126,40,0,0.517037339,4900,7,0,1,0,1,NO
563,0.0382584,68,0,0.009831695,6000,12,0,0,0,0,NO
564,0.964561473,35,4,0.305839582,4400,10,3,0,2,2,NO
565,0.02731285,65,0,0.325335893,2083,6,0,0,0,0,NO
566,0.035605591,81,0,0.017260735,7125,7,0,0,0,0,NO
567,0.004595129,52,0,0.39095856,7166,7,0,1,0,0,NO
568,0.042534080999999994,69,0,0.009690817,6500,4,0,0,0,1,NO
569,0.180162143,40,0,0.448326668,9501,15,0,2,0,1,NO
570,0.054940099000000006,35,0,0.662152897,5833,10,0,2,0,2,NO
571,0.099724251,80,0,0.008908281,11000,3,0,0,0,0,NO
572,0.175434349,47,0,0.149077983,4500,9,0,0,0,0,NO
573,0.019883105,64,0,0.028599606,6083,16,0,0,0,0,NO
574,0.9907644259999999,36,2,0.361340457,4117,4,0,0,0,1,YES
575,0.38608401200000003,49,0,0.16645238699999998,11666,17,0,0,0,3,NO
576,0.008287427,55,0,0.115171335,7032,8,0,1,0,0,NO
577,0.058687792999999995,35,0,0.335733141,8333,6,0,2,0,2,NO
578,0.091106715,63,0,0.035418452,3500,5,0,0,0,0,NO
579,0.023114332999999997,64,0,0.513540291,9083,16,0,3,0,0,NO
580,0.083426677,64,0,0.037871034,2930,7,0,0,0,2,NO
581,0.529411765,26,1,0.017052375,820,1,0,0,0,0,NO
582,0.192722211,77,0,0.45793064200000005,7035,21,0,1,0,1,NO
583,0.9999998999999999,32,0,0.177955511,4000,1,2,0,0,0,NO
584,0.359412083,54,0,3.874422899,1082,22,0,1,0,0,NO
585,0.106517279,40,0,0.263151915,8800,17,0,3,0,4,NO
586,2066.0,58,0,0.27112148,6000,8,1,1,0,1,YES
587,0.01239876,50,3,0.20751867100000002,11916,4,0,1,0,0,NO
588,0.9999998999999999,56,0,0.00711943,12500,2,0,0,0,2,NO
589,0.003938695,75,0,0.19994921899999998,7876,11,0,2,0,0,NO
590,0.520418652,36,1,0.232918082,2648,5,0,0,0,3,NO
591,0.160899231,33,0,0.182363527,3333,13,0,0,0,0,NO
592,0.25250536100000004,52,0,0.44259290100000004,6000,13,0,1,0,2,NO
593,0.035670256000000004,62,0,0.42767496299999996,9401,9,0,4,0,0,NO
594,0.046747539000000005,60,0,1.012368584,3233,13,0,2,0,0,NO
595,0.009639594,52,0,0.262440354,4400,5,0,0,0,0,NO
596,0.986400389,36,0,0.441868921,11000,8,0,2,0,0,NO
597,0.092392056,71,2,0.19006230300000002,13000,7,0,1,0,0,NO
598,0.001019592,83,0,0.00019996,5000,10,0,0,0,0,NO
599,0.0,76,0,272.0,0,6,0,0,0,0,NO
600,0.045516720999999996,40,0,0.09035542199999999,11000,12,0,0,0,3,NO
601,0.245744673,46,0,0.5851222420000001,6707,21,0,1,0,3,NO
602,0.016142473,76,0,0.668266347,1666,11,0,1,0,0,NO
603,0.7592865809999999,41,1,0.408475574,1698,4,0,0,0,1,NO
604,0.189734189,60,0,0.04587156,2833,2,0,0,0,0,NO
605,0.049082484,63,2,0.361938937,16441,12,0,1,0,1,NO
606,1.163184115,52,0,0.319174181,4213,7,0,0,0,0,NO
607,0.238016933,58,0,0.601017347,7666,5,0,3,0,0,NO
608,0.410946459,56,0,0.712194056,4575,16,0,1,0,0,NO
609,0.47653563299999996,33,0,0.312937413,5000,4,0,1,0,0,NO
610,0.37504998,64,0,0.011195522,2500,4,0,0,0,0,NO
611,0.11618817099999999,33,0,0.043739065,4000,9,0,0,0,0,NO
612,0.254548841,56,0,0.461357487,8500,15,0,2,0,4,NO
613,0.013574112,60,0,0.711075819,17000,11,0,3,0,0,NO
614,0.9999998999999999,27,0,0.260763359,3274,3,0,0,1,2,NO
615,0.029185402000000003,41,0,0.33629547299999996,3600,5,0,1,0,0,NO
616,0.985092264,48,0,0.37690561100000003,3082,4,0,1,0,0,NO
617,0.0,39,0,0.735131912,6708,13,0,2,0,2,NO
618,0.312877738,36,0,0.23072116,8000,28,0,0,0,0,NO
619,0.714892819,34,1,0.870354941,6000,8,0,1,0,0,NO
620,0.14185399099999998,79,0,0.812870978,3200,8,0,2,0,0,NO
621,0.073191767,54,0,0.020708083000000002,4490,4,0,0,0,0,NO
622,0.473663158,36,1,0.650674663,2000,8,0,0,0,0,NO
623,0.987668722,39,5,0.6912791859999999,5010,14,0,2,0,2,YES
624,0.061214562,35,0,0.45369268100000004,21000,7,0,2,0,0,NO
625,0.475252475,38,1,0.42862854899999997,2500,8,1,0,0,0,NO
626,0.621468927,24,0,0.010079194,4166,3,0,0,0,0,NO
627,0.084589254,76,0,0.044093178,1201,8,0,0,0,0,NO
628,0.087182563,74,0,0.08049535599999999,1291,6,0,0,0,0,NO
629,0.111715105,47,0,0.315173697,16666,12,0,2,0,3,NO
630,0.0,57,0,0.335066493,10000,11,0,2,0,3,NO
631,0.0,63,0,0.052672049000000006,2600,3,0,0,0,1,NO
632,0.659178931,39,0,0.285324697,5866,6,0,1,0,1,NO
633,0.10101257599999999,51,0,0.34037277,12500,21,0,2,0,1,NO
634,0.471803323,60,0,0.365787835,9633,12,0,1,0,1,NO
635,0.249922521,63,2,0.25431323100000003,19416,18,0,2,0,1,NO
636,0.0,55,0,0.36919213100000003,7166,7,0,3,0,1,NO
637,0.066285085,58,0,0.228999349,9213,7,0,1,0,0,NO
638,0.025711592999999998,55,0,0.540702656,3500,8,0,1,0,2,NO
639,0.9015098490000001,33,1,0.128132981,23100,8,1,1,0,0,NO
640,0.02331266,58,0,0.632371083,4052,13,1,2,0,0,YES
641,0.048540543,55,1,0.215576215,5700,9,0,1,0,0,NO
642,0.077358439,44,0,0.32426757300000003,10000,10,0,2,0,0,NO
643,0.082452074,57,0,0.89117395,3500,12,0,1,0,1,NO
644,0.9999998999999999,65,0,0.0,615,3,0,0,0,0,NO
645,0.14060251,56,0,0.049700447,11850,11,0,0,0,2,NO
646,0.357285429,25,0,0.001723544,2900,1,0,0,0,0,NO
647,0.002140517,89,1,5.0,0,4,0,0,0,0,NO
648,0.0,32,0,0.44187375,3500,5,0,1,0,2,YES
649,0.07237774400000001,48,0,0.399050079,12000,9,0,2,0,0,NO
650,0.22859122899999998,38,1,0.181233062,2951,4,0,0,0,0,NO
651,0.0,59,1,0.531464095,7881,8,2,1,0,0,NO
652,0.9999998999999999,32,0,0.13271682099999998,4000,1,0,0,0,1,NO
653,0.015293506,50,0,0.372513562,1105,13,0,0,0,0,NO
654,0.059183800999999994,26,0,0.067061144,1520,7,0,0,0,0,NO
655,0.211859605,55,0,0.128716003,6323,8,0,0,0,1,NO
656,0.716283716,46,0,0.26775232,5280,10,0,2,0,2,NO
657,0.00054943,59,0,0.0,2236,4,0,0,0,0,NO
658,0.004680652,29,0,0.057388522000000004,5000,4,0,0,0,0,NO
659,0.42759090000000005,39,0,0.342354782,10862,14,1,2,0,0,NO
660,0.9824778590000001,36,0,0.508163945,3000,3,0,1,0,0,NO
661,0.083486086,71,0,0.17070563100000002,5611,4,0,1,0,0,NO
662,0.01087466,82,0,0.001287001,7769,6,0,0,0,0,NO
663,0.014646523,26,0,0.121568627,1274,7,0,0,0,0,NO
664,0.9944287540000001,42,0,2336.0,0,11,0,2,0,3,NO
665,0.5561429720000001,58,0,0.177274242,3000,2,0,0,0,0,NO
666,1.25748503,26,0,0.129805014,1794,1,2,0,1,0,YES
667,0.35407131,51,0,0.053521541,6800,5,0,0,0,0,NO
668,0.075627307,60,0,0.193786454,8400,9,0,1,0,0,NO
669,0.002965614,29,0,0.515939338,3230,8,0,1,0,0,NO
670,0.020390558,79,0,0.22586133600000002,2350,5,0,0,0,0,NO
671,0.04564894,27,0,0.274952015,4167,21,0,1,0,0,NO
672,0.962946947,50,0,0.68127587,4106,8,0,1,1,0,YES
673,0.16022678699999998,31,0,0.356018715,2350,5,0,0,0,0,NO
674,0.0,45,0,0.7358164540000001,10416,11,0,4,0,1,NO
675,0.06740074900000001,26,0,0.166517857,4479,10,0,0,0,0,NO
676,0.013218661000000001,57,0,0.08532195699999999,7500,10,0,1,0,0,NO
677,0.000358843,54,0,0.720069983,4000,11,0,0,0,0,NO
678,0.975146408,33,0,0.332280979,3800,4,0,0,0,2,NO
679,0.255610417,54,0,0.528550512,3414,9,0,1,0,1,NO
680,0.9999998999999999,24,0,0.0,3833,1,0,0,0,0,NO
681,0.682708972,41,4,0.38708711,13350,8,0,4,0,1,NO
682,0.040536902,34,0,0.644091034,3646,11,0,1,0,0,NO
683,0.0,46,0,0.10787812199999999,3642,11,0,0,0,4,NO
684,0.013375668,82,0,0.002606106,8057,7,0,0,0,0,NO
685,0.9999998999999999,48,0,0.165213329,6421,0,1,0,0,2,NO
686,0.19877594,83,0,0.217065334,2800,9,0,0,0,0,NO
687,0.178964154,56,0,0.552930754,6772,6,0,1,0,1,NO
688,0.715720439,33,0,1.002499107,2800,8,0,2,0,0,NO
689,0.158100266,45,2,0.47532270299999996,3950,19,0,1,0,1,NO
690,0.626266154,56,0,0.142385321,5449,5,0,0,0,0,NO
691,0.0,31,0,0.432783608,2000,9,0,1,0,0,NO
692,0.48268786,30,0,0.264841895,8000,9,0,2,1,1,NO
693,0.335445712,40,0,0.34467983799999996,4200,6,0,2,1,0,NO
694,0.0018765939999999999,79,0,0.01332778,2400,10,0,0,0,0,NO
695,0.235225157,37,0,0.33503665899999996,4500,5,0,1,0,1,NO
696,0.001901275,69,0,0.0,5455,6,0,0,0,0,NO
697,0.10772042300000001,47,0,0.21628083899999997,9200,12,0,3,0,2,NO
698,0.01339933,71,0,0.01283697,2336,3,0,0,0,1,NO
699,0.547124146,40,0,0.121319069,9066,6,0,0,0,4,NO
700,0.292567833,64,0,2231.0,0,5,0,1,0,0,NO
701,0.157137145,59,0,0.26491169600000003,3000,8,0,0,0,1,NO
702,0.042202964,28,0,0.286158631,4500,6,0,1,0,0,NO
703,0.7342843809999999,45,0,11311.0,0,6,0,2,1,0,NO
704,0.835311508,31,1,0.332527053,7854,9,0,1,0,0,NO
705,0.5112397,58,0,0.963084409,9453,13,0,3,0,1,NO
706,0.037477248,37,0,0.079193665,8333,9,0,0,0,0,NO
707,0.0,68,0,0.090386385,4347,5,0,0,0,0,NO
708,0.047294357,57,0,0.447142596,5476,14,0,1,0,0,NO
709,0.028083912000000003,50,0,0.38097673200000004,3910,20,0,0,0,3,NO
710,0.009654537,73,0,0.122830656,18553,6,0,1,0,1,NO
711,0.778719498,81,0,0.53801306,4287,11,0,2,0,0,YES
712,0.0,58,0,0.411084131,7000,10,0,2,0,1,NO
713,0.173784093,55,0,0.19614248899999998,15916,14,0,3,0,0,NO
714,0.457154579,50,0,0.10342511800000001,13400,7,0,0,0,2,NO
715,0.11946064699999999,34,0,0.32224953,6916,5,0,1,0,0,NO
716,0.276593085,62,0,0.12183569300000001,19000,8,0,1,0,0,NO
717,0.128419662,59,0,0.22643396100000002,11000,10,0,1,0,0,NO
718,0.00023728400000000001,64,0,0.427787663,6743,10,0,1,0,0,NO
719,0.086492476,64,0,0.074734316,5833,8,0,1,0,1,NO
720,0.222472191,30,0,0.589815683,3200,4,0,1,0,0,NO
721,0.035754761,79,0,0.00829363,5666,5,0,0,0,1,NO
722,0.003986049,81,0,0.20716467600000002,3600,10,0,1,0,0,NO
723,0.09374176199999999,41,2,0.7181719259999999,3675,10,0,3,0,2,NO
724,0.23197949399999998,58,0,0.37380101600000004,10633,28,0,4,0,0,NO
725,0.041411471,45,0,0.008456176,8750,3,0,0,0,3,NO
726,0.22305596600000002,44,0,0.430297475,12000,13,0,2,0,3,NO
727,0.452864285,49,0,0.330947228,6006,10,0,1,0,1,NO
728,0.9999998999999999,26,0,0.137820513,1871,1,0,0,0,0,NO
729,0.15189171,59,0,0.301074556,15075,13,0,2,0,0,NO
730,0.606025418,39,3,0.375647341,7916,10,0,2,0,2,NO
731,0.010186243000000001,47,0,0.022504141000000002,24750,7,0,0,0,2,NO
732,0.5159756879999999,28,0,0.679853795,4650,14,0,1,0,0,NO
733,0.347921078,42,0,0.37374048200000004,13000,11,0,2,0,2,NO
734,0.10898315900000001,53,0,0.31035201,4800,10,0,1,0,0,NO
735,0.165720783,68,0,0.311916978,8575,10,0,1,0,0,NO
736,0.19462574800000002,31,1,0.283571758,4333,20,0,0,0,0,NO
737,0.48987523,34,0,0.319171724,2800,3,0,0,0,1,NO
738,0.958820874,56,0,0.236573549,9700,12,0,1,0,1,NO
739,0.7990182709999999,30,0,1.298161471,1250,4,0,1,0,0,NO
740,0.011505437,52,0,0.274253271,4050,9,0,1,0,0,NO
741,0.8191157840000001,54,0,0.528381219,2853,7,0,1,0,0,NO
742,0.0,39,0,0.551779288,2500,7,0,2,0,0,NO
743,0.12254432400000001,57,0,0.42893401,4333,9,0,1,0,1,NO
744,0.3882572,45,0,1.112942122,4975,13,0,4,0,1,NO
745,2.258964143,33,2,0.032483758,2000,1,1,0,0,2,NO
746,0.9999998999999999,34,1,0.0,5400,0,1,0,0,0,NO
747,0.037379559,37,0,0.333851794,9000,11,0,2,0,0,NO
748,0.00339983,63,0,0.262694922,2500,5,0,0,0,0,NO
749,0.106475741,32,0,0.802308265,2685,5,0,1,0,1,NO
750,0.518186405,73,0,0.5048870910000001,8900,17,0,1,0,1,NO
751,0.003735788,39,0,0.459166466,4150,10,0,2,0,0,NO
752,0.196960608,40,0,0.006959443,4166,1,0,0,0,0,NO
753,0.802993617,42,1,0.524458002,9178,9,0,1,0,3,NO
754,0.9999998999999999,36,0,0.194963754,2620,3,0,0,0,0,NO
755,0.288592785,51,0,0.226213976,10131,4,0,2,0,3,NO
756,0.39724416100000004,25,0,0.294852574,2000,5,0,0,0,0,NO
757,0.004884836,34,0,0.47490494299999997,5259,11,0,2,0,2,NO
758,0.17545213,55,2,0.27018019,9600,11,0,2,0,0,NO
759,0.514353049,39,0,0.984408835,2308,15,0,1,0,1,YES
760,0.00069993,83,0,0.0,10500,4,0,0,0,0,NO
761,0.8224002309999999,63,0,0.515793683,2500,12,0,0,0,0,NO
762,0.222506167,59,0,0.271467415,11400,9,0,2,0,0,NO
763,0.39104560200000005,24,0,0.069040925,3200,11,0,0,0,0,NO
764,0.028775625,44,0,0.137224283,5122,4,0,0,0,0,NO
765,0.477367751,36,0,0.33987412100000003,2700,6,0,0,0,0,NO
766,0.041366785,45,0,0.224577542,10000,8,0,0,0,2,NO
767,0.127159603,63,0,0.454098361,5489,20,0,4,0,0,NO
768,0.6104087029999999,41,1,0.06441717799999999,2933,7,0,0,0,2,NO
769,0.15664578099999998,45,1,0.5602148929999999,6700,8,0,2,0,2,NO
770,0.5262016620000001,54,4,0.343546258,25000,9,0,3,0,1,NO
771,0.03737868,76,1,0.37278722700000005,2880,8,0,1,0,0,NO
772,0.163750645,65,0,0.266873313,10000,13,0,1,0,0,NO
773,0.9999998999999999,47,0,0.370691923,3800,6,0,0,0,1,NO
774,0.029132576,68,0,0.008222093,10337,10,0,1,0,1,NO
775,0.15364667699999998,34,0,1.220066377,3916,7,0,2,0,0,NO
776,0.083781617,46,0,0.421201915,5640,16,0,1,0,2,NO
777,0.913773615,55,2,0.881655429,4300,17,0,2,0,1,YES
778,0.251284106,34,0,0.75145816,8400,18,0,4,0,0,NO
