,Unnamed: 0,age,workclass,fnlwgt,education,education_num,marital-status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,class
162,0<x<282,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Married-spouse-absent, Sales, Unmarried, White, Female,x=0,x=0,1<x<25, United-States,LOW
163,0<x<282,17<x<35, Private,274186<x<527198, HS-grad,8<x<12, Never-married, Craft-repair, Own-child, Black, Male,x=0,x=0,25<x<50, United-States,LOW
164,0<x<282,17<x<35, Private,274186<x<527198, HS-grad,8<x<12, Never-married, Handlers-cleaners, Not-in-family, Black, Male,x=0,x=0,25<x<50, United-States,LOW
165,0<x<282,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Never-married, Other-service, Own-child, White, Male,x=0,x=0,1<x<25, United-States,LOW
166,0<x<282,17<x<35, Private,21174<x<274186, Bachelors,x>12, Married-civ-spouse, Prof-specialty, Husband, White, Male,x=0,x=0,50<x<74, United-States,LOW
167,0<x<282,35<x<53, Local-gov,21174<x<274186, Some-college,8<x<12, Married-civ-spouse, Exec-managerial, Husband, Black, Male,x=0,x=0,25<x<50, United-States,HIGH
168,0<x<282,35<x<53, Private,21174<x<274186, Some-college,8<x<12, Divorced, Adm-clerical, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
169,0<x<282,17<x<35, Private,527198<x<780210, Some-college,8<x<12, Never-married, Craft-repair, Not-in-family, Black, Male,x=0,x=0,25<x<50, United-States,LOW
170,0<x<282,35<x<53, Private,274186<x<527198, 7th-8th,1<x<4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,x=0,x=0,25<x<50, Mexico,HIGH
171,0<x<282,35<x<53, Federal-gov,21174<x<274186, Some-college,8<x<12, Married-civ-spouse, Adm-clerical, Husband, White, Male,x=0,x=0,25<x<50, United-States,HIGH
172,0<x<282,17<x<35, Private,274186<x<527198, HS-grad,8<x<12, Married-civ-spouse, Adm-clerical, Husband, Black, Male,x=0,x=0,25<x<50, United-States,LOW
173,0<x<282,35<x<53, Self-emp-not-inc,21174<x<274186, Bachelors,x>12, Divorced, Exec-managerial, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
174,0<x<282,17<x<35, Private,21174<x<274186, Masters,x>12, Married-civ-spouse, Prof-specialty, Wife, White, Female,x=0,x=0,25<x<50, United-States,LOW
175,0<x<282,53<x<71, State-gov,21174<x<274186, Doctorate,x>12, Married-civ-spouse, Prof-specialty, Husband, White, Male,x=0,x=0,x<1, United-States,HIGH
176,0<x<282,35<x<53, Private,21174<x<274186, Some-college,8<x<12, Divorced, Machine-op-inspct, Not-in-family, Black, Female,x=0,x=0,25<x<50, United-States,LOW
177,0<x<282,17<x<35, Private,21174<x<274186, Some-college,8<x<12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,x=0,x=0,25<x<50, United-States,LOW
178,0<x<282,35<x<53, Local-gov,274186<x<527198, Bachelors,x>12, Married-civ-spouse, Craft-repair, Husband, Black, Male,x=0,x=0,25<x<50, United-States,LOW
179,0<x<282,35<x<53, Private,21174<x<274186, Some-college,8<x<12, Married-civ-spouse, Tech-support, Husband, White, Male,x=0,x=0,25<x<50, United-States,LOW
180,0<x<282,35<x<53, Federal-gov,21174<x<274186, Bachelors,x>12, Married-civ-spouse, Tech-support, Husband, White, Male,x=0,x=0,1<x<25, United-States,LOW
181,0<x<282,17<x<35, Private,21174<x<274186, 5th-6th,1<x<4, Married-civ-spouse, Transport-moving, Other-relative, White, Male,x=0,x=0,25<x<50, Mexico,LOW
182,0<x<282,35<x<53, Private,21174<x<274186, Some-college,8<x<12, Divorced, Craft-repair, Not-in-family, White, Male,x=0,x=0,25<x<50, United-States,LOW
183,0<x<282,35<x<53, Federal-gov,21174<x<274186, Masters,x>12, Never-married, Exec-managerial, Not-in-family, White, Female,12618<x<18927,x=0,50<x<74, United-States,HIGH
184,0<x<282,17<x<35, Private,21174<x<274186, Masters,x>12, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,6309<x<12618,x=0,25<x<50, United-States,HIGH
185,0<x<282,17<x<35, Self-emp-not-inc,21174<x<274186, HS-grad,8<x<12, Never-married, Sales, Not-in-family, White, Male,x=0,x=0,25<x<50, United-States,LOW
186,0<x<282,17<x<35, Private,274186<x<527198, Masters,x>12, Never-married, Prof-specialty, Not-in-family, White, Female,x=0,x>1811,25<x<50, United-States,LOW
187,0<x<282,35<x<53, Private,21174<x<274186, Bachelors,x>12, Married-civ-spouse, Exec-managerial, Husband, White, Male,x=0,x=0,25<x<50, United-States,HIGH
188,0<x<282,35<x<53, Local-gov,21174<x<274186, Some-college,8<x<12, Never-married, Prof-specialty, Not-in-family, White, Female,x=0,1207<x<1811,25<x<50, United-States,LOW
189,0<x<282,35<x<53, State-gov,21174<x<274186, HS-grad,8<x<12, Divorced, Adm-clerical, Unmarried, White, Female,x=0,x=0,25<x<50, United-States,LOW
190,0<x<282,17<x<35, Private,21174<x<274186, 11th,4<x<8, Never-married, Sales, Own-child, White, Female,x=0,x=0,25<x<50, United-States,LOW
191,0<x<282,35<x<53, Private,21174<x<274186, Bachelors,x>12, Married-civ-spouse, Other-service, Husband, Black, Male,6309<x<12618,x=0,25<x<50, United-States,HIGH
192,0<x<282,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Divorced, Craft-repair, Not-in-family, White, Male,x=0,x=0,50<x<74, United-States,LOW
193,0<x<282,53<x<71, Self-emp-inc,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Sales, Wife, White, Female,12618<x<18927,x=0,25<x<50, United-States,HIGH
194,0<x<282,x<17, Private,21174<x<274186, 11th,4<x<8, Never-married, Sales, Own-child, White, Female,x=0,x=0,1<x<25, United-States,LOW
195,0<x<282,35<x<53, Local-gov,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Transport-moving, Husband, Black, Male,x=0,x=0,25<x<50, United-States,LOW
196,0<x<282,35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Craft-repair, Husband, White, Male,x=0,x=0,25<x<50, United-States,HIGH
197,0<x<282,17<x<35, Private,21174<x<274186, Some-college,8<x<12, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,x=0,x=0,25<x<50, United-States,LOW
198,0<x<282,53<x<71, Private,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,x=0,x=0,25<x<50, United-States,LOW
199,0<x<282,53<x<71, Self-emp-inc,21174<x<274186, 7th-8th,1<x<4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,x=0,x=0,25<x<50, United-States,HIGH
200,0<x<282,35<x<53, Private,527198<x<780210, Bachelors,x>12, Never-married, Exec-managerial, Not-in-family, Black, Male,x=0,x=0,50<x<74, United-States,HIGH
201,0<x<282,35<x<53, Private,274186<x<527198, Assoc-acdm,8<x<12, Divorced, Sales, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
202,0<x<282,35<x<53, Private,21174<x<274186, Bachelors,x>12, Married-civ-spouse, Sales, Husband, White, Male,x=0,x=0,25<x<50, Poland,LOW
203,0<x<282,35<x<53, Private,21174<x<274186, Bachelors,x>12, Married-civ-spouse, Prof-specialty, Husband, White, Male,x=0,x=0,50<x<74, United-States,LOW
204,0<x<282,17<x<35, Private,21174<x<274186, 10th,4<x<8, Never-married, Craft-repair, Not-in-family, White, Male,x=0,x=0,25<x<50, United-States,LOW
205,0<x<282,17<x<35, Private,21174<x<274186, Some-college,8<x<12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,x=0,x=0,25<x<50, United-States,LOW
206,0<x<282,x>71, Private,21174<x<274186, HS-grad,8<x<12, Never-married, Other-service, Not-in-family, Black, Male,x=0,x>1811,25<x<50, United-States,LOW
207,0<x<282,53<x<71, Private,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Adm-clerical, Husband, Black, Male,x=0,x=0,1<x<25, United-States,LOW
208,0<x<282,35<x<53, Local-gov,21174<x<274186, Preschool,x<1, Never-married, Machine-op-inspct, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
209,0<x<282,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Never-married, Sales, Own-child, White, Female,x=0,x=0,25<x<50, United-States,LOW
210,0<x<282,53<x<71, Self-emp-not-inc,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Farming-fishing, Husband, White, Male,0<x<6309,x=0,25<x<50, United-States,LOW
211,0<x<282,x>71, Private,274186<x<527198, Assoc-voc,8<x<12, Widowed, Adm-clerical, Not-in-family, White, Female,x=0,x=0,1<x<25, Columbia,LOW
212,0<x<282,53<x<71, Private,21174<x<274186, HS-grad,8<x<12, Divorced, Adm-clerical, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
213,0<x<282,17<x<35, Private,527198<x<780210, 11th,4<x<8, Separated, Transport-moving, Not-in-family, Black, Male,0<x<6309,x=0,25<x<50, United-States,LOW
214,0<x<282,35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Divorced, Sales, Unmarried, Black, Female,x=0,x=0,25<x<50, United-States,LOW
215,0<x<282,17<x<35, Private,21174<x<274186, Some-college,8<x<12, Never-married, Adm-clerical, Not-in-family, White, Male,x=0,x=0,25<x<50, United-States,LOW
216,0<x<282,17<x<35, Private,21174<x<274186, Some-college,8<x<12, Divorced, Craft-repair, Other-relative, Other, Female,x=0,x=0,25<x<50, United-States,LOW
217,0<x<282,17<x<35, Private,21174<x<274186, Prof-school,x>12, Never-married, Prof-specialty, Not-in-family, White, Male,x=0,x=0,50<x<74, United-States,HIGH
218,0<x<282,53<x<71, State-gov,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Other-service, Husband, White, Male,x=0,x=0,25<x<50, United-States,LOW
219,0<x<282,35<x<53, State-gov,21174<x<274186, Some-college,8<x<12, Never-married, Adm-clerical, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
220,0<x<282,35<x<53, Private,21174<x<274186, Bachelors,x>12, Married-civ-spouse, Exec-managerial, Husband, White, Male,x=0,x=0,25<x<50, Iran,HIGH
221,0<x<282,35<x<53, Local-gov,21174<x<274186, Masters,x>12, Married-civ-spouse, Exec-managerial, Husband, White, Male,x=0,x=0,50<x<74, United-States,HIGH
222,0<x<282,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Never-married, Transport-moving, Own-child, White, Male,x=0,x=0,25<x<50, United-States,LOW
223,0<x<282,35<x<53, Private,274186<x<527198, Bachelors,x>12, Married-civ-spouse, Prof-specialty, Husband, White, Male,x=0,x=0,25<x<50, United-States,HIGH
224,0<x<282,35<x<53, Self-emp-not-inc,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Other-service, Wife, White, Female,x=0,x=0,1<x<25, United-States,LOW
225,0<x<282,17<x<35, State-gov,21174<x<274186, Assoc-acdm,8<x<12, Married-civ-spouse, Protective-serv, Husband, White, Male,x=0,x=0,25<x<50, United-States,LOW
226,0<x<282,35<x<53, Private,21174<x<274186, Some-college,8<x<12, Divorced, Craft-repair, Not-in-family, White, Male,x=0,1207<x<1811,25<x<50, United-States,LOW
227,0<x<282,53<x<71, Private,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Adm-clerical, Husband, White, Male,x=0,x=0,25<x<50, United-States,HIGH
228,0<x<282,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Never-married, Other-service, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
229,0<x<282,35<x<53, Private,21174<x<274186, Assoc-acdm,8<x<12, Married-civ-spouse, Tech-support, Husband, White, Male,x=0,x>1811,50<x<74, United-States,HIGH
230,0<x<282,35<x<53, Private,21174<x<274186, Prof-school,x>12, Married-civ-spouse, Prof-specialty, Wife, White, Female,x=0,x=0,25<x<50, United-States,HIGH
231,0<x<282,35<x<53, Private,274186<x<527198, Bachelors,x>12, Married-civ-spouse, Adm-clerical, Wife, Black, Female,x=0,x=0,25<x<50, United-States,LOW
232,0<x<282,53<x<71, Local-gov,21174<x<274186, 10th,4<x<8, Widowed, Other-service, Unmarried, Black, Female,x=0,x=0,25<x<50, United-States,LOW
233,0<x<282,17<x<35, Local-gov,21174<x<274186, Some-college,8<x<12, Never-married, Adm-clerical, Own-child, White, Male,x=0,x=0,25<x<50, United-States,LOW
234,0<x<282,53<x<71, Private,21174<x<274186, Some-college,8<x<12, Never-married, Transport-moving, Not-in-family, White, Male,x=0,x=0,1<x<25, United-States,LOW
235,0<x<282,35<x<53, Self-emp-not-inc,274186<x<527198, HS-grad,8<x<12, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,x=0,x=0,25<x<50, Cambodia,HIGH
236,0<x<282,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Never-married, Other-service, Own-child, White, Female,x=0,x=0,25<x<50, United-States,LOW
237,0<x<282,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Separated, Other-service, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
238,0<x<282,35<x<53, Private,21174<x<274186, Assoc-voc,8<x<12, Widowed, Exec-managerial, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
239,0<x<282,35<x<53, Private,21174<x<274186, 7th-8th,1<x<4, Divorced, Craft-repair, Not-in-family, White, Male,x=0,x=0,25<x<50, United-States,LOW
240,0<x<282,35<x<53, Private,21174<x<274186, Bachelors,x>12, Divorced, Prof-specialty, Own-child, White, Female,x=0,x=0,25<x<50, United-States,LOW
241,0<x<282,35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Sales, Husband, White, Male,x=0,x=0,50<x<74, United-States,LOW
242,0<x<282,x<17, Private,21174<x<274186, 11th,4<x<8, Never-married, Other-service, Own-child, White, Male,x=0,x=0,1<x<25, United-States,LOW
243,0<x<282,53<x<71, Private,21174<x<274186, Some-college,8<x<12, Married-civ-spouse, Sales, Husband, White, Male,0<x<6309,x=0,25<x<50, United-States,LOW
244,0<x<282,17<x<35, Private,274186<x<527198, 11th,4<x<8, Married-civ-spouse, Craft-repair, Husband, White, Male,x=0,x=0,25<x<50, United-States,LOW
245,0<x<282,35<x<53, Self-emp-inc,21174<x<274186, Some-college,8<x<12, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,x=0,x=0,x>74, Thailand,HIGH
246,0<x<282,53<x<71, Private,x<21174, HS-grad,8<x<12, Married-civ-spouse, Exec-managerial, Husband, White, Male,x=0,x=0,25<x<50, United-States,HIGH
247,0<x<282,17<x<35, Private,21174<x<274186, Bachelors,x>12, Never-married, Prof-specialty, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
248,0<x<282,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Craft-repair, Wife, White, Female,x=0,x=0,25<x<50, United-States,HIGH
249,0<x<282,53<x<71, Private,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Exec-managerial, Husband, White, Male,x=0,x=0,25<x<50, United-States,HIGH
250,0<x<282,x<17, Private,21174<x<274186, 9th,4<x<8, Never-married, Other-service, Own-child, White, Male,0<x<6309,x=0,1<x<25, United-States,LOW
251,0<x<282,35<x<53, Self-emp-not-inc,21174<x<274186, Masters,x>12, Married-civ-spouse, Farming-fishing, Husband, White, Male,0<x<6309,x=0,x>74, United-States,LOW
252,0<x<282,17<x<35, Local-gov,21174<x<274186, Masters,x>12, Never-married, Prof-specialty, Own-child, White, Male,x=0,x=0,25<x<50, United-States,LOW
253,0<x<282,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Divorced, Prof-specialty, Own-child, White, Female,x=0,x=0,25<x<50, United-States,LOW
254,0<x<282,35<x<53, Private,274186<x<527198, HS-grad,8<x<12, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,x=0,x=0,25<x<50, United-States,LOW
255,0<x<282,35<x<53, Private,21174<x<274186, Some-college,8<x<12, Married-civ-spouse, Craft-repair, Husband, White, Male,6309<x<12618,x=0,25<x<50, United-States,HIGH
256,0<x<282,17<x<35, Private,21174<x<274186, Some-college,8<x<12, Never-married, Exec-managerial, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
257,0<x<282,17<x<35, Private,21174<x<274186, Some-college,8<x<12, Never-married, Tech-support, Own-child, White, Female,x=0,x=0,25<x<50, United-States,LOW
258,0<x<282,17<x<35, Private,274186<x<527198, Some-college,8<x<12, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,6309<x<12618,x=0,25<x<50, United-States,HIGH
259,0<x<282,17<x<35, Private,21174<x<274186, Bachelors,x>12, Never-married, Prof-specialty, Not-in-family, White, Female,x=0,x=0,1<x<25, Germany,LOW
260,0<x<282,35<x<53, Local-gov,21174<x<274186, Some-college,8<x<12, Married-civ-spouse, Craft-repair, Husband, White, Male,0<x<6309,x=0,25<x<50, United-States,HIGH
261,0<x<282,17<x<35, Private,21174<x<274186, Assoc-acdm,8<x<12, Divorced, Sales, Unmarried, Black, Female,x=0,x=0,25<x<50, United-States,LOW
262,282<x<564,53<x<71, Private,21174<x<274186, Bachelors,x>12, Divorced, Prof-specialty, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
263,282<x<564,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Never-married, Handlers-cleaners, Own-child, White, Male,x=0,x=0,25<x<50, United-States,LOW
264,282<x<564,53<x<71, Federal-gov,274186<x<527198, Masters,x>12, Married-civ-spouse, Sales, Husband, White, Male,12618<x<18927,x=0,25<x<50, United-States,HIGH
265,282<x<564,35<x<53, Private,21174<x<274186, Prof-school,x>12, Married-civ-spouse, Prof-specialty, Husband, White, Male,x=0,x=0,50<x<74, United-States,HIGH
266,282<x<564,35<x<53, Private,21174<x<274186, Some-college,8<x<12, Divorced, Other-service, Not-in-family, White, Male,x=0,x=0,25<x<50, United-States,LOW
267,282<x<564,17<x<35, Private,274186<x<527198, Bachelors,x>12, Never-married, Exec-managerial, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
268,282<x<564,35<x<53, Private,21174<x<274186, 7th-8th,1<x<4, Married-civ-spouse, Craft-repair, Husband, White, Male,x=0,x=0,25<x<50, Ecuador,LOW
269,282<x<564,35<x<53, Private,21174<x<274186, Bachelors,x>12, Married-civ-spouse, Prof-specialty, Husband, White, Male,x=0,x=0,25<x<50, United-States,LOW
270,282<x<564,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Divorced, Prof-specialty, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
271,282<x<564,17<x<35, Local-gov,21174<x<274186, Bachelors,x>12, Never-married, Protective-serv, Not-in-family, White, Male,x=0,x=0,50<x<74, United-States,LOW
272,282<x<564,17<x<35, Private,21174<x<274186, Some-college,8<x<12, Never-married, Sales, Own-child, White, Male,x=0,x=0,25<x<50, United-States,LOW
273,282<x<564,17<x<35, Private,21174<x<274186, Bachelors,x>12, Never-married, Tech-support, Unmarried, Black, Female,x=0,x=0,25<x<50, United-States,LOW
274,282<x<564,53<x<71, Private,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Transport-moving, Husband, White, Male,x=0,x=0,1<x<25, United-States,LOW
275,282<x<564,35<x<53, Self-emp-inc,21174<x<274186, Bachelors,x>12, Divorced, Sales, Not-in-family, White, Female,x=0,x=0,50<x<74, United-States,LOW
276,282<x<564,17<x<35, Private,274186<x<527198, HS-grad,8<x<12, Never-married, Craft-repair, Own-child, White, Male,x=0,x=0,25<x<50, United-States,LOW
277,282<x<564,35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Divorced, Sales, Not-in-family, White, Male,x=0,x=0,x>74, United-States,LOW
278,282<x<564,35<x<53, Private,21174<x<274186, Bachelors,x>12, Married-civ-spouse, Adm-clerical, Husband, White, Male,6309<x<12618,x=0,25<x<50, United-States,HIGH
279,282<x<564,17<x<35, Private,21174<x<274186, Some-college,8<x<12, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,x=0,x=0,1<x<25, United-States,LOW
280,282<x<564,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Transport-moving, Husband, White, Male,x=0,x=0,25<x<50, United-States,HIGH
281,282<x<564,53<x<71, Private,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Sales, Husband, White, Male,0<x<6309,x=0,25<x<50, United-States,HIGH
282,282<x<564,17<x<35, Private,274186<x<527198, Some-college,8<x<12, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,x=0,x=0,25<x<50, Laos,LOW
283,282<x<564,35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Divorced, Adm-clerical, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
284,282<x<564,17<x<35, Private,21174<x<274186, Assoc-acdm,8<x<12, Never-married, Tech-support, Not-in-family, White, Male,x=0,x=0,25<x<50, United-States,LOW
285,282<x<564,35<x<53, Private,21174<x<274186, Assoc-acdm,8<x<12, Never-married, Prof-specialty, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
286,282<x<564,17<x<35, Private,21174<x<274186, Assoc-acdm,8<x<12, Married-civ-spouse, Adm-clerical, Husband, White, Male,x=0,x=0,25<x<50, United-States,HIGH
287,282<x<564,35<x<53, Self-emp-inc,21174<x<274186, Some-college,8<x<12, Married-civ-spouse, Farming-fishing, Husband, White, Male,x=0,x=0,50<x<74, United-States,HIGH
288,282<x<564,17<x<35, Private,21174<x<274186, Bachelors,x>12, Never-married, Sales, Not-in-family, White, Male,x=0,x=0,25<x<50, United-States,LOW
289,282<x<564,17<x<35, Private,21174<x<274186, Masters,x>12, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,6309<x<12618,x=0,25<x<50, Taiwan,HIGH
290,282<x<564,35<x<53, Self-emp-not-inc,21174<x<274186, Bachelors,x>12, Divorced, Prof-specialty, Not-in-family, Black, Female,x=0,x=0,25<x<50, United-States,HIGH
291,282<x<564,17<x<35, Private,21174<x<274186, Some-college,8<x<12, Never-married, Sales, Own-child, White, Male,x=0,x=0,1<x<25, United-States,LOW
292,282<x<564,17<x<35, Private,21174<x<274186, Some-college,8<x<12, Never-married, Machine-op-inspct, Not-in-family, White, Male,x=0,x=0,25<x<50, United-States,LOW
293,282<x<564,x>71, Self-emp-not-inc,21174<x<274186, Some-college,8<x<12, Married-civ-spouse, Sales, Husband, White, Male,x=0,x=0,25<x<50, United-States,LOW
294,282<x<564,17<x<35, Private,274186<x<527198, 5th-6th,1<x<4, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,x=0,x=0,25<x<50, Mexico,LOW
295,282<x<564,17<x<35, Private,274186<x<527198, Some-college,8<x<12, Never-married, Tech-support, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
296,282<x<564,53<x<71, Private,21174<x<274186, HS-grad,8<x<12, Widowed, Other-service, Not-in-family, White, Female,x=0,x=0,1<x<25, United-States,LOW
297,282<x<564,35<x<53, Self-emp-not-inc,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Exec-managerial, Husband, White, Male,x=0,x=0,25<x<50, United-States,LOW
298,282<x<564,35<x<53, Private,21174<x<274186, Some-college,8<x<12, Married-civ-spouse, Craft-repair, Husband, White, Male,x=0,1207<x<1811,25<x<50, United-States,LOW
299,282<x<564,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Divorced, Transport-moving, Not-in-family, White, Male,x=0,x=0,25<x<50, United-States,LOW
300,282<x<564,17<x<35, Private,21174<x<274186, 11th,4<x<8, Never-married, Exec-managerial, Not-in-family, White, Female,x=0,x=0,25<x<50, United-States,LOW
301,282<x<564,x>71, Self-emp-not-inc,21174<x<274186, Masters,x>12, Married-civ-spouse, Craft-repair, Husband, White, Male,x=0,x=0,1<x<25, United-States,LOW
302,282<x<564,53<x<71, Self-emp-not-inc,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Farming-fishing, Husband, White, Male,x=0,x=0,25<x<50, United-States,LOW
303,282<x<564,35<x<53, Private,21174<x<274186, Some-college,8<x<12, Married-civ-spouse, Prof-specialty, Wife, White, Female,x=0,x>1811,25<x<50, United-States,HIGH
304,282<x<564,53<x<71, Self-emp-not-inc,274186<x<527198, HS-grad,8<x<12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,x=0,x=0,25<x<50, United-States,LOW
305,282<x<564,53<x<71, Private,21174<x<274186, HS-grad,8<x<12, Never-married, Transport-moving, Not-in-family, White, Male,0<x<6309,x=0,50<x<74, United-States,LOW
306,282<x<564,35<x<53, Private,21174<x<274186, Some-college,8<x<12, Never-married, Craft-repair, Not-in-family, Black, Male,x=0,x=0,25<x<50, United-States,LOW
307,282<x<564,17<x<35, Private,21174<x<274186, Bachelors,x>12, Never-married, Adm-clerical, Not-in-family, White, Male,x=0,x=0,25<x<50, United-States,LOW
308,282<x<564,35<x<53, Private,21174<x<274186, Assoc-voc,8<x<12, Never-married, Other-service, Not-in-family, White, Male,x=0,x=0,25<x<50, United-States,LOW
309,282<x<564,53<x<71, Local-gov,21174<x<274186, 10th,4<x<8, Married-civ-spouse, Adm-clerical, Husband, White, Male,x=0,x=0,25<x<50, United-States,LOW
310,282<x<564,35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Transport-moving, Husband, White, Male,x=0,x=0,25<x<50, United-States,LOW
311,282<x<564,x<17, Private,21174<x<274186, 5th-6th,1<x<4, Never-married, Other-service, Other-relative, White, Male,x=0,x=0,25<x<50, Mexico,LOW
312,282<x<564,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Never-married, Craft-repair, Other-relative, White, Male,x=0,x=0,25<x<50, United-States,LOW
313,282<x<564,35<x<53, Private,21174<x<274186, Masters,x>12, Never-married, Prof-specialty, Not-in-family, White, Male,x=0,x=0,50<x<74, United-States,LOW
314,282<x<564,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Never-married, Sales, Unmarried, Black, Male,x=0,x=0,25<x<50, Haiti,LOW
315,282<x<564,35<x<53, Private,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Other-service, Husband, Black, Male,x=0,x=0,25<x<50, United-States,LOW
316,282<x<564,17<x<35, Private,21174<x<274186, Assoc-acdm,8<x<12, Never-married, Sales, Not-in-family, White, Male,x=0,x=0,25<x<50, United-States,LOW
317,282<x<564,35<x<53, Private,274186<x<527198, Assoc-voc,8<x<12, Married-civ-spouse, Craft-repair, Husband, White, Male,6309<x<12618,x=0,25<x<50, United-States,HIGH
318,282<x<564,35<x<53, State-gov,21174<x<274186, HS-grad,8<x<12, Married-civ-spouse, Protective-serv, Husband, White, Male,6309<x<12618,x=0,25<x<50, United-States,HIGH
319,282<x<564,17<x<35, Private,21174<x<274186, HS-grad,8<x<12, Never-married, Farming-fishing, Not-in-family, White, Male,x=0,x=0,1<x<25, United-States,LOW
320,282<x<564,17<x<35, State-gov,274186<x<527198, Some-college,8<x<12, Never-married, Protective-serv, Own-child, Black, Female,x=0,x=0,25<x<50, United-States,LOW
321,282<x<564,35<x<53, Self-emp-not-inc,21174<x<274186, Bachelors,x>12, Never-married, Sales, Not-in-family, White, Male,x=0,x=0,25<x<50, United-States,LOW
322,282<x<564,53<x<71, Private,21174<x<274186, Assoc-acdm,8<x<12, Married-spouse-absent, Other-service, Not-in-family, White, Male,x=0,x=0,1<x<25, Iran,LOW
323,282<x<564,17<x<35, Private,21174<x<274186, Bachelors,x>12, Never-married, Prof-specialty, Own-child, White, Male,x=0,x=0,1<x<25, United-States,LOW
324,282<x<564,17<x<35, Private,21174<x<274186, Bachelors,x>12, Married-civ-spouse, Exec-managerial, Husband, White, Male,x=0,x=0,25<x<50, United-States,HIGH
