workcla,education,relationship,race,sex,native_country,age,fnlwgt,education_num,hours_per_week,class
 State_gov, 11th, Wife, Black, Male, France,x>71,21174<x<207731,x<1,1<x<25,1
 Self_emp_inc, 1st_4th, Other_relative, Amer_Indian_Eskimo, Female, Cambodia,53<x<71,21174<x<207731,1<x<4,50<x<74,1
 Local_gov, 1st_4th, Husband, Black, Female, Ecuador,35<x<53,21174<x<207731,x>12,25<x<50,1
 Self_emp_not_inc, Bachelors, Other_relative, Other, Male, Columbia,35<x<53,207731<x<394288,1<x<4,1<x<25,1
 Local_gov, 11th, Not_in_family, White, Female, Honduras,17<x<35,21174<x<207731,1<x<4,1<x<25,1
 Self_emp_not_inc, Masters, Own_child, Black, Male, Taiwan,x>71,21174<x<207731,4<x<8,25<x<50,1
 Self_emp_inc, 12th, Husband, Amer_Indian_Eskimo, Male, Philippines,53<x<71,207731<x<394288,4<x<8,1<x<25,1
 State_gov, 1st_4th, Husband, Other, Male, Thailand,35<x<53,21174<x<207731,x>12,50<x<74,1
 Self_emp_inc, Preschool, Wife, Amer_Indian_Eskimo, Female, El_Salvador,35<x<53,21174<x<207731,x<1,50<x<74,1
 Federal_gov, Some_college, Own_child, White, Male, France,x>71,207731<x<394288,x>12,25<x<50,1
 Federal_gov, 10th, Husband, Amer_Indian_Eskimo, Male, Guatemala,35<x<53,21174<x<207731,8<x<12,1<x<25,1
 Self_emp_inc, 11th, Not_in_family, Asian_Pac_Islander, Male, South,17<x<35,21174<x<207731,4<x<8,25<x<50,1
 Self_emp_not_inc, 9th, Unmarried, Asian_Pac_Islander, Male, El_Salvador,35<x<53,21174<x<207731,8<x<12,25<x<50,1
 State_gov, Preschool, Own_child, Asian_Pac_Islander, Male, Yugoslavia,17<x<35,394288<x<580845,x<1,25<x<50,1
 Private, Preschool, Unmarried, White, Male, Canada,x<17,21174<x<207731,x>12,1<x<25,1
 Self_emp_inc, 7th_8th, Own_child, Amer_Indian_Eskimo, Male, Guatemala,x>71,21174<x<207731,x>12,1<x<25,1
 Self_emp_inc, Doctorate, Unmarried, Amer_Indian_Eskimo, Female, Mexico,53<x<71,207731<x<394288,1<x<4,25<x<50,1
 Private, 11th, Own_child, Amer_Indian_Eskimo, Female, Cuba,17<x<35,21174<x<207731,1<x<4,25<x<50,1
 Private, Prof_school, Husband, Asian_Pac_Islander, Male, Taiwan,53<x<71,21174<x<207731,4<x<8,25<x<50,1
 Local_gov, 11th, Not_in_family, Asian_Pac_Islander, Male, Cuba,17<x<35,21174<x<207731,4<x<8,1<x<25,1
 Self_emp_inc, Doctorate, Wife, Amer_Indian_Eskimo, Female, Laos,17<x<35,21174<x<207731,8<x<12,25<x<50,1
 Self_emp_not_inc, Assoc_voc, Wife, Asian_Pac_Islander, Female, Cuba,53<x<71,207731<x<394288,x<1,1<x<25,1
 Self_emp_inc, 12th, Husband, White, Male, Columbia,17<x<35,394288<x<580845,x<1,1<x<25,1
 State_gov, 5th_6th, Not_in_family, Amer_Indian_Eskimo, Male, Columbia,53<x<71,21174<x<207731,8<x<12,50<x<74,1
 Local_gov, 10th, Wife, Asian_Pac_Islander, Female, Japan,17<x<35,21174<x<207731,4<x<8,25<x<50,1
 Local_gov, 1st_4th, Wife, Other, Female, Mexico,53<x<71,21174<x<207731,x>12,25<x<50,1
 Private, Prof_school, Unmarried, Amer_Indian_Eskimo, Male, China,53<x<71,21174<x<207731,1<x<4,25<x<50,1
 Self_emp_inc, Assoc_acdm, Husband, Other, Female, Yugoslavia,35<x<53,21174<x<207731,8<x<12,1<x<25,1
 Self_emp_not_inc, Assoc_acdm, Unmarried, Asian_Pac_Islander, Female, Cuba,x>71,207731<x<394288,8<x<12,1<x<25,1
 Federal_gov, Doctorate, Husband, Asian_Pac_Islander, Female, Honduras,53<x<71,21174<x<207731,x>12,1<x<25,1
 State_gov, Prof_school, Unmarried, Other, Female, Puerto_Rico,x>71,21174<x<207731,x<1,25<x<50,1
 Private, 12th, Own_child, Amer_Indian_Eskimo, Female, Haiti,35<x<53,207731<x<394288,1<x<4,1<x<25,1
 Self_emp_not_inc, 1st_4th, Husband, Asian_Pac_Islander, Male, Puerto_Rico,53<x<71,21174<x<207731,8<x<12,25<x<50,1
 Self_emp_not_inc, 11th, Wife, Amer_Indian_Eskimo, Male, Haiti,17<x<35,21174<x<207731,x>12,50<x<74,1
 Self_emp_not_inc, 5th_6th, Other_relative, White, Male, Honduras,x>71,21174<x<207731,1<x<4,50<x<74,1
 Private, Doctorate, Husband, Other, Male, Haiti,17<x<35,207731<x<394288,4<x<8,1<x<25,1
 Local_gov, Preschool, Other_relative, Amer_Indian_Eskimo, Male, China,35<x<53,21174<x<207731,1<x<4,50<x<74,1
 Private, Masters, Other_relative, Amer_Indian_Eskimo, Male, England,17<x<35,21174<x<207731,8<x<12,1<x<25,1
 Self_emp_not_inc, Prof_school, Wife, White, Male, Taiwan,53<x<71,21174<x<207731,8<x<12,1<x<25,1
 Self_emp_not_inc, Masters, Not_in_family, Amer_Indian_Eskimo, Male, Columbia,17<x<35,21174<x<207731,8<x<12,50<x<74,1
 Private, Masters, Other_relative, White, Male, Canada,17<x<35,21174<x<207731,1<x<4,1<x<25,1
 Self_emp_not_inc, Preschool, Husband, White, Female, England,35<x<53,394288<x<580845,x>12,1<x<25,1
 State_gov, 9th, Not_in_family, Black, Female, Germany,53<x<71,207731<x<394288,1<x<4,25<x<50,1
 Self_emp_inc, 12th, Other_relative, Other, Male, Germany,35<x<53,207731<x<394288,8<x<12,1<x<25,1
 Self_emp_inc, 12th, Unmarried, White, Male, Puerto_Rico,35<x<53,207731<x<394288,x>12,x<1,1
 Federal_gov, 9th, Wife, White, Male, Cambodia,35<x<53,394288<x<580845,x>12,25<x<50,1
 Self_emp_not_inc, 11th, Husband, White, Female, Honduras,53<x<71,21174<x<207731,8<x<12,50<x<74,1
 Self_emp_inc, Assoc_acdm, Own_child, White, Male, United_States,53<x<71,207731<x<394288,x>12,25<x<50,1
 Self_emp_inc, Masters, Not_in_family, Amer_Indian_Eskimo, Female, Italy,35<x<53,207731<x<394288,8<x<12,50<x<74,1
 State_gov, 12th, Unmarried, White, Female, India,53<x<71,21174<x<207731,8<x<12,1<x<25,1
 State_gov, 9th, Other_relative, Asian_Pac_Islander, Female, Cambodia,35<x<53,21174<x<207731,1<x<4,25<x<50,1
 Self_emp_inc, Prof_school, Wife, Black, Male, Ecuador,x>71,207731<x<394288,8<x<12,25<x<50,1
 Federal_gov, Prof_school, Unmarried, White, Female, Dominican_Republic,53<x<71,21174<x<207731,4<x<8,1<x<25,1
 Federal_gov, 9th, Other_relative, Amer_Indian_Eskimo, Female, Thailand,35<x<53,21174<x<207731,1<x<4,1<x<25,1
 State_gov, 7th_8th, Other_relative, Black, Female, United_States,x>71,21174<x<207731,1<x<4,1<x<25,1
 Self_emp_inc, 1st_4th, Wife, Other, Male, Laos,17<x<35,21174<x<207731,x>12,50<x<74,1
 State_gov, Assoc_voc, Own_child, White, Male, Honduras,35<x<53,21174<x<207731,8<x<12,1<x<25,1
 Self_emp_inc, Doctorate, Not_in_family, Other, Male, Yugoslavia,35<x<53,21174<x<207731,4<x<8,25<x<50,1
 Self_emp_inc, Some_college, Wife, White, Male, Columbia,x>71,394288<x<580845,x>12,25<x<50,1
 Local_gov, 5th_6th, Husband, White, Female, Poland,17<x<35,207731<x<394288,x>12,25<x<50,1
 Federal_gov, 7th_8th, Other_relative, White, Female, Jamaica,17<x<35,21174<x<207731,4<x<8,50<x<74,1
 Self_emp_inc, 12th, Wife, White, Female, Canada,35<x<53,207731<x<394288,4<x<8,25<x<50,1
 Self_emp_inc, Masters, Not_in_family, Black, Female, Honduras,35<x<53,21174<x<207731,x<1,25<x<50,1
 Self_emp_inc, 9th, Own_child, Other, Female, Poland,35<x<53,21174<x<207731,4<x<8,1<x<25,1
 Local_gov, Assoc_voc, Other_relative, Other, Female, Honduras,53<x<71,21174<x<207731,x>12,1<x<25,1
 State_gov, 5th_6th, Not_in_family, Asian_Pac_Islander, Male, Italy,17<x<35,21174<x<207731,8<x<12,25<x<50,1
 Federal_gov, 9th, Not_in_family, Amer_Indian_Eskimo, Male, Italy,53<x<71,207731<x<394288,8<x<12,1<x<25,1
 Private, Some_college, Not_in_family, Amer_Indian_Eskimo, Male, Canada,17<x<35,394288<x<580845,8<x<12,x>74,1
 Self_emp_inc, Doctorate, Unmarried, Asian_Pac_Islander, Female, Jamaica,35<x<53,207731<x<394288,8<x<12,1<x<25,1
 Self_emp_not_inc, Masters, Unmarried, Black, Male, Philippines,17<x<35,21174<x<207731,8<x<12,x<1,1
 Federal_gov, 12th, Unmarried, Asian_Pac_Islander, Male, Italy,53<x<71,21174<x<207731,4<x<8,1<x<25,1
 Local_gov, 9th, Other_relative, White, Female, Poland,53<x<71,21174<x<207731,4<x<8,50<x<74,1
 Federal_gov, 7th_8th, Wife, White, Male, Iran,53<x<71,207731<x<394288,4<x<8,1<x<25,1
 Self_emp_not_inc, Assoc_acdm, Own_child, Amer_Indian_Eskimo, Male, Puerto_Rico,35<x<53,21174<x<207731,4<x<8,1<x<25,1
 Local_gov, Bachelors, Other_relative, White, Female, Taiwan,17<x<35,21174<x<207731,x>12,50<x<74,1
 Self_emp_not_inc, 9th, Wife, Black, Female, Japan,53<x<71,207731<x<394288,1<x<4,25<x<50,1
 Private, HS_grad, Own_child, Other, Male, Ecuador,35<x<53,21174<x<207731,4<x<8,x>74,1
 Self_emp_not_inc, 10th, Not_in_family, Amer_Indian_Eskimo, Female, Dominican_Republic,x>71,21174<x<207731,4<x<8,1<x<25,1
 Private, HS_grad, Not_in_family, Amer_Indian_Eskimo, Male, Cambodia,35<x<53,21174<x<207731,x<1,x<1,1
 Private, 11th, Own_child, Other, Male, El_Salvador,53<x<71,21174<x<207731,1<x<4,50<x<74,1
 Federal_gov, Masters, Wife, Other, Male, Canada,17<x<35,207731<x<394288,x<1,25<x<50,1
 State_gov, 1st_4th, Not_in_family, Asian_Pac_Islander, Female, Haiti,17<x<35,21174<x<207731,1<x<4,25<x<50,1
 Private, Masters, Husband, Other, Male, England,17<x<35,207731<x<394288,x>12,1<x<25,1
 Private, Masters, Wife, Asian_Pac_Islander, Female, Columbia,17<x<35,207731<x<394288,x<1,1<x<25,1
 Local_gov, 7th_8th, Unmarried, Black, Female, Cambodia,35<x<53,207731<x<394288,8<x<12,50<x<74,1
 Local_gov, 10th, Other_relative, Asian_Pac_Islander, Female, Jamaica,53<x<71,21174<x<207731,1<x<4,1<x<25,1
 Self_emp_not_inc, Assoc_acdm, Not_in_family, Black, Female, Cuba,17<x<35,21174<x<207731,8<x<12,25<x<50,1
 Private, 10th, Unmarried, Black, Male, Guatemala,17<x<35,21174<x<207731,x>12,1<x<25,1
 Private, Masters, Other_relative, Other, Female, Dominican_Republic,53<x<71,207731<x<394288,4<x<8,x>74,1
 Self_emp_inc, 9th, Own_child, Other, Male, Dominican_Republic,53<x<71,21174<x<207731,8<x<12,50<x<74,1
 State_gov, 1st_4th, Unmarried, Amer_Indian_Eskimo, Male, France,35<x<53,21174<x<207731,8<x<12,1<x<25,1
 Self_emp_not_inc, 9th, Unmarried, White, Female, Mexico,17<x<35,207731<x<394288,x<1,1<x<25,1
 Federal_gov, Bachelors, Wife, White, Female, Italy,53<x<71,21174<x<207731,1<x<4,1<x<25,1
 Local_gov, Bachelors, Unmarried, Black, Female, Honduras,35<x<53,21174<x<207731,4<x<8,25<x<50,1
 Self_emp_inc, Assoc_voc, Own_child, Asian_Pac_Islander, Female, Philippines,35<x<53,21174<x<207731,1<x<4,1<x<25,1
 State_gov, HS_grad, Unmarried, Amer_Indian_Eskimo, Female, Portugal,17<x<35,21174<x<207731,4<x<8,1<x<25,1
 Self_emp_not_inc, Some_college, Wife, Amer_Indian_Eskimo, Female, Puerto_Rico,17<x<35,21174<x<207731,1<x<4,25<x<50,1
 Federal_gov, 12th, Own_child, Amer_Indian_Eskimo, Male, Germany,17<x<35,394288<x<580845,x<1,50<x<74,1
 Self_emp_not_inc, Assoc_acdm, Not_in_family, Other, Female, Italy,17<x<35,21174<x<207731,x>12,50<x<74,1
 Federal_gov, 9th, Wife, Asian_Pac_Islander, Female, Philippines,17<x<35,21174<x<207731,x>12,1<x<25,1
 Private, Bachelors, Own_child, Other, Female, Mexico,17<x<35,21174<x<207731,x<1,25<x<50,1
 State_gov, Assoc_acdm, Other_relative, White, Female, Iran,17<x<35,207731<x<394288,1<x<4,x>74,1
 State_gov, Some_college, Other_relative, Black, Female, China,x>71,21174<x<207731,1<x<4,50<x<74,1
 Private, HS_grad, Husband, Other, Male, Poland,17<x<35,207731<x<394288,4<x<8,1<x<25,1
 Federal_gov, Assoc_acdm, Other_relative, Asian_Pac_Islander, Male, United_States,x>71,21174<x<207731,1<x<4,1<x<25,1
 State_gov, Preschool, Unmarried, Asian_Pac_Islander, Female, Japan,x>71,207731<x<394288,1<x<4,1<x<25,1
 Self_emp_inc, 7th_8th, Not_in_family, Asian_Pac_Islander, Male, Guatemala,17<x<35,207731<x<394288,8<x<12,25<x<50,1
 Federal_gov, 10th, Not_in_family, Black, Male, Philippines,35<x<53,21174<x<207731,4<x<8,25<x<50,1
 Private, Bachelors, Other_relative, Black, Female, Japan,x>71,21174<x<207731,x<1,1<x<25,1
 Local_gov, Doctorate, Not_in_family, Amer_Indian_Eskimo, Male, Puerto_Rico,x>71,207731<x<394288,8<x<12,25<x<50,1
 Self_emp_inc, 1st_4th, Other_relative, Asian_Pac_Islander, Male, Portugal,35<x<53,207731<x<394288,1<x<4,1<x<25,1
 Self_emp_inc, Bachelors, Other_relative, Black, Female, Thailand,35<x<53,207731<x<394288,x>12,1<x<25,1
 Private, Preschool, Wife, Black, Male, Philippines,35<x<53,21174<x<207731,x>12,1<x<25,1
 Local_gov, 1st_4th, Not_in_family, Black, Female, Honduras,x>71,x<21174,4<x<8,25<x<50,1
 Local_gov, HS_grad, Wife, White, Male, Portugal,35<x<53,21174<x<207731,8<x<12,50<x<74,1
 State_gov, 5th_6th, Own_child, Asian_Pac_Islander, Female, England,35<x<53,21174<x<207731,x>12,1<x<25,1
 Local_gov, Preschool, Unmarried, Black, Female, Cuba,17<x<35,21174<x<207731,x<1,1<x<25,1
 Self_emp_not_inc, 9th, Other_relative, Black, Female, Honduras,35<x<53,21174<x<207731,1<x<4,50<x<74,1
 Self_emp_inc, Assoc_voc, Wife, White, Male, Puerto_Rico,17<x<35,207731<x<394288,x>12,x>74,1
 Local_gov, 12th, Not_in_family, Amer_Indian_Eskimo, Female, Poland,35<x<53,21174<x<207731,x>12,1<x<25,1
 Self_emp_inc, 1st_4th, Wife, Other, Male, Ecuador,x>71,207731<x<394288,8<x<12,1<x<25,1
 Self_emp_not_inc, 9th, Wife, Black, Female, Laos,35<x<53,21174<x<207731,4<x<8,50<x<74,1
 State_gov, 1st_4th, Other_relative, Other, Female, Laos,53<x<71,207731<x<394288,4<x<8,50<x<74,1
 Federal_gov, Prof_school, Not_in_family, Other, Female, Jamaica,35<x<53,207731<x<394288,1<x<4,1<x<25,1
 Self_emp_not_inc, Preschool, Not_in_family, White, Female, Iran,17<x<35,21174<x<207731,x>12,50<x<74,1
 Federal_gov, Preschool, Husband, Amer_Indian_Eskimo, Female, Philippines,53<x<71,21174<x<207731,x>12,50<x<74,1
 Local_gov, Bachelors, Not_in_family, Other, Male, El_Salvador,17<x<35,21174<x<207731,x>12,1<x<25,1
 State_gov, 10th, Wife, Black, Male, China,17<x<35,207731<x<394288,4<x<8,1<x<25,1
 Self_emp_not_inc, 1st_4th, Own_child, Black, Female, South,x>71,207731<x<394288,8<x<12,1<x<25,1
 Private, Prof_school, Wife, White, Female, Columbia,17<x<35,21174<x<207731,4<x<8,1<x<25,1
 Private, 9th, Wife, White, Male, Philippines,35<x<53,21174<x<207731,x>12,25<x<50,1
 Private, 5th_6th, Own_child, Other, Female, Ecuador,53<x<71,21174<x<207731,x>12,50<x<74,1
 Private, 11th, Own_child, Amer_Indian_Eskimo, Male, El_Salvador,17<x<35,207731<x<394288,1<x<4,50<x<74,1
 Private, 1st_4th, Unmarried, Other, Male, Yugoslavia,17<x<35,207731<x<394288,x>12,1<x<25,1
 Self_emp_not_inc, 1st_4th, Own_child, Other, Male, Cambodia,53<x<71,21174<x<207731,8<x<12,50<x<74,1
 Private, Assoc_voc, Wife, Other, Male, China,35<x<53,21174<x<207731,1<x<4,25<x<50,1
 Self_emp_inc, 7th_8th, Husband, Black, Female, Guatemala,35<x<53,21174<x<207731,1<x<4,1<x<25,1
 Local_gov, 10th, Wife, Asian_Pac_Islander, Female, Cambodia,35<x<53,21174<x<207731,x>12,1<x<25,1
 Local_gov, 7th_8th, Own_child, Other, Male, Portugal,53<x<71,21174<x<207731,x>12,25<x<50,1
 State_gov, 5th_6th, Not_in_family, White, Male, England,17<x<35,21174<x<207731,4<x<8,50<x<74,1
 Local_gov, Masters, Husband, Asian_Pac_Islander, Female, Dominican_Republic,35<x<53,21174<x<207731,4<x<8,25<x<50,1
 Federal_gov, HS_grad, Husband, Other, Female, Philippines,35<x<53,207731<x<394288,8<x<12,1<x<25,1
 Self_emp_not_inc, HS_grad, Husband, Black, Male, Philippines,x>71,21174<x<207731,x>12,25<x<50,1
 State_gov, Doctorate, Husband, White, Male, Haiti,17<x<35,21174<x<207731,x>12,25<x<50,1
 State_gov, Assoc_voc, Other_relative, White, Male, China,53<x<71,207731<x<394288,x>12,1<x<25,1
 Self_emp_not_inc, HS_grad, Not_in_family, Amer_Indian_Eskimo, Male, Jamaica,35<x<53,21174<x<207731,4<x<8,50<x<74,1
 Self_emp_inc, Prof_school, Husband, White, Female, Guatemala,35<x<53,207731<x<394288,x>12,1<x<25,1
 State_gov, 7th_8th, Husband, Black, Female, Haiti,17<x<35,207731<x<394288,8<x<12,50<x<74,1
 Self_emp_not_inc, 12th, Wife, White, Male, Poland,17<x<35,207731<x<394288,1<x<4,50<x<74,1
 Self_emp_not_inc, Some_college, Other_relative, Asian_Pac_Islander, Female, Jamaica,x>71,21174<x<207731,x>12,1<x<25,1
 Self_emp_not_inc, 9th, Wife, Amer_Indian_Eskimo, Male, Jamaica,53<x<71,21174<x<207731,8<x<12,50<x<74,1
 Self_emp_inc, Some_college, Unmarried, Black, Male, Italy,53<x<71,21174<x<207731,4<x<8,25<x<50,1
 Self_emp_inc, Doctorate, Other_relative, Black, Female, Guatemala,x>71,207731<x<394288,x>12,1<x<25,1
 Self_emp_not_inc, HS_grad, Husband, Asian_Pac_Islander, Female, Italy,53<x<71,207731<x<394288,x<1,25<x<50,1
 Local_gov, Masters, Husband, Other, Female, Japan,53<x<71,21174<x<207731,1<x<4,x>74,1
 Self_emp_not_inc, Preschool, Wife, Amer_Indian_Eskimo, Female, Honduras,35<x<53,21174<x<207731,8<x<12,50<x<74,1
 Private, Bachelors, Own_child, Asian_Pac_Islander, Female, Ecuador,35<x<53,21174<x<207731,x>12,1<x<25,1
 Private, Assoc_voc, Wife, Black, Male, El_Salvador,53<x<71,21174<x<207731,8<x<12,25<x<50,1
 Self_emp_not_inc, 1st_4th, Husband, Black, Male, Thailand,17<x<35,21174<x<207731,8<x<12,1<x<25,1
 State_gov, Masters, Own_child, Other, Female, Ecuador,53<x<71,207731<x<394288,1<x<4,25<x<50,1
 Private, 7th_8th, Own_child, Black, Female, El_Salvador,17<x<35,207731<x<394288,x>12,1<x<25,1
 Federal_gov, Doctorate, Husband, White, Male, China,17<x<35,21174<x<207731,8<x<12,1<x<25,1
 Federal_gov, Bachelors, Husband, Black, Male, Canada,17<x<35,207731<x<394288,1<x<4,x>74,1
 Federal_gov, Masters, Unmarried, Other, Male, Thailand,35<x<53,21174<x<207731,4<x<8,1<x<25,1
 State_gov, Some_college, Wife, Asian_Pac_Islander, Female, Cuba,17<x<35,207731<x<394288,8<x<12,50<x<74,1
 Local_gov, Prof_school, Husband, Other, Female, Haiti,53<x<71,21174<x<207731,8<x<12,25<x<50,1
 Private, HS_grad, Unmarried, Other, Female, India,53<x<71,207731<x<394288,x>12,25<x<50,1
 Private, HS_grad, Other_relative, White, Male, Philippines,53<x<71,21174<x<207731,1<x<4,25<x<50,1
 Local_gov, Assoc_acdm, Wife, Amer_Indian_Eskimo, Male, Poland,53<x<71,207731<x<394288,8<x<12,1<x<25,1
 Local_gov, 7th_8th, Other_relative, Black, Female, Ecuador,35<x<53,21174<x<207731,4<x<8,25<x<50,1
 Local_gov, Bachelors, Unmarried, Amer_Indian_Eskimo, Male, Laos,x>71,21174<x<207731,1<x<4,1<x<25,1
 Private, HS_grad, Not_in_family, Asian_Pac_Islander, Female, Dominican_Republic,17<x<35,207731<x<394288,x>12,25<x<50,1
 Self_emp_inc, 11th, Unmarried, Other, Male, Portugal,53<x<71,394288<x<580845,x>12,25<x<50,1
 Self_emp_not_inc, Prof_school, Unmarried, Other, Female, Canada,53<x<71,21174<x<207731,x>12,1<x<25,1
 Self_emp_not_inc, 10th, Own_child, Asian_Pac_Islander, Female, South,17<x<35,21174<x<207731,1<x<4,1<x<25,1
 Self_emp_inc, 9th, Wife, Black, Male, Italy,x>71,21174<x<207731,1<x<4,25<x<50,1
 Private, Some_college, Not_in_family, Other, Female, Jamaica,53<x<71,21174<x<207731,1<x<4,50<x<74,1
 Local_gov, Some_college, Husband, Asian_Pac_Islander, Female, Poland,x>71,21174<x<207731,x<1,x<1,1
 State_gov, 5th_6th, Wife, Other, Female, Haiti,17<x<35,207731<x<394288,1<x<4,25<x<50,1
 State_gov, Bachelors, Not_in_family, White, Male, France,x>71,21174<x<207731,x>12,25<x<50,1
 Private, Prof_school, Husband, Black, Female, Portugal,x>71,207731<x<394288,x>12,1<x<25,1
 Private, 12th, Husband, Black, Male, Canada,x>71,21174<x<207731,x>12,25<x<50,1
 Local_gov, HS_grad, Not_in_family, White, Male, Italy,35<x<53,21174<x<207731,8<x<12,25<x<50,1
 Self_emp_inc, 9th, Husband, Other, Male, South,17<x<35,394288<x<580845,1<x<4,50<x<74,1
 State_gov, Doctorate, Other_relative, White, Female, China,53<x<71,21174<x<207731,4<x<8,25<x<50,1
 Local_gov, Assoc_voc, Wife, Amer_Indian_Eskimo, Male, Honduras,35<x<53,21174<x<207731,4<x<8,25<x<50,1
 State_gov, Bachelors, Own_child, White, Female, Cambodia,17<x<35,207731<x<394288,x>12,25<x<50,1
 Private, Prof_school, Husband, Black, Female, Thailand,17<x<35,21174<x<207731,4<x<8,1<x<25,1
 Local_gov, 10th, Unmarried, Other, Male, Guatemala,17<x<35,207731<x<394288,x>12,25<x<50,1
 Self_emp_inc, Some_college, Husband, Amer_Indian_Eskimo, Female, Dominican_Republic,35<x<53,394288<x<580845,x>12,50<x<74,1
 Local_gov, Preschool, Unmarried, Other, Female, Cuba,35<x<53,21174<x<207731,1<x<4,25<x<50,1
 Self_emp_not_inc, 9th, Husband, White, Male, Thailand,x>71,21174<x<207731,8<x<12,1<x<25,1
 Local_gov, Doctorate, Not_in_family, Asian_Pac_Islander, Male, Yugoslavia,x>71,394288<x<580845,1<x<4,25<x<50,1
 State_gov, HS_grad, Unmarried, Other, Male, Guatemala,17<x<35,21174<x<207731,x>12,x<1,1
 State_gov, 12th, Wife, Black, Male, South,53<x<71,21174<x<207731,x>12,x>74,1
 Federal_gov, Masters, Own_child, White, Female, India,17<x<35,207731<x<394288,4<x<8,1<x<25,1
 Local_gov, 1st_4th, Wife, Other, Male, Taiwan,17<x<35,394288<x<580845,x<1,50<x<74,1
 State_gov, Assoc_voc, Other_relative, Amer_Indian_Eskimo, Female, Yugoslavia,53<x<71,21174<x<207731,4<x<8,1<x<25,1
 Private, Some_college, Own_child, White, Female, Guatemala,53<x<71,21174<x<207731,4<x<8,1<x<25,1
 Private, 9th, Unmarried, Black, Female, Jamaica,x<17,21174<x<207731,8<x<12,50<x<74,1
 Federal_gov, 5th_6th, Unmarried, Other, Female, El_Salvador,x>71,21174<x<207731,1<x<4,50<x<74,1
 Self_emp_not_inc, HS_grad, Other_relative, Amer_Indian_Eskimo, Male, United_States,53<x<71,21174<x<207731,x<1,1<x<25,1
 Self_emp_inc, HS_grad, Unmarried, Asian_Pac_Islander, Female, Italy,53<x<71,21174<x<207731,4<x<8,50<x<74,1
 Self_emp_not_inc, Prof_school, Unmarried, Amer_Indian_Eskimo, Male, France,53<x<71,207731<x<394288,x>12,25<x<50,1
 Self_emp_not_inc, 5th_6th, Not_in_family, Other, Female, Cambodia,35<x<53,207731<x<394288,x<1,1<x<25,1
 Private, HS_grad, Own_child, White, Male, Haiti,53<x<71,21174<x<207731,4<x<8,25<x<50,1
 Federal_gov, Masters, Not_in_family, Asian_Pac_Islander, Male, El_Salvador,x>71,21174<x<207731,1<x<4,25<x<50,1
 Self_emp_not_inc, 1st_4th, Unmarried, Asian_Pac_Islander, Female, Dominican_Republic,17<x<35,21174<x<207731,8<x<12,25<x<50,1
 Local_gov, HS_grad, Husband, Black, Male, India,35<x<53,207731<x<394288,4<x<8,1<x<25,1
 Self_emp_inc, 7th_8th, Other_relative, Amer_Indian_Eskimo, Female, Portugal,53<x<71,21174<x<207731,4<x<8,1<x<25,1
 Self_emp_not_inc, Bachelors, Wife, Other, Male, Canada,17<x<35,207731<x<394288,x<1,25<x<50,1
 Local_gov, Assoc_acdm, Wife, White, Male, Germany,x>71,21174<x<207731,8<x<12,25<x<50,1
 State_gov, 9th, Own_child, Black, Female, Taiwan,35<x<53,207731<x<394288,4<x<8,25<x<50,1
 Local_gov, Doctorate, Unmarried, Black, Male, Poland,35<x<53,21174<x<207731,4<x<8,50<x<74,1
 Local_gov, Preschool, Husband, Amer_Indian_Eskimo, Male, Italy,35<x<53,207731<x<394288,8<x<12,1<x<25,1
 Private, Doctorate, Unmarried, Amer_Indian_Eskimo, Male, Haiti,35<x<53,21174<x<207731,4<x<8,25<x<50,1
 Local_gov, 10th, Other_relative, Other, Female, Dominican_Republic,53<x<71,21174<x<207731,8<x<12,25<x<50,1
 Federal_gov, Masters, Unmarried, Black, Male, Guatemala,35<x<53,207731<x<394288,4<x<8,25<x<50,1
 State_gov, Assoc_acdm, Unmarried, Asian_Pac_Islander, Male, Dominican_Republic,35<x<53,207731<x<394288,1<x<4,50<x<74,1
 Local_gov, Doctorate, Not_in_family, White, Male, Mexico,53<x<71,394288<x<580845,x>12,25<x<50,1
 State_gov, 11th, Husband, Black, Female, Dominican_Republic,17<x<35,207731<x<394288,8<x<12,25<x<50,1
 Local_gov, Assoc_voc, Own_child, Amer_Indian_Eskimo, Female, Jamaica,17<x<35,21174<x<207731,4<x<8,25<x<50,1
 Self_emp_inc, Bachelors, Other_relative, Amer_Indian_Eskimo, Female, Philippines,53<x<71,21174<x<207731,4<x<8,50<x<74,1
 Private, HS_grad, Own_child, White, Female, Dominican_Republic,53<x<71,21174<x<207731,8<x<12,25<x<50,1
 Self_emp_inc, Preschool, Wife, Asian_Pac_Islander, Male, Columbia,17<x<35,21174<x<207731,x>12,25<x<50,1
 Self_emp_not_inc, Preschool, Not_in_family, Amer_Indian_Eskimo, Male, Mexico,17<x<35,21174<x<207731,8<x<12,1<x<25,1
 Private, Doctorate, Other_relative, Amer_Indian_Eskimo, Male, India,53<x<71,21174<x<207731,8<x<12,25<x<50,1
 Self_emp_not_inc, Some_college, Wife, Other, Male, Cambodia,35<x<53,21174<x<207731,1<x<4,25<x<50,1
 Self_emp_inc, Preschool, Wife, Other, Male, Columbia,x>71,21174<x<207731,4<x<8,1<x<25,1
 State_gov, Assoc_acdm, Not_in_family, Amer_Indian_Eskimo, Female, Iran,53<x<71,21174<x<207731,8<x<12,1<x<25,1
