,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,class
2056,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,yes
2057,18<x<37,technician,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,971<x<1941,x<1,x<0,unknown,yes
2058,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,yes,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2059,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,0<x<14,success,yes
2060,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,yes,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2061,18<x<37,management,single,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2062,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,yes
2063,18<x<37,services,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2064,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2065,18<x<37,admin.,single,secondary,no,-6847<x<15165,yes,yes,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2066,18<x<37,technician,single,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2067,37<x<56,retired,divorced,tertiary,no,-6847<x<15165,no,no,cellular,16<x<23,may,2<x<971,x<1,0<x<14,success,yes
2068,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2069,18<x<37,housemaid,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,971<x<1941,x<1,0<x<14,success,yes
2070,18<x<37,blue-collar,married,unknown,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2071,18<x<37,services,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,971<x<1941,x<1,x<0,unknown,yes
2072,18<x<37,blue-collar,single,primary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2073,18<x<37,admin.,single,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2074,37<x<56,entrepreneur,married,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2075,37<x<56,technician,divorced,secondary,no,-6847<x<15165,yes,yes,cellular,16<x<23,may,2<x<971,x<1,0<x<14,failure,yes
2076,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,yes
2077,18<x<37,blue-collar,married,primary,no,-6847<x<15165,yes,yes,cellular,16<x<23,may,2<x<971,1<x<16,0<x<14,failure,yes
2078,18<x<37,blue-collar,single,primary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,yes
2079,18<x<37,blue-collar,single,primary,no,-6847<x<15165,yes,yes,cellular,16<x<23,may,971<x<1941,1<x<16,x<0,unknown,yes
2080,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,yes,cellular,16<x<23,may,2<x<971,1<x<16,0<x<14,failure,yes
2081,18<x<37,technician,single,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,yes
2082,18<x<37,blue-collar,married,primary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,971<x<1941,1<x<16,0<x<14,other,yes
2083,18<x<37,management,married,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,yes
2084,18<x<37,self-employed,married,secondary,no,-6847<x<15165,yes,yes,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,yes
2085,37<x<56,technician,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,971<x<1941,1<x<16,0<x<14,success,yes
2086,18<x<37,services,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,971<x<1941,1<x<16,0<x<14,failure,yes
2087,18<x<37,admin.,single,secondary,no,-6847<x<15165,yes,yes,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,yes
2088,18<x<37,unemployed,single,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,1<x<16,0<x<14,success,yes
2089,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,yes
2090,37<x<56,admin.,divorced,secondary,no,-6847<x<15165,yes,yes,cellular,16<x<23,may,2<x<971,x<1,0<x<14,success,yes
2091,18<x<37,management,married,tertiary,no,-6847<x<15165,no,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2092,18<x<37,technician,single,tertiary,no,-6847<x<15165,no,no,cellular,16<x<23,may,2<x<971,x<1,0<x<14,failure,yes
2093,56<x<75,admin.,married,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2094,18<x<37,services,married,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,0<x<14,failure,yes
2095,56<x<75,management,married,tertiary,no,-6847<x<15165,no,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2096,18<x<37,technician,divorced,secondary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,x<0,unknown,yes
2097,37<x<56,management,single,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,0<x<14,success,yes
2098,37<x<56,services,married,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,may,2<x<971,x<1,0<x<14,failure,yes
2099,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,yes
2100,18<x<37,student,single,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,may,2<x<971,x<1,0<x<14,success,yes
2101,37<x<56,management,single,tertiary,no,-6847<x<15165,no,no,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,yes
2102,37<x<56,management,divorced,unknown,no,-6847<x<15165,no,no,cellular,16<x<23,may,2<x<971,x<1,0<x<14,success,yes
2103,18<x<37,student,single,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,0<x<14,success,yes
2104,18<x<37,services,single,secondary,no,-6847<x<15165,no,no,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,yes
2105,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,16<x<23,may,2<x<971,1<x<16,x<0,unknown,yes
2106,37<x<56,management,married,primary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,1<x<16,0<x<14,success,yes
2107,37<x<56,blue-collar,married,unknown,no,-6847<x<15165,no,no,telephone,16<x<23,may,2<x<971,1<x<16,x<0,unknown,yes
2108,18<x<37,management,married,tertiary,no,-6847<x<15165,no,no,cellular,16<x<23,may,2<x<971,1<x<16,0<x<14,other,yes
2109,18<x<37,management,single,tertiary,no,-6847<x<15165,yes,no,cellular,16<x<23,may,2<x<971,x<1,0<x<14,other,yes
2110,37<x<56,admin.,single,secondary,no,-6847<x<15165,yes,no,cellular,x>23,may,2<x<971,x<1,0<x<14,success,yes
2111,56<x<75,retired,divorced,tertiary,no,-6847<x<15165,no,yes,cellular,x>23,may,2<x<971,x<1,0<x<14,failure,yes
2112,18<x<37,technician,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2113,18<x<37,blue-collar,single,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2114,18<x<37,student,single,unknown,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2115,18<x<37,technician,single,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2116,18<x<37,technician,single,tertiary,no,-6847<x<15165,yes,no,cellular,x>23,may,2<x<971,x<1,0<x<14,failure,yes
2117,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2118,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2119,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,no,yes,cellular,x>23,may,2<x<971,x<1,0<x<14,success,yes
2120,37<x<56,retired,divorced,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,971<x<1941,x<1,x<0,unknown,yes
2121,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2122,18<x<37,admin.,single,secondary,no,-6847<x<15165,yes,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2123,18<x<37,services,married,secondary,no,-6847<x<15165,yes,yes,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2124,18<x<37,services,single,secondary,no,-6847<x<15165,yes,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2125,37<x<56,technician,divorced,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,0<x<14,other,yes
2126,18<x<37,technician,married,tertiary,no,-6847<x<15165,yes,yes,cellular,x>23,may,2<x<971,1<x<16,0<x<14,failure,yes
2127,18<x<37,technician,single,secondary,no,-6847<x<15165,yes,no,cellular,x>23,may,2<x<971,x<1,0<x<14,other,yes
2128,18<x<37,technician,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2129,18<x<37,student,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2130,18<x<37,technician,single,tertiary,no,-6847<x<15165,yes,no,cellular,x>23,may,2<x<971,1<x<16,0<x<14,failure,yes
2131,18<x<37,technician,single,tertiary,no,-6847<x<15165,yes,yes,cellular,x>23,may,2<x<971,1<x<16,0<x<14,failure,yes
2132,18<x<37,student,single,secondary,no,15165<x<37178,no,no,cellular,x>23,may,2<x<971,x<1,0<x<14,success,yes
2133,56<x<75,technician,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,971<x<1941,x<1,0<x<14,other,yes
2134,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2135,18<x<37,management,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2136,18<x<37,technician,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,0<x<14,other,yes
2137,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2138,56<x<75,retired,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,0<x<14,failure,yes
2139,37<x<56,management,divorced,tertiary,no,15165<x<37178,yes,no,cellular,x>23,may,2<x<971,1<x<16,0<x<14,other,yes
2140,56<x<75,retired,married,tertiary,no,-6847<x<15165,no,no,telephone,x>23,may,971<x<1941,x<1,x<0,unknown,yes
2141,18<x<37,student,single,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2142,18<x<37,student,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2143,18<x<37,student,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2144,18<x<37,student,single,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2145,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,0<x<14,success,yes
2146,18<x<37,admin.,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2147,18<x<37,admin.,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2148,37<x<56,self-employed,single,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2149,18<x<37,admin.,single,secondary,no,-6847<x<15165,yes,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2150,37<x<56,admin.,divorced,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,0<x<14,success,yes
2151,18<x<37,admin.,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,0<x<14,success,yes
2152,18<x<37,admin.,married,secondary,no,-6847<x<15165,yes,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2153,18<x<37,admin.,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2154,18<x<37,admin.,single,tertiary,no,-6847<x<15165,yes,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2155,18<x<37,admin.,single,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,0<x<14,success,yes
2156,18<x<37,technician,married,secondary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,0<x<14,other,yes
2157,37<x<56,retired,divorced,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2158,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,x<1,x<0,unknown,yes
2159,37<x<56,admin.,single,secondary,no,-6847<x<15165,no,no,telephone,x>23,may,2<x<971,x<1,x<0,unknown,yes
2160,18<x<37,admin.,single,tertiary,no,-6847<x<15165,yes,no,cellular,x>23,may,2<x<971,1<x<16,0<x<14,failure,yes
2161,18<x<37,student,single,unknown,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2162,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,x>23,may,2<x<971,1<x<16,x<0,unknown,yes
2163,37<x<56,admin.,married,secondary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,1<x<16,0<x<14,success,yes
2164,56<x<75,management,married,tertiary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,x<0,unknown,yes
2165,37<x<56,management,married,tertiary,no,-6847<x<15165,yes,yes,cellular,x<1,jun,2<x<971,x<1,x<0,unknown,yes
2166,18<x<37,unemployed,single,tertiary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,x<0,unknown,yes
2167,37<x<56,management,married,tertiary,no,-6847<x<15165,yes,no,cellular,x<1,jun,2<x<971,x<1,0<x<14,success,yes
2168,18<x<37,technician,single,secondary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,x<0,unknown,yes
2169,37<x<56,housemaid,divorced,secondary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,x<0,unknown,yes
2170,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,1<x<16,x<0,unknown,yes
2171,18<x<37,management,married,tertiary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,x<0,unknown,yes
2172,37<x<56,admin.,married,tertiary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,0<x<14,failure,yes
2173,18<x<37,management,single,secondary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,x<0,unknown,yes
2174,37<x<56,admin.,married,secondary,no,-6847<x<15165,no,no,cellular,x<1,jun,971<x<1941,x<1,x<0,unknown,yes
2175,18<x<37,technician,single,secondary,no,-6847<x<15165,no,no,cellular,x<1,jun,971<x<1941,x<1,x<0,unknown,yes
2176,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,x<0,unknown,yes
2177,37<x<56,management,married,tertiary,no,-6847<x<15165,no,yes,cellular,x<1,jun,2<x<971,1<x<16,x<0,unknown,yes
2178,37<x<56,technician,married,secondary,no,-6847<x<15165,no,yes,cellular,x<1,jun,2<x<971,1<x<16,x<0,unknown,yes
2179,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,1<x<16,x<0,unknown,yes
2180,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,0<x<14,success,yes
2181,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,x<0,unknown,yes
2182,37<x<56,services,divorced,secondary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,0<x<14,success,yes
2183,37<x<56,management,divorced,tertiary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,0<x<14,other,yes
2184,18<x<37,services,single,secondary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,x<0,unknown,yes
2185,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,1<x<16,x<0,unknown,yes
2186,18<x<37,self-employed,single,tertiary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,x<0,unknown,yes
2187,37<x<56,unemployed,single,secondary,no,-6847<x<15165,no,no,cellular,x<1,jun,971<x<1941,x<1,x<0,unknown,yes
2188,18<x<37,student,single,unknown,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,x<0,unknown,yes
2189,37<x<56,admin.,single,secondary,no,-6847<x<15165,yes,yes,cellular,x<1,jun,971<x<1941,1<x<16,x<0,unknown,yes
2190,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,0<x<14,other,yes
2191,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,no,no,cellular,x<1,jun,2<x<971,x<1,x<0,unknown,yes
2192,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,0<x<14,success,yes
2193,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2194,18<x<37,admin.,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2195,18<x<37,management,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2196,18<x<37,admin.,single,tertiary,no,-6847<x<15165,no,yes,cellular,1<x<8,jun,2<x<971,x<1,0<x<14,success,yes
2197,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2198,18<x<37,management,single,tertiary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2199,37<x<56,unemployed,single,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2200,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2201,37<x<56,technician,divorced,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2202,37<x<56,admin.,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,0<x<14,success,yes
2203,18<x<37,services,divorced,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2204,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2205,37<x<56,admin.,married,secondary,no,-6847<x<15165,no,no,telephone,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2206,37<x<56,services,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,2<x<971,1<x<16,0<x<14,success,yes
2207,37<x<56,technician,married,tertiary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,2<x<971,x<1,0<x<14,failure,yes
2208,18<x<37,technician,single,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,0<x<14,success,yes
2209,18<x<37,admin.,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2210,18<x<37,student,single,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2211,18<x<37,technician,single,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2212,37<x<56,services,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,2<x<971,x<1,0<x<14,failure,yes
2213,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,2<x<971,x<1,0<x<14,other,yes
2214,56<x<75,blue-collar,married,primary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2215,18<x<37,technician,single,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,14<x<29,success,yes
2216,18<x<37,entrepreneur,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2217,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2218,37<x<56,management,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,0<x<14,failure,yes
2219,18<x<37,technician,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2220,18<x<37,technician,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,2<x<971,x<1,0<x<14,failure,yes
2221,37<x<56,technician,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2222,18<x<37,unemployed,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,0<x<14,success,yes
2223,56<x<75,technician,married,secondary,no,-6847<x<15165,no,no,telephone,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2224,18<x<37,self-employed,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,0<x<14,success,yes
2225,18<x<37,admin.,single,secondary,no,-6847<x<15165,yes,yes,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2226,37<x<56,entrepreneur,married,secondary,no,15165<x<37178,no,no,telephone,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2227,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2228,37<x<56,blue-collar,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,0<x<14,failure,yes
2229,18<x<37,management,divorced,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2230,18<x<37,blue-collar,married,primary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2231,37<x<56,admin.,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2232,18<x<37,technician,single,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2233,56<x<75,management,divorced,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2234,18<x<37,student,single,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2235,37<x<56,admin.,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2236,18<x<37,management,single,tertiary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,2<x<971,x<1,0<x<14,failure,yes
2237,37<x<56,management,divorced,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2238,18<x<37,technician,single,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,2<x<971,1<x<16,0<x<14,success,yes
2239,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2240,37<x<56,admin.,divorced,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2241,37<x<56,blue-collar,single,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2242,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,0<x<14,success,yes
2243,56<x<75,retired,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2244,37<x<56,unemployed,married,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,0<x<14,failure,yes
2245,18<x<37,blue-collar,single,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2246,37<x<56,blue-collar,married,primary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,0<x<14,success,yes
2247,18<x<37,blue-collar,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,971<x<1941,1<x<16,0<x<14,other,yes
2248,37<x<56,management,divorced,tertiary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,2<x<971,x<1,0<x<14,other,yes
2249,37<x<56,management,divorced,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2250,18<x<37,services,married,secondary,no,-6847<x<15165,yes,no,cellular,1<x<8,jun,2<x<971,1<x<16,0<x<14,success,yes
2251,18<x<37,management,married,tertiary,no,-6847<x<15165,yes,yes,cellular,1<x<8,jun,2<x<971,1<x<16,x<0,unknown,yes
2252,37<x<56,admin.,single,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2253,18<x<37,management,married,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2254,18<x<37,services,single,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2255,18<x<37,management,single,tertiary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2256,18<x<37,student,single,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2257,18<x<37,student,single,secondary,no,-6847<x<15165,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2258,37<x<56,admin.,single,tertiary,no,15165<x<37178,no,no,cellular,1<x<8,jun,2<x<971,x<1,x<0,unknown,yes
2259,37<x<56,services,married,secondary,no,-6847<x<15165,yes,yes,cellular,1<x<8,jun,2<x<971,1<x<16,0<x<14,failure,yes
