id,workcla,education,relationship,race,sex,native_country,age,fnlwgt,education_num,hours_per_week,class
553, Federal_gov, 7th_8th, Husband, Other, Male, Puerto_Rico,40,343591,12,14,1
554, Private, Prof_school, Unmarried, White, Female, United_States,37,118710,6,6,1
555, Local_gov, Doctorate, Not_in_family, Amer_Indian_Eskimo, Female, India,68,212448,7,7,1
556, Self_emp_not_inc, Assoc_voc, Other_relative, White, Male, India,37,277946,14,24,1
557, State_gov, Preschool, Own_child, Amer_Indian_Eskimo, Male, Cambodia,39,314209,11,9,1
558, Federal_gov, 12th, Husband, White, Female, Dominican_Republic,77,298785,10,36,1
559, Federal_gov, Doctorate, Own_child, Amer_Indian_Eskimo, Female, El_Salvador,79,120451,11,70,1
560, Self_emp_not_inc, Assoc_acdm, Other_relative, White, Female, Cambodia,52,125927,4,55,1
561, State_gov, 10th, Not_in_family, Asian_Pac_Islander, Female, Thailand,28,171095,11,60,1
562, Self_emp_inc, 7th_8th, Husband, Other, Female, Columbia,57,105376,12,7,1
563, Local_gov, Some_college, Unmarried, Other, Male, Poland,32,191547,10,46,1
564, Self_emp_inc, 9th, Own_child, Amer_Indian_Eskimo, Male, Honduras,63,177307,16,26,1
565, Private, 5th_6th, Own_child, Amer_Indian_Eskimo, Female, Haiti,47,161538,10,55,1
566, Federal_gov, 12th, Own_child, Other, Male, Taiwan,55,1033222,10,64,1
567, Self_emp_not_inc, Doctorate, Unmarried, Asian_Pac_Islander, Male, Iran,32,145111,1,50,1
568, Self_emp_not_inc, Some_college, Own_child, Amer_Indian_Eskimo, Male, Mexico,52,70377,10,19,1
569, State_gov, 11th, Wife, Amer_Indian_Eskimo, Female, Canada,77,335605,14,47,1
570, Self_emp_inc, 9th, Own_child, Asian_Pac_Islander, Female, Ecuador,70,267989,9,56,1
571, Self_emp_not_inc, 11th, Own_child, Other, Male, Cuba,37,245918,11,35,1
572, Private, Masters, Own_child, Other, Female, Cambodia,32,102726,11,42,1
573, State_gov, Some_college, Not_in_family, Other, Female, Jamaica,33,211678,4,20,1
574, Self_emp_inc, Bachelors, Other_relative, Asian_Pac_Islander, Female, Yugoslavia,40,371373,9,72,1
575, State_gov, Assoc_voc, Own_child, Amer_Indian_Eskimo, Male, Honduras,43,323573,4,72,1
576, Self_emp_inc, Bachelors, Husband, Other, Male, South,81,341204,9,32,1
577, Private, 9th, Husband, Black, Female, Philippines,45,120985,3,21,1
578, Private, Masters, Not_in_family, Other, Female, Haiti,79,303090,4,65,1
579, Federal_gov, Some_college, Not_in_family, Amer_Indian_Eskimo, Female, Iran,27,483777,7,21,1
580, State_gov, 11th, Not_in_family, Black, Male, Laos,78,242606,12,72,1
581, Self_emp_inc, 11th, Husband, White, Female, Honduras,43,51618,7,58,1
582, State_gov, 11th, Husband, Other, Female, Cuba,45,302122,10,13,1
583, State_gov, Doctorate, Husband, Other, Female, Philippines,19,180138,1,19,1
584, Local_gov, 1st_4th, Own_child, Black, Male, China,44,70377,16,64,1
585, State_gov, 12th, Not_in_family, Asian_Pac_Islander, Female, Canada,40,28856,10,33,1
586, Local_gov, Masters, Other_relative, Black, Female, South,22,155537,3,55,1
587, Self_emp_inc, 1st_4th, Own_child, White, Female, Cambodia,51,428030,4,13,1
588, Federal_gov, Assoc_acdm, Own_child, Asian_Pac_Islander, Female, Japan,65,101460,9,46,1
589, Self_emp_inc, 9th, Not_in_family, White, Female, Canada,56,138370,15,22,1
590, Self_emp_not_inc, Bachelors, Unmarried, Other, Male, Germany,35,78602,6,8,1
591, Self_emp_not_inc, 10th, Wife, Other, Female, South,64,98155,11,25,1
592, State_gov, 12th, Unmarried, Other, Male, El_Salvador,62,34987,14,37,1
593, State_gov, Doctorate, Not_in_family, Other, Female, Cambodia,74,21174,13,9,1
594, Private, 7th_8th, Not_in_family, Amer_Indian_Eskimo, Female, El_Salvador,51,292175,12,20,1
595, Federal_gov, Bachelors, Husband, Asian_Pac_Islander, Female, South,34,64293,7,52,1
596, State_gov, 9th, Not_in_family, Asian_Pac_Islander, Male, United_States,23,123424,11,48,1
597, Private, 1st_4th, Own_child, Amer_Indian_Eskimo, Female, Japan,69,120539,14,25,1
598, Private, Masters, Not_in_family, Other, Female, Jamaica,35,316702,5,37,1
599, Federal_gov, 1st_4th, Other_relative, Other, Female, Dominican_Republic,68,186648,5,99,1
600, Self_emp_not_inc, Bachelors, Other_relative, Black, Female, Yugoslavia,74,69621,11,58,1
601, Private, 7th_8th, Not_in_family, Asian_Pac_Islander, Male, Yugoslavia,59,118161,15,34,1
602, Self_emp_inc, Doctorate, Husband, Asian_Pac_Islander, Female, Germany,31,399087,13,35,1
603, Private, Prof_school, Unmarried, Asian_Pac_Islander, Male, Iran,26,433665,10,26,1
604, Local_gov, Some_college, Own_child, White, Male, Portugal,21,175374,9,12,1
605, Private, 7th_8th, Not_in_family, Amer_Indian_Eskimo, Male, Cuba,39,324960,12,32,1
606, Local_gov, Prof_school, Own_child, Amer_Indian_Eskimo, Female, Laos,21,177407,4,98,1
607, Local_gov, 1st_4th, Husband, Amer_Indian_Eskimo, Female, Japan,29,128848,14,24,1
608, Self_emp_not_inc, HS_grad, Other_relative, Black, Male, South,31,361280,8,33,1
609, Self_emp_inc, Preschool, Wife, Other, Female, Italy,90,173208,1,33,1
610, Local_gov, Bachelors, Other_relative, Amer_Indian_Eskimo, Male, Germany,38,75654,2,5,1
611, State_gov, 1st_4th, Own_child, Black, Female, Cambodia,63,324960,9,45,1
612, Self_emp_not_inc, 12th, Other_relative, White, Male, France,68,210563,3,8,1
613, Federal_gov, 1st_4th, Wife, White, Male, Jamaica,21,176286,9,55,1
614, Self_emp_not_inc, Doctorate, Own_child, Other, Female, Ecuador,28,241951,12,43,1
615, State_gov, Masters, Unmarried, Amer_Indian_Eskimo, Male, Dominican_Republic,24,76714,12,36,1
616, Local_gov, Bachelors, Own_child, Other, Female, United_States,26,483777,15,8,1
617, Federal_gov, Assoc_voc, Other_relative, Amer_Indian_Eskimo, Female, Canada,26,680390,7,42,1
618, Self_emp_inc, 5th_6th, Husband, White, Male, Haiti,19,177722,14,18,1
619, Local_gov, Preschool, Not_in_family, Other, Male, Taiwan,32,154538,10,72,1
620, Private, 5th_6th, Unmarried, Asian_Pac_Islander, Male, Portugal,43,274198,9,44,1
621, Federal_gov, 11th, Husband, White, Male, Germany,78,255957,9,70,1
622, State_gov, Preschool, Wife, Other, Female, Yugoslavia,64,214955,3,28,1
623, Federal_gov, HS_grad, Not_in_family, White, Male, Philippines,45,87643,6,37,1
624, State_gov, Bachelors, Not_in_family, White, Male, Ecuador,73,174309,2,46,1
625, Federal_gov, 12th, Other_relative, Asian_Pac_Islander, Male, Portugal,57,97083,5,70,1
626, Local_gov, 1st_4th, Not_in_family, Asian_Pac_Islander, Male, India,44,81281,11,35,1
627, State_gov, 9th, Not_in_family, White, Male, Cuba,57,232782,3,26,1
628, State_gov, Masters, Own_child, White, Male, India,59,186009,9,21,1
629, Self_emp_not_inc, 9th, Other_relative, Black, Female, Guatemala,64,347890,5,7,1
630, Federal_gov, 12th, Husband, Amer_Indian_Eskimo, Male, Laos,63,298227,4,70,1
631, Private, 10th, Wife, Asian_Pac_Islander, Male, Japan,75,350845,1,80,1
632, Federal_gov, HS_grad, Own_child, Asian_Pac_Islander, Male, Iran,73,296450,16,22,1
633, Federal_gov, Preschool, Wife, White, Female, Thailand,43,115585,13,2,1
634, Local_gov, Some_college, Other_relative, Other, Male, Columbia,35,187715,3,32,1
635, Federal_gov, 9th, Unmarried, Black, Female, El_Salvador,49,208405,2,46,1
636, Self_emp_inc, HS_grad, Other_relative, White, Male, Haiti,30,118551,16,13,1
637, Self_emp_inc, 5th_6th, Unmarried, White, Female, India,78,287828,6,40,1
638, Self_emp_inc, 11th, Not_in_family, Amer_Indian_Eskimo, Male, Honduras,27,231931,9,64,1
639, Self_emp_not_inc, Bachelors, Wife, White, Male, Germany,41,267989,12,9,1
640, State_gov, 12th, Own_child, Other, Male, China,41,29984,16,38,1
641, Local_gov, HS_grad, Not_in_family, Asian_Pac_Islander, Male, Cambodia,69,254440,8,40,1
642, Federal_gov, Doctorate, Unmarried, Black, Female, Poland,63,165039,8,15,1
643, Self_emp_not_inc, Masters, Unmarried, Asian_Pac_Islander, Female, Laos,35,199378,14,65,1
644, Self_emp_not_inc, Some_college, Unmarried, Asian_Pac_Islander, Male, England,45,166398,3,38,1
645, Self_emp_inc, Bachelors, Own_child, Other, Male, Honduras,73,221172,11,54,1
646, Self_emp_not_inc, Assoc_acdm, Other_relative, Asian_Pac_Islander, Female, Guatemala,54,206365,1,44,1
647, Federal_gov, Assoc_voc, Wife, White, Male, Cuba,36,270335,12,65,1
648, Self_emp_not_inc, Masters, Husband, Asian_Pac_Islander, Male, Taiwan,20,204653,10,21,1
649, Self_emp_inc, 7th_8th, Husband, Other, Male, South,56,112763,15,5,1
650, Federal_gov, 5th_6th, Wife, Other, Male, Canada,77,167381,7,72,1
651, State_gov, Prof_school, Wife, Other, Male, Mexico,65,290521,13,32,1
652, Self_emp_inc, 10th, Husband, Amer_Indian_Eskimo, Male, Jamaica,41,130760,7,14,1
653, Self_emp_not_inc, Some_college, Not_in_family, Amer_Indian_Eskimo, Male, Haiti,25,118500,5,75,1
654, Local_gov, 11th, Wife, Black, Female, Poland,26,37274,1,98,1
655, Self_emp_not_inc, 1st_4th, Wife, Amer_Indian_Eskimo, Male, Poland,43,184831,4,22,1
656, Local_gov, 5th_6th, Other_relative, Asian_Pac_Islander, Female, Thailand,32,167350,5,13,1
657, State_gov, Some_college, Not_in_family, Black, Male, Columbia,26,334273,14,98,1
658, Self_emp_not_inc, 9th, Husband, White, Male, Poland,79,119411,9,20,1
659, State_gov, 12th, Other_relative, Asian_Pac_Islander, Male, Japan,25,81642,15,45,1
660, Private, Preschool, Own_child, Amer_Indian_Eskimo, Female, Jamaica,35,313321,7,7,1
661, Local_gov, HS_grad, Unmarried, Black, Male, Ecuador,32,319560,7,70,1
662, Federal_gov, 10th, Unmarried, Asian_Pac_Islander, Female, England,74,169496,7,48,1
663, Self_emp_inc, Assoc_voc, Other_relative, White, Male, France,18,49572,15,42,1
664, Self_emp_inc, Masters, Husband, Black, Female, Italy,57,233130,6,37,1
665, Federal_gov, Prof_school, Own_child, White, Female, France,66,35723,15,36,1
666, Local_gov, 5th_6th, Not_in_family, Asian_Pac_Islander, Female, Poland,17,132222,11,35,1
667, Federal_gov, Doctorate, Unmarried, White, Female, Japan,52,149865,8,52,1
668, Federal_gov, Assoc_voc, Other_relative, Black, Male, Thailand,22,108116,11,1,1
669, Federal_gov, HS_grad, Husband, White, Male, England,55,249977,2,42,1
670, State_gov, 9th, Own_child, Asian_Pac_Islander, Female, Canada,51,110331,9,20,1
671, Self_emp_inc, 10th, Other_relative, Black, Male, Jamaica,73,184018,7,38,1
672, Private, Some_college, Unmarried, White, Male, Taiwan,39,159567,12,38,1
673, Federal_gov, 12th, Not_in_family, Asian_Pac_Islander, Female, South,21,247552,14,6,1
674, State_gov, 10th, Not_in_family, Asian_Pac_Islander, Female, Thailand,52,182556,12,42,1
675, State_gov, Doctorate, Not_in_family, Amer_Indian_Eskimo, Male, Poland,29,160968,11,16,1
676, Self_emp_inc, Masters, Own_child, Amer_Indian_Eskimo, Male, Cambodia,45,406468,6,60,1
677, Self_emp_not_inc, 11th, Not_in_family, Asian_Pac_Islander, Female, Dominican_Republic,55,174355,3,10,1
678, Private, 11th, Wife, Other, Female, Dominican_Republic,47,180374,7,47,1
679, Self_emp_not_inc, HS_grad, Own_child, Amer_Indian_Eskimo, Male, Italy,56,211154,6,21,1
680, State_gov, 10th, Wife, Asian_Pac_Islander, Female, Laos,75,51835,13,99,1
681, Federal_gov, Preschool, Other_relative, White, Male, China,54,33983,13,19,1
682, Self_emp_not_inc, 10th, Other_relative, Asian_Pac_Islander, Male, Columbia,39,227910,15,44,1
683, Self_emp_inc, 1st_4th, Husband, Asian_Pac_Islander, Female, Columbia,66,168294,7,2,1
684, Self_emp_inc, Bachelors, Husband, Amer_Indian_Eskimo, Male, Mexico,40,361280,9,19,1
685, Self_emp_not_inc, 10th, Wife, White, Male, Poland,43,128272,7,10,1
686, State_gov, 10th, Unmarried, Asian_Pac_Islander, Female, Italy,64,95647,2,22,1
687, State_gov, Doctorate, Not_in_family, Black, Male, Columbia,36,138192,7,22,1
688, Local_gov, Prof_school, Wife, Other, Female, Cuba,43,289984,3,37,1
689, Self_emp_not_inc, Prof_school, Other_relative, Black, Female, Taiwan,78,196584,13,48,1
690, Private, Preschool, Not_in_family, Black, Female, United_States,61,34292,12,37,1
691, Local_gov, Doctorate, Wife, White, Female, Taiwan,53,194636,7,45,1
692, Private, Doctorate, Not_in_family, Black, Female, England,27,494223,16,34,1
693, State_gov, 5th_6th, Own_child, Other, Female, El_Salvador,23,83082,16,55,1
694, Self_emp_inc, 11th, Other_relative, Asian_Pac_Islander, Female, Yugoslavia,24,36270,6,58,1
695, Self_emp_inc, Masters, Wife, Asian_Pac_Islander, Female, Italy,38,241259,7,32,1
696, Self_emp_not_inc, 1st_4th, Not_in_family, Other, Female, El_Salvador,72,117606,8,12,1
697, Private, Prof_school, Other_relative, Other, Male, Italy,61,148294,6,52,1
698, Self_emp_inc, Preschool, Husband, Black, Male, England,60,475028,16,21,1
699, Private, Assoc_voc, Not_in_family, Other, Male, Guatemala,50,172579,9,98,1
700, Self_emp_inc, 12th, Not_in_family, Asian_Pac_Islander, Female, El_Salvador,26,29054,6,47,1
701, Private, 9th, Own_child, White, Female, Poland,43,197422,5,37,1
702, Local_gov, 12th, Own_child, White, Male, Dominican_Republic,23,118966,14,19,1
703, Self_emp_inc, 12th, Other_relative, Other, Female, Italy,39,223004,8,47,1
704, Private, Assoc_voc, Unmarried, Black, Female, Philippines,57,160323,16,43,1
705, Private, 1st_4th, Not_in_family, Asian_Pac_Islander, Female, Mexico,26,42346,1,15,1
706, State_gov, Prof_school, Husband, Amer_Indian_Eskimo, Female, United_States,35,162572,15,38,1
707, Self_emp_inc, Assoc_acdm, Not_in_family, Asian_Pac_Islander, Female, Taiwan,19,280093,9,43,1
708, Local_gov, HS_grad, Own_child, White, Female, Poland,43,190290,5,9,1
709, Local_gov, 9th, Own_child, White, Female, Ecuador,77,146013,4,7,1
710, State_gov, 9th, Own_child, White, Female, Poland,54,181655,15,26,1
711, Local_gov, Prof_school, Husband, Asian_Pac_Islander, Male, Jamaica,26,126708,5,72,1
712, Federal_gov, 12th, Wife, Black, Male, Philippines,33,99374,6,56,1
713, State_gov, 1st_4th, Unmarried, Other, Female, Philippines,66,150062,6,48,1
714, Private, 11th, Unmarried, Other, Female, Laos,55,340148,8,48,1
715, Private, 7th_8th, Other_relative, White, Female, Yugoslavia,62,86872,16,14,1
716, Self_emp_inc, 1st_4th, Not_in_family, Black, Male, United_States,17,186009,11,7,1
717, Self_emp_inc, 10th, Other_relative, Amer_Indian_Eskimo, Male, Portugal,75,192453,13,41,1
718, Private, 5th_6th, Other_relative, Other, Male, Yugoslavia,67,315859,3,70,1
719, Self_emp_inc, Bachelors, Wife, Other, Male, Iran,21,93235,3,64,1
720, Self_emp_not_inc, 1st_4th, Husband, White, Male, Thailand,32,154474,6,24,1
721, Local_gov, 1st_4th, Wife, Amer_Indian_Eskimo, Male, Jamaica,20,190483,11,30,1
722, Local_gov, Preschool, Husband, Amer_Indian_Eskimo, Female, Philippines,64,150042,2,42,1
723, Private, Doctorate, Wife, Asian_Pac_Islander, Male, France,28,352139,3,16,1
724, Self_emp_inc, Masters, Husband, White, Male, Mexico,19,162140,13,55,1
725, Self_emp_not_inc, Assoc_acdm, Unmarried, Black, Female, Canada,23,226181,6,55,1
726, Local_gov, 1st_4th, Not_in_family, Other, Female, Jamaica,27,35723,7,32,1
727, Self_emp_not_inc, Some_college, Wife, Amer_Indian_Eskimo, Female, France,48,51259,5,70,1
728, Self_emp_not_inc, Preschool, Not_in_family, White, Female, Taiwan,25,195322,7,15,1
729, Self_emp_not_inc, Assoc_voc, Husband, White, Female, Cuba,61,125457,12,16,1
730, Private, 5th_6th, Wife, White, Male, India,55,214738,8,12,1
731, State_gov, 1st_4th, Other_relative, Asian_Pac_Islander, Female, Puerto_Rico,17,177407,16,33,1
732, Private, Assoc_acdm, Own_child, Asian_Pac_Islander, Male, China,69,87418,11,48,1
733, Private, 9th, Not_in_family, White, Male, Thailand,49,143129,5,99,1
734, Self_emp_not_inc, Bachelors, Husband, White, Female, Guatemala,40,190709,12,6,1
735, Federal_gov, 7th_8th, Other_relative, Amer_Indian_Eskimo, Female, Poland,81,117683,13,20,1
736, Self_emp_not_inc, 5th_6th, Husband, White, Male, England,74,214399,7,54,1
737, Federal_gov, Preschool, Other_relative, Amer_Indian_Eskimo, Female, Haiti,40,138370,3,28,1
738, Local_gov, Doctorate, Husband, White, Male, Cambodia,36,76714,15,5,1
739, Private, 5th_6th, Not_in_family, Amer_Indian_Eskimo, Female, Yugoslavia,59,217460,4,50,1
740, Local_gov, 1st_4th, Own_child, Amer_Indian_Eskimo, Female, Haiti,34,72887,2,8,1
741, Self_emp_not_inc, Doctorate, Not_in_family, Other, Female, United_States,78,180980,8,52,1
742, Federal_gov, Doctorate, Husband, White, Female, Germany,25,556660,7,22,1
743, Self_emp_inc, Assoc_voc, Other_relative, Asian_Pac_Islander, Male, Haiti,78,87510,15,24,1
744, Self_emp_inc, Assoc_acdm, Unmarried, Amer_Indian_Eskimo, Male, Italy,74,200853,15,70,1
745, Federal_gov, HS_grad, Unmarried, Amer_Indian_Eskimo, Male, Canada,72,289436,2,20,1
746, Federal_gov, 10th, Wife, White, Male, India,32,25826,8,15,1
747, Private, Some_college, Husband, Black, Male, Philippines,58,240817,3,21,1
748, Local_gov, Some_college, Not_in_family, Amer_Indian_Eskimo, Female, Guatemala,41,162140,3,35,1
749, Self_emp_inc, Masters, Own_child, Other, Male, Cuba,74,168212,4,2,1
750, Private, 12th, Husband, Other, Female, Portugal,40,238638,3,33,1
751, Federal_gov, HS_grad, Wife, Black, Male, Germany,74,224563,1,54,1
752, Self_emp_not_inc, Some_college, Own_child, Amer_Indian_Eskimo, Female, El_Salvador,32,104112,2,38,1
753, Private, Assoc_voc, Other_relative, Asian_Pac_Islander, Male, Cambodia,38,214738,12,43,1
754, Federal_gov, Preschool, Not_in_family, Other, Female, Columbia,60,168496,1,10,1
755, Local_gov, 9th, Own_child, Other, Female, United_States,72,112840,10,18,1
756, State_gov, 5th_6th, Unmarried, Other, Female, Canada,50,142182,8,25,1
757, Federal_gov, Prof_school, Husband, Black, Female, India,67,86872,16,44,1
758, Self_emp_inc, 7th_8th, Own_child, Amer_Indian_Eskimo, Male, Poland,71,176186,12,46,1
759, Private, Assoc_voc, Not_in_family, Amer_Indian_Eskimo, Female, Ecuador,40,84179,5,38,1
760, State_gov, HS_grad, Other_relative, Asian_Pac_Islander, Male, Jamaica,79,347890,6,19,1
761, State_gov, HS_grad, Other_relative, Black, Female, United_States,69,95244,9,58,1
762, Federal_gov, 1st_4th, Own_child, Black, Male, Ecuador,47,172927,8,54,1
763, Local_gov, 1st_4th, Not_in_family, Black, Male, Dominican_Republic,43,292472,12,48,1
764, Local_gov, 12th, Other_relative, Other, Male, Columbia,43,51290,6,5,1
765, Private, 7th_8th, Not_in_family, Black, Female, Columbia,55,122346,3,21,1
766, Self_emp_not_inc, Prof_school, Own_child, Asian_Pac_Islander, Female, Thailand,49,102632,12,30,1
767, Federal_gov, 12th, Unmarried, Amer_Indian_Eskimo, Female, Taiwan,81,316688,8,47,1
768, Private, Masters, Husband, Other, Male, Poland,69,102895,6,18,1
769, Self_emp_inc, Bachelors, Husband, Asian_Pac_Islander, Male, South,71,316688,1,41,1
770, Federal_gov, Assoc_voc, Other_relative, Black, Male, China,72,92178,11,2,1
771, Self_emp_inc, 1st_4th, Husband, Other, Male, Cambodia,58,375871,8,36,1
772, Self_emp_inc, Masters, Other_relative, White, Male, United_States,55,267736,12,56,1
773, Self_emp_inc, HS_grad, Not_in_family, Asian_Pac_Islander, Female, Poland,74,57066,9,15,1
774, Federal_gov, 9th, Wife, Other, Male, Haiti,43,171550,7,25,1
775, Private, Assoc_acdm, Wife, White, Male, Columbia,49,267147,16,2,1
776, Self_emp_not_inc, 11th, Wife, Other, Female, Iran,51,176756,1,14,1
777, Self_emp_inc, Prof_school, Other_relative, White, Male, Cuba,37,56915,7,75,1
778, Local_gov, Doctorate, Own_child, Black, Male, France,52,420537,9,18,1
779, Local_gov, 11th, Husband, Other, Male, France,71,171328,9,70,1
780, Federal_gov, 7th_8th, Unmarried, White, Female, Poland,47,316688,15,64,1
781, Self_emp_inc, 9th, Not_in_family, Black, Male, China,90,335453,4,34,1
782, Federal_gov, 7th_8th, Not_in_family, Other, Male, Portugal,53,260729,12,30,1
783, Self_emp_not_inc, HS_grad, Other_relative, Asian_Pac_Islander, Male, Cambodia,64,153614,16,65,1
784, Self_emp_not_inc, Assoc_acdm, Other_relative, Black, Male, Columbia,26,193787,4,16,1
785, Private, Assoc_acdm, Husband, Black, Male, Iran,64,188401,6,9,1
786, Self_emp_not_inc, Assoc_acdm, Own_child, Other, Male, Germany,39,175674,11,65,1
787, Private, Masters, Own_child, Asian_Pac_Islander, Female, Laos,60,205019,15,16,1
788, Self_emp_inc, Doctorate, Not_in_family, White, Female, Dominican_Republic,38,158156,1,45,1
789, Self_emp_inc, 7th_8th, Other_relative, Amer_Indian_Eskimo, Male, Guatemala,56,270092,14,44,1
790, Local_gov, 1st_4th, Wife, Amer_Indian_Eskimo, Male, El_Salvador,36,171871,1,72,1
791, Self_emp_not_inc, 1st_4th, Own_child, Asian_Pac_Islander, Female, El_Salvador,21,241895,9,98,1
792, Self_emp_not_inc, Prof_school, Husband, Asian_Pac_Islander, Female, Puerto_Rico,62,288353,11,9,1
793, Self_emp_inc, 1st_4th, Not_in_family, Amer_Indian_Eskimo, Male, Guatemala,60,432376,1,65,1
794, State_gov, Prof_school, Unmarried, Black, Female, Dominican_Republic,41,86646,8,44,1
795, Federal_gov, 11th, Not_in_family, Asian_Pac_Islander, Male, South,69,95647,14,12,1
796, Local_gov, 9th, Other_relative, Other, Male, Guatemala,43,137510,4,7,1
797, Federal_gov, 12th, Unmarried, Asian_Pac_Islander, Female, Guatemala,56,27337,15,30,1
798, Private, Assoc_voc, Own_child, Other, Male, Jamaica,26,149624,11,28,1
799, Self_emp_inc, Masters, Other_relative, Other, Female, Philippines,63,83311,15,36,1
800, Self_emp_not_inc, 9th, Wife, White, Male, Philippines,18,214542,16,21,1
801, State_gov, 5th_6th, Husband, Amer_Indian_Eskimo, Female, Taiwan,69,126701,8,19,1
802, Self_emp_not_inc, 1st_4th, Other_relative, Asian_Pac_Islander, Male, France,75,156052,9,35,1
803, Private, Assoc_voc, Not_in_family, White, Female, Guatemala,69,193815,12,72,1
804, Self_emp_not_inc, Masters, Wife, Amer_Indian_Eskimo, Male, Germany,70,189620,12,14,1
805, Local_gov, Assoc_voc, Husband, White, Male, Jamaica,73,214955,4,64,1
806, Self_emp_not_inc, Bachelors, Wife, White, Male, Jamaica,69,175413,13,50,1
807, Private, HS_grad, Own_child, Other, Male, Haiti,20,197371,2,80,1
808, Federal_gov, 12th, Other_relative, Black, Male, China,42,150533,2,7,1
809, Federal_gov, 5th_6th, Husband, Black, Female, Thailand,50,143129,4,21,1
810, Self_emp_inc, HS_grad, Wife, Amer_Indian_Eskimo, Female, Philippines,62,319560,7,12,1
811, Self_emp_inc, Prof_school, Not_in_family, White, Male, Japan,76,168496,1,54,1
812, Self_emp_not_inc, Doctorate, Not_in_family, Black, Male, South,52,108574,15,45,1
813, Federal_gov, 12th, Other_relative, White, Female, England,79,92003,10,40,1
814, Private, Assoc_acdm, Unmarried, Black, Male, Canada,44,259323,13,5,1
815, Local_gov, Assoc_acdm, Own_child, Other, Female, France,28,169496,13,42,1
816, Federal_gov, Some_college, Not_in_family, Other, Female, Honduras,46,193026,4,14,1
817, Federal_gov, Masters, Wife, Black, Male, China,54,182609,4,37,1
818, Self_emp_inc, Assoc_acdm, Own_child, Black, Male, Jamaica,66,335605,13,55,1
819, Federal_gov, Doctorate, Husband, White, Female, Cambodia,63,81145,14,37,1
820, Federal_gov, 12th, Not_in_family, Asian_Pac_Islander, Male, Puerto_Rico,58,99374,5,13,1
821, Self_emp_not_inc, Bachelors, Own_child, White, Female, Honduras,67,523910,2,65,1
822, Self_emp_not_inc, Bachelors, Wife, Black, Female, India,37,337895,16,55,1
823, State_gov, Masters, Wife, Amer_Indian_Eskimo, Female, Japan,53,399087,3,20,1
824, Private, 10th, Unmarried, White, Female, Germany,69,162140,2,5,1
825, Private, 9th, Unmarried, Black, Female, Dominican_Republic,58,343642,14,15,1
826, State_gov, Assoc_acdm, Husband, Amer_Indian_Eskimo, Male, France,53,128757,11,14,1
827, Self_emp_not_inc, Assoc_acdm, Unmarried, Black, Female, Columbia,64,183175,3,16,1
828, Private, 11th, Husband, White, Male, Japan,71,29662,7,60,1
829, Local_gov, 9th, Husband, Black, Female, England,42,34029,2,60,1
830, Self_emp_not_inc, 7th_8th, Husband, Other, Female, Poland,62,465507,16,35,1
831, Federal_gov, Preschool, Unmarried, Other, Male, United_States,66,177665,7,75,1
832, Federal_gov, 1st_4th, Other_relative, White, Female, China,54,197371,13,8,1
833, Federal_gov, HS_grad, Unmarried, Black, Male, Ecuador,36,156464,7,80,1
834, State_gov, Prof_school, Wife, Asian_Pac_Islander, Male, Mexico,61,64293,9,45,1
835, Federal_gov, Preschool, Husband, Black, Female, Canada,43,93208,13,28,1
836, State_gov, 1st_4th, Other_relative, Asian_Pac_Islander, Male, Honduras,30,35723,13,99,1
837, Federal_gov, Doctorate, Other_relative, White, Female, China,25,28887,10,10,1
838, Federal_gov, 1st_4th, Other_relative, Asian_Pac_Islander, Male, Haiti,42,483777,9,22,1
839, Self_emp_inc, Assoc_voc, Unmarried, Amer_Indian_Eskimo, Female, Yugoslavia,20,303044,10,5,1
840, State_gov, 12th, Other_relative, Amer_Indian_Eskimo, Male, Columbia,21,287480,13,42,1
841, Private, 9th, Wife, White, Male, Yugoslavia,21,120451,13,19,1
842, Federal_gov, Assoc_acdm, Own_child, Asian_Pac_Islander, Female, El_Salvador,42,159929,2,64,1
843, Local_gov, 5th_6th, Husband, Other, Female, Poland,51,191954,3,15,1
844, State_gov, 5th_6th, Husband, Other, Male, England,71,155537,3,10,1
845, Local_gov, 10th, Unmarried, Amer_Indian_Eskimo, Female, France,52,173321,1,7,1
846, Private, HS_grad, Not_in_family, Other, Male, Yugoslavia,67,163127,12,7,1
847, Private, Bachelors, Own_child, Asian_Pac_Islander, Female, Cuba,21,186110,7,98,1
848, Private, Assoc_acdm, Own_child, Amer_Indian_Eskimo, Female, El_Salvador,77,111363,4,5,1
849, Federal_gov, Assoc_acdm, Own_child, Asian_Pac_Islander, Male, Ecuador,57,303296,12,25,1
850, Self_emp_inc, Bachelors, Own_child, Black, Male, Germany,39,202683,13,1,1
851, State_gov, Assoc_voc, Unmarried, Other, Male, Portugal,52,29662,3,52,1
852, Federal_gov, Doctorate, Other_relative, Other, Male, Dominican_Republic,41,70100,5,56,1
853, Private, Doctorate, Wife, Black, Male, Japan,42,556660,15,41,1
854, Federal_gov, HS_grad, Other_relative, Asian_Pac_Islander, Male, Japan,61,220384,6,9,1
855, Self_emp_not_inc, Doctorate, Husband, Asian_Pac_Islander, Female, India,90,122159,12,48,1
856, Local_gov, Bachelors, Own_child, Black, Female, Cuba,20,186009,13,42,1
857, Local_gov, 5th_6th, Other_relative, White, Male, India,39,202570,7,15,1
858, State_gov, Prof_school, Wife, Black, Female, Columbia,67,120539,14,98,1
