id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,previous,class
587,retired,married,secondary,no,yes,no,unknown,jun,failure,34,-617,31,729,27,18,0
588,admin.,single,primary,no,yes,yes,unknown,sep,success,31,9216,15,1576,1,37,1
589,management,single,primary,no,yes,no,telephone,jun,unknown,64,4660,25,446,3,1,0
590,services,single,unknown,yes,yes,yes,unknown,sep,other,19,1571,6,704,25,4,1
591,retired,single,unknown,no,yes,no,telephone,jul,success,90,2071,19,664,7,41,1
592,self-employed,married,tertiary,yes,yes,no,cellular,may,success,28,3478,14,88,4,16,1
593,admin.,married,primary,yes,no,yes,cellular,dec,other,24,2850,2,291,7,27,1
594,services,divorced,primary,yes,yes,no,cellular,jan,unknown,32,7084,21,619,11,40,0
595,admin.,divorced,secondary,no,no,yes,telephone,mar,failure,26,454,16,867,2,29,0
596,housemaid,single,unknown,no,yes,yes,unknown,feb,success,31,1598,30,1422,7,40,1
597,unemployed,single,unknown,yes,yes,yes,cellular,oct,success,23,905,23,1103,3,28,1
598,self-employed,married,tertiary,yes,no,no,unknown,dec,other,85,-321,7,1277,23,26,1
599,services,married,tertiary,yes,no,no,telephone,jul,unknown,73,3550,26,839,30,41,0
600,blue-collar,married,secondary,no,no,yes,cellular,jun,unknown,86,3196,8,1023,2,14,1
601,self-employed,single,tertiary,no,yes,no,cellular,apr,failure,22,1077,6,464,2,15,0
602,student,married,secondary,yes,yes,no,unknown,oct,unknown,53,964,27,1628,26,4,0
603,student,single,primary,no,no,no,unknown,may,success,39,4321,27,852,41,2,1
604,services,single,secondary,yes,yes,no,cellular,nov,failure,37,-468,5,425,27,37,0
605,blue-collar,divorced,primary,yes,yes,no,unknown,nov,other,48,2021,6,595,31,21,0
606,retired,divorced,tertiary,no,no,yes,telephone,aug,unknown,87,60,24,927,7,41,1
607,housemaid,single,primary,no,yes,yes,cellular,jul,unknown,93,-306,12,920,33,37,0
608,retired,single,primary,no,yes,yes,telephone,mar,success,42,288,6,1020,10,27,1
609,management,divorced,tertiary,yes,yes,no,telephone,jun,other,19,357,24,1344,1,18,1
610,blue-collar,single,primary,yes,yes,yes,telephone,may,success,60,1154,26,1658,16,18,1
611,unknown,married,unknown,no,yes,no,telephone,jun,other,22,418,10,1571,9,23,1
612,admin.,married,unknown,yes,yes,no,unknown,apr,other,47,3492,24,48,29,58,1
613,admin.,married,secondary,no,no,no,telephone,dec,success,58,4722,9,70,6,28,1
614,self-employed,married,unknown,yes,yes,yes,telephone,oct,unknown,64,917,8,1175,3,19,1
615,unknown,divorced,primary,no,yes,no,unknown,feb,unknown,84,137,19,999,18,29,1
616,housemaid,divorced,secondary,no,no,no,unknown,nov,failure,85,2050,3,737,43,13,1
617,admin.,single,primary,yes,yes,yes,cellular,apr,success,60,7066,20,832,29,55,0
618,blue-collar,married,primary,no,yes,no,telephone,mar,success,65,1573,13,145,8,10,1
619,blue-collar,single,primary,yes,yes,no,cellular,sep,success,28,2143,5,661,24,2,1
620,student,divorced,tertiary,yes,yes,no,cellular,oct,other,25,1157,11,1468,14,8,1
621,admin.,single,primary,yes,no,yes,unknown,jun,success,86,3150,22,1161,16,26,0
622,admin.,divorced,unknown,yes,yes,no,telephone,sep,unknown,24,320,16,307,18,22,1
623,technician,single,secondary,yes,yes,yes,cellular,oct,failure,25,1454,24,876,18,26,0
624,technician,divorced,primary,no,yes,yes,cellular,mar,success,80,2518,15,297,32,8,1
625,unknown,divorced,tertiary,no,yes,no,telephone,dec,success,75,2185,31,1663,28,6,1
626,housemaid,married,tertiary,no,no,yes,unknown,mar,other,86,2196,23,1598,7,6,1
627,blue-collar,single,tertiary,yes,yes,yes,cellular,jun,unknown,55,7138,26,264,63,26,0
628,retired,divorced,unknown,no,no,yes,cellular,dec,other,18,849,13,537,12,4,1
629,unknown,married,tertiary,no,yes,no,telephone,mar,unknown,38,1708,20,1173,13,3,0
630,self-employed,single,primary,no,no,no,cellular,may,failure,90,-938,14,318,1,17,1
631,blue-collar,single,tertiary,no,yes,no,cellular,aug,success,78,-109,13,791,11,5,1
632,self-employed,married,tertiary,no,no,no,telephone,jan,unknown,20,180,5,580,1,27,1
633,blue-collar,married,secondary,yes,yes,yes,unknown,oct,other,69,-397,12,1060,23,27,0
634,blue-collar,divorced,tertiary,no,no,no,cellular,jun,failure,93,4930,15,151,7,21,1
635,unknown,married,primary,no,no,no,cellular,dec,failure,88,913,26,645,63,9,1
636,management,single,secondary,no,yes,no,cellular,jun,unknown,49,51,10,552,14,4,0
637,management,single,tertiary,yes,yes,yes,cellular,nov,failure,58,1239,16,110,16,3,1
638,services,married,unknown,yes,yes,yes,unknown,mar,unknown,84,3713,24,404,1,7,0
639,blue-collar,single,unknown,no,yes,no,unknown,sep,success,82,1598,16,556,3,37,1
640,unemployed,single,primary,yes,yes,yes,cellular,mar,success,62,-110,9,1439,16,9,1
641,admin.,divorced,unknown,no,yes,no,unknown,mar,success,74,3122,15,1135,18,29,0
642,admin.,single,secondary,no,no,yes,telephone,nov,other,61,2951,20,1460,6,4,0
643,retired,married,primary,no,no,no,cellular,nov,other,73,6468,23,667,14,10,1
644,blue-collar,married,unknown,yes,yes,yes,cellular,jan,other,46,1591,28,215,31,5,0
645,blue-collar,divorced,secondary,no,no,yes,unknown,dec,success,50,4798,27,1166,16,28,1
646,management,divorced,secondary,no,no,no,telephone,jul,failure,83,527,26,852,32,1,1
647,blue-collar,married,secondary,yes,yes,no,telephone,nov,other,93,2571,12,920,15,17,0
648,blue-collar,single,unknown,yes,no,yes,telephone,feb,success,77,7702,10,232,14,18,1
649,admin.,single,tertiary,yes,yes,no,unknown,aug,other,79,4110,2,889,30,58,1
650,student,single,primary,no,yes,yes,cellular,apr,success,79,5345,12,1707,41,40,1
651,student,married,unknown,yes,no,yes,cellular,aug,unknown,59,172,4,622,33,12,0
652,housemaid,married,primary,yes,no,no,cellular,jan,other,43,1286,26,551,28,55,0
653,technician,single,secondary,no,no,yes,cellular,may,unknown,47,10884,28,312,5,13,1
654,management,married,primary,no,yes,no,unknown,mar,success,80,134,31,107,10,3,0
655,management,divorced,secondary,yes,no,yes,unknown,feb,success,40,355,9,564,6,11,1
656,unemployed,single,unknown,yes,yes,no,unknown,oct,unknown,83,527,12,268,31,30,0
657,admin.,married,primary,no,no,no,cellular,may,success,29,442,5,2775,2,3,1
658,entrepreneur,divorced,unknown,no,no,yes,telephone,mar,success,77,1206,23,1521,5,6,1
659,entrepreneur,married,tertiary,yes,no,yes,cellular,apr,success,86,364,27,658,41,58,1
660,retired,married,tertiary,no,yes,no,telephone,sep,success,27,889,13,723,21,40,1
661,housemaid,divorced,tertiary,no,no,yes,cellular,jul,unknown,77,1644,8,2062,7,30,1
662,unemployed,married,secondary,no,no,yes,telephone,sep,unknown,20,298,20,692,6,55,1
663,services,divorced,primary,yes,yes,no,unknown,mar,failure,60,5254,7,433,30,20,0
664,entrepreneur,single,tertiary,no,yes,no,cellular,mar,other,87,2697,26,130,31,21,1
665,self-employed,divorced,unknown,yes,yes,yes,telephone,aug,other,56,1315,16,1060,29,11,1
666,unknown,single,unknown,no,no,no,cellular,sep,other,77,4910,28,155,63,40,1
667,management,married,unknown,no,yes,no,telephone,dec,success,85,1901,7,562,18,19,1
668,retired,single,secondary,yes,yes,no,cellular,mar,unknown,35,275,5,176,2,8,1
669,student,married,unknown,no,yes,no,cellular,mar,unknown,80,291,31,1174,7,9,0
670,self-employed,single,secondary,no,yes,yes,unknown,feb,unknown,30,2371,30,1154,25,22,0
671,entrepreneur,divorced,tertiary,yes,no,no,unknown,sep,success,38,1067,29,447,30,11,1
672,retired,married,secondary,yes,yes,no,cellular,feb,unknown,87,632,8,587,22,40,1
673,student,single,tertiary,yes,yes,yes,cellular,may,unknown,78,3133,31,1120,33,58,1
674,entrepreneur,divorced,tertiary,yes,no,yes,cellular,jun,success,90,15,8,570,19,7,1
675,self-employed,single,unknown,yes,no,no,cellular,feb,unknown,41,1356,24,166,19,4,1
676,self-employed,divorced,tertiary,yes,yes,yes,unknown,dec,failure,30,-10,25,951,29,41,1
677,housemaid,divorced,tertiary,yes,no,no,cellular,feb,other,80,8345,20,70,63,16,0
678,unknown,single,secondary,yes,no,no,cellular,oct,success,86,2883,3,959,5,21,1
679,self-employed,single,secondary,yes,yes,yes,telephone,aug,unknown,36,907,21,511,1,18,1
680,unknown,divorced,unknown,yes,yes,no,unknown,dec,other,84,18777,7,1231,9,28,1
681,blue-collar,divorced,secondary,yes,no,no,telephone,aug,unknown,61,882,29,1441,32,22,0
682,unemployed,single,unknown,yes,no,yes,cellular,jan,failure,39,2481,11,1576,21,14,1
683,entrepreneur,single,secondary,yes,yes,yes,cellular,jul,success,54,507,17,1424,25,9,1
684,unemployed,married,primary,yes,yes,no,cellular,may,failure,19,2904,12,418,29,23,0
685,unemployed,single,primary,no,yes,no,cellular,may,other,81,62,5,345,15,3,0
686,unemployed,divorced,primary,yes,yes,yes,cellular,aug,failure,21,1807,17,891,5,12,0
687,housemaid,divorced,tertiary,yes,yes,no,telephone,apr,failure,48,468,7,41,7,5,1
688,student,married,tertiary,no,yes,no,unknown,apr,success,19,579,25,100,4,11,1
689,retired,single,secondary,yes,no,no,cellular,jul,other,70,1099,9,1970,30,2,1
690,retired,divorced,secondary,yes,no,yes,telephone,dec,failure,68,3503,9,2053,4,14,1
691,technician,single,primary,no,yes,yes,telephone,jun,other,48,469,6,1392,19,9,1
692,housemaid,married,secondary,no,no,no,unknown,apr,unknown,67,4808,6,1792,25,41,1
693,technician,divorced,primary,yes,yes,yes,cellular,feb,success,62,2763,3,1201,9,21,0
694,services,divorced,primary,no,no,yes,unknown,aug,success,67,1893,3,316,18,2,1
695,housemaid,single,primary,no,yes,yes,unknown,jan,success,59,1297,17,827,5,18,0
696,management,married,tertiary,yes,yes,no,unknown,oct,failure,27,3331,9,970,19,9,1
697,technician,single,primary,yes,no,no,cellular,apr,unknown,32,37,24,163,28,30,0
698,entrepreneur,single,secondary,yes,no,no,unknown,aug,success,26,272,24,602,20,41,1
699,retired,divorced,tertiary,no,yes,yes,telephone,oct,failure,44,-274,5,998,33,10,1
700,retired,single,unknown,yes,yes,yes,unknown,oct,failure,59,109,1,2,5,1,1
701,unemployed,divorced,secondary,no,yes,yes,cellular,mar,success,95,3145,25,941,20,12,1
702,technician,divorced,tertiary,yes,no,yes,cellular,jul,unknown,30,2000,15,715,7,30,0
703,services,single,secondary,yes,no,no,unknown,oct,success,46,15,24,981,13,10,1
704,self-employed,single,secondary,yes,no,yes,telephone,jun,unknown,60,134,15,605,41,23,0
705,management,single,unknown,no,yes,no,unknown,dec,unknown,90,1785,24,793,63,30,0
706,student,divorced,tertiary,no,yes,yes,unknown,jul,success,53,9064,26,349,5,26,0
707,management,married,unknown,no,yes,yes,unknown,mar,other,80,-2049,20,976,29,21,1
708,self-employed,single,primary,yes,yes,no,unknown,dec,success,85,8345,6,884,5,19,1
709,unknown,single,unknown,yes,no,yes,telephone,apr,unknown,75,1518,9,28,29,14,1
710,self-employed,married,primary,yes,yes,yes,unknown,may,unknown,56,5193,6,845,33,22,0
711,technician,married,secondary,yes,no,yes,telephone,apr,failure,56,11854,14,1045,43,22,0
712,entrepreneur,single,primary,yes,yes,no,unknown,may,unknown,89,1181,12,874,14,40,0
713,blue-collar,single,primary,no,yes,yes,cellular,jan,unknown,22,3737,31,1425,22,16,0
714,unemployed,married,unknown,no,no,no,unknown,oct,success,35,9051,13,787,31,9,1
715,retired,divorced,primary,yes,yes,yes,telephone,aug,unknown,85,1532,1,411,17,15,0
716,admin.,single,unknown,yes,yes,yes,cellular,may,unknown,62,18111,21,416,19,21,0
717,entrepreneur,married,primary,yes,no,no,cellular,aug,failure,47,1761,5,210,2,15,1
718,admin.,divorced,tertiary,yes,yes,yes,telephone,jan,failure,89,642,15,495,19,20,0
719,services,single,secondary,yes,yes,no,unknown,jan,failure,21,6212,8,1550,3,7,1
720,student,married,primary,no,yes,no,telephone,aug,failure,40,-294,20,1222,31,3,1
721,management,married,primary,yes,yes,no,unknown,may,other,37,2805,16,1248,19,1,0
722,unemployed,divorced,primary,no,no,yes,cellular,aug,unknown,29,5641,19,297,10,40,0
723,admin.,divorced,secondary,yes,no,yes,cellular,feb,other,25,777,23,550,20,40,1
724,services,divorced,primary,yes,no,yes,telephone,may,success,67,495,19,698,20,2,1
725,services,married,primary,no,no,yes,cellular,apr,failure,61,2644,24,845,29,58,1
726,housemaid,single,secondary,no,yes,no,cellular,feb,other,21,1509,13,853,4,13,1
727,services,married,secondary,no,yes,no,telephone,jul,unknown,31,635,23,1119,28,40,0
728,technician,single,tertiary,yes,no,no,unknown,jun,unknown,18,8379,3,1410,28,10,0
729,blue-collar,divorced,secondary,yes,yes,no,cellular,may,success,65,1034,4,474,10,30,1
730,unemployed,single,tertiary,yes,no,yes,telephone,jul,failure,27,332,29,643,4,3,1
731,housemaid,single,secondary,no,no,yes,telephone,jan,unknown,77,1449,28,1721,25,3,0
732,housemaid,divorced,primary,yes,yes,no,unknown,nov,unknown,49,5437,31,45,7,20,0
733,entrepreneur,single,secondary,no,no,yes,cellular,oct,failure,49,8229,27,111,3,7,1
734,self-employed,single,tertiary,no,no,no,cellular,jul,failure,35,12198,12,512,23,22,1
735,technician,single,unknown,no,yes,yes,telephone,nov,failure,23,2376,31,919,13,0,1
736,services,single,tertiary,no,yes,no,telephone,jun,failure,39,371,19,694,23,8,1
737,self-employed,married,primary,no,no,yes,unknown,may,success,85,4348,18,1025,32,30,1
738,housemaid,divorced,unknown,no,no,no,cellular,dec,failure,27,258,15,681,28,27,1
739,unemployed,married,secondary,yes,yes,yes,unknown,nov,success,28,1808,29,706,25,9,0
740,services,married,tertiary,no,no,yes,cellular,mar,other,32,5801,3,722,28,1,1
741,blue-collar,married,primary,yes,yes,yes,unknown,jul,unknown,19,190,26,929,18,3,0
742,student,single,unknown,yes,yes,no,unknown,feb,other,84,2139,29,33,16,26,1
743,student,divorced,secondary,no,no,no,unknown,jun,success,58,1755,4,572,63,29,0
744,services,divorced,tertiary,yes,no,yes,unknown,jul,failure,89,4210,31,465,15,20,1
745,housemaid,married,secondary,yes,yes,yes,unknown,jun,other,64,1711,26,1404,28,14,0
746,technician,married,unknown,no,yes,yes,unknown,nov,success,21,-1050,22,730,16,14,0
747,retired,married,tertiary,yes,yes,no,telephone,mar,success,67,356,16,764,32,23,1
748,admin.,married,primary,yes,yes,yes,telephone,dec,other,27,2793,21,872,32,37,1
749,unknown,single,tertiary,yes,yes,no,telephone,mar,failure,36,4803,18,435,1,4,0
750,admin.,single,tertiary,yes,no,yes,unknown,aug,success,30,2840,30,198,17,19,1
751,unknown,married,tertiary,yes,no,no,telephone,nov,unknown,23,-19,19,251,27,11,0
752,entrepreneur,single,unknown,no,no,no,unknown,jun,unknown,56,3090,6,1867,43,7,1
753,self-employed,married,primary,yes,no,no,unknown,apr,other,29,1809,13,263,24,41,0
754,admin.,married,secondary,yes,no,no,unknown,feb,other,27,1395,15,104,23,55,1
755,blue-collar,married,tertiary,yes,yes,yes,cellular,nov,unknown,66,4527,30,993,9,7,0
756,entrepreneur,single,tertiary,no,yes,no,cellular,mar,failure,42,-114,1,612,30,17,0
757,unemployed,single,secondary,no,no,no,cellular,oct,unknown,70,3992,9,1024,19,0,1
758,management,divorced,secondary,yes,no,no,unknown,dec,other,70,2728,3,1438,17,20,1
759,student,divorced,primary,no,no,yes,telephone,mar,failure,79,499,30,319,21,30,1
760,services,single,secondary,no,no,no,telephone,jan,other,95,2532,13,1002,11,40,1
761,admin.,married,tertiary,yes,no,yes,cellular,apr,unknown,74,937,4,1039,31,29,1
762,technician,divorced,tertiary,no,no,no,telephone,nov,success,20,14144,10,328,27,4,1
763,entrepreneur,single,unknown,yes,no,yes,cellular,dec,failure,78,1044,22,10,21,12,1
764,management,divorced,secondary,yes,yes,yes,telephone,mar,failure,78,5691,30,1042,14,23,1
765,services,single,primary,no,no,no,telephone,mar,unknown,44,1495,7,968,29,19,0
766,unknown,divorced,unknown,no,no,no,cellular,feb,other,42,1067,27,942,2,12,0
767,housemaid,single,tertiary,yes,yes,no,unknown,jul,failure,34,6839,3,1408,41,27,1
768,unknown,married,unknown,no,yes,no,unknown,jun,unknown,37,1272,1,72,7,29,0
769,retired,married,primary,yes,yes,no,unknown,oct,failure,38,-10,13,289,9,3,1
770,technician,single,tertiary,no,no,no,telephone,jan,success,58,4707,26,468,12,40,0
771,unknown,divorced,primary,no,yes,yes,telephone,may,success,89,4517,6,150,13,19,0
772,unemployed,single,unknown,no,no,no,telephone,jan,failure,36,165,17,439,20,9,1
773,unemployed,divorced,unknown,yes,no,yes,unknown,dec,success,85,6714,17,1029,14,7,1
774,housemaid,divorced,secondary,yes,no,no,telephone,jul,failure,90,1150,15,754,14,5,1
775,entrepreneur,divorced,tertiary,no,yes,yes,telephone,nov,unknown,66,2879,15,783,20,17,0
776,management,married,tertiary,yes,no,yes,unknown,dec,unknown,53,6983,3,1014,3,1,1
777,unknown,single,tertiary,yes,yes,no,unknown,mar,success,59,266,31,894,10,9,0
778,management,married,secondary,yes,yes,yes,cellular,nov,other,76,4545,14,3183,3,14,1
779,retired,single,unknown,no,yes,no,cellular,sep,success,88,1381,18,913,25,55,1
780,student,divorced,unknown,no,yes,yes,telephone,sep,failure,50,2378,30,871,8,14,1
781,retired,divorced,primary,yes,yes,yes,unknown,oct,success,87,-8,27,477,29,12,1
782,services,married,unknown,no,no,no,cellular,jun,unknown,44,1756,15,945,22,27,1
783,blue-collar,single,tertiary,no,no,no,cellular,apr,failure,27,-519,5,136,15,19,0
784,unknown,single,unknown,no,yes,yes,unknown,feb,unknown,52,4383,4,1740,3,6,1
785,technician,single,unknown,no,no,no,telephone,may,success,56,1998,20,399,3,3,0
786,services,single,tertiary,yes,no,yes,unknown,feb,unknown,53,1406,14,678,33,6,0
787,management,divorced,secondary,yes,no,no,telephone,dec,failure,77,-87,14,1125,23,1,1
788,self-employed,married,secondary,yes,yes,yes,unknown,apr,success,36,910,23,222,17,37,0
789,admin.,married,secondary,no,yes,no,cellular,sep,success,53,3846,9,1028,10,15,1
790,technician,divorced,unknown,no,no,yes,telephone,sep,success,89,1276,25,1183,16,10,1
791,admin.,married,tertiary,no,no,yes,unknown,feb,unknown,34,8163,1,412,30,2,1
792,unemployed,divorced,unknown,no,no,yes,cellular,jul,failure,46,741,16,24,21,18,1
793,unemployed,divorced,unknown,no,yes,yes,unknown,jan,unknown,44,5810,16,958,22,26,0
794,entrepreneur,married,unknown,no,no,yes,unknown,aug,other,49,456,7,958,8,23,1
795,management,divorced,primary,no,no,no,unknown,apr,success,75,918,29,601,20,28,1
796,unknown,single,unknown,no,no,yes,unknown,aug,success,45,3286,5,1349,9,30,1
797,blue-collar,single,unknown,no,yes,yes,telephone,jun,success,39,3178,10,51,28,2,0
798,services,single,secondary,no,no,yes,telephone,aug,failure,90,777,10,280,10,16,1
799,admin.,married,tertiary,yes,yes,no,telephone,may,success,35,20138,12,101,13,3,1
800,entrepreneur,married,secondary,no,yes,yes,unknown,dec,other,21,-633,11,403,20,17,0
801,admin.,divorced,tertiary,yes,no,no,telephone,sep,unknown,38,2413,31,1558,14,5,1
802,student,divorced,unknown,no,yes,no,cellular,jul,success,73,611,20,1152,12,40,1
803,technician,divorced,tertiary,yes,no,no,unknown,aug,failure,62,-357,3,781,8,6,1
804,blue-collar,married,primary,yes,yes,no,telephone,nov,failure,39,6610,12,154,19,10,0
805,housemaid,divorced,unknown,no,no,no,cellular,oct,failure,29,11219,31,1882,28,58,1
806,housemaid,divorced,tertiary,yes,no,no,cellular,jan,other,52,1258,1,1231,28,28,1
807,entrepreneur,single,unknown,yes,yes,yes,unknown,aug,failure,46,3278,31,1053,19,10,1
808,retired,single,secondary,yes,no,yes,telephone,jan,failure,56,1235,11,827,13,11,1
809,services,divorced,tertiary,yes,no,yes,unknown,nov,success,52,685,23,1677,13,19,0
810,housemaid,single,secondary,no,yes,no,cellular,apr,failure,66,952,15,636,5,17,1
811,student,single,primary,no,no,yes,unknown,aug,success,77,1880,18,436,4,19,1
812,services,divorced,unknown,yes,no,no,cellular,apr,success,88,4517,21,145,43,29,1
813,admin.,married,tertiary,no,no,yes,telephone,dec,success,52,-770,14,375,5,26,1
814,services,single,unknown,yes,yes,yes,unknown,feb,success,85,-291,31,270,9,19,1
815,blue-collar,single,secondary,yes,no,yes,unknown,jan,failure,68,1781,14,515,10,23,1
816,technician,single,tertiary,no,no,yes,cellular,nov,unknown,51,9366,8,5,10,28,1
817,blue-collar,single,secondary,yes,yes,yes,telephone,dec,success,70,1143,3,735,1,1,1
818,student,married,secondary,yes,no,no,cellular,feb,success,67,2637,28,431,17,20,1
819,retired,married,primary,no,yes,yes,telephone,sep,success,57,1111,22,139,16,15,1
820,technician,married,unknown,yes,yes,yes,telephone,jul,unknown,47,-38,18,654,32,10,0
821,blue-collar,married,unknown,yes,no,yes,cellular,dec,other,28,2807,2,1812,7,1,1
822,services,divorced,unknown,no,yes,yes,telephone,jul,failure,25,1078,7,1865,27,13,1
823,management,married,secondary,no,no,no,unknown,sep,unknown,63,3663,30,751,5,16,1
824,entrepreneur,married,tertiary,no,no,yes,unknown,feb,unknown,64,256,25,686,5,12,0
825,student,married,tertiary,no,no,yes,telephone,aug,other,34,-298,11,919,24,5,1
826,unknown,divorced,secondary,no,yes,no,unknown,dec,unknown,55,2067,5,1044,1,6,1
827,technician,single,secondary,no,yes,no,unknown,aug,success,81,-366,25,1176,22,7,0
828,technician,single,primary,yes,no,no,telephone,aug,other,34,13014,22,436,23,2,1
829,student,married,secondary,no,yes,no,telephone,jul,success,74,74,31,721,6,7,0
830,self-employed,married,primary,no,yes,no,telephone,jul,success,39,8828,13,1681,22,6,0
831,blue-collar,married,tertiary,no,yes,yes,unknown,oct,other,62,6637,17,565,20,15,1
832,admin.,divorced,primary,no,yes,yes,unknown,feb,success,80,8781,25,462,30,20,0
833,entrepreneur,married,unknown,yes,yes,yes,telephone,oct,failure,71,180,26,748,14,37,0
834,self-employed,married,tertiary,yes,no,yes,telephone,jul,unknown,62,9001,9,721,29,20,0
835,management,single,unknown,yes,yes,yes,unknown,apr,failure,46,4519,31,1310,29,17,1
836,housemaid,married,secondary,no,yes,no,unknown,apr,failure,93,-370,4,181,21,40,1
837,blue-collar,divorced,tertiary,yes,yes,no,unknown,sep,unknown,65,12223,9,1334,29,20,0
838,blue-collar,divorced,secondary,no,no,no,cellular,jan,success,51,1148,31,506,30,23,1
839,services,single,tertiary,yes,yes,no,unknown,may,success,52,-301,17,1009,26,55,0
840,technician,married,secondary,yes,no,yes,telephone,jan,success,45,4830,5,1164,27,11,1
841,housemaid,married,unknown,yes,yes,yes,cellular,mar,unknown,67,2283,11,954,19,14,1
842,student,married,secondary,yes,yes,no,cellular,jan,other,61,-754,2,780,63,58,0
843,blue-collar,single,tertiary,yes,no,yes,unknown,jul,failure,70,3033,20,1176,32,21,1
844,housemaid,divorced,unknown,yes,yes,no,unknown,jun,success,70,1040,22,879,15,10,0
845,admin.,single,unknown,yes,no,yes,cellular,mar,failure,87,115,28,2692,32,5,1
846,unknown,single,unknown,no,yes,no,unknown,oct,other,88,3016,15,798,1,10,1
847,entrepreneur,single,tertiary,no,yes,yes,cellular,oct,success,21,1179,31,15,9,4,1
848,housemaid,married,tertiary,yes,yes,no,cellular,may,success,60,1240,2,1842,7,13,1
849,retired,married,unknown,no,yes,yes,unknown,sep,success,95,2955,19,45,14,23,1
850,management,married,secondary,no,yes,yes,unknown,may,unknown,64,1954,26,1175,6,7,0
851,admin.,divorced,primary,no,yes,yes,unknown,jul,unknown,95,4254,16,961,32,29,0
852,admin.,married,primary,yes,no,no,cellular,jul,other,53,2265,30,1217,3,15,1
853,technician,married,tertiary,no,yes,yes,cellular,may,other,35,880,11,1635,8,13,0
854,housemaid,married,unknown,no,yes,no,telephone,jun,other,18,799,30,630,14,6,1
855,technician,single,unknown,no,yes,no,cellular,may,unknown,47,2736,26,510,7,14,0
856,entrepreneur,married,primary,no,no,yes,unknown,jan,failure,70,-448,16,811,18,3,0
857,self-employed,divorced,primary,no,no,no,cellular,may,failure,93,5222,19,130,20,27,1
858,student,divorced,tertiary,no,yes,no,unknown,may,unknown,57,-242,13,566,18,37,0
859,retired,divorced,secondary,yes,yes,yes,unknown,nov,success,42,3975,28,851,5,26,0
860,technician,married,tertiary,no,no,yes,unknown,jul,failure,32,2077,20,730,25,21,1
861,student,divorced,secondary,no,no,yes,cellular,apr,success,58,1386,22,53,26,9,1
862,management,married,unknown,no,yes,yes,telephone,jul,unknown,65,600,4,529,33,23,0
863,management,divorced,secondary,yes,no,yes,cellular,dec,failure,34,2642,18,2453,25,12,1
864,housemaid,single,primary,yes,no,no,telephone,dec,success,22,1610,1,779,19,6,1
865,student,divorced,tertiary,no,yes,yes,cellular,jul,failure,69,2287,1,893,10,23,1
866,student,married,primary,no,yes,no,telephone,dec,unknown,40,1905,3,451,15,40,0
867,retired,single,secondary,yes,yes,yes,cellular,may,failure,59,1979,1,617,4,6,1
868,admin.,divorced,unknown,no,yes,yes,cellular,oct,success,22,9224,9,967,3,8,1
869,management,married,secondary,no,yes,no,unknown,aug,other,71,535,9,979,6,41,1
870,unemployed,divorced,primary,no,yes,yes,cellular,dec,failure,21,2002,26,1352,23,20,0
871,entrepreneur,divorced,primary,yes,no,no,cellular,nov,unknown,95,2093,1,553,32,10,1
872,student,divorced,tertiary,no,no,no,telephone,apr,failure,53,2077,24,815,19,9,1
873,admin.,divorced,tertiary,yes,no,yes,cellular,apr,success,61,1012,17,442,6,5,1
874,entrepreneur,married,unknown,no,no,no,cellular,mar,success,89,5115,30,944,1,1,1
875,entrepreneur,single,tertiary,yes,no,yes,cellular,jun,failure,30,607,3,370,5,11,1
876,management,single,secondary,yes,yes,yes,cellular,oct,failure,54,-2282,18,172,2,30,0
877,management,divorced,secondary,no,no,yes,cellular,apr,other,51,-202,26,281,20,55,1
878,retired,married,unknown,yes,yes,yes,cellular,oct,success,35,15485,21,1488,11,23,1
879,student,married,tertiary,yes,no,yes,cellular,feb,other,70,4492,3,713,21,14,0
880,student,single,secondary,yes,no,yes,cellular,sep,failure,59,-770,29,612,13,23,1
881,admin.,divorced,secondary,yes,yes,no,telephone,oct,other,62,-157,14,885,3,9,0
882,technician,divorced,tertiary,yes,yes,no,cellular,mar,failure,76,3196,26,246,25,1,1
883,self-employed,divorced,tertiary,yes,yes,yes,unknown,aug,other,44,4389,31,1439,16,28,1
884,technician,married,secondary,no,yes,no,telephone,jan,other,44,5806,13,322,17,30,0
885,entrepreneur,divorced,secondary,yes,no,yes,unknown,oct,failure,66,534,3,141,8,14,1
886,blue-collar,divorced,unknown,no,no,yes,cellular,aug,success,53,379,9,1151,16,0,1
887,housemaid,married,secondary,yes,no,no,unknown,jun,failure,57,779,23,86,41,15,0
888,self-employed,married,tertiary,no,no,no,telephone,mar,failure,29,2988,26,426,27,19,1
889,admin.,married,tertiary,no,no,no,cellular,may,other,34,-600,9,939,18,20,0
890,unemployed,single,primary,yes,no,no,unknown,sep,unknown,58,2531,30,904,18,28,1
891,entrepreneur,divorced,tertiary,yes,yes,yes,unknown,may,success,84,1755,18,593,14,37,0
892,housemaid,married,primary,yes,no,yes,telephone,feb,success,83,14522,24,195,15,10,1
893,management,single,tertiary,yes,yes,no,unknown,aug,success,19,135,31,203,30,23,1
894,unknown,married,tertiary,no,no,no,unknown,may,other,31,8648,13,1777,12,30,1
895,technician,married,unknown,yes,yes,yes,unknown,apr,other,24,-19,12,1971,16,41,1
896,blue-collar,divorced,unknown,no,yes,no,telephone,jun,success,63,3874,13,997,25,58,1
