id,age,country,educational-num,fnlwgt,gender,hours-per-week,race,relationship,workclass,class
367,37,non-US,8,475775,Male,25,White,Other-relative,Never-worked,0
368,77,non-US,5,170262,Male,77,Black,Not-in-family,Self-emp-not-inc,0
369,35,US,7,199546,Male,67,Amer-Indian-Eskimo,Not-in-family,Never-worked,0
370,31,non-US,5,31493,Female,25,Other,Own-child,Self-emp-not-inc,0
371,60,non-US,8,308924,Female,58,White,Other-relative,Without-pay,0
372,78,US,7,243743,Female,39,Asian-Pac-Islander,Husband,Self-emp-not-inc,0
373,81,US,1,504725,Male,9,Amer-Indian-Eskimo,Other-relative,Private,0
374,73,non-US,14,181435,Male,27,Black,Husband,Self-emp-not-inc,0
375,20,non-US,6,55390,Male,10,Black,Other-relative,Self-emp-not-inc,0
376,76,US,6,107096,Female,28,Black,Husband,Private,0
377,82,US,11,139157,Male,54,Amer-Indian-Eskimo,Other-relative,Private,0
378,36,US,5,38848,Female,12,Other,Other-relative,Private,0
379,25,US,2,254152,Female,68,Other,Other-relative,State-gov,0
380,51,non-US,6,116218,Male,69,Black,Unmarried,Private,0
381,28,US,3,308242,Female,90,Black,Husband,Without-pay,0
382,21,US,13,399087,Male,20,Amer-Indian-Eskimo,Other-relative,Self-emp-inc,0
383,54,non-US,2,347910,Female,69,Amer-Indian-Eskimo,Unmarried,Local-gov,0
384,60,non-US,11,108019,Male,35,Other,Wife,Local-gov,0
385,69,non-US,6,128045,Female,13,Black,Not-in-family,Never-worked,0
386,40,non-US,10,240738,Female,22,Amer-Indian-Eskimo,Own-child,Self-emp-inc,0
387,87,US,8,158242,Female,76,Amer-Indian-Eskimo,Unmarried,Federal-gov,0
388,53,US,13,226665,Male,21,Other,Unmarried,Self-emp-not-inc,0
389,80,non-US,11,109195,Female,62,Asian-Pac-Islander,Wife,Without-pay,0
390,90,non-US,10,123653,Male,35,White,Other-relative,Self-emp-not-inc,0
391,77,US,8,229236,Female,46,Amer-Indian-Eskimo,Wife,Federal-gov,0
392,55,US,14,212895,Female,80,Other,Own-child,Without-pay,0
393,81,US,13,163150,Male,18,Other,Own-child,Local-gov,0
394,59,US,9,113513,Female,22,White,Husband,Local-gov,0
395,80,non-US,2,337992,Male,39,Other,Not-in-family,Self-emp-not-inc,0
396,64,US,11,446140,Male,66,Amer-Indian-Eskimo,Not-in-family,Private,0
397,72,non-US,7,284166,Male,26,Amer-Indian-Eskimo,Other-relative,Self-emp-not-inc,0
398,87,US,3,267952,Female,87,Black,Wife,Local-gov,0
399,39,non-US,4,93793,Female,3,Black,Wife,Self-emp-inc,0
400,62,non-US,14,150812,Male,94,Black,Unmarried,Private,0
401,79,US,6,594521,Female,72,Amer-Indian-Eskimo,Unmarried,Self-emp-not-inc,0
402,51,non-US,13,323006,Female,17,Other,Husband,Self-emp-inc,0
403,45,non-US,1,454614,Female,19,Other,Unmarried,Federal-gov,0
404,36,non-US,7,269254,Male,65,Other,Husband,Local-gov,0
405,20,US,11,315728,Female,15,White,Husband,Private,0
406,84,non-US,3,68982,Female,36,Amer-Indian-Eskimo,Wife,Self-emp-not-inc,0
407,49,US,6,151991,Female,76,Black,Own-child,Federal-gov,0
408,70,non-US,10,23157,Female,91,Black,Unmarried,Federal-gov,0
409,22,non-US,9,34506,Female,69,Asian-Pac-Islander,Wife,State-gov,0
410,33,non-US,13,149161,Female,97,Black,Own-child,Self-emp-not-inc,0
411,59,US,13,217775,Female,8,Asian-Pac-Islander,Other-relative,Self-emp-not-inc,0
412,51,US,12,196278,Male,49,Amer-Indian-Eskimo,Not-in-family,Self-emp-not-inc,0
413,47,US,10,388625,Female,98,Black,Unmarried,Self-emp-inc,0
414,18,US,3,146378,Male,18,Other,Own-child,Private,0
415,80,US,14,318537,Male,41,Amer-Indian-Eskimo,Wife,State-gov,0
416,65,US,13,335973,Female,12,Black,Wife,State-gov,0
417,18,non-US,6,456604,Female,64,Amer-Indian-Eskimo,Unmarried,State-gov,0
418,36,US,15,152710,Male,89,White,Own-child,Never-worked,0
419,77,non-US,7,121775,Female,82,Asian-Pac-Islander,Other-relative,Private,0
420,85,non-US,12,196689,Male,96,Black,Unmarried,Private,0
421,35,non-US,14,160646,Male,55,White,Unmarried,Private,0
422,82,non-US,1,236090,Female,70,Black,Own-child,Never-worked,0
423,56,non-US,4,77415,Male,50,White,Own-child,Federal-gov,0
424,18,non-US,3,195695,Male,9,Amer-Indian-Eskimo,Wife,State-gov,0
425,48,non-US,2,237272,Male,24,White,Wife,Federal-gov,0
426,43,US,8,243743,Male,66,Black,Wife,State-gov,0
427,67,non-US,3,42488,Female,41,Amer-Indian-Eskimo,Unmarried,State-gov,0
428,37,non-US,1,204461,Female,17,Black,Other-relative,Private,0
429,74,US,11,389856,Male,68,White,Not-in-family,Self-emp-not-inc,0
430,27,non-US,6,217747,Male,87,Asian-Pac-Islander,Unmarried,Private,0
431,84,non-US,16,163346,Male,19,Amer-Indian-Eskimo,Own-child,Without-pay,0
432,72,non-US,16,104052,Male,50,Other,Husband,State-gov,1
433,26,US,14,221072,Male,74,Asian-Pac-Islander,Wife,Self-emp-not-inc,0
434,56,non-US,11,173623,Male,45,White,Wife,Private,0
435,73,US,16,347803,Female,89,Asian-Pac-Islander,Own-child,Self-emp-not-inc,0
436,31,non-US,16,59083,Male,38,Other,Other-relative,Local-gov,0
437,86,non-US,16,348148,Female,32,Asian-Pac-Islander,Husband,Without-pay,0
438,45,non-US,13,174330,Female,74,White,Unmarried,Self-emp-not-inc,0
439,70,non-US,8,575442,Female,20,Amer-Indian-Eskimo,Not-in-family,Federal-gov,0
440,83,non-US,11,354948,Male,36,Asian-Pac-Islander,Wife,Federal-gov,0
441,77,non-US,16,123886,Male,95,Other,Wife,State-gov,0
442,88,US,2,157184,Male,46,Amer-Indian-Eskimo,Unmarried,Self-emp-not-inc,0
443,23,US,1,47783,Female,53,Other,Other-relative,Never-worked,0
444,27,US,3,151038,Male,54,White,Other-relative,Self-emp-not-inc,0
445,72,non-US,16,38430,Male,48,Black,Unmarried,Self-emp-inc,0
446,21,US,15,231865,Male,58,White,Wife,Self-emp-not-inc,0
447,25,non-US,1,192053,Female,5,Amer-Indian-Eskimo,Not-in-family,Self-emp-inc,0
448,25,US,5,237523,Female,20,Amer-Indian-Eskimo,Other-relative,Never-worked,0
449,34,non-US,3,414812,Male,41,White,Wife,Self-emp-inc,0
450,78,US,10,199698,Female,9,Black,Unmarried,State-gov,0
451,42,US,12,184319,Male,97,Black,Wife,State-gov,0
452,39,US,7,57640,Male,8,White,Unmarried,Private,0
453,87,US,2,148207,Female,20,Asian-Pac-Islander,Not-in-family,Never-worked,0
454,34,non-US,14,147638,Male,97,Other,Own-child,State-gov,0
455,87,non-US,15,134307,Male,85,Black,Unmarried,Private,0
456,35,US,11,276214,Male,30,Asian-Pac-Islander,Own-child,Without-pay,0
457,82,non-US,15,127539,Male,56,White,Other-relative,Private,0
458,46,non-US,2,319998,Female,46,Black,Husband,Self-emp-not-inc,0
459,52,US,13,240837,Male,15,White,Other-relative,Federal-gov,0
460,21,non-US,1,379778,Male,92,White,Not-in-family,Never-worked,0
461,51,US,10,347993,Male,20,Black,Unmarried,Self-emp-inc,0
462,74,US,15,270147,Female,10,Asian-Pac-Islander,Own-child,Private,0
463,54,US,6,117299,Female,60,Amer-Indian-Eskimo,Wife,Private,0
464,77,non-US,15,115005,Female,50,Other,Unmarried,Self-emp-not-inc,0
465,50,non-US,16,174540,Female,99,Asian-Pac-Islander,Not-in-family,Self-emp-not-inc,1
466,49,non-US,3,37522,Male,56,Other,Unmarried,Never-worked,0
467,29,non-US,14,283676,Female,79,Asian-Pac-Islander,Other-relative,Self-emp-inc,0
468,76,US,5,132705,Female,56,White,Own-child,Private,0
469,46,non-US,3,117778,Male,33,Black,Wife,Federal-gov,0
470,69,US,12,37937,Male,31,Black,Unmarried,Never-worked,0
471,20,US,4,263641,Male,78,Amer-Indian-Eskimo,Wife,State-gov,0
472,46,US,11,163290,Male,10,Other,Own-child,Federal-gov,0
473,22,US,16,201117,Male,54,Amer-Indian-Eskimo,Not-in-family,Never-worked,0
474,77,non-US,2,30813,Male,65,Asian-Pac-Islander,Unmarried,Self-emp-inc,0
475,84,US,15,258364,Female,82,Black,Own-child,State-gov,0
476,18,non-US,7,305498,Female,62,Asian-Pac-Islander,Not-in-family,Federal-gov,0
477,84,US,1,165289,Male,3,Black,Own-child,Private,0
478,48,non-US,12,211097,Male,62,Black,Unmarried,Self-emp-inc,0
479,53,US,6,355712,Female,85,Asian-Pac-Islander,Other-relative,Private,0
480,21,US,1,244803,Male,16,White,Not-in-family,Federal-gov,0
481,90,US,12,155403,Female,81,White,Own-child,Without-pay,0
482,32,US,11,50746,Female,73,Amer-Indian-Eskimo,Own-child,Self-emp-not-inc,0
483,20,non-US,10,180187,Female,78,White,Unmarried,State-gov,0
484,36,non-US,14,65466,Female,78,Black,Other-relative,Without-pay,0
485,28,non-US,2,186434,Female,41,White,Husband,Self-emp-not-inc,0
486,67,non-US,11,274683,Female,57,Amer-Indian-Eskimo,Own-child,Without-pay,0
487,30,non-US,8,85767,Female,53,Amer-Indian-Eskimo,Other-relative,Federal-gov,0
488,58,non-US,3,71417,Female,79,Amer-Indian-Eskimo,Own-child,Self-emp-inc,0
489,54,US,7,79036,Female,19,White,Unmarried,Self-emp-not-inc,0
490,77,non-US,11,101266,Male,75,Black,Not-in-family,Federal-gov,0
491,29,non-US,10,178953,Male,13,Black,Unmarried,State-gov,0
492,34,non-US,11,191957,Male,79,Other,Unmarried,Never-worked,0
493,21,non-US,16,111558,Male,44,Other,Husband,Without-pay,0
494,17,US,14,197975,Male,58,Other,Wife,Self-emp-not-inc,0
495,43,US,6,157217,Male,59,White,Other-relative,Without-pay,0
496,60,non-US,12,255978,Female,80,Amer-Indian-Eskimo,Husband,Without-pay,0
497,42,non-US,16,55139,Female,5,Asian-Pac-Islander,Husband,Self-emp-not-inc,0
498,52,non-US,10,306361,Male,82,White,Own-child,Local-gov,0
499,49,US,6,205504,Male,88,Other,Husband,Local-gov,0
500,46,US,7,240374,Male,29,Other,Other-relative,Private,0
501,24,non-US,5,236391,Male,34,White,Wife,Self-emp-not-inc,0
502,53,US,9,232985,Female,79,White,Wife,Local-gov,0
503,50,US,11,54243,Male,88,Black,Husband,Self-emp-not-inc,0
504,36,US,12,29660,Female,31,Amer-Indian-Eskimo,Not-in-family,Federal-gov,0
505,26,US,6,190457,Female,95,Black,Not-in-family,Federal-gov,0
506,46,non-US,6,179444,Male,92,Asian-Pac-Islander,Not-in-family,Self-emp-inc,0
507,78,US,9,193882,Male,63,Other,Husband,Without-pay,0
508,40,US,2,25141,Female,64,Other,Own-child,State-gov,0
509,37,US,10,88278,Female,32,Asian-Pac-Islander,Not-in-family,Never-worked,0
510,83,non-US,14,359049,Male,16,Other,Unmarried,Federal-gov,0
511,23,US,3,186294,Male,41,White,Wife,Local-gov,0
512,23,non-US,16,31350,Female,42,White,Husband,Without-pay,0
513,31,US,12,296509,Male,12,White,Other-relative,Self-emp-inc,0
514,31,non-US,14,198801,Male,10,Amer-Indian-Eskimo,Husband,State-gov,0
515,36,US,10,176253,Female,25,Other,Other-relative,Local-gov,0
516,19,non-US,16,153408,Male,21,Amer-Indian-Eskimo,Unmarried,Federal-gov,0
517,35,non-US,11,276973,Female,31,Other,Husband,Self-emp-not-inc,0
518,20,US,13,88842,Male,61,Black,Unmarried,Local-gov,0
519,18,US,10,59496,Male,39,White,Wife,Private,0
520,51,US,3,182828,Female,80,White,Unmarried,Federal-gov,0
521,23,US,2,225395,Male,15,Black,Husband,Never-worked,0
522,62,US,13,217926,Female,95,Black,Own-child,State-gov,0
523,90,non-US,9,184493,Female,65,Asian-Pac-Islander,Own-child,Never-worked,0
524,41,US,4,53777,Male,95,Amer-Indian-Eskimo,Not-in-family,Local-gov,0
525,26,non-US,11,174126,Female,39,Black,Own-child,State-gov,0
526,90,non-US,7,97153,Female,51,White,Unmarried,State-gov,0
527,34,non-US,5,171373,Male,65,Amer-Indian-Eskimo,Husband,State-gov,0
528,42,non-US,8,190763,Female,2,White,Husband,Self-emp-inc,0
529,43,US,16,130773,Female,4,Black,Other-relative,Private,0
530,23,US,16,445365,Female,29,Asian-Pac-Islander,Unmarried,State-gov,0
531,17,US,13,398931,Female,13,Black,Other-relative,Self-emp-not-inc,0
532,34,non-US,5,151864,Male,37,Asian-Pac-Islander,Unmarried,Self-emp-not-inc,0
533,68,US,8,98076,Female,46,Black,Unmarried,Never-worked,0
534,78,non-US,16,38317,Male,57,White,Own-child,Without-pay,0
535,43,non-US,14,234938,Female,41,Other,Not-in-family,State-gov,0
536,72,US,14,160155,Male,61,Amer-Indian-Eskimo,Own-child,Private,0
537,62,non-US,15,275357,Male,76,Asian-Pac-Islander,Other-relative,Never-worked,0
538,66,non-US,9,83545,Female,34,Amer-Indian-Eskimo,Own-child,Private,0
539,77,non-US,10,223514,Female,26,Other,Not-in-family,Federal-gov,0
540,24,US,1,174829,Female,50,Other,Wife,Private,0
541,56,US,3,290044,Male,77,Asian-Pac-Islander,Own-child,Never-worked,0
542,67,US,7,41493,Female,15,Asian-Pac-Islander,Husband,Self-emp-not-inc,0
543,56,non-US,13,575442,Male,28,White,Own-child,Self-emp-not-inc,0
544,31,non-US,5,371103,Male,57,Black,Not-in-family,State-gov,0
545,70,US,1,161147,Male,88,Amer-Indian-Eskimo,Unmarried,Without-pay,0
546,58,US,14,177449,Male,10,Other,Not-in-family,Local-gov,0
547,59,non-US,9,223308,Male,97,Black,Not-in-family,Never-worked,0
548,31,US,16,166809,Female,61,Amer-Indian-Eskimo,Other-relative,Private,0
549,73,US,7,215150,Male,51,Other,Unmarried,State-gov,0
550,32,non-US,11,140474,Female,47,Other,Not-in-family,Local-gov,0
551,58,non-US,9,53835,Female,64,Asian-Pac-Islander,Unmarried,Without-pay,0
552,75,non-US,10,367984,Female,76,White,Wife,Private,0
553,57,US,10,202139,Female,38,White,Own-child,Without-pay,0
554,34,non-US,1,104870,Male,13,Black,Unmarried,Local-gov,0
555,45,non-US,15,198493,Male,39,Black,Unmarried,Federal-gov,0
556,66,US,12,473836,Female,72,Black,Own-child,Self-emp-inc,0
557,43,non-US,7,35370,Female,25,White,Own-child,Never-worked,0
558,24,non-US,12,43998,Female,96,Asian-Pac-Islander,Own-child,Without-pay,0
559,19,US,12,128348,Female,24,Other,Husband,Private,0
560,55,non-US,9,98921,Female,92,Asian-Pac-Islander,Unmarried,State-gov,0
561,64,US,6,350162,Female,86,Other,Husband,Never-worked,0
562,77,non-US,13,106282,Male,4,White,Not-in-family,Never-worked,0
563,25,US,11,194869,Female,54,Asian-Pac-Islander,Wife,Self-emp-inc,0
564,82,non-US,9,229566,Female,56,White,Not-in-family,Federal-gov,0
565,89,US,2,138944,Female,21,Black,Other-relative,Federal-gov,0
566,46,US,7,175360,Female,62,Other,Not-in-family,Self-emp-inc,0
567,40,non-US,7,191355,Male,55,Black,Unmarried,Never-worked,0
568,64,US,3,514033,Female,4,Other,Unmarried,Without-pay,0
569,71,US,14,66360,Male,82,Other,Wife,Never-worked,0
570,44,US,3,318046,Female,15,White,Other-relative,Without-pay,0
571,79,US,13,311249,Female,67,Amer-Indian-Eskimo,Own-child,Without-pay,0
572,73,non-US,5,105252,Male,6,Black,Husband,Self-emp-inc,0
573,89,US,11,118779,Female,95,Other,Not-in-family,Private,0
574,19,US,6,230545,Female,90,White,Not-in-family,Self-emp-inc,0
575,35,non-US,1,186909,Male,76,Other,Unmarried,Local-gov,0
576,31,US,11,278870,Male,75,Asian-Pac-Islander,Husband,Self-emp-inc,0
577,62,non-US,2,217028,Male,99,Asian-Pac-Islander,Own-child,Local-gov,0
578,37,US,2,380543,Female,99,White,Unmarried,State-gov,0
579,47,US,13,106637,Male,9,White,Other-relative,Self-emp-inc,0
580,88,non-US,6,204447,Female,94,White,Husband,Self-emp-inc,0
581,73,US,14,218215,Male,8,Black,Not-in-family,Self-emp-inc,0
582,88,US,5,55360,Male,82,White,Husband,Local-gov,0
583,90,US,15,177705,Male,9,Asian-Pac-Islander,Unmarried,State-gov,0
584,35,non-US,5,498328,Male,45,Other,Other-relative,Federal-gov,0
585,57,US,6,183780,Male,40,Other,Other-relative,Private,0
586,72,non-US,14,226918,Female,65,White,Unmarried,Federal-gov,0
587,59,non-US,15,314165,Female,49,Asian-Pac-Islander,Own-child,Local-gov,0
588,86,US,6,204018,Female,84,Black,Husband,Without-pay,0
589,70,non-US,10,269792,Female,70,Amer-Indian-Eskimo,Husband,Private,0
590,73,US,14,83580,Male,16,Amer-Indian-Eskimo,Husband,Federal-gov,0
591,54,US,11,287658,Female,65,White,Other-relative,Self-emp-not-inc,0
592,87,non-US,13,165815,Male,47,Other,Not-in-family,State-gov,0
593,41,non-US,2,182606,Female,80,Amer-Indian-Eskimo,Husband,Without-pay,0
594,30,non-US,12,184872,Male,38,Black,Husband,Without-pay,0
595,77,non-US,12,273243,Male,21,Black,Other-relative,Local-gov,0
596,24,US,10,323020,Female,57,White,Unmarried,Private,0
597,30,US,9,122913,Female,58,White,Wife,State-gov,0
598,82,US,11,167358,Female,41,Black,Not-in-family,Self-emp-not-inc,0
599,82,non-US,4,203061,Female,41,White,Not-in-family,State-gov,0
600,41,US,1,198216,Male,54,Other,Unmarried,Local-gov,0
601,22,non-US,16,253784,Male,34,Asian-Pac-Islander,Unmarried,Without-pay,0
602,89,US,10,118306,Female,23,Black,Not-in-family,Local-gov,0
603,84,non-US,2,181661,Female,74,Amer-Indian-Eskimo,Husband,Self-emp-not-inc,0
604,74,non-US,12,187563,Male,60,Other,Not-in-family,Self-emp-inc,0
605,88,US,16,193215,Female,20,Asian-Pac-Islander,Unmarried,Federal-gov,0
606,72,non-US,1,231689,Male,58,Asian-Pac-Islander,Own-child,Local-gov,0
607,55,non-US,12,285457,Male,68,White,Not-in-family,Private,0
608,40,US,1,31449,Male,87,Asian-Pac-Islander,Husband,Self-emp-not-inc,0
609,63,US,15,173224,Male,5,Black,Husband,Self-emp-inc,1
610,49,non-US,9,28735,Male,26,Black,Husband,Without-pay,0
611,62,US,4,151087,Male,50,Amer-Indian-Eskimo,Other-relative,State-gov,0
612,44,US,4,144218,Female,20,White,Own-child,Self-emp-inc,0
613,54,non-US,3,172232,Female,85,Amer-Indian-Eskimo,Unmarried,Self-emp-not-inc,0
614,89,US,1,110901,Female,97,Amer-Indian-Eskimo,Own-child,Federal-gov,0
615,82,US,15,126500,Female,14,Other,Unmarried,Federal-gov,0
616,74,US,4,259865,Male,31,Other,Husband,Private,0
617,41,US,1,291052,Female,43,White,Own-child,Federal-gov,0
618,23,non-US,12,290403,Female,84,Amer-Indian-Eskimo,Unmarried,Self-emp-not-inc,0
619,62,US,16,182246,Female,85,White,Wife,Without-pay,0
620,37,non-US,13,220066,Female,73,Asian-Pac-Islander,Other-relative,Without-pay,0
621,65,US,5,181677,Female,41,Amer-Indian-Eskimo,Other-relative,Never-worked,0
622,52,non-US,4,180752,Female,31,Amer-Indian-Eskimo,Wife,Private,0
623,37,non-US,9,119793,Male,18,White,Wife,Local-gov,0
624,27,US,10,311288,Female,15,Other,Husband,Federal-gov,0
625,20,non-US,15,292569,Female,53,White,Own-child,Never-worked,0
626,20,non-US,6,335376,Male,9,White,Own-child,Private,0
627,85,US,1,233882,Male,96,Asian-Pac-Islander,Wife,State-gov,0
628,58,US,13,121136,Female,17,Other,Wife,Self-emp-inc,1
629,62,US,10,142791,Female,69,Black,Wife,Federal-gov,0
630,21,US,8,215618,Female,99,Black,Not-in-family,Federal-gov,0
631,33,non-US,1,169815,Female,39,Amer-Indian-Eskimo,Not-in-family,Never-worked,0
632,29,non-US,9,50119,Male,15,Black,Not-in-family,State-gov,0
633,38,non-US,1,354078,Female,90,Asian-Pac-Islander,Other-relative,Local-gov,0
634,27,non-US,8,197114,Female,87,Black,Husband,Without-pay,0
635,65,US,12,154165,Male,37,White,Own-child,Self-emp-inc,0
636,75,US,9,87467,Male,75,White,Other-relative,State-gov,0
637,39,non-US,4,106700,Male,77,Black,Not-in-family,Local-gov,0
638,89,non-US,14,192161,Female,2,Asian-Pac-Islander,Unmarried,Self-emp-inc,0
639,56,US,3,165817,Male,60,Black,Unmarried,Self-emp-not-inc,0
640,72,US,16,214031,Female,5,Black,Other-relative,Self-emp-inc,0
641,68,non-US,8,211013,Female,64,Asian-Pac-Islander,Wife,Self-emp-inc,0
642,51,US,9,207685,Female,15,Asian-Pac-Islander,Other-relative,State-gov,0
643,62,non-US,4,159726,Female,60,White,Husband,State-gov,0
644,39,US,10,390608,Male,44,Other,Not-in-family,Never-worked,0
645,46,US,9,98828,Female,86,Amer-Indian-Eskimo,Husband,Never-worked,0
646,70,non-US,6,107248,Male,1,Black,Wife,Never-worked,0
647,48,non-US,2,229364,Female,14,Other,Other-relative,Local-gov,0
648,48,non-US,5,198619,Male,13,White,Husband,Never-worked,0
649,80,US,13,155261,Male,99,Asian-Pac-Islander,Unmarried,Private,0
650,57,US,16,261023,Male,35,Asian-Pac-Islander,Wife,Self-emp-inc,0
651,76,US,9,149297,Male,95,Asian-Pac-Islander,Wife,Self-emp-inc,0
652,33,US,14,69770,Male,42,Black,Husband,Private,1
653,34,US,7,114447,Male,37,Asian-Pac-Islander,Not-in-family,Local-gov,0
654,81,non-US,3,273929,Female,56,Amer-Indian-Eskimo,Unmarried,Self-emp-inc,0
655,78,US,11,242960,Female,74,Other,Other-relative,Federal-gov,0
656,41,non-US,6,98779,Male,33,Black,Wife,Without-pay,0
657,81,non-US,10,45613,Female,43,Black,Other-relative,State-gov,0
658,66,US,5,103810,Female,57,Amer-Indian-Eskimo,Other-relative,Self-emp-not-inc,0
659,71,non-US,10,91882,Male,24,Other,Not-in-family,Private,0
660,85,US,8,33608,Male,5,Asian-Pac-Islander,Not-in-family,Federal-gov,0
661,79,US,15,177102,Female,92,Asian-Pac-Islander,Unmarried,Without-pay,0
662,58,non-US,3,256448,Male,5,Asian-Pac-Islander,Own-child,Self-emp-not-inc,0
663,34,non-US,14,71792,Female,24,Black,Unmarried,Private,0
664,20,non-US,14,125155,Female,4,Black,Wife,Never-worked,0
665,44,non-US,1,139978,Female,72,Other,Not-in-family,Self-emp-inc,0
666,21,US,12,285730,Female,92,Black,Other-relative,Private,0
667,41,non-US,5,198867,Female,54,White,Own-child,Self-emp-not-inc,0
668,68,non-US,7,86492,Male,94,Asian-Pac-Islander,Own-child,Local-gov,0
669,88,US,7,118972,Male,28,White,Wife,Self-emp-not-inc,0
670,44,non-US,5,193949,Female,77,Black,Unmarried,State-gov,0
671,75,US,10,347248,Female,28,Other,Other-relative,Self-emp-inc,0
672,35,non-US,10,81243,Female,17,Amer-Indian-Eskimo,Wife,Private,0
673,36,US,14,73047,Female,33,Black,Unmarried,State-gov,0
674,63,US,10,63574,Male,61,Black,Other-relative,Without-pay,0
675,34,US,12,149981,Female,35,White,Own-child,Without-pay,0
676,18,US,14,39518,Female,85,White,Not-in-family,Without-pay,0
677,45,US,11,117251,Male,40,Other,Own-child,Self-emp-not-inc,0
678,71,non-US,4,56009,Male,63,Asian-Pac-Islander,Wife,Local-gov,0
679,73,non-US,14,115458,Female,14,Asian-Pac-Islander,Other-relative,Local-gov,0
680,55,non-US,4,112963,Male,33,White,Husband,Private,0
681,67,US,4,179488,Female,43,Other,Own-child,Self-emp-not-inc,0
682,48,non-US,3,101387,Female,42,Amer-Indian-Eskimo,Wife,Private,0
683,57,US,1,27898,Female,22,Other,Husband,Local-gov,0
684,21,non-US,5,307589,Male,11,Other,Own-child,State-gov,0
685,33,non-US,1,293899,Male,36,Amer-Indian-Eskimo,Own-child,Local-gov,0
686,52,US,3,284531,Female,21,Asian-Pac-Islander,Own-child,Local-gov,0
687,89,non-US,7,266463,Male,32,Amer-Indian-Eskimo,Not-in-family,Local-gov,0
688,27,non-US,8,148805,Female,80,Asian-Pac-Islander,Husband,State-gov,0
689,80,non-US,8,66194,Female,62,Other,Not-in-family,Without-pay,0
690,33,non-US,6,181970,Male,88,Other,Husband,Local-gov,0
691,51,non-US,13,139116,Male,67,Other,Wife,Without-pay,1
692,71,non-US,5,116044,Female,20,Asian-Pac-Islander,Unmarried,Without-pay,0
693,27,non-US,11,172496,Male,6,Other,Husband,Local-gov,0
694,70,non-US,11,97847,Female,67,Amer-Indian-Eskimo,Wife,Self-emp-not-inc,0
695,70,US,5,41504,Female,35,Asian-Pac-Islander,Wife,Federal-gov,0
696,53,US,16,205816,Female,6,Amer-Indian-Eskimo,Not-in-family,Private,0
697,23,non-US,7,118119,Female,74,Black,Unmarried,Without-pay,0
698,58,US,6,193868,Female,61,Amer-Indian-Eskimo,Husband,State-gov,0
699,31,non-US,6,125856,Male,97,Amer-Indian-Eskimo,Other-relative,Without-pay,0
700,18,US,2,334221,Female,27,Asian-Pac-Islander,Unmarried,Never-worked,0
701,47,US,6,218172,Female,34,Amer-Indian-Eskimo,Unmarried,Self-emp-inc,0
702,59,non-US,1,106780,Male,61,Asian-Pac-Islander,Own-child,Self-emp-inc,0
703,23,non-US,13,314871,Male,21,Black,Other-relative,Private,0
704,79,US,1,273051,Male,28,White,Own-child,Never-worked,0
705,90,US,5,254859,Male,21,Other,Own-child,Self-emp-inc,0
706,83,US,9,230095,Female,21,White,Other-relative,Without-pay,0
707,57,US,16,51047,Male,78,Amer-Indian-Eskimo,Husband,Without-pay,1
708,17,US,4,163512,Female,37,Amer-Indian-Eskimo,Wife,Private,0
709,37,non-US,7,95704,Female,60,White,Other-relative,Self-emp-inc,0
710,77,US,12,154541,Female,56,White,Other-relative,Local-gov,0
711,25,non-US,15,227386,Male,54,White,Not-in-family,Private,0
712,25,US,7,177705,Male,74,Black,Wife,Without-pay,0
713,23,US,13,100569,Male,62,Black,Not-in-family,Local-gov,0
714,18,US,13,311350,Male,49,Black,Other-relative,Self-emp-inc,0
715,82,US,12,59583,Male,35,Other,Own-child,Self-emp-inc,0
716,17,US,15,311231,Female,64,Black,Own-child,State-gov,0
717,38,non-US,4,390817,Male,87,Asian-Pac-Islander,Unmarried,Private,0
718,90,US,9,95530,Female,89,Amer-Indian-Eskimo,Wife,State-gov,0
719,75,US,16,694812,Female,98,White,Not-in-family,Never-worked,0
720,77,non-US,3,239683,Female,44,Black,Other-relative,Self-emp-inc,0
721,26,non-US,7,483450,Female,53,White,Husband,Without-pay,0
722,35,non-US,14,420054,Female,55,Black,Husband,Federal-gov,1
723,67,non-US,6,303291,Female,41,Amer-Indian-Eskimo,Wife,Self-emp-not-inc,0
724,38,non-US,7,231181,Male,84,Black,Not-in-family,Federal-gov,0
725,68,non-US,14,256909,Male,38,Asian-Pac-Islander,Not-in-family,Self-emp-inc,0
726,54,US,4,544319,Male,88,Asian-Pac-Islander,Wife,State-gov,0
727,24,US,12,198664,Female,68,Asian-Pac-Islander,Unmarried,Without-pay,0
728,27,non-US,8,261207,Female,49,Black,Husband,State-gov,0
729,73,non-US,2,87891,Male,44,Other,Own-child,Local-gov,0
730,43,non-US,7,184016,Male,37,Amer-Indian-Eskimo,Not-in-family,Never-worked,0
731,59,US,6,95128,Female,47,Amer-Indian-Eskimo,Not-in-family,Private,0
732,87,non-US,16,362062,Female,88,Other,Not-in-family,Never-worked,0
733,62,non-US,12,300777,Female,96,Amer-Indian-Eskimo,Unmarried,Private,0
734,63,US,13,187790,Female,25,White,Other-relative,State-gov,0
735,44,non-US,15,282944,Male,54,Other,Not-in-family,Self-emp-inc,1
736,85,non-US,1,242580,Female,6,Amer-Indian-Eskimo,Other-relative,Self-emp-inc,0
737,68,US,11,213412,Female,46,Asian-Pac-Islander,Own-child,Private,0
738,74,non-US,14,352640,Male,84,Black,Husband,Federal-gov,0
