id,age,country,educational-num,fnlwgt,hours-per-week,race,relationship,sex,workclass,class
258,x>68,non-US,2<x<9,75734<x<209291,61<x<90,Amer-Indian-Eskimo,Own-child,Male,Federal-gov,0
259,19<x<21,non-US,2<x<9,209813<x<316597,61<x<90,Black,Not-in-family,Female,Self-emp-not-inc,0
260,x>68,non-US,2<x<9,75734<x<209291,38<x<40,White,Not-in-family,Male,Self-emp-not-inc,0
261,36<x<42,non-US,12<x<13,316820<x<392849,34<x<38,Black,Unmarried,Female,Without-pay,0
262,54<x<61,non-US,9<x<11,75734<x<209291,61<x<90,Black,Not-in-family,Female,Local-gov,0
263,x>68,US,2<x<9,75734<x<209291,38<x<40,Black,Husband,Female,Self-emp-inc,0
264,42<x<54,US,11<x<12,75734<x<209291,50<x<61,Other,Own-child,Male,Self-emp-not-inc,0
265,34<x<36,non-US,2<x<9,316820<x<392849,61<x<90,White,Own-child,Female,Self-emp-inc,0
266,42<x<54,non-US,12<x<13,75734<x<209291,61<x<90,Asian-Pac-Islander,Unmarried,Female,Without-pay,0
267,34<x<36,non-US,2<x<9,75734<x<209291,x>90,Black,Not-in-family,Female,Local-gov,0
268,54<x<61,US,9<x<11,209813<x<316597,2<x<30,Black,Other-relative,Male,Private,0
269,x<19,US,9<x<11,209813<x<316597,2<x<30,Black,Unmarried,Male,Never-worked,0
270,42<x<54,US,11<x<12,75734<x<209291,61<x<90,Amer-Indian-Eskimo,Other-relative,Female,Never-worked,0
271,42<x<54,US,13<x<15,209813<x<316597,61<x<90,White,Husband,Female,Never-worked,1
272,42<x<54,non-US,2<x<9,209813<x<316597,2<x<30,Other,Unmarried,Female,Private,0
273,42<x<54,US,2<x<9,75734<x<209291,38<x<40,Asian-Pac-Islander,Husband,Male,Local-gov,0
274,19<x<21,non-US,13<x<15,209813<x<316597,x>90,Amer-Indian-Eskimo,Wife,Male,Never-worked,0
275,42<x<54,non-US,15<x<16,22366<x<37674,61<x<90,Other,Own-child,Male,Without-pay,0
276,61<x<68,US,15<x<16,75734<x<209291,61<x<90,Amer-Indian-Eskimo,Not-in-family,Male,State-gov,1
277,42<x<54,non-US,12<x<13,75734<x<209291,2<x<30,Asian-Pac-Islander,Other-relative,Female,Never-worked,0
278,42<x<54,US,11<x<12,209813<x<316597,2<x<30,Asian-Pac-Islander,Wife,Female,Without-pay,0
279,19<x<21,non-US,13<x<15,209813<x<316597,2<x<30,Other,Other-relative,Female,Local-gov,0
280,x>68,US,2<x<9,75734<x<209291,2<x<30,White,Not-in-family,Female,Private,0
281,30<x<34,non-US,2<x<9,75734<x<209291,50<x<61,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc,0
282,54<x<61,US,2<x<9,75734<x<209291,50<x<61,Other,Unmarried,Female,Without-pay,0
283,42<x<54,non-US,2<x<9,75734<x<209291,40<x<42,Amer-Indian-Eskimo,Own-child,Male,Federal-gov,0
284,30<x<34,US,15<x<16,75734<x<209291,2<x<30,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov,0
285,x>68,US,2<x<9,75734<x<209291,43<x<48,Asian-Pac-Islander,Wife,Female,Local-gov,0
286,x>68,non-US,2<x<9,75734<x<209291,2<x<30,Amer-Indian-Eskimo,Unmarried,Male,Private,0
287,54<x<61,US,1<x<2,75734<x<209291,61<x<90,Asian-Pac-Islander,Wife,Female,Without-pay,0
288,42<x<54,US,2<x<9,209813<x<316597,34<x<38,Black,Husband,Female,Without-pay,0
289,x>68,non-US,11<x<12,x>392849,42<x<43,White,Own-child,Male,Self-emp-not-inc,0
290,x<19,non-US,2<x<9,209813<x<316597,38<x<40,White,Wife,Female,Self-emp-not-inc,0
291,x>68,US,9<x<11,75734<x<209291,2<x<30,Black,Own-child,Female,Self-emp-not-inc,0
292,34<x<36,non-US,2<x<9,75734<x<209291,50<x<61,Amer-Indian-Eskimo,Own-child,Male,State-gov,0
293,54<x<61,US,9<x<11,75734<x<209291,2<x<30,Other,Own-child,Male,Without-pay,0
294,30<x<34,non-US,15<x<16,75734<x<209291,61<x<90,Amer-Indian-Eskimo,Not-in-family,Female,State-gov,0
295,42<x<54,non-US,9<x<11,75734<x<209291,61<x<90,Other,Not-in-family,Female,Federal-gov,0
296,x>68,US,9<x<11,75734<x<209291,2<x<30,Other,Not-in-family,Male,Local-gov,0
297,42<x<54,US,x<1,75734<x<209291,61<x<90,Asian-Pac-Islander,Not-in-family,Male,Without-pay,0
298,36<x<42,non-US,2<x<9,75734<x<209291,61<x<90,Black,Own-child,Female,State-gov,0
299,x>68,non-US,2<x<9,75734<x<209291,2<x<30,Asian-Pac-Islander,Not-in-family,Male,Local-gov,0
300,61<x<68,US,2<x<9,75734<x<209291,61<x<90,Asian-Pac-Islander,Other-relative,Female,Private,0
301,42<x<54,US,13<x<15,75734<x<209291,x>90,White,Own-child,Male,Private,0
302,42<x<54,non-US,2<x<9,75734<x<209291,43<x<48,Black,Husband,Male,Local-gov,0
303,27<x<30,non-US,12<x<13,316820<x<392849,61<x<90,White,Wife,Female,Self-emp-not-inc,1
304,54<x<61,non-US,2<x<9,75734<x<209291,61<x<90,Other,Wife,Female,Self-emp-inc,0
305,36<x<42,non-US,2<x<9,75734<x<209291,x>90,Amer-Indian-Eskimo,Own-child,Male,Never-worked,0
306,54<x<61,US,2<x<9,316820<x<392849,2<x<30,White,Wife,Female,Self-emp-inc,0
307,42<x<54,non-US,2<x<9,209813<x<316597,2<x<30,Black,Unmarried,Female,Without-pay,0
308,19<x<21,US,13<x<15,209813<x<316597,61<x<90,Asian-Pac-Islander,Not-in-family,Female,Self-emp-inc,0
309,61<x<68,US,9<x<11,x>392849,61<x<90,Asian-Pac-Islander,Other-relative,Female,Self-emp-not-inc,0
310,x>68,US,11<x<12,75734<x<209291,50<x<61,Asian-Pac-Islander,Not-in-family,Male,Without-pay,0
311,42<x<54,US,9<x<11,209813<x<316597,2<x<30,Other,Not-in-family,Female,Never-worked,0
312,54<x<61,non-US,2<x<9,209291<x<209532,61<x<90,Asian-Pac-Islander,Wife,Female,Federal-gov,0
313,x>68,US,9<x<11,75734<x<209291,61<x<90,Amer-Indian-Eskimo,Other-relative,Male,Self-emp-not-inc,0
314,x>68,US,2<x<9,209813<x<316597,61<x<90,Other,Wife,Male,Self-emp-not-inc,0
315,x>68,non-US,2<x<9,43395<x<75413,2<x<30,Asian-Pac-Islander,Not-in-family,Male,Self-emp-inc,0
316,36<x<42,non-US,2<x<9,75734<x<209291,61<x<90,Other,Husband,Male,State-gov,0
317,42<x<54,US,13<x<15,22366<x<37674,61<x<90,White,Wife,Female,Private,0
318,x>68,US,1<x<2,209813<x<316597,x>90,Amer-Indian-Eskimo,Other-relative,Male,State-gov,0
319,x>68,US,15<x<16,316820<x<392849,61<x<90,Black,Unmarried,Female,Local-gov,0
320,27<x<30,US,9<x<11,316820<x<392849,38<x<40,Asian-Pac-Islander,Other-relative,Female,Self-emp-not-inc,0
321,36<x<42,US,12<x<13,43395<x<75413,61<x<90,Other,Wife,Male,Self-emp-not-inc,1
322,61<x<68,US,1<x<2,316820<x<392849,2<x<30,Black,Unmarried,Male,Private,0
323,27<x<30,non-US,2<x<9,209813<x<316597,38<x<40,Black,Wife,Male,Never-worked,0
324,x>68,non-US,13<x<15,75734<x<209291,30<x<34,Black,Own-child,Female,Never-worked,0
325,x>68,US,x<1,209813<x<316597,x>90,White,Other-relative,Male,Local-gov,0
326,x>68,non-US,2<x<9,75734<x<209291,50<x<61,White,Husband,Female,Local-gov,0
327,42<x<54,non-US,13<x<15,x>392849,61<x<90,Asian-Pac-Islander,Husband,Female,Local-gov,1
328,61<x<68,non-US,1<x<2,43395<x<75413,2<x<30,Asian-Pac-Islander,Other-relative,Female,Self-emp-not-inc,0
329,30<x<34,US,2<x<9,75734<x<209291,61<x<90,Asian-Pac-Islander,Husband,Female,Self-emp-not-inc,0
330,54<x<61,non-US,9<x<11,75734<x<209291,61<x<90,White,Husband,Female,Without-pay,0
331,x>68,non-US,2<x<9,209813<x<316597,61<x<90,Asian-Pac-Islander,Unmarried,Female,State-gov,0
332,61<x<68,US,2<x<9,75734<x<209291,61<x<90,White,Wife,Female,Never-worked,0
333,34<x<36,non-US,2<x<9,209813<x<316597,2<x<30,Other,Husband,Male,Local-gov,0
334,30<x<34,US,2<x<9,75734<x<209291,34<x<38,Black,Husband,Female,Without-pay,0
335,42<x<54,non-US,x<1,43395<x<75413,61<x<90,Amer-Indian-Eskimo,Own-child,Female,Without-pay,0
336,x>68,US,12<x<13,209813<x<316597,61<x<90,Asian-Pac-Islander,Own-child,Male,Never-worked,0
337,42<x<54,US,2<x<9,209813<x<316597,61<x<90,Other,Own-child,Male,Never-worked,0
338,54<x<61,non-US,9<x<11,209813<x<316597,61<x<90,Amer-Indian-Eskimo,Husband,Male,Private,0
339,x>68,US,2<x<9,75734<x<209291,61<x<90,Asian-Pac-Islander,Own-child,Female,State-gov,0
340,x>68,non-US,2<x<9,209813<x<316597,x<2,Other,Unmarried,Female,Self-emp-not-inc,0
341,54<x<61,US,x<1,209813<x<316597,x>90,Amer-Indian-Eskimo,Wife,Male,Local-gov,0
342,x>68,US,12<x<13,75734<x<209291,2<x<30,White,Not-in-family,Male,Local-gov,0
343,61<x<68,non-US,2<x<9,209813<x<316597,61<x<90,White,Not-in-family,Female,State-gov,0
344,42<x<54,US,12<x<13,75734<x<209291,50<x<61,Black,Not-in-family,Male,Local-gov,1
345,x>68,US,2<x<9,75734<x<209291,2<x<30,Other,Own-child,Female,Without-pay,0
346,36<x<42,US,9<x<11,75734<x<209291,38<x<40,White,Not-in-family,Male,Self-emp-not-inc,0
347,x>68,US,1<x<2,75734<x<209291,61<x<90,Asian-Pac-Islander,Unmarried,Female,Without-pay,0
348,36<x<42,non-US,2<x<9,75734<x<209291,50<x<61,Black,Other-relative,Female,State-gov,0
349,42<x<54,non-US,9<x<11,x>392849,2<x<30,Asian-Pac-Islander,Husband,Male,Self-emp-inc,0
350,x>68,US,15<x<16,316820<x<392849,61<x<90,Asian-Pac-Islander,Not-in-family,Male,Self-emp-inc,1
351,61<x<68,US,1<x<2,x>392849,50<x<61,Asian-Pac-Islander,Husband,Female,Self-emp-inc,0
352,x>68,US,9<x<11,209813<x<316597,40<x<42,White,Wife,Female,Private,0
353,36<x<42,US,2<x<9,43395<x<75413,2<x<30,Amer-Indian-Eskimo,Husband,Male,Local-gov,0
354,36<x<42,US,13<x<15,x>392849,50<x<61,Other,Own-child,Female,State-gov,0
355,x>68,non-US,13<x<15,75734<x<209291,61<x<90,White,Not-in-family,Male,Without-pay,0
356,x<19,non-US,2<x<9,75734<x<209291,2<x<30,Black,Unmarried,Female,Self-emp-not-inc,0
357,x>68,non-US,13<x<15,316820<x<392849,30<x<34,Other,Own-child,Female,Self-emp-not-inc,0
358,x>68,US,15<x<16,75734<x<209291,61<x<90,Asian-Pac-Islander,Not-in-family,Male,Federal-gov,1
359,27<x<30,US,13<x<15,209813<x<316597,34<x<38,Asian-Pac-Islander,Other-relative,Female,Self-emp-not-inc,0
360,19<x<21,non-US,13<x<15,316820<x<392849,34<x<38,Other,Own-child,Male,State-gov,0
361,30<x<34,US,1<x<2,209813<x<316597,2<x<30,White,Husband,Female,Federal-gov,0
362,42<x<54,US,12<x<13,75734<x<209291,50<x<61,Amer-Indian-Eskimo,Own-child,Female,Private,0
363,42<x<54,non-US,1<x<2,75734<x<209291,61<x<90,White,Own-child,Male,Never-worked,0
364,x<19,US,9<x<11,x<22366,61<x<90,Black,Husband,Female,Self-emp-inc,0
365,61<x<68,non-US,11<x<12,75734<x<209291,2<x<30,Asian-Pac-Islander,Husband,Female,Never-worked,0
366,42<x<54,US,12<x<13,x>392849,49<x<50,Other,Husband,Male,Without-pay,1
367,61<x<68,US,2<x<9,75734<x<209291,61<x<90,Asian-Pac-Islander,Wife,Male,State-gov,0
368,x>68,non-US,12<x<13,43395<x<75413,2<x<30,Other,Husband,Male,Self-emp-inc,0
369,x>68,non-US,2<x<9,209813<x<316597,61<x<90,Other,Husband,Male,Federal-gov,0
370,x<19,US,x<1,209813<x<316597,61<x<90,Amer-Indian-Eskimo,Unmarried,Male,State-gov,0
371,42<x<54,US,13<x<15,209813<x<316597,2<x<30,Other,Husband,Male,Without-pay,0
372,x<19,non-US,9<x<11,75734<x<209291,2<x<30,Other,Wife,Female,Local-gov,0
373,42<x<54,non-US,1<x<2,75734<x<209291,2<x<30,White,Not-in-family,Female,Private,0
374,54<x<61,non-US,11<x<12,43395<x<75413,34<x<38,Amer-Indian-Eskimo,Unmarried,Female,Private,0
375,42<x<54,non-US,1<x<2,75734<x<209291,2<x<30,Black,Not-in-family,Male,Without-pay,0
376,21<x<24,non-US,9<x<11,75734<x<209291,43<x<48,White,Unmarried,Male,Never-worked,0
377,36<x<42,US,12<x<13,75734<x<209291,2<x<30,Black,Husband,Male,Self-emp-inc,0
378,30<x<34,non-US,9<x<11,75734<x<209291,50<x<61,Black,Unmarried,Male,Local-gov,0
379,21<x<24,US,x<1,209813<x<316597,x>90,Other,Not-in-family,Male,Without-pay,0
380,42<x<54,non-US,11<x<12,75734<x<209291,x>90,Other,Own-child,Female,Never-worked,0
381,42<x<54,non-US,2<x<9,75734<x<209291,2<x<30,Other,Not-in-family,Male,Without-pay,0
382,42<x<54,non-US,2<x<9,75734<x<209291,2<x<30,Black,Unmarried,Female,Self-emp-not-inc,0
383,25<x<26,non-US,15<x<16,209813<x<316597,49<x<50,Other,Husband,Female,Local-gov,0
384,x>68,non-US,2<x<9,209813<x<316597,61<x<90,White,Own-child,Male,Never-worked,0
385,x>68,non-US,2<x<9,x>392849,43<x<48,Black,Other-relative,Female,Self-emp-inc,0
386,24<x<25,US,2<x<9,x>392849,2<x<30,White,Husband,Male,Private,0
387,x>68,US,1<x<2,75734<x<209291,61<x<90,White,Unmarried,Male,Self-emp-not-inc,0
388,x>68,US,2<x<9,75734<x<209291,2<x<30,Other,Other-relative,Male,Without-pay,0
389,61<x<68,non-US,2<x<9,75734<x<209291,61<x<90,Amer-Indian-Eskimo,Wife,Female,Local-gov,0
390,30<x<34,non-US,2<x<9,75734<x<209291,2<x<30,Amer-Indian-Eskimo,Wife,Female,Without-pay,0
391,36<x<42,US,2<x<9,75734<x<209291,61<x<90,White,Unmarried,Female,Self-emp-not-inc,0
392,24<x<25,US,2<x<9,43395<x<75413,42<x<43,White,Own-child,Male,Local-gov,0
393,x>68,non-US,2<x<9,75734<x<209291,x<2,Amer-Indian-Eskimo,Other-relative,Male,Without-pay,0
394,42<x<54,US,2<x<9,316820<x<392849,2<x<30,Asian-Pac-Islander,Own-child,Female,State-gov,0
395,36<x<42,non-US,9<x<11,209813<x<316597,x>90,Other,Not-in-family,Female,Never-worked,0
396,x>68,US,9<x<11,209813<x<316597,61<x<90,Amer-Indian-Eskimo,Own-child,Male,Never-worked,0
397,x>68,US,1<x<2,75734<x<209291,50<x<61,White,Own-child,Female,Without-pay,0
398,61<x<68,non-US,13<x<15,209813<x<316597,34<x<38,Asian-Pac-Islander,Unmarried,Female,Federal-gov,0
399,x>68,US,2<x<9,209813<x<316597,48<x<49,Other,Wife,Female,Self-emp-not-inc,0
400,x>68,non-US,2<x<9,75734<x<209291,61<x<90,Other,Own-child,Male,Local-gov,0
401,42<x<54,non-US,2<x<9,x>392849,2<x<30,Other,Other-relative,Female,Without-pay,0
402,36<x<42,non-US,13<x<15,209813<x<316597,61<x<90,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc,1
403,x<19,US,2<x<9,75734<x<209291,2<x<30,Other,Husband,Male,Self-emp-inc,0
404,42<x<54,non-US,15<x<16,75734<x<209291,42<x<43,Black,Husband,Male,Federal-gov,1
405,42<x<54,US,2<x<9,316820<x<392849,x<2,Asian-Pac-Islander,Not-in-family,Male,Self-emp-inc,0
406,61<x<68,US,9<x<11,75734<x<209291,2<x<30,Asian-Pac-Islander,Wife,Male,Private,0
407,61<x<68,non-US,13<x<15,x>392849,30<x<34,Asian-Pac-Islander,Husband,Female,State-gov,0
408,54<x<61,US,x<1,75734<x<209291,2<x<30,Asian-Pac-Islander,Wife,Male,Never-worked,0
409,x>68,non-US,12<x<13,75734<x<209291,2<x<30,Asian-Pac-Islander,Other-relative,Male,Self-emp-inc,0
410,42<x<54,non-US,2<x<9,75734<x<209291,50<x<61,Asian-Pac-Islander,Own-child,Male,Self-emp-inc,0
411,36<x<42,non-US,2<x<9,75734<x<209291,2<x<30,Asian-Pac-Islander,Wife,Male,Self-emp-inc,0
412,x>68,non-US,9<x<11,75734<x<209291,43<x<48,White,Wife,Male,Private,0
413,61<x<68,US,2<x<9,316820<x<392849,2<x<30,Other,Husband,Female,State-gov,0
414,27<x<30,non-US,15<x<16,75734<x<209291,x>90,Other,Husband,Male,Private,1
415,61<x<68,US,2<x<9,75734<x<209291,34<x<38,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-not-inc,0
416,30<x<34,non-US,9<x<11,75734<x<209291,40<x<42,Amer-Indian-Eskimo,Own-child,Male,Self-emp-inc,0
417,54<x<61,US,9<x<11,316820<x<392849,x>90,Asian-Pac-Islander,Wife,Female,Private,0
418,61<x<68,US,2<x<9,209813<x<316597,49<x<50,Black,Not-in-family,Female,Without-pay,0
419,36<x<42,US,2<x<9,316820<x<392849,34<x<38,Black,Other-relative,Male,Never-worked,0
420,x<19,non-US,11<x<12,22366<x<37674,50<x<61,Asian-Pac-Islander,Not-in-family,Female,State-gov,0
421,x<19,US,2<x<9,75734<x<209291,50<x<61,Asian-Pac-Islander,Own-child,Female,Federal-gov,0
422,34<x<36,non-US,13<x<15,75734<x<209291,61<x<90,Asian-Pac-Islander,Not-in-family,Male,Never-worked,1
423,x<19,US,2<x<9,75734<x<209291,43<x<48,White,Own-child,Male,Self-emp-not-inc,0
424,19<x<21,non-US,12<x<13,43395<x<75413,50<x<61,Black,Husband,Female,Local-gov,0
425,x>68,US,2<x<9,209813<x<316597,50<x<61,Black,Not-in-family,Male,Self-emp-not-inc,0
426,54<x<61,US,13<x<15,75734<x<209291,x>90,Asian-Pac-Islander,Unmarried,Female,Local-gov,0
427,42<x<54,US,1<x<2,209291<x<209532,43<x<48,Black,Not-in-family,Female,Never-worked,0
428,x>68,US,2<x<9,75734<x<209291,x<2,Black,Not-in-family,Male,Without-pay,0
429,x<19,US,2<x<9,209813<x<316597,2<x<30,White,Husband,Female,Local-gov,0
430,27<x<30,non-US,15<x<16,209813<x<316597,61<x<90,White,Wife,Female,State-gov,1
431,61<x<68,US,12<x<13,75734<x<209291,61<x<90,Other,Not-in-family,Male,Never-worked,1
432,x>68,US,2<x<9,22366<x<37674,61<x<90,Black,Own-child,Male,Federal-gov,0
433,x<19,non-US,2<x<9,75734<x<209291,2<x<30,Asian-Pac-Islander,Unmarried,Male,Self-emp-not-inc,0
434,42<x<54,non-US,11<x<12,75734<x<209291,50<x<61,Black,Husband,Male,Federal-gov,1
435,30<x<34,US,15<x<16,75734<x<209291,x<2,Black,Own-child,Male,Self-emp-not-inc,0
436,x>68,non-US,13<x<15,43395<x<75413,x>90,Black,Not-in-family,Male,Local-gov,1
437,36<x<42,US,9<x<11,209813<x<316597,30<x<34,White,Wife,Male,Never-worked,0
438,19<x<21,non-US,2<x<9,316820<x<392849,x>90,Asian-Pac-Islander,Husband,Male,Without-pay,0
439,21<x<24,US,2<x<9,75734<x<209291,61<x<90,Amer-Indian-Eskimo,Own-child,Male,Private,0
440,36<x<42,US,9<x<11,316820<x<392849,2<x<30,Black,Unmarried,Female,Federal-gov,0
441,36<x<42,non-US,x<1,75734<x<209291,61<x<90,Asian-Pac-Islander,Not-in-family,Female,Never-worked,0
442,x>68,US,15<x<16,209813<x<316597,x>90,Amer-Indian-Eskimo,Other-relative,Female,Without-pay,0
443,x>68,US,9<x<11,209813<x<316597,x>90,Asian-Pac-Islander,Wife,Male,Self-emp-inc,0
444,61<x<68,non-US,11<x<12,x>392849,61<x<90,Black,Not-in-family,Male,Without-pay,0
445,42<x<54,non-US,9<x<11,209813<x<316597,30<x<34,Amer-Indian-Eskimo,Other-relative,Male,Never-worked,0
446,54<x<61,US,9<x<11,75734<x<209291,61<x<90,White,Unmarried,Female,Federal-gov,0
447,54<x<61,non-US,1<x<2,316820<x<392849,34<x<38,Other,Unmarried,Male,Without-pay,0
448,x>68,non-US,11<x<12,209813<x<316597,50<x<61,Asian-Pac-Islander,Own-child,Male,Local-gov,0
449,54<x<61,non-US,2<x<9,75734<x<209291,2<x<30,Amer-Indian-Eskimo,Other-relative,Female,Local-gov,0
450,54<x<61,non-US,2<x<9,209813<x<316597,61<x<90,Amer-Indian-Eskimo,Unmarried,Male,State-gov,0
451,21<x<24,US,2<x<9,75734<x<209291,61<x<90,White,Not-in-family,Male,Never-worked,0
452,61<x<68,US,2<x<9,75734<x<209291,50<x<61,Other,Husband,Female,Federal-gov,0
453,x>68,US,2<x<9,209813<x<316597,2<x<30,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov,0
454,36<x<42,non-US,2<x<9,209813<x<316597,2<x<30,Other,Husband,Female,Never-worked,0
455,x>68,US,x<1,209813<x<316597,50<x<61,Asian-Pac-Islander,Other-relative,Male,Without-pay,0
456,42<x<54,non-US,13<x<15,316820<x<392849,43<x<48,Amer-Indian-Eskimo,Not-in-family,Female,Local-gov,0
457,x>68,US,13<x<15,75734<x<209291,61<x<90,Amer-Indian-Eskimo,Unmarried,Female,Self-emp-inc,0
458,x<19,US,x<1,75734<x<209291,61<x<90,Other,Husband,Male,Self-emp-inc,0
459,x>68,non-US,1<x<2,209813<x<316597,2<x<30,Other,Own-child,Male,State-gov,0
460,61<x<68,non-US,13<x<15,209813<x<316597,50<x<61,White,Own-child,Male,State-gov,0
461,19<x<21,non-US,15<x<16,316820<x<392849,2<x<30,Amer-Indian-Eskimo,Own-child,Female,Private,0
462,x>68,non-US,x<1,75734<x<209291,2<x<30,White,Other-relative,Female,Local-gov,0
463,36<x<42,US,15<x<16,43395<x<75413,61<x<90,White,Unmarried,Male,Federal-gov,0
464,21<x<24,non-US,11<x<12,75734<x<209291,40<x<42,Asian-Pac-Islander,Own-child,Female,Self-emp-not-inc,0
465,34<x<36,US,1<x<2,75734<x<209291,x>90,White,Other-relative,Male,Self-emp-inc,0
466,36<x<42,US,13<x<15,75734<x<209291,50<x<61,Amer-Indian-Eskimo,Own-child,Male,Without-pay,0
467,x>68,non-US,1<x<2,209813<x<316597,2<x<30,White,Wife,Male,Local-gov,0
468,42<x<54,US,2<x<9,75734<x<209291,50<x<61,Asian-Pac-Islander,Other-relative,Female,Local-gov,0
469,61<x<68,US,9<x<11,316820<x<392849,49<x<50,Black,Own-child,Female,Self-emp-inc,0
470,30<x<34,US,2<x<9,209813<x<316597,48<x<49,Other,Not-in-family,Male,State-gov,0
471,x>68,non-US,13<x<15,75734<x<209291,2<x<30,Black,Unmarried,Male,Self-emp-not-inc,0
472,42<x<54,non-US,2<x<9,75734<x<209291,30<x<34,Black,Other-relative,Female,Never-worked,0
473,25<x<26,US,1<x<2,22366<x<37674,61<x<90,Other,Wife,Male,Never-worked,0
474,21<x<24,US,15<x<16,x>392849,61<x<90,White,Husband,Female,Local-gov,0
475,54<x<61,US,x<1,75734<x<209291,50<x<61,Amer-Indian-Eskimo,Own-child,Female,Without-pay,0
476,26<x<27,US,13<x<15,209813<x<316597,2<x<30,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-inc,0
477,27<x<30,non-US,2<x<9,75734<x<209291,43<x<48,White,Wife,Female,Never-worked,0
478,x>68,US,2<x<9,75734<x<209291,50<x<61,Asian-Pac-Islander,Not-in-family,Male,Private,0
479,36<x<42,US,2<x<9,316820<x<392849,61<x<90,White,Not-in-family,Male,State-gov,0
480,30<x<34,non-US,11<x<12,75734<x<209291,2<x<30,Other,Wife,Male,Never-worked,0
481,x>68,US,15<x<16,316820<x<392849,2<x<30,Amer-Indian-Eskimo,Not-in-family,Male,Federal-gov,0
482,42<x<54,non-US,1<x<2,209813<x<316597,50<x<61,White,Own-child,Female,Never-worked,0
483,61<x<68,US,13<x<15,22366<x<37674,48<x<49,Asian-Pac-Islander,Other-relative,Female,Never-worked,0
484,61<x<68,non-US,15<x<16,75734<x<209291,x<2,Black,Other-relative,Female,Without-pay,0
485,54<x<61,non-US,2<x<9,209813<x<316597,61<x<90,White,Husband,Female,Federal-gov,0
486,21<x<24,US,13<x<15,75734<x<209291,2<x<30,Amer-Indian-Eskimo,Husband,Female,Self-emp-not-inc,0
487,42<x<54,non-US,x<1,x>392849,2<x<30,Other,Unmarried,Female,Never-worked,0
488,42<x<54,US,2<x<9,75734<x<209291,2<x<30,Asian-Pac-Islander,Not-in-family,Female,Without-pay,0
489,26<x<27,US,13<x<15,75734<x<209291,50<x<61,Black,Unmarried,Male,Without-pay,0
490,21<x<24,US,11<x<12,209813<x<316597,61<x<90,White,Wife,Female,Private,0
491,42<x<54,non-US,2<x<9,209813<x<316597,50<x<61,Asian-Pac-Islander,Not-in-family,Female,State-gov,0
492,x>68,US,11<x<12,x>392849,2<x<30,Asian-Pac-Islander,Own-child,Male,Never-worked,0
493,21<x<24,US,9<x<11,209813<x<316597,x>90,Asian-Pac-Islander,Own-child,Male,Without-pay,0
494,54<x<61,non-US,2<x<9,75734<x<209291,2<x<30,Amer-Indian-Eskimo,Not-in-family,Female,Local-gov,0
495,30<x<34,non-US,2<x<9,75734<x<209291,61<x<90,Other,Own-child,Male,Without-pay,0
496,54<x<61,US,2<x<9,75734<x<209291,50<x<61,Amer-Indian-Eskimo,Wife,Male,Private,0
497,21<x<24,non-US,9<x<11,316597<x<316820,50<x<61,Asian-Pac-Islander,Own-child,Male,Without-pay,0
498,27<x<30,US,x<1,75734<x<209291,42<x<43,Black,Wife,Male,Without-pay,0
499,54<x<61,non-US,2<x<9,75734<x<209291,2<x<30,Black,Other-relative,Female,Without-pay,0
500,30<x<34,US,2<x<9,75734<x<209291,2<x<30,Asian-Pac-Islander,Not-in-family,Male,Private,0
501,61<x<68,US,11<x<12,75734<x<209291,61<x<90,Amer-Indian-Eskimo,Husband,Female,State-gov,0
502,21<x<24,US,2<x<9,75734<x<209291,50<x<61,Other,Wife,Male,Self-emp-inc,0
503,x>68,non-US,2<x<9,75734<x<209291,61<x<90,Asian-Pac-Islander,Unmarried,Female,Federal-gov,0
504,x>68,non-US,11<x<12,x>392849,61<x<90,Amer-Indian-Eskimo,Not-in-family,Female,Federal-gov,0
505,54<x<61,non-US,13<x<15,75734<x<209291,2<x<30,White,Wife,Female,Without-pay,0
506,61<x<68,US,2<x<9,x>392849,61<x<90,Amer-Indian-Eskimo,Wife,Female,Self-emp-inc,0
507,27<x<30,US,13<x<15,75734<x<209291,61<x<90,Amer-Indian-Eskimo,Wife,Male,Federal-gov,0
508,x>68,US,x<1,75734<x<209291,x>90,White,Own-child,Male,Local-gov,0
509,x<19,US,2<x<9,75734<x<209291,2<x<30,Amer-Indian-Eskimo,Other-relative,Female,State-gov,0
510,x>68,US,2<x<9,75734<x<209291,2<x<30,Asian-Pac-Islander,Wife,Female,Federal-gov,0
511,21<x<24,non-US,x<1,75734<x<209291,61<x<90,Other,Other-relative,Male,Without-pay,0
512,x>68,US,2<x<9,75734<x<209291,2<x<30,Amer-Indian-Eskimo,Wife,Female,Self-emp-inc,0
513,x>68,US,2<x<9,316820<x<392849,43<x<48,Black,Wife,Female,State-gov,0
514,36<x<42,US,12<x<13,75734<x<209291,61<x<90,Asian-Pac-Islander,Other-relative,Female,Local-gov,0
515,54<x<61,non-US,1<x<2,75734<x<209291,2<x<30,Asian-Pac-Islander,Unmarried,Female,Local-gov,0
516,x<19,non-US,2<x<9,75734<x<209291,43<x<48,Black,Husband,Female,Local-gov,0
