id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,previous,class
556,self-employed,divorced,unknown,no,no,yes,unknown,jan,failure,20,-96,5,1321,9,28,1
557,unknown,divorced,tertiary,no,no,yes,unknown,dec,unknown,82,1329,30,1090,9,5,1
558,retired,divorced,tertiary,no,yes,no,unknown,dec,other,36,896,6,2015,1,22,1
559,entrepreneur,married,primary,no,no,yes,cellular,apr,other,72,934,22,1489,5,2,0
560,entrepreneur,married,unknown,no,yes,yes,telephone,dec,success,21,-139,9,176,2,10,1
561,technician,single,unknown,yes,no,yes,unknown,apr,failure,74,4389,21,946,25,18,0
562,technician,married,tertiary,yes,no,no,cellular,apr,failure,65,325,25,914,4,8,1
563,services,married,primary,no,no,yes,cellular,jul,unknown,27,6060,20,1020,13,4,1
564,entrepreneur,single,primary,no,yes,no,cellular,oct,success,46,2354,24,1002,15,21,1
565,entrepreneur,married,tertiary,no,yes,yes,telephone,nov,other,32,199,23,1199,29,20,1
566,self-employed,divorced,secondary,yes,yes,yes,telephone,jun,unknown,23,830,15,2093,63,8,1
567,technician,single,unknown,yes,yes,yes,telephone,feb,failure,74,3382,28,438,32,28,0
568,blue-collar,married,unknown,no,yes,yes,telephone,aug,other,33,2979,9,795,15,21,0
569,management,single,secondary,yes,no,no,telephone,jan,unknown,72,284,31,1014,10,55,1
570,services,married,secondary,yes,yes,no,unknown,feb,unknown,38,445,20,62,5,13,0
571,unemployed,married,tertiary,no,yes,no,unknown,oct,unknown,64,-104,30,578,27,26,1
572,entrepreneur,married,tertiary,yes,no,no,unknown,jul,other,37,2607,10,1318,7,17,1
573,technician,single,tertiary,no,no,yes,unknown,aug,unknown,69,10281,17,1162,10,9,1
574,unknown,divorced,secondary,yes,yes,no,cellular,jan,success,70,6570,28,913,28,1,0
575,services,divorced,unknown,no,no,yes,unknown,jun,other,43,1129,26,1276,14,29,1
576,student,married,secondary,no,no,no,unknown,sep,success,19,384,3,1084,16,40,1
577,services,single,secondary,no,no,no,unknown,dec,failure,93,6388,7,759,4,27,0
578,unemployed,single,primary,no,yes,no,unknown,jun,other,27,2383,22,90,8,9,1
579,technician,single,tertiary,no,no,no,telephone,nov,success,89,2895,5,576,25,29,1
580,unknown,single,secondary,no,yes,no,telephone,aug,other,57,1016,25,882,41,29,0
581,self-employed,married,primary,yes,yes,yes,telephone,may,unknown,88,1797,24,467,31,19,0
582,unknown,single,unknown,no,yes,no,telephone,jul,unknown,68,200,23,604,18,26,0
583,blue-collar,divorced,primary,no,no,yes,cellular,apr,success,95,-301,5,1093,27,26,1
584,unemployed,divorced,primary,yes,yes,yes,cellular,jun,success,54,1365,8,540,23,8,1
585,self-employed,single,unknown,yes,yes,yes,telephone,sep,failure,32,1528,22,1238,1,1,1
586,services,divorced,primary,no,yes,no,unknown,oct,unknown,65,4951,7,62,8,2,1
587,unemployed,married,unknown,yes,yes,no,unknown,sep,other,52,5267,14,631,13,2,1
588,unemployed,divorced,secondary,no,yes,no,telephone,sep,failure,27,1350,16,205,43,23,1
589,student,divorced,primary,no,no,no,cellular,dec,success,90,2396,26,285,63,7,1
590,unknown,divorced,tertiary,no,no,yes,telephone,may,other,31,9072,30,1078,43,0,1
591,self-employed,divorced,tertiary,no,yes,yes,unknown,nov,other,36,4665,31,994,30,20,1
592,self-employed,married,tertiary,no,yes,yes,telephone,oct,other,66,430,30,1571,18,13,1
593,self-employed,married,unknown,no,yes,no,cellular,mar,unknown,65,1205,5,619,18,29,0
594,entrepreneur,divorced,primary,yes,no,no,unknown,aug,unknown,43,623,11,31,25,17,0
595,entrepreneur,single,tertiary,no,yes,yes,cellular,apr,unknown,77,401,26,335,8,20,1
596,retired,single,tertiary,yes,yes,yes,telephone,nov,other,47,3208,26,919,11,30,0
597,retired,single,secondary,no,yes,no,cellular,apr,other,93,4391,12,128,17,11,0
598,entrepreneur,single,primary,yes,no,no,telephone,apr,failure,25,147,16,1340,33,4,0
599,unknown,married,secondary,yes,no,yes,telephone,jun,other,44,3033,17,720,12,12,1
600,unknown,married,primary,no,no,no,telephone,jan,unknown,89,2682,11,1438,14,10,1
601,services,divorced,secondary,no,no,no,unknown,apr,unknown,35,16,25,68,17,19,0
602,self-employed,single,tertiary,no,no,no,unknown,nov,other,47,3357,16,34,10,12,1
603,services,single,unknown,yes,no,no,cellular,nov,other,43,1283,12,241,17,10,0
604,housemaid,single,primary,yes,yes,yes,unknown,oct,unknown,65,-754,25,1018,32,17,1
605,technician,divorced,primary,no,no,yes,telephone,apr,other,69,2159,17,1277,8,7,1
606,services,single,tertiary,yes,yes,no,telephone,jun,unknown,88,1989,18,85,17,13,0
607,unemployed,single,tertiary,no,yes,no,unknown,sep,success,26,5701,6,1039,21,8,1
608,student,divorced,unknown,yes,no,no,telephone,nov,unknown,86,2394,8,541,25,28,0
609,services,single,unknown,yes,no,yes,cellular,mar,failure,56,1541,7,88,21,55,0
610,services,married,unknown,no,yes,no,unknown,aug,failure,38,-185,5,535,17,41,0
611,blue-collar,married,tertiary,no,no,yes,unknown,aug,other,39,218,16,863,4,13,1
612,blue-collar,married,unknown,yes,no,yes,cellular,jul,failure,93,1609,14,1424,29,15,1
613,unknown,divorced,secondary,no,no,yes,cellular,may,success,49,3572,19,384,11,20,1
614,retired,divorced,tertiary,yes,yes,yes,unknown,sep,other,52,6571,11,256,63,19,1
615,services,single,primary,no,yes,no,unknown,jan,failure,78,9324,10,106,22,9,1
616,technician,divorced,secondary,no,yes,yes,unknown,jan,other,67,678,25,158,10,40,0
617,technician,divorced,primary,yes,no,no,unknown,may,failure,77,2467,6,1344,11,18,1
618,entrepreneur,divorced,primary,no,yes,no,telephone,mar,failure,21,426,10,396,63,2,0
619,entrepreneur,single,secondary,no,yes,no,cellular,oct,failure,74,79,26,455,3,14,0
620,services,divorced,secondary,yes,no,yes,unknown,aug,other,53,3608,2,809,14,55,0
621,entrepreneur,married,tertiary,no,yes,yes,cellular,feb,success,52,340,11,674,19,15,0
622,unemployed,single,primary,no,yes,yes,unknown,sep,success,18,3821,1,2420,4,26,1
623,blue-collar,married,tertiary,no,no,no,telephone,mar,failure,49,3122,31,904,27,23,0
624,technician,single,unknown,yes,yes,yes,cellular,may,unknown,76,-158,6,455,17,21,0
625,retired,married,secondary,no,no,yes,unknown,nov,other,28,263,14,1461,3,1,1
626,admin.,single,tertiary,yes,no,no,unknown,jul,unknown,84,-759,15,182,12,7,0
627,entrepreneur,married,secondary,no,yes,no,unknown,oct,failure,28,866,27,321,16,8,1
628,self-employed,divorced,primary,no,yes,no,telephone,mar,unknown,73,4922,1,598,8,13,1
629,technician,divorced,unknown,no,yes,no,cellular,jun,success,87,7132,21,212,63,18,0
630,housemaid,married,primary,yes,yes,yes,telephone,may,success,38,5914,9,1171,9,10,1
631,self-employed,divorced,primary,no,no,yes,telephone,jan,success,92,151,28,152,8,0,1
632,admin.,divorced,secondary,no,no,yes,unknown,may,success,68,5355,2,1105,12,5,1
633,services,divorced,unknown,no,no,yes,cellular,dec,unknown,77,2549,24,121,29,15,0
634,self-employed,divorced,primary,no,yes,no,telephone,nov,failure,56,861,17,605,16,15,0
635,services,single,tertiary,yes,no,no,telephone,jun,failure,22,3371,23,351,7,40,1
636,admin.,divorced,secondary,no,yes,no,telephone,jun,success,81,752,5,498,24,20,1
637,self-employed,married,tertiary,yes,no,yes,cellular,oct,other,38,13156,3,1490,28,5,1
638,entrepreneur,divorced,unknown,no,yes,no,telephone,feb,success,79,818,27,666,16,23,1
639,retired,single,unknown,no,no,no,telephone,apr,failure,65,5346,30,767,41,7,1
640,unemployed,single,secondary,no,no,no,unknown,apr,success,92,2843,14,1343,17,55,1
641,technician,divorced,primary,yes,no,yes,telephone,nov,success,71,4693,13,1347,24,8,1
642,entrepreneur,divorced,secondary,yes,yes,yes,telephone,may,failure,62,1854,12,113,41,13,0
643,self-employed,single,unknown,yes,yes,yes,cellular,aug,other,50,324,30,1471,27,15,1
644,self-employed,single,unknown,no,yes,no,telephone,jul,unknown,89,-209,7,151,26,37,0
645,management,married,tertiary,yes,yes,no,cellular,may,success,79,5222,24,641,17,2,1
646,self-employed,divorced,primary,yes,no,yes,cellular,oct,other,20,2549,21,341,16,14,1
647,retired,single,secondary,no,yes,no,unknown,may,failure,73,973,23,1336,33,27,1
648,self-employed,single,unknown,yes,yes,no,unknown,nov,failure,77,-72,30,1603,26,28,1
649,admin.,single,tertiary,no,yes,no,telephone,dec,success,53,1086,30,108,27,22,1
650,housemaid,single,secondary,no,yes,yes,cellular,jan,success,71,1317,6,695,30,41,0
651,admin.,married,secondary,no,yes,yes,unknown,nov,other,28,508,24,472,43,7,1
652,entrepreneur,single,unknown,no,yes,no,unknown,dec,success,53,-548,23,196,18,29,1
653,management,single,secondary,no,no,no,telephone,may,other,27,733,24,1463,6,9,1
654,student,single,secondary,yes,yes,no,unknown,dec,other,85,10438,12,437,15,17,0
655,retired,single,primary,yes,yes,yes,cellular,jan,other,53,-69,9,388,33,23,0
656,self-employed,married,tertiary,no,no,yes,unknown,oct,unknown,71,479,25,445,8,9,1
657,technician,divorced,secondary,no,yes,yes,unknown,may,failure,27,-477,20,307,18,20,1
658,entrepreneur,divorced,secondary,no,yes,no,cellular,mar,success,36,1587,19,543,43,41,0
659,technician,single,unknown,no,no,no,unknown,mar,success,46,146,4,1002,17,3,1
660,admin.,married,tertiary,yes,no,no,cellular,jun,other,79,1387,13,621,27,20,1
661,retired,single,primary,yes,yes,no,cellular,apr,failure,84,6538,1,233,6,19,0
662,student,married,unknown,no,yes,no,cellular,feb,unknown,92,5005,11,664,41,41,1
663,retired,married,unknown,no,yes,yes,unknown,jan,failure,58,913,2,602,32,1,0
664,services,divorced,unknown,yes,yes,no,unknown,aug,failure,89,799,20,356,26,11,0
665,entrepreneur,single,tertiary,no,no,no,unknown,may,other,34,62,18,983,16,20,1
666,student,married,unknown,yes,yes,yes,cellular,may,failure,55,1356,24,517,41,9,0
667,technician,single,unknown,no,yes,yes,cellular,aug,success,80,-301,20,405,3,55,0
668,management,single,tertiary,no,no,yes,unknown,aug,failure,43,11115,18,690,16,4,1
669,admin.,single,unknown,yes,yes,no,cellular,jun,other,22,1252,5,1153,15,17,1
670,unknown,married,primary,no,no,yes,cellular,aug,unknown,42,314,5,746,25,1,0
671,retired,divorced,primary,yes,yes,yes,telephone,jun,failure,92,1559,4,548,21,26,0
672,admin.,divorced,tertiary,yes,yes,yes,cellular,may,unknown,88,-8,14,359,17,13,0
673,entrepreneur,single,primary,yes,yes,no,unknown,sep,other,46,2230,20,1545,15,13,1
674,retired,single,primary,yes,yes,yes,unknown,jan,success,22,1377,10,1083,12,41,1
675,retired,single,tertiary,no,no,no,cellular,sep,success,66,976,30,815,18,7,1
676,blue-collar,divorced,secondary,yes,yes,yes,cellular,jun,success,56,1906,9,1597,4,28,1
677,management,married,primary,yes,no,yes,cellular,mar,other,82,5953,11,434,5,12,1
678,unknown,single,primary,yes,yes,yes,cellular,apr,success,93,191,4,576,1,16,1
679,entrepreneur,single,unknown,yes,no,yes,telephone,jun,failure,22,309,26,473,31,11,1
680,unknown,divorced,unknown,no,yes,yes,telephone,sep,other,19,2933,29,326,3,10,1
681,management,married,unknown,no,no,yes,cellular,nov,failure,93,404,16,795,3,10,1
682,blue-collar,divorced,unknown,no,yes,no,unknown,jun,failure,78,994,23,535,17,12,0
683,housemaid,married,tertiary,yes,yes,no,cellular,may,success,33,1817,17,948,22,1,0
684,unknown,single,primary,yes,no,yes,unknown,apr,failure,45,4087,26,850,9,8,1
685,blue-collar,single,tertiary,no,no,yes,cellular,aug,unknown,22,2367,23,1275,21,4,1
686,student,single,tertiary,yes,no,no,telephone,aug,other,37,1806,12,1381,33,17,1
687,student,divorced,primary,no,no,no,unknown,nov,other,44,3169,28,614,2,19,1
688,self-employed,divorced,tertiary,yes,no,no,telephone,nov,other,64,3544,22,976,5,2,1
689,blue-collar,married,unknown,no,yes,no,unknown,sep,success,49,217,21,826,20,41,1
690,services,married,secondary,no,no,yes,telephone,oct,unknown,18,1213,27,824,12,4,1
691,technician,married,primary,yes,no,no,telephone,jun,failure,72,2458,26,585,33,10,1
692,unknown,married,secondary,no,yes,yes,telephone,feb,unknown,74,5887,15,250,23,20,0
693,unemployed,married,primary,no,no,no,telephone,aug,unknown,86,2536,25,704,3,37,0
694,management,married,tertiary,no,no,no,telephone,oct,success,52,1094,26,176,8,40,1
695,self-employed,married,primary,no,yes,no,cellular,may,failure,23,3868,27,1240,27,15,1
696,blue-collar,single,secondary,yes,no,no,cellular,nov,success,70,5746,7,760,18,27,0
697,services,single,tertiary,yes,no,no,unknown,sep,success,73,2642,26,745,18,2,0
698,housemaid,single,secondary,yes,yes,no,unknown,dec,success,82,3715,13,1111,4,28,1
699,student,married,tertiary,yes,yes,yes,unknown,sep,failure,31,2788,21,259,3,20,0
700,unknown,divorced,unknown,yes,yes,yes,unknown,feb,unknown,69,63,19,755,23,6,0
701,services,single,tertiary,no,no,yes,telephone,sep,failure,34,1200,13,548,8,11,1
702,retired,single,secondary,no,yes,no,cellular,sep,success,42,12018,19,1269,1,27,1
703,retired,married,primary,yes,yes,no,cellular,dec,other,78,679,17,1275,15,3,1
704,retired,divorced,unknown,yes,yes,no,unknown,dec,failure,89,389,24,311,4,9,1
705,entrepreneur,married,tertiary,yes,no,no,unknown,aug,failure,80,380,12,938,12,28,1
706,self-employed,divorced,primary,yes,yes,no,cellular,mar,failure,93,2944,11,1556,43,37,1
707,retired,single,primary,yes,yes,no,cellular,jan,failure,19,13849,5,660,25,13,0
708,technician,single,unknown,yes,yes,yes,telephone,feb,success,43,2580,24,173,30,28,0
709,services,divorced,primary,yes,yes,yes,cellular,jul,success,56,37127,15,1353,6,26,1
710,admin.,married,tertiary,yes,no,no,telephone,nov,success,81,1015,11,382,19,27,1
711,entrepreneur,divorced,unknown,no,yes,no,telephone,jul,success,20,877,2,963,22,5,0
712,blue-collar,divorced,tertiary,yes,no,no,unknown,jun,success,32,8486,20,1426,11,14,1
713,self-employed,married,secondary,no,yes,yes,telephone,jul,unknown,43,2734,21,1132,27,37,1
714,student,married,tertiary,yes,yes,no,telephone,mar,other,18,-738,4,282,43,16,0
715,self-employed,divorced,secondary,yes,no,no,unknown,oct,unknown,37,2603,11,1176,23,10,1
716,admin.,single,tertiary,yes,no,yes,unknown,nov,success,65,-1206,1,794,9,9,1
717,student,divorced,primary,yes,yes,yes,cellular,jun,failure,28,5261,17,1217,27,10,1
718,admin.,single,secondary,no,yes,no,unknown,sep,other,67,2662,29,1217,7,17,1
719,services,divorced,unknown,no,yes,yes,telephone,may,unknown,73,406,6,2029,13,11,1
720,technician,single,primary,yes,yes,no,cellular,aug,unknown,37,99,18,317,16,4,1
721,unknown,divorced,secondary,no,no,no,cellular,jul,other,95,515,21,597,21,22,1
722,services,married,unknown,no,no,no,cellular,jan,unknown,69,-28,17,507,30,10,0
723,unemployed,single,unknown,yes,yes,no,unknown,nov,success,54,12531,28,225,30,28,0
724,blue-collar,divorced,unknown,no,no,yes,cellular,mar,failure,53,2090,26,374,5,28,1
725,housemaid,married,primary,no,yes,yes,cellular,apr,failure,81,2269,23,1183,27,40,0
726,unemployed,married,primary,no,yes,yes,cellular,oct,other,48,-116,8,292,29,14,0
727,unemployed,married,secondary,yes,no,no,unknown,nov,unknown,44,233,8,1298,43,10,1
728,unknown,single,primary,yes,no,yes,unknown,jan,other,38,57,29,741,1,3,0
729,entrepreneur,single,tertiary,no,yes,no,unknown,jun,failure,36,364,5,601,7,7,1
730,blue-collar,divorced,secondary,no,yes,no,cellular,jun,failure,48,790,18,405,32,11,0
731,housemaid,married,secondary,yes,yes,yes,unknown,jul,failure,87,1577,17,673,41,20,0
732,self-employed,single,tertiary,yes,yes,no,telephone,dec,other,71,4126,1,829,23,37,0
733,retired,married,secondary,no,no,no,telephone,apr,failure,56,13,26,628,9,14,1
734,management,married,tertiary,no,yes,no,unknown,feb,failure,50,-366,10,21,17,55,1
735,blue-collar,married,tertiary,yes,yes,no,telephone,jul,other,61,1060,14,922,24,27,0
736,unknown,divorced,primary,no,no,yes,cellular,jun,failure,58,12276,7,626,3,41,1
737,services,single,primary,yes,yes,no,cellular,nov,unknown,42,1188,24,969,3,20,1
738,self-employed,single,tertiary,yes,yes,no,cellular,jan,failure,57,3856,22,1265,4,6,1
739,unemployed,divorced,unknown,yes,no,no,unknown,jan,success,58,-504,22,1600,29,17,1
740,unknown,single,unknown,no,no,no,telephone,jul,other,68,806,18,211,8,17,1
741,student,married,unknown,no,yes,no,telephone,nov,other,23,-331,31,835,3,17,0
742,technician,single,secondary,yes,no,yes,telephone,feb,other,71,3783,3,187,30,16,0
743,unknown,single,tertiary,no,yes,yes,unknown,aug,failure,43,1534,11,1205,33,22,1
744,unknown,divorced,primary,yes,no,yes,telephone,sep,failure,95,3715,24,9,10,3,1
745,retired,divorced,unknown,no,yes,yes,unknown,sep,success,49,962,28,34,31,16,1
746,retired,married,secondary,yes,yes,yes,cellular,aug,other,35,8023,13,869,63,14,0
747,student,married,secondary,yes,no,no,cellular,may,success,26,442,29,939,29,29,0
748,housemaid,single,primary,yes,yes,yes,telephone,feb,other,23,1092,24,1236,3,19,1
749,student,married,secondary,no,yes,no,unknown,jan,success,90,1901,11,1341,4,22,1
750,admin.,divorced,secondary,no,no,no,cellular,jun,failure,86,2625,4,471,22,30,1
751,unknown,divorced,tertiary,no,yes,yes,telephone,dec,unknown,35,1474,24,371,12,37,1
752,services,divorced,primary,yes,yes,no,unknown,sep,failure,56,3364,17,1499,13,41,1
753,management,single,primary,no,yes,yes,unknown,sep,failure,62,7668,21,530,14,12,0
754,admin.,married,tertiary,yes,yes,yes,telephone,oct,failure,50,992,16,1013,25,58,1
755,student,divorced,primary,no,yes,yes,telephone,aug,other,71,982,28,313,11,40,0
756,entrepreneur,divorced,tertiary,no,yes,no,cellular,oct,success,50,3382,23,1490,27,16,1
757,blue-collar,single,tertiary,no,yes,yes,unknown,feb,failure,81,906,5,730,13,2,0
758,self-employed,single,primary,no,no,no,unknown,oct,failure,62,1821,19,368,32,58,0
759,entrepreneur,single,primary,no,no,no,telephone,oct,success,25,2362,10,868,21,10,1
760,retired,divorced,tertiary,yes,yes,yes,telephone,apr,success,35,-349,29,136,23,10,1
761,entrepreneur,married,tertiary,no,no,no,unknown,mar,failure,83,35,27,977,13,17,1
762,management,divorced,unknown,no,yes,no,telephone,dec,failure,53,9851,8,452,17,3,0
763,self-employed,divorced,tertiary,no,yes,yes,telephone,apr,unknown,71,2253,13,1199,31,8,1
764,retired,married,tertiary,no,no,yes,unknown,apr,failure,18,7195,26,261,12,37,1
765,services,single,unknown,no,no,yes,telephone,apr,other,24,936,12,965,10,16,0
766,entrepreneur,divorced,secondary,no,yes,no,cellular,feb,failure,36,-196,3,686,11,15,0
767,admin.,single,unknown,no,no,no,unknown,jul,unknown,36,52587,10,291,19,8,0
768,technician,married,primary,no,no,yes,telephone,jan,success,64,3494,3,1917,5,29,1
769,blue-collar,divorced,primary,no,no,yes,cellular,apr,unknown,66,432,1,562,15,10,1
770,student,married,unknown,yes,no,no,telephone,may,success,19,8749,11,1978,63,28,1
771,self-employed,married,secondary,yes,yes,no,unknown,jun,failure,43,183,13,439,5,58,0
772,management,married,secondary,yes,yes,no,telephone,apr,failure,88,6619,29,539,24,1,1
773,self-employed,single,primary,no,no,yes,telephone,nov,other,51,225,20,921,20,2,0
774,services,single,unknown,yes,no,no,cellular,aug,success,30,13658,18,30,21,7,1
775,blue-collar,single,unknown,no,no,yes,cellular,may,failure,59,1429,30,1692,10,19,1
776,self-employed,single,secondary,yes,yes,yes,telephone,dec,failure,93,3144,4,541,7,9,0
777,services,divorced,secondary,yes,no,no,cellular,dec,failure,52,2763,11,800,26,8,0
778,entrepreneur,divorced,unknown,yes,no,no,telephone,mar,other,39,4612,11,478,10,2,1
779,student,married,tertiary,no,yes,yes,telephone,aug,success,65,2486,22,483,23,15,0
780,blue-collar,married,secondary,yes,no,yes,unknown,jun,unknown,66,1322,11,906,6,21,0
781,technician,single,secondary,no,yes,yes,cellular,aug,failure,30,4508,25,1180,32,10,1
782,student,divorced,primary,yes,no,no,telephone,feb,success,24,7934,31,1064,63,10,1
783,self-employed,single,tertiary,no,no,yes,telephone,nov,success,93,-389,2,893,33,40,0
784,housemaid,married,tertiary,yes,yes,yes,cellular,jun,other,66,18111,14,418,16,1,1
785,technician,single,tertiary,yes,no,no,cellular,aug,success,67,2416,14,802,24,29,1
786,housemaid,married,tertiary,yes,no,no,unknown,apr,unknown,92,282,17,926,15,6,1
787,self-employed,divorced,primary,no,no,no,telephone,sep,other,75,1228,20,1502,3,7,1
788,unknown,married,tertiary,yes,yes,no,telephone,sep,unknown,73,5763,29,478,33,12,1
789,unemployed,single,secondary,yes,yes,yes,cellular,aug,failure,92,2046,11,763,25,4,0
790,management,divorced,unknown,yes,yes,no,unknown,jan,other,55,639,31,1159,24,20,1
791,entrepreneur,single,tertiary,yes,no,no,unknown,mar,unknown,33,4069,2,1438,31,40,1
792,unknown,married,unknown,no,yes,no,cellular,jan,unknown,29,3028,17,1521,26,55,1
793,retired,married,secondary,no,yes,yes,telephone,jan,unknown,67,3254,28,107,21,41,0
794,self-employed,divorced,tertiary,yes,yes,no,cellular,feb,success,73,-426,31,671,9,5,1
795,housemaid,single,unknown,yes,yes,yes,cellular,mar,unknown,87,2090,9,1504,18,13,1
796,entrepreneur,married,secondary,yes,yes,no,telephone,aug,failure,68,14850,1,484,8,22,0
797,self-employed,single,tertiary,yes,yes,no,telephone,jul,failure,81,655,6,808,29,8,1
798,unemployed,divorced,unknown,yes,yes,yes,telephone,jun,success,62,4243,5,188,23,58,0
799,unemployed,divorced,unknown,no,no,yes,unknown,oct,unknown,78,3842,17,538,16,21,1
800,retired,married,primary,no,yes,yes,cellular,may,unknown,71,1895,21,1545,25,30,1
801,blue-collar,divorced,tertiary,no,no,no,telephone,feb,other,40,2770,11,686,13,17,0
802,blue-collar,single,tertiary,no,no,no,unknown,dec,unknown,19,-2282,13,1135,1,2,1
803,entrepreneur,married,secondary,no,yes,yes,telephone,mar,unknown,41,3706,10,226,3,8,0
804,entrepreneur,married,secondary,no,no,no,telephone,oct,failure,25,1033,22,1237,28,10,1
805,student,single,tertiary,yes,yes,no,telephone,may,other,70,4736,26,1723,30,27,1
806,student,divorced,unknown,no,no,yes,unknown,dec,unknown,57,3196,4,1461,11,1,1
807,blue-collar,divorced,tertiary,yes,no,yes,unknown,dec,failure,23,3818,21,1217,12,23,1
808,housemaid,divorced,primary,yes,no,no,telephone,may,other,50,846,5,76,43,20,0
809,services,married,unknown,no,no,yes,telephone,mar,success,59,295,28,541,25,37,0
810,blue-collar,married,secondary,no,yes,no,unknown,apr,unknown,26,1782,22,883,8,41,0
811,unemployed,single,tertiary,no,yes,yes,cellular,nov,other,71,308,16,191,11,19,1
812,services,married,secondary,yes,yes,yes,cellular,nov,other,83,4576,17,553,25,21,0
813,retired,married,unknown,yes,no,yes,cellular,oct,other,84,2753,1,1389,29,7,1
814,housemaid,single,primary,yes,no,no,cellular,jan,failure,61,1929,24,1025,30,14,1
815,services,married,unknown,yes,yes,yes,unknown,dec,other,67,-311,19,459,13,3,1
816,housemaid,divorced,unknown,no,no,no,unknown,jul,success,65,3929,5,438,24,5,0
817,student,single,secondary,yes,yes,no,telephone,aug,failure,45,2013,27,1045,6,22,1
818,self-employed,single,primary,no,yes,yes,unknown,feb,success,88,-407,22,1617,24,23,1
819,services,single,primary,yes,no,yes,unknown,jul,success,77,3944,15,1152,32,3,1
820,technician,divorced,tertiary,yes,no,no,cellular,apr,success,74,13156,9,1142,5,10,1
821,housemaid,single,unknown,yes,yes,yes,telephone,jul,other,72,2266,17,983,19,8,1
822,unemployed,married,secondary,yes,no,yes,unknown,jan,other,84,6529,25,789,4,18,0
823,student,divorced,secondary,yes,yes,no,telephone,feb,unknown,58,7984,6,453,7,10,1
824,unemployed,divorced,primary,yes,yes,no,telephone,apr,unknown,64,3674,20,483,10,58,0
825,retired,single,primary,no,yes,yes,cellular,aug,other,66,-106,20,185,18,0,0
826,admin.,single,unknown,yes,no,yes,telephone,apr,failure,53,15459,27,663,11,26,1
827,unemployed,married,unknown,no,no,yes,cellular,dec,failure,35,5193,31,970,43,30,0
828,admin.,divorced,primary,yes,no,no,unknown,jun,success,43,1323,12,653,6,30,1
829,unemployed,married,unknown,yes,no,yes,cellular,jul,unknown,27,724,26,214,19,19,0
830,admin.,married,secondary,yes,no,no,telephone,oct,success,62,2225,6,680,28,9,1
831,self-employed,divorced,primary,no,yes,yes,cellular,mar,failure,43,713,20,1817,11,0,1
832,retired,married,unknown,no,no,no,cellular,feb,other,33,2681,21,282,29,6,0
833,student,divorced,tertiary,yes,no,yes,unknown,jan,success,73,1920,28,530,63,20,0
834,entrepreneur,divorced,primary,yes,yes,yes,cellular,aug,unknown,43,575,14,1349,24,17,1
835,management,single,unknown,no,no,no,unknown,aug,success,23,344,13,335,26,0,1
836,entrepreneur,single,unknown,yes,no,no,unknown,may,failure,49,361,15,649,22,18,0
837,services,divorced,unknown,no,no,no,unknown,oct,success,49,963,10,494,22,29,1
838,housemaid,single,unknown,no,no,yes,unknown,jun,unknown,76,6900,13,315,14,19,0
839,technician,divorced,secondary,yes,no,no,telephone,aug,success,92,740,14,534,10,18,0
840,entrepreneur,married,unknown,yes,yes,yes,telephone,jan,success,95,1575,19,470,20,11,0
841,unemployed,divorced,unknown,no,no,no,unknown,jan,success,86,2611,9,1360,24,28,1
842,retired,single,unknown,no,no,yes,cellular,aug,other,63,707,13,740,31,21,0
843,student,divorced,tertiary,yes,no,yes,telephone,jun,unknown,29,-15,7,1200,63,27,1
844,student,single,primary,yes,yes,no,telephone,oct,other,62,2996,26,33,9,16,1
845,unemployed,divorced,secondary,yes,no,no,unknown,apr,unknown,26,1581,3,591,16,13,0
846,management,married,primary,no,yes,yes,telephone,mar,unknown,48,347,12,119,9,29,0
847,student,single,tertiary,yes,no,yes,unknown,mar,unknown,55,1767,7,2087,16,9,1
848,unemployed,divorced,primary,yes,yes,no,unknown,jun,failure,34,2282,26,1962,3,40,1
849,self-employed,single,tertiary,no,yes,yes,telephone,feb,failure,68,158,4,30,14,8,0
850,blue-collar,single,tertiary,no,yes,no,telephone,feb,failure,50,599,18,524,7,10,1
851,management,divorced,secondary,no,yes,yes,unknown,may,other,43,20718,9,1111,11,16,1
852,services,divorced,tertiary,yes,yes,no,cellular,sep,success,84,1275,30,82,7,20,1
853,unemployed,single,secondary,no,yes,no,telephone,nov,other,90,5806,8,220,24,5,0
854,admin.,divorced,unknown,yes,yes,no,telephone,jun,other,36,658,13,509,32,11,0
855,housemaid,single,secondary,no,no,yes,telephone,aug,unknown,78,5511,28,90,8,30,0
856,blue-collar,married,secondary,no,no,yes,unknown,oct,other,46,156,22,1258,2,20,1
857,unknown,single,unknown,no,yes,yes,telephone,jun,success,62,-505,23,881,5,30,0
858,unemployed,single,secondary,yes,yes,no,cellular,aug,unknown,89,3203,16,605,18,29,1
859,management,single,unknown,no,yes,no,telephone,sep,success,57,-492,20,417,21,26,1
860,services,divorced,unknown,no,yes,no,telephone,feb,failure,52,8044,13,820,10,16,0
861,unemployed,married,secondary,yes,yes,yes,unknown,jun,unknown,82,215,3,88,3,20,0
862,unemployed,divorced,tertiary,yes,no,yes,cellular,jan,failure,87,3578,17,417,15,19,0
863,unknown,divorced,secondary,yes,no,no,cellular,sep,unknown,87,-202,3,327,11,26,1
864,technician,divorced,primary,yes,no,yes,cellular,nov,unknown,32,-112,25,1434,5,19,1
865,housemaid,divorced,unknown,yes,no,no,unknown,nov,success,75,3518,19,358,6,17,0
