id,AnnouncementsView,Discussion,Relation,Semester,StageID,StudentAbsenceDays,VisITedResources,gender,raisedhands,class
440,28,33,Father,F,lowerlevel,Above-7,40,M,55,1
441,63,94,Father,F,MiddleSchool,Under-7,15,M,62,1
442,20,61,Mum,S,lowerlevel,Above-7,10,M,3,0
443,58,34,Father,S,MiddleSchool,Above-7,22,M,96,1
444,66,84,Father,F,HighSchool,Under-7,93,M,53,1
445,44,53,Father,S,lowerlevel,Under-7,4,F,28,1
446,12,94,Father,S,HighSchool,Above-7,44,M,77,1
447,52,44,Mum,S,lowerlevel,Under-7,19,M,25,1
448,8,7,Father,S,MiddleSchool,Above-7,26,M,18,0
449,10,92,Mum,S,MiddleSchool,Under-7,6,F,9,1
450,3,38,Mum,F,HighSchool,Above-7,57,F,95,1
451,79,29,Father,S,HighSchool,Under-7,60,M,7,1
452,78,79,Mum,S,MiddleSchool,Above-7,95,F,77,1
453,88,36,Mum,S,MiddleSchool,Above-7,18,F,69,1
454,79,8,Mum,F,HighSchool,Above-7,71,F,77,1
455,51,86,Father,F,HighSchool,Above-7,11,M,28,0
456,66,45,Mum,S,HighSchool,Above-7,71,F,88,1
457,89,80,Father,F,MiddleSchool,Under-7,57,M,65,1
458,10,7,Father,F,HighSchool,Above-7,20,F,49,0
459,70,46,Mum,S,lowerlevel,Above-7,16,M,5,0
460,14,46,Mum,S,HighSchool,Under-7,87,M,10,1
461,16,64,Father,F,HighSchool,Under-7,22,F,42,1
462,52,62,Mum,S,lowerlevel,Above-7,30,M,12,0
463,7,95,Mum,S,HighSchool,Under-7,71,F,12,1
464,12,61,Father,F,MiddleSchool,Above-7,51,M,90,1
465,78,43,Father,F,HighSchool,Above-7,76,M,36,1
466,42,22,Father,S,MiddleSchool,Above-7,10,F,100,0
467,83,51,Mum,S,HighSchool,Above-7,48,M,6,1
468,85,34,Father,F,HighSchool,Under-7,27,F,69,1
469,2,51,Father,F,lowerlevel,Above-7,6,F,66,0
470,41,91,Mum,S,lowerlevel,Under-7,98,F,55,1
471,21,65,Father,S,HighSchool,Under-7,20,F,87,1
472,70,45,Father,F,lowerlevel,Under-7,12,F,92,1
473,88,99,Mum,F,MiddleSchool,Under-7,43,F,79,1
474,58,57,Mum,S,MiddleSchool,Under-7,11,F,57,1
475,21,10,Father,S,HighSchool,Under-7,66,F,76,1
476,43,95,Father,S,MiddleSchool,Above-7,13,F,7,0
477,11,2,Father,F,lowerlevel,Under-7,2,M,39,1
478,31,25,Father,F,lowerlevel,Above-7,79,M,71,1
479,26,4,Mum,S,HighSchool,Above-7,15,M,0,0
480,49,10,Father,S,MiddleSchool,Under-7,87,F,2,1
481,13,84,Mum,S,HighSchool,Above-7,2,M,39,0
482,55,53,Mum,F,lowerlevel,Above-7,17,F,42,1
483,89,41,Father,S,MiddleSchool,Under-7,91,F,60,1
484,79,91,Father,F,lowerlevel,Under-7,92,M,67,1
485,39,19,Mum,F,MiddleSchool,Above-7,30,F,30,1
486,14,75,Mum,F,MiddleSchool,Above-7,50,M,20,1
487,72,36,Father,S,lowerlevel,Under-7,10,M,50,1
488,19,34,Mum,F,lowerlevel,Under-7,40,F,77,1
489,58,55,Mum,S,HighSchool,Under-7,98,F,87,1
490,40,63,Father,S,HighSchool,Above-7,83,M,4,1
491,2,58,Mum,S,MiddleSchool,Above-7,77,F,59,1
492,56,31,Father,S,MiddleSchool,Above-7,99,F,87,1
493,60,80,Mum,F,lowerlevel,Under-7,24,M,87,1
494,13,6,Mum,F,MiddleSchool,Above-7,25,M,98,0
495,3,74,Father,S,MiddleSchool,Under-7,41,F,98,1
496,50,92,Father,F,HighSchool,Above-7,78,F,28,1
497,33,98,Mum,S,lowerlevel,Above-7,75,F,36,1
498,38,98,Father,F,HighSchool,Above-7,42,M,16,1
499,83,60,Father,F,lowerlevel,Above-7,24,M,59,1
500,13,40,Father,F,MiddleSchool,Above-7,9,F,97,0
501,22,94,Mum,S,HighSchool,Under-7,87,F,1,1
502,38,33,Father,S,lowerlevel,Under-7,39,M,14,1
503,48,92,Mum,F,lowerlevel,Under-7,2,F,36,1
504,93,31,Mum,F,MiddleSchool,Under-7,70,F,69,1
505,85,20,Father,S,MiddleSchool,Under-7,82,M,33,1
506,37,62,Mum,S,lowerlevel,Above-7,20,M,41,0
507,34,92,Father,S,MiddleSchool,Under-7,26,F,76,1
508,36,57,Mum,F,MiddleSchool,Above-7,29,M,88,1
509,32,71,Father,S,HighSchool,Under-7,38,F,80,1
510,25,93,Mum,S,MiddleSchool,Under-7,12,M,17,1
511,51,63,Mum,F,HighSchool,Above-7,8,F,73,1
512,76,5,Mum,S,MiddleSchool,Under-7,81,M,79,1
513,85,38,Mum,S,MiddleSchool,Under-7,20,M,70,1
514,39,66,Mum,S,HighSchool,Above-7,99,M,45,1
515,86,57,Mum,S,HighSchool,Under-7,88,M,50,1
516,44,99,Mum,S,lowerlevel,Under-7,1,M,84,1
517,89,36,Father,S,MiddleSchool,Under-7,14,F,16,1
518,63,73,Mum,S,HighSchool,Under-7,64,F,82,1
519,35,17,Mum,F,HighSchool,Above-7,69,M,11,1
520,86,91,Father,F,lowerlevel,Under-7,52,F,81,1
521,52,70,Mum,S,lowerlevel,Above-7,57,M,8,1
522,32,94,Mum,S,MiddleSchool,Above-7,28,M,1,0
523,4,91,Mum,F,lowerlevel,Under-7,10,F,87,1
524,58,72,Father,S,HighSchool,Under-7,6,M,35,1
525,41,48,Mum,F,MiddleSchool,Above-7,86,F,27,1
526,9,17,Father,F,HighSchool,Under-7,58,F,78,1
527,62,40,Mum,F,HighSchool,Under-7,11,F,84,1
528,41,50,Mum,S,HighSchool,Above-7,13,F,65,0
529,72,92,Mum,F,lowerlevel,Under-7,16,M,14,1
530,78,91,Father,S,lowerlevel,Under-7,19,M,49,1
531,59,75,Father,F,MiddleSchool,Under-7,16,F,67,1
532,79,77,Father,S,MiddleSchool,Above-7,88,F,2,1
533,16,26,Father,S,HighSchool,Under-7,82,M,32,1
534,43,32,Father,F,MiddleSchool,Above-7,95,F,32,1
535,5,33,Mum,F,MiddleSchool,Under-7,14,F,75,1
536,65,24,Father,F,MiddleSchool,Above-7,48,F,92,1
537,25,94,Father,S,MiddleSchool,Under-7,58,M,77,1
538,59,53,Father,F,lowerlevel,Above-7,60,F,57,1
539,73,41,Father,S,MiddleSchool,Under-7,7,F,49,1
540,42,77,Mum,S,lowerlevel,Above-7,88,M,99,1
541,45,69,Mum,F,lowerlevel,Above-7,98,F,39,1
542,21,6,Mum,S,HighSchool,Above-7,96,M,67,1
543,63,83,Father,S,MiddleSchool,Above-7,18,M,59,1
544,86,66,Mum,S,HighSchool,Under-7,84,M,99,1
545,42,65,Mum,F,lowerlevel,Under-7,18,F,35,1
546,21,88,Father,S,HighSchool,Under-7,17,F,90,1
547,28,25,Father,F,lowerlevel,Under-7,10,M,77,1
548,39,50,Mum,S,HighSchool,Above-7,50,M,20,1
549,14,39,Father,F,MiddleSchool,Under-7,90,M,71,1
550,31,27,Mum,S,HighSchool,Under-7,36,F,6,1
551,4,29,Mum,F,lowerlevel,Above-7,44,M,65,1
552,65,37,Mum,F,MiddleSchool,Under-7,61,M,36,1
553,35,92,Mum,F,lowerlevel,Under-7,80,F,84,1
554,54,59,Father,S,MiddleSchool,Above-7,74,F,57,1
555,34,83,Mum,S,MiddleSchool,Under-7,90,F,73,1
556,35,49,Mum,S,HighSchool,Above-7,19,F,77,1
557,48,59,Mum,F,lowerlevel,Above-7,66,M,8,1
558,48,68,Father,S,HighSchool,Under-7,77,M,22,1
559,29,19,Mum,S,lowerlevel,Under-7,84,F,85,1
560,45,28,Mum,F,MiddleSchool,Above-7,65,M,36,1
561,12,60,Mum,S,MiddleSchool,Above-7,16,M,6,0
562,52,1,Father,S,MiddleSchool,Above-7,68,F,96,0
563,72,24,Father,F,lowerlevel,Under-7,99,M,15,1
564,65,55,Father,F,MiddleSchool,Above-7,90,M,78,1
565,78,62,Mum,F,lowerlevel,Above-7,57,M,100,1
566,88,92,Father,F,HighSchool,Under-7,17,F,87,1
567,20,81,Father,S,HighSchool,Under-7,95,M,7,1
568,42,73,Father,S,HighSchool,Under-7,64,F,73,1
569,72,15,Mum,S,MiddleSchool,Above-7,68,M,19,1
570,32,2,Father,F,HighSchool,Above-7,93,M,82,1
571,59,26,Mum,S,HighSchool,Under-7,60,M,9,1
572,43,4,Father,S,MiddleSchool,Under-7,95,M,61,1
573,69,16,Father,S,lowerlevel,Above-7,61,F,36,1
574,41,25,Mum,F,MiddleSchool,Under-7,41,F,51,1
575,67,66,Father,F,lowerlevel,Above-7,10,M,84,1
576,98,22,Father,F,MiddleSchool,Above-7,90,F,42,1
577,39,21,Mum,F,MiddleSchool,Under-7,54,F,79,1
578,95,70,Mum,S,lowerlevel,Under-7,81,M,0,1
579,89,75,Father,S,HighSchool,Above-7,99,F,0,1
580,15,65,Mum,S,lowerlevel,Under-7,41,M,84,1
581,93,48,Mum,F,MiddleSchool,Under-7,81,F,67,1
582,40,61,Mum,S,HighSchool,Under-7,48,M,90,1
583,25,26,Mum,F,HighSchool,Above-7,72,M,1,1
584,45,38,Father,S,lowerlevel,Above-7,59,F,13,1
585,80,8,Mum,S,HighSchool,Above-7,64,M,32,1
586,83,75,Mum,S,lowerlevel,Above-7,5,M,9,0
587,60,37,Mum,S,HighSchool,Above-7,39,F,100,1
588,29,23,Mum,F,lowerlevel,Above-7,77,F,21,1
589,88,65,Father,S,MiddleSchool,Under-7,40,F,21,1
590,46,37,Father,F,lowerlevel,Under-7,75,F,59,1
591,25,63,Mum,S,HighSchool,Under-7,6,M,89,1
592,28,88,Father,S,MiddleSchool,Under-7,66,F,65,1
593,91,68,Father,S,HighSchool,Above-7,80,F,97,1
594,37,91,Father,S,lowerlevel,Under-7,14,F,59,1
595,62,3,Mum,F,HighSchool,Above-7,83,M,62,1
596,10,97,Mum,F,MiddleSchool,Under-7,14,F,57,1
597,16,31,Father,S,lowerlevel,Above-7,76,F,89,1
598,10,93,Father,S,HighSchool,Under-7,29,M,70,1
599,85,50,Mum,S,lowerlevel,Above-7,80,F,69,1
600,60,24,Father,F,lowerlevel,Above-7,97,F,95,1
601,29,22,Father,F,HighSchool,Under-7,36,F,9,1
602,59,19,Father,S,HighSchool,Above-7,89,F,25,1
603,42,4,Mum,S,lowerlevel,Above-7,86,F,14,1
604,49,77,Father,S,HighSchool,Above-7,80,F,82,1
605,39,68,Father,F,lowerlevel,Under-7,69,M,73,1
606,40,77,Father,F,MiddleSchool,Under-7,79,F,5,1
607,29,94,Mum,F,MiddleSchool,Under-7,16,F,77,1
608,45,34,Father,F,lowerlevel,Above-7,71,M,77,1
609,24,92,Mum,F,lowerlevel,Under-7,0,F,61,1
610,59,83,Father,F,MiddleSchool,Above-7,22,F,89,1
611,29,51,Mum,F,MiddleSchool,Above-7,27,M,17,1
612,9,66,Father,S,HighSchool,Under-7,11,M,98,1
613,13,66,Father,S,MiddleSchool,Under-7,58,F,0,1
614,19,77,Father,F,lowerlevel,Above-7,54,M,6,1
615,88,65,Mum,F,HighSchool,Under-7,18,F,40,1
616,59,20,Father,S,lowerlevel,Under-7,8,M,30,1
617,76,95,Father,F,lowerlevel,Above-7,44,M,30,1
618,14,66,Mum,F,MiddleSchool,Above-7,90,M,19,1
619,33,4,Mum,S,HighSchool,Under-7,31,M,87,1
620,38,16,Mum,F,HighSchool,Under-7,44,M,69,1
621,46,21,Mum,S,lowerlevel,Under-7,21,M,7,1
622,57,72,Father,S,HighSchool,Under-7,9,M,1,1
623,26,14,Mum,S,HighSchool,Under-7,7,F,66,1
624,30,43,Mum,F,lowerlevel,Above-7,94,M,27,1
625,45,71,Mum,F,MiddleSchool,Above-7,89,F,14,1
626,10,94,Father,F,HighSchool,Above-7,21,F,23,0
627,88,8,Father,S,lowerlevel,Above-7,13,F,53,0
628,62,48,Father,S,lowerlevel,Above-7,33,F,4,0
629,45,21,Father,S,HighSchool,Under-7,19,M,92,1
630,18,3,Mum,F,HighSchool,Above-7,21,M,41,0
631,78,82,Mum,F,lowerlevel,Under-7,22,F,82,1
632,79,9,Mum,F,MiddleSchool,Under-7,99,F,60,1
633,31,17,Father,F,lowerlevel,Under-7,70,F,100,1
634,38,31,Father,F,MiddleSchool,Under-7,90,M,41,1
635,25,38,Father,S,HighSchool,Under-7,24,F,40,1
636,31,62,Mum,F,HighSchool,Above-7,99,M,27,1
637,14,16,Father,S,MiddleSchool,Above-7,85,M,80,1
638,5,30,Mum,F,MiddleSchool,Under-7,31,M,16,1
639,91,2,Mum,S,HighSchool,Under-7,74,F,80,1
640,56,83,Mum,S,lowerlevel,Above-7,27,F,70,1
641,70,37,Father,F,HighSchool,Above-7,19,M,82,1
642,91,60,Father,S,HighSchool,Under-7,17,M,61,1
643,46,31,Father,S,lowerlevel,Under-7,88,M,87,1
644,48,25,Mum,F,lowerlevel,Above-7,57,F,78,1
645,2,50,Father,S,MiddleSchool,Under-7,59,F,88,1
646,8,45,Father,S,lowerlevel,Above-7,91,M,71,1
647,60,96,Father,F,HighSchool,Under-7,86,M,86,1
648,34,97,Father,S,HighSchool,Above-7,13,M,72,0
649,33,3,Father,F,HighSchool,Under-7,31,M,10,1
650,22,97,Mum,F,MiddleSchool,Under-7,70,M,72,1
651,11,45,Mum,S,HighSchool,Above-7,82,F,73,1
652,12,59,Father,F,lowerlevel,Under-7,29,F,17,1
653,39,79,Father,F,lowerlevel,Above-7,92,F,95,1
654,21,98,Father,S,HighSchool,Under-7,30,M,87,1
655,86,71,Mum,F,lowerlevel,Above-7,75,F,87,1
656,6,49,Father,S,HighSchool,Under-7,39,M,75,1
657,58,25,Mum,F,HighSchool,Above-7,15,M,70,1
658,91,94,Father,F,MiddleSchool,Under-7,96,M,75,1
659,42,63,Father,F,MiddleSchool,Above-7,29,F,69,1
660,79,28,Father,S,MiddleSchool,Under-7,60,F,40,1
661,86,89,Father,S,HighSchool,Above-7,38,F,36,1
662,72,4,Mum,S,HighSchool,Above-7,9,M,77,0
663,98,93,Mum,S,MiddleSchool,Under-7,13,M,73,1
664,86,15,Father,S,HighSchool,Under-7,8,M,80,1
665,17,36,Father,S,MiddleSchool,Under-7,71,F,55,1
666,8,14,Mum,F,HighSchool,Under-7,61,M,19,1
667,13,3,Mum,S,lowerlevel,Under-7,84,F,39,1
668,43,79,Father,F,lowerlevel,Under-7,24,M,17,1
669,32,12,Father,S,HighSchool,Above-7,34,M,1,0
670,46,21,Mum,S,lowerlevel,Under-7,72,F,59,1
671,72,26,Mum,F,lowerlevel,Under-7,5,M,28,1
672,82,81,Mum,F,MiddleSchool,Above-7,10,F,14,1
673,76,76,Father,F,MiddleSchool,Under-7,28,M,97,1
674,55,81,Mum,S,HighSchool,Under-7,34,M,90,1
675,64,40,Father,F,lowerlevel,Under-7,63,F,42,1
676,50,7,Mum,F,HighSchool,Above-7,19,M,13,0
677,86,9,Mum,S,MiddleSchool,Above-7,95,F,25,1
678,89,40,Mum,S,MiddleSchool,Above-7,43,F,89,1
679,98,68,Mum,F,HighSchool,Under-7,88,F,85,1
680,6,9,Mum,F,HighSchool,Above-7,36,F,60,1
681,48,31,Father,S,lowerlevel,Above-7,48,M,6,0
682,12,66,Father,F,MiddleSchool,Under-7,92,F,0,1
683,45,93,Mum,F,HighSchool,Under-7,52,M,86,1
684,67,49,Mum,S,lowerlevel,Under-7,60,M,90,1
685,19,11,Father,S,MiddleSchool,Under-7,18,M,17,1
686,93,34,Father,F,lowerlevel,Under-7,54,M,27,1
687,43,5,Mum,F,lowerlevel,Above-7,54,M,0,1
688,82,6,Mum,S,lowerlevel,Above-7,10,M,95,0
689,52,75,Father,S,MiddleSchool,Under-7,54,M,95,1
690,86,61,Mum,S,HighSchool,Above-7,6,M,49,0
691,28,82,Father,F,lowerlevel,Under-7,85,F,21,1
692,83,19,Father,S,HighSchool,Under-7,76,M,70,1
693,57,85,Mum,F,HighSchool,Under-7,64,F,12,1
694,57,96,Father,F,HighSchool,Above-7,59,F,40,1
695,21,9,Father,F,HighSchool,Above-7,39,M,32,1
696,79,23,Mum,S,HighSchool,Under-7,5,M,78,1
697,32,48,Mum,S,HighSchool,Above-7,51,F,27,1
698,62,31,Father,S,HighSchool,Above-7,30,F,53,1
699,72,35,Father,F,MiddleSchool,Above-7,4,F,60,1
700,56,49,Mum,S,MiddleSchool,Above-7,27,M,17,0
701,17,79,Mum,F,HighSchool,Under-7,5,F,13,1
702,43,91,Father,F,MiddleSchool,Under-7,31,M,5,1
703,37,93,Mum,S,lowerlevel,Above-7,81,F,81,1
704,65,36,Mum,F,HighSchool,Above-7,59,F,73,1
705,82,76,Father,S,lowerlevel,Above-7,20,M,42,1
706,77,9,Mum,F,lowerlevel,Under-7,71,F,74,1
707,1,58,Mum,F,HighSchool,Above-7,20,F,5,0
708,19,29,Father,S,MiddleSchool,Under-7,28,M,75,1
709,11,62,Mum,S,HighSchool,Under-7,24,M,90,1
710,56,84,Father,F,HighSchool,Under-7,26,F,3,1
711,33,94,Mum,S,HighSchool,Under-7,29,F,41,1
712,44,51,Mum,F,HighSchool,Above-7,44,M,23,1
713,43,41,Father,F,lowerlevel,Under-7,11,F,19,1
714,15,5,Mum,F,HighSchool,Under-7,16,M,65,1
715,22,35,Mum,S,HighSchool,Above-7,74,F,2,1
716,49,2,Father,F,MiddleSchool,Under-7,17,M,5,1
717,9,60,Mum,F,lowerlevel,Under-7,4,F,80,1
718,57,39,Mum,S,lowerlevel,Above-7,64,F,86,1
719,36,32,Father,S,lowerlevel,Under-7,85,F,24,1
720,11,20,Mum,F,HighSchool,Above-7,63,M,66,1
721,42,28,Father,S,HighSchool,Under-7,43,M,96,1
722,16,86,Mum,F,lowerlevel,Above-7,63,M,42,1
723,29,39,Father,F,MiddleSchool,Under-7,71,F,19,1
724,23,68,Mum,S,lowerlevel,Under-7,16,M,22,1
725,28,9,Father,F,lowerlevel,Above-7,0,M,95,0
726,18,92,Mum,S,lowerlevel,Above-7,58,M,13,1
727,17,57,Father,S,lowerlevel,Under-7,15,F,66,1
728,88,79,Mum,F,HighSchool,Under-7,1,M,95,1
729,19,21,Mum,F,HighSchool,Under-7,59,M,20,1
730,28,88,Mum,F,MiddleSchool,Above-7,14,M,65,1
731,69,83,Father,F,MiddleSchool,Above-7,30,M,79,1
732,2,27,Mum,S,MiddleSchool,Under-7,81,F,53,1
733,40,11,Mum,S,HighSchool,Above-7,36,F,76,1
734,3,59,Father,S,MiddleSchool,Above-7,4,F,95,0
735,31,15,Father,S,MiddleSchool,Under-7,15,M,10,1
736,23,33,Mum,S,HighSchool,Above-7,65,F,15,1
737,48,94,Mum,S,MiddleSchool,Above-7,58,F,75,1
738,89,72,Mum,F,HighSchool,Above-7,0,F,35,1
739,24,34,Mum,S,HighSchool,Under-7,16,M,51,1
740,44,65,Mum,F,MiddleSchool,Under-7,19,M,2,1
741,44,2,Mum,F,MiddleSchool,Above-7,3,M,65,0
742,95,6,Mum,S,HighSchool,Under-7,75,F,40,1
743,16,39,Father,F,lowerlevel,Under-7,71,M,22,1
744,53,57,Mum,F,MiddleSchool,Under-7,44,M,21,1
745,86,81,Father,S,lowerlevel,Under-7,19,M,67,1
746,9,16,Father,F,MiddleSchool,Above-7,0,M,33,0
747,67,88,Father,F,MiddleSchool,Above-7,74,F,83,1
748,0,63,Father,F,lowerlevel,Under-7,89,M,55,1
749,10,4,Father,F,lowerlevel,Under-7,41,M,78,1
750,3,16,Mum,F,HighSchool,Above-7,29,M,69,0
751,35,7,Father,F,lowerlevel,Under-7,1,M,72,1
752,34,15,Father,S,HighSchool,Above-7,25,M,59,1
753,9,49,Mum,S,HighSchool,Under-7,42,F,10,1
754,31,21,Father,S,HighSchool,Under-7,7,F,24,1
755,95,96,Father,F,lowerlevel,Under-7,48,F,75,1
756,12,2,Mum,S,lowerlevel,Above-7,69,M,97,0
757,41,50,Father,F,MiddleSchool,Above-7,91,F,73,1
758,7,60,Father,F,HighSchool,Under-7,79,M,71,1
759,16,95,Mum,F,MiddleSchool,Under-7,59,F,29,1
760,85,48,Father,S,MiddleSchool,Above-7,50,M,21,1
761,13,21,Father,F,lowerlevel,Above-7,12,M,96,0
762,20,50,Mum,F,MiddleSchool,Under-7,27,M,20,1
763,4,11,Mum,F,HighSchool,Above-7,10,F,92,0
764,98,63,Father,F,lowerlevel,Above-7,66,F,45,1
765,67,37,Mum,F,HighSchool,Under-7,31,F,27,1
766,79,88,Mum,S,lowerlevel,Above-7,25,M,100,1
767,88,74,Father,S,lowerlevel,Above-7,84,F,60,1
768,57,74,Father,S,HighSchool,Under-7,94,M,25,1
769,53,26,Father,S,HighSchool,Above-7,0,F,55,0
770,50,4,Mum,S,MiddleSchool,Under-7,12,M,74,1
771,78,72,Father,F,MiddleSchool,Above-7,70,F,8,1
772,67,43,Mum,S,MiddleSchool,Above-7,60,M,95,1
773,9,69,Father,S,MiddleSchool,Above-7,62,F,90,0
774,80,45,Mum,S,MiddleSchool,Under-7,80,M,87,1
775,11,45,Mum,S,HighSchool,Above-7,21,F,55,0
776,22,99,Father,F,MiddleSchool,Under-7,86,M,20,1
777,58,64,Mum,S,MiddleSchool,Under-7,2,F,28,1
778,40,89,Father,F,lowerlevel,Under-7,83,M,40,1
779,8,74,Mum,F,lowerlevel,Above-7,19,F,79,1
780,2,20,Father,S,lowerlevel,Under-7,24,M,84,1
781,78,91,Father,F,MiddleSchool,Under-7,87,M,23,1
782,40,89,Mum,S,HighSchool,Under-7,82,M,40,1
783,26,31,Father,F,lowerlevel,Above-7,18,M,62,1
784,10,16,Mum,F,MiddleSchool,Under-7,51,F,0,1
785,70,19,Mum,F,MiddleSchool,Above-7,34,F,45,1
786,78,53,Mum,S,HighSchool,Under-7,15,M,97,1
787,66,27,Father,F,lowerlevel,Under-7,7,M,15,1
788,5,23,Father,S,MiddleSchool,Under-7,28,F,78,1
789,20,8,Father,F,MiddleSchool,Above-7,11,F,88,0
790,39,27,Mum,S,HighSchool,Under-7,62,M,22,1
791,57,81,Father,F,HighSchool,Above-7,84,M,61,1
792,8,37,Father,S,HighSchool,Above-7,77,F,8,0
793,21,92,Mum,F,HighSchool,Above-7,88,F,21,1
794,31,17,Father,S,MiddleSchool,Above-7,60,M,40,1
795,77,59,Mum,S,MiddleSchool,Under-7,0,F,82,1
796,24,4,Father,S,MiddleSchool,Above-7,88,F,89,1
797,93,57,Mum,S,lowerlevel,Above-7,92,M,23,1
798,87,43,Mum,F,lowerlevel,Under-7,85,F,42,1
799,93,17,Father,S,MiddleSchool,Above-7,30,M,29,1
800,28,11,Mum,F,HighSchool,Above-7,81,M,84,1
801,59,14,Father,S,MiddleSchool,Above-7,35,F,8,0
802,16,26,Father,S,HighSchool,Under-7,42,F,20,1
803,16,35,Father,S,HighSchool,Under-7,6,F,27,1
804,89,23,Father,S,lowerlevel,Under-7,10,F,41,1
805,65,86,Mum,F,MiddleSchool,Above-7,9,F,42,1
806,50,73,Father,S,HighSchool,Under-7,3,M,14,1
807,2,83,Father,S,MiddleSchool,Above-7,63,F,95,0
808,39,26,Mum,S,HighSchool,Under-7,11,F,8,1
809,59,73,Mum,S,MiddleSchool,Above-7,96,F,52,1
810,31,30,Father,S,HighSchool,Under-7,18,M,89,1
811,73,4,Father,S,lowerlevel,Under-7,24,F,89,1
812,17,98,Father,F,MiddleSchool,Above-7,34,M,14,0
813,72,12,Father,S,HighSchool,Above-7,10,M,0,0
814,9,4,Father,S,HighSchool,Under-7,42,F,32,1
815,77,17,Father,S,HighSchool,Under-7,36,F,41,1
816,30,51,Father,S,HighSchool,Under-7,57,F,33,1
817,15,31,Mum,F,lowerlevel,Under-7,93,M,53,1
818,40,58,Mum,F,MiddleSchool,Under-7,76,M,70,1
819,83,90,Mum,F,lowerlevel,Above-7,58,M,85,1
820,45,3,Father,F,MiddleSchool,Above-7,29,M,22,0
821,21,37,Mum,F,HighSchool,Under-7,6,M,92,1
822,4,38,Father,S,HighSchool,Above-7,66,F,9,0
823,3,16,Mum,F,MiddleSchool,Under-7,0,F,27,1
824,69,72,Father,S,MiddleSchool,Above-7,14,M,7,0
825,34,30,Father,F,lowerlevel,Above-7,69,M,87,1
826,32,57,Mum,S,MiddleSchool,Above-7,3,M,7,0
827,55,71,Mum,F,lowerlevel,Under-7,93,F,20,1
828,59,63,Mum,F,lowerlevel,Above-7,11,M,6,0
829,59,49,Mum,S,MiddleSchool,Above-7,96,M,76,1
830,93,55,Father,S,HighSchool,Above-7,65,M,36,1
831,6,13,Mum,S,lowerlevel,Above-7,90,M,53,1
832,32,43,Mum,S,lowerlevel,Above-7,22,F,29,0
833,85,63,Mum,F,lowerlevel,Under-7,33,M,80,1
834,82,24,Father,F,MiddleSchool,Under-7,77,F,9,1
835,15,39,Mum,F,lowerlevel,Under-7,4,M,33,1
836,16,41,Mum,F,HighSchool,Under-7,80,M,4,1
837,19,15,Mum,S,HighSchool,Above-7,61,F,32,1
838,40,14,Father,S,HighSchool,Above-7,65,M,33,1
839,17,89,Father,F,HighSchool,Under-7,19,F,6,1
840,75,38,Mum,F,MiddleSchool,Under-7,17,M,70,1
841,40,55,Mum,S,MiddleSchool,Above-7,34,M,92,1
842,93,26,Father,F,lowerlevel,Above-7,99,F,53,1
843,1,65,Mum,F,MiddleSchool,Under-7,62,M,100,1
844,64,31,Mum,S,lowerlevel,Under-7,39,F,80,1
845,21,57,Father,F,MiddleSchool,Under-7,12,F,27,1
846,31,95,Father,F,MiddleSchool,Under-7,42,F,81,1
847,98,8,Father,S,MiddleSchool,Above-7,82,F,59,1
848,26,37,Father,F,lowerlevel,Under-7,3,F,92,1
849,66,97,Mum,F,MiddleSchool,Under-7,52,F,0,1
850,82,90,Mum,S,lowerlevel,Above-7,84,F,67,1
851,66,36,Mum,F,HighSchool,Above-7,19,M,20,1
852,66,41,Father,F,MiddleSchool,Above-7,74,F,42,1
853,44,82,Mum,F,HighSchool,Under-7,50,F,88,1
854,3,20,Mum,F,HighSchool,Under-7,21,M,55,1
855,82,25,Mum,F,lowerlevel,Above-7,57,F,67,1
856,91,74,Mum,S,HighSchool,Under-7,86,M,83,1
857,39,68,Father,F,HighSchool,Above-7,92,M,5,1
858,18,89,Father,F,lowerlevel,Under-7,77,M,90,1
859,71,31,Father,F,lowerlevel,Above-7,51,F,32,1
860,46,57,Mum,F,MiddleSchool,Above-7,51,M,3,1
861,13,76,Father,S,HighSchool,Above-7,39,M,59,1
862,16,83,Mum,F,lowerlevel,Above-7,51,F,45,1
863,54,53,Mum,F,MiddleSchool,Above-7,35,M,6,0
864,59,62,Father,F,HighSchool,Under-7,60,F,60,1
865,69,73,Mum,S,MiddleSchool,Above-7,55,M,73,1
866,65,14,Father,S,MiddleSchool,Under-7,4,F,21,1
867,75,90,Father,S,MiddleSchool,Above-7,39,M,52,1
868,91,21,Father,S,lowerlevel,Under-7,41,M,69,1
869,59,45,Father,F,lowerlevel,Under-7,30,M,83,1
870,72,41,Mum,S,lowerlevel,Under-7,80,M,2,1
871,18,96,Mum,S,HighSchool,Under-7,99,F,84,1
872,36,20,Mum,S,lowerlevel,Above-7,63,M,6,1
873,73,95,Mum,F,MiddleSchool,Under-7,29,M,87,1
874,15,10,Father,F,lowerlevel,Above-7,93,F,57,1
875,25,51,Mum,F,MiddleSchool,Above-7,66,F,13,1
876,5,77,Mum,S,MiddleSchool,Above-7,41,M,75,1
877,8,53,Father,F,lowerlevel,Under-7,86,F,11,1
878,2,77,Mum,F,lowerlevel,Above-7,34,M,89,1
879,33,12,Mum,S,HighSchool,Above-7,71,M,100,1
880,3,99,Mum,F,HighSchool,Above-7,21,F,88,1
881,69,38,Father,S,lowerlevel,Under-7,50,M,51,1
