id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,previous,class
200,admin.,divorced,unknown,yes,no,yes,telephone,aug,other,37<x<56,-6847<x<3526,8<x<16,2<x<814,1<x<16,0<x<14,1
201,unemployed,divorced,secondary,yes,no,no,cellular,feb,success,x>75,-6847<x<3526,x>23,2<x<814,1<x<16,0<x<14,1
202,admin.,divorced,tertiary,yes,no,yes,telephone,apr,other,x>75,-6847<x<3526,1<x<8,814<x<1627,1<x<16,x>43,1
203,entrepreneur,single,secondary,yes,no,no,telephone,jul,other,37<x<56,3526<x<13899,x>23,814<x<1627,1<x<16,14<x<29,1
204,self-employed,single,primary,yes,yes,yes,telephone,oct,failure,x>75,3526<x<13899,8<x<16,814<x<1627,x<1,0<x<14,1
205,admin.,divorced,primary,no,yes,no,unknown,jun,failure,18<x<37,-6847<x<3526,8<x<16,814<x<1627,1<x<16,0<x<14,0
206,retired,divorced,tertiary,no,yes,yes,cellular,mar,success,56<x<75,-6847<x<3526,1<x<8,814<x<1627,16<x<32,0<x<14,1
207,self-employed,single,unknown,no,yes,no,telephone,nov,other,37<x<56,-6847<x<3526,8<x<16,2<x<814,32<x<47,14<x<29,1
208,student,single,unknown,no,no,no,unknown,apr,other,56<x<75,-6847<x<3526,1<x<8,2<x<814,1<x<16,14<x<29,1
209,admin.,divorced,tertiary,yes,no,yes,unknown,jan,other,56<x<75,-6847<x<3526,16<x<23,2<x<814,1<x<16,14<x<29,0
210,entrepreneur,divorced,secondary,yes,no,yes,unknown,feb,other,18<x<37,-6847<x<3526,8<x<16,2<x<814,16<x<32,14<x<29,0
211,technician,married,primary,no,no,yes,cellular,dec,failure,56<x<75,-6847<x<3526,8<x<16,2<x<814,16<x<32,14<x<29,1
212,student,divorced,tertiary,yes,yes,no,unknown,jan,other,18<x<37,-6847<x<3526,16<x<23,2<x<814,1<x<16,14<x<29,1
213,student,married,primary,no,yes,yes,telephone,jan,failure,x>75,-6847<x<3526,x>23,2<x<814,16<x<32,29<x<43,0
214,unemployed,married,secondary,yes,no,no,telephone,apr,unknown,18<x<37,-6847<x<3526,16<x<23,2<x<814,1<x<16,0<x<14,0
215,unemployed,single,primary,yes,yes,yes,cellular,mar,failure,x>75,-6847<x<3526,8<x<16,2<x<814,1<x<16,29<x<43,0
216,technician,married,unknown,no,no,no,unknown,may,success,37<x<56,-6847<x<3526,8<x<16,2<x<814,1<x<16,0<x<14,0
217,unknown,divorced,primary,no,yes,yes,unknown,mar,failure,x>75,-6847<x<3526,16<x<23,2<x<814,16<x<32,14<x<29,0
218,self-employed,married,primary,no,no,yes,cellular,jan,success,56<x<75,3526<x<13899,16<x<23,1627<x<2440,16<x<32,14<x<29,1
219,services,divorced,tertiary,yes,no,yes,unknown,jul,success,18<x<37,-6847<x<3526,16<x<23,814<x<1627,1<x<16,0<x<14,1
220,entrepreneur,divorced,tertiary,yes,yes,yes,telephone,nov,other,37<x<56,3526<x<13899,x>23,1627<x<2440,1<x<16,0<x<14,0
221,technician,divorced,unknown,no,yes,no,telephone,nov,failure,37<x<56,3526<x<13899,16<x<23,814<x<1627,16<x<32,0<x<14,0
222,blue-collar,married,primary,yes,yes,no,telephone,mar,unknown,56<x<75,-6847<x<3526,16<x<23,2<x<814,1<x<16,x>43,0
223,retired,married,unknown,yes,yes,yes,telephone,oct,success,18<x<37,-6847<x<3526,x>23,2<x<814,32<x<47,14<x<29,1
224,unemployed,divorced,secondary,yes,no,no,unknown,aug,success,37<x<56,-6847<x<3526,16<x<23,2<x<814,32<x<47,0<x<14,1
225,admin.,divorced,secondary,no,no,yes,cellular,nov,unknown,x>75,3526<x<13899,1<x<8,2<x<814,16<x<32,0<x<14,1
226,retired,married,tertiary,yes,no,yes,cellular,feb,success,56<x<75,-6847<x<3526,1<x<8,2<x<814,1<x<16,14<x<29,1
227,retired,married,tertiary,no,yes,no,unknown,jan,unknown,18<x<37,-6847<x<3526,16<x<23,2<x<814,16<x<32,0<x<14,0
228,admin.,married,primary,no,no,yes,cellular,jun,unknown,37<x<56,3526<x<13899,1<x<8,814<x<1627,1<x<16,0<x<14,1
229,technician,married,unknown,yes,yes,no,unknown,feb,other,18<x<37,-6847<x<3526,1<x<8,2<x<814,16<x<32,14<x<29,1
230,management,single,primary,yes,yes,yes,telephone,feb,unknown,56<x<75,3526<x<13899,x>23,814<x<1627,x>47,0<x<14,0
231,student,divorced,tertiary,yes,no,no,cellular,feb,unknown,x>75,3526<x<13899,16<x<23,814<x<1627,1<x<16,0<x<14,1
232,entrepreneur,divorced,secondary,no,yes,no,unknown,sep,unknown,x>75,-6847<x<3526,8<x<16,2<x<814,16<x<32,0<x<14,0
233,retired,married,primary,no,yes,yes,telephone,may,other,56<x<75,3526<x<13899,8<x<16,2<x<814,1<x<16,0<x<14,1
234,self-employed,single,unknown,no,yes,yes,unknown,may,unknown,18<x<37,-6847<x<3526,16<x<23,814<x<1627,16<x<32,x<0,0
235,retired,divorced,secondary,yes,yes,yes,cellular,may,unknown,x>75,-6847<x<3526,16<x<23,2<x<814,1<x<16,0<x<14,1
236,self-employed,divorced,secondary,yes,yes,no,cellular,dec,other,37<x<56,3526<x<13899,16<x<23,2<x<814,16<x<32,14<x<29,1
237,entrepreneur,divorced,primary,no,yes,yes,cellular,apr,unknown,37<x<56,3526<x<13899,16<x<23,2<x<814,32<x<47,0<x<14,0
238,retired,married,secondary,yes,no,no,telephone,feb,success,x>75,-6847<x<3526,x>23,2<x<814,16<x<32,14<x<29,1
239,housemaid,single,primary,yes,yes,yes,telephone,jun,failure,56<x<75,3526<x<13899,1<x<8,2<x<814,16<x<32,0<x<14,1
240,retired,divorced,unknown,no,no,yes,telephone,oct,failure,18<x<37,3526<x<13899,8<x<16,2<x<814,1<x<16,14<x<29,1
241,entrepreneur,divorced,tertiary,yes,no,yes,telephone,feb,failure,x>75,-6847<x<3526,x>23,1627<x<2440,16<x<32,x>43,0
242,unemployed,married,tertiary,no,yes,no,cellular,jul,success,x>75,-6847<x<3526,16<x<23,1627<x<2440,16<x<32,14<x<29,1
243,student,divorced,tertiary,yes,yes,yes,cellular,jan,unknown,18<x<37,-6847<x<3526,8<x<16,814<x<1627,16<x<32,0<x<14,1
244,entrepreneur,divorced,primary,no,no,no,unknown,dec,unknown,18<x<37,-6847<x<3526,1<x<8,814<x<1627,32<x<47,0<x<14,0
245,admin.,married,unknown,no,no,no,telephone,nov,other,56<x<75,-6847<x<3526,8<x<16,2<x<814,16<x<32,0<x<14,1
246,blue-collar,divorced,tertiary,yes,no,no,telephone,aug,unknown,18<x<37,-6847<x<3526,16<x<23,814<x<1627,16<x<32,0<x<14,1
247,technician,divorced,tertiary,no,yes,yes,telephone,jan,failure,18<x<37,-6847<x<3526,8<x<16,2<x<814,1<x<16,14<x<29,1
248,management,divorced,primary,no,yes,yes,cellular,jan,unknown,56<x<75,-6847<x<3526,x<1,2<x<814,16<x<32,14<x<29,1
249,self-employed,married,primary,no,no,no,unknown,jul,success,37<x<56,3526<x<13899,x>23,2<x<814,16<x<32,0<x<14,0
250,admin.,single,unknown,no,no,yes,unknown,jan,other,37<x<56,3526<x<13899,8<x<16,814<x<1627,32<x<47,14<x<29,1
251,admin.,divorced,tertiary,no,yes,no,cellular,oct,success,x>75,-6847<x<3526,1<x<8,2<x<814,16<x<32,14<x<29,1
252,blue-collar,married,secondary,no,no,no,cellular,oct,other,x>75,-6847<x<3526,x>23,2<x<814,1<x<16,0<x<14,1
253,unknown,single,primary,no,no,no,telephone,nov,success,56<x<75,3526<x<13899,16<x<23,814<x<1627,1<x<16,14<x<29,1
254,admin.,single,primary,no,no,no,cellular,jul,success,x>75,-6847<x<3526,x>23,814<x<1627,16<x<32,14<x<29,1
255,unemployed,single,secondary,yes,no,no,cellular,dec,failure,18<x<37,-6847<x<3526,8<x<16,1627<x<2440,1<x<16,0<x<14,1
256,technician,single,primary,yes,no,no,telephone,oct,other,x>75,3526<x<13899,16<x<23,2<x<814,32<x<47,14<x<29,1
257,blue-collar,married,secondary,yes,no,no,cellular,may,other,18<x<37,13899<x<24272,x>23,814<x<1627,16<x<32,14<x<29,0
258,unemployed,married,secondary,no,no,no,cellular,mar,success,56<x<75,-6847<x<3526,x>23,2<x<814,1<x<16,x>43,1
259,unemployed,divorced,secondary,yes,yes,no,unknown,jun,other,x>75,-6847<x<3526,16<x<23,2<x<814,16<x<32,14<x<29,0
260,housemaid,divorced,primary,yes,yes,yes,telephone,jul,failure,18<x<37,-6847<x<3526,16<x<23,2<x<814,16<x<32,0<x<14,1
261,unemployed,married,unknown,no,yes,no,telephone,jan,unknown,x>75,3526<x<13899,16<x<23,814<x<1627,1<x<16,14<x<29,0
262,admin.,divorced,tertiary,yes,yes,yes,unknown,nov,other,56<x<75,3526<x<13899,8<x<16,2<x<814,1<x<16,14<x<29,0
263,housemaid,married,secondary,yes,no,yes,cellular,oct,failure,37<x<56,-6847<x<3526,1<x<8,2<x<814,1<x<16,14<x<29,1
264,services,single,secondary,no,yes,yes,unknown,mar,unknown,18<x<37,-6847<x<3526,1<x<8,2<x<814,1<x<16,29<x<43,0
265,services,married,tertiary,yes,no,no,cellular,may,success,x>75,-6847<x<3526,x>23,814<x<1627,1<x<16,0<x<14,1
266,technician,divorced,secondary,yes,no,yes,telephone,jan,unknown,x>75,-6847<x<3526,x>23,2<x<814,1<x<16,14<x<29,0
267,retired,single,primary,no,yes,yes,telephone,jan,failure,18<x<37,-6847<x<3526,8<x<16,814<x<1627,16<x<32,0<x<14,0
268,entrepreneur,married,unknown,no,yes,yes,unknown,jun,failure,37<x<56,3526<x<13899,16<x<23,814<x<1627,32<x<47,14<x<29,0
269,self-employed,married,unknown,no,yes,yes,telephone,mar,unknown,18<x<37,-6847<x<3526,8<x<16,814<x<1627,16<x<32,14<x<29,1
270,management,divorced,primary,no,no,yes,unknown,may,other,18<x<37,-6847<x<3526,1<x<8,2<x<814,16<x<32,0<x<14,0
271,entrepreneur,single,tertiary,yes,no,yes,telephone,mar,other,37<x<56,3526<x<13899,16<x<23,814<x<1627,1<x<16,29<x<43,1
272,management,single,primary,yes,no,yes,cellular,mar,unknown,x>75,-6847<x<3526,8<x<16,2<x<814,16<x<32,14<x<29,1
273,technician,divorced,secondary,no,no,no,unknown,oct,other,37<x<56,-6847<x<3526,8<x<16,814<x<1627,16<x<32,14<x<29,1
274,retired,married,primary,no,yes,no,cellular,dec,unknown,18<x<37,-6847<x<3526,x>23,2<x<814,16<x<32,29<x<43,0
275,blue-collar,married,unknown,yes,no,no,cellular,oct,success,56<x<75,-6847<x<3526,16<x<23,2<x<814,1<x<16,14<x<29,1
276,student,single,tertiary,yes,yes,yes,unknown,feb,failure,37<x<56,3526<x<13899,x>23,814<x<1627,1<x<16,14<x<29,1
277,housemaid,married,tertiary,no,no,yes,unknown,jan,failure,x>75,3526<x<13899,x>23,814<x<1627,1<x<16,0<x<14,0
278,technician,married,primary,yes,yes,yes,cellular,nov,success,37<x<56,-6847<x<3526,16<x<23,814<x<1627,16<x<32,0<x<14,0
279,blue-collar,divorced,secondary,yes,yes,no,cellular,feb,failure,37<x<56,-6847<x<3526,8<x<16,2<x<814,16<x<32,0<x<14,0
280,technician,divorced,tertiary,no,no,no,cellular,nov,unknown,x>75,-6847<x<3526,8<x<16,814<x<1627,16<x<32,x>43,1
281,student,single,tertiary,no,yes,yes,unknown,nov,success,56<x<75,-6847<x<3526,16<x<23,2<x<814,1<x<16,0<x<14,0
282,entrepreneur,divorced,unknown,yes,no,no,telephone,jan,other,37<x<56,-6847<x<3526,8<x<16,2<x<814,16<x<32,0<x<14,1
283,retired,divorced,unknown,no,no,no,cellular,mar,failure,18<x<37,-6847<x<3526,x>23,2<x<814,1<x<16,14<x<29,1
284,student,married,secondary,no,no,yes,telephone,jul,other,37<x<56,-6847<x<3526,x>23,2<x<814,16<x<32,0<x<14,0
285,entrepreneur,single,secondary,no,yes,no,telephone,nov,other,37<x<56,-6847<x<3526,16<x<23,814<x<1627,1<x<16,29<x<43,0
286,student,single,primary,yes,yes,yes,telephone,dec,other,x>75,-6847<x<3526,x>23,2<x<814,32<x<47,0<x<14,1
287,housemaid,divorced,tertiary,no,yes,no,cellular,oct,failure,56<x<75,-6847<x<3526,8<x<16,814<x<1627,x>47,14<x<29,1
288,entrepreneur,divorced,tertiary,no,no,no,telephone,aug,success,18<x<37,-6847<x<3526,x>23,2<x<814,32<x<47,0<x<14,1
289,entrepreneur,single,tertiary,yes,yes,no,telephone,jul,unknown,56<x<75,13899<x<24272,1<x<8,814<x<1627,16<x<32,0<x<14,0
290,self-employed,married,secondary,no,no,yes,telephone,oct,success,56<x<75,3526<x<13899,x>23,2<x<814,1<x<16,14<x<29,1
291,housemaid,married,tertiary,no,no,yes,telephone,jan,unknown,56<x<75,-6847<x<3526,x>23,1627<x<2440,1<x<16,14<x<29,0
292,unemployed,single,primary,yes,no,no,cellular,apr,unknown,18<x<37,-6847<x<3526,x>23,2<x<814,16<x<32,0<x<14,1
293,services,divorced,unknown,no,yes,yes,telephone,aug,failure,37<x<56,3526<x<13899,8<x<16,814<x<1627,1<x<16,14<x<29,0
294,student,single,primary,no,no,yes,cellular,oct,failure,56<x<75,-6847<x<3526,8<x<16,814<x<1627,16<x<32,0<x<14,1
295,management,divorced,unknown,yes,yes,yes,cellular,apr,other,56<x<75,-6847<x<3526,8<x<16,2<x<814,16<x<32,14<x<29,1
296,blue-collar,single,secondary,no,yes,yes,telephone,sep,unknown,18<x<37,-6847<x<3526,x>23,814<x<1627,16<x<32,14<x<29,1
297,entrepreneur,married,primary,no,yes,yes,cellular,feb,success,37<x<56,-6847<x<3526,8<x<16,2<x<814,1<x<16,14<x<29,1
298,admin.,married,unknown,yes,no,yes,unknown,dec,success,x>75,-6847<x<3526,x>23,2<x<814,1<x<16,14<x<29,1
299,unemployed,married,tertiary,yes,no,no,telephone,mar,other,37<x<56,-6847<x<3526,8<x<16,814<x<1627,1<x<16,14<x<29,1
300,admin.,married,unknown,yes,no,yes,telephone,feb,other,37<x<56,-6847<x<3526,8<x<16,814<x<1627,16<x<32,0<x<14,1
301,housemaid,married,secondary,yes,no,no,telephone,may,failure,x>75,3526<x<13899,x>23,2<x<814,1<x<16,0<x<14,1
302,entrepreneur,single,primary,yes,yes,yes,cellular,dec,success,x>75,-6847<x<3526,x>23,814<x<1627,16<x<32,14<x<29,0
303,technician,married,tertiary,yes,yes,no,telephone,may,other,18<x<37,-6847<x<3526,8<x<16,2<x<814,32<x<47,14<x<29,0
304,admin.,single,unknown,no,no,yes,telephone,apr,other,18<x<37,-6847<x<3526,1<x<8,2<x<814,16<x<32,14<x<29,1
305,technician,divorced,secondary,yes,yes,yes,cellular,jan,success,37<x<56,3526<x<13899,16<x<23,814<x<1627,16<x<32,0<x<14,1
306,retired,single,unknown,yes,no,no,telephone,jan,other,37<x<56,-6847<x<3526,1<x<8,814<x<1627,16<x<32,14<x<29,1
307,blue-collar,single,tertiary,yes,yes,no,telephone,sep,unknown,37<x<56,-6847<x<3526,x>23,814<x<1627,16<x<32,0<x<14,1
308,self-employed,married,tertiary,yes,yes,no,telephone,sep,failure,37<x<56,3526<x<13899,16<x<23,2<x<814,16<x<32,0<x<14,0
309,retired,divorced,unknown,yes,no,no,unknown,may,other,18<x<37,-6847<x<3526,8<x<16,814<x<1627,1<x<16,14<x<29,0
310,blue-collar,divorced,tertiary,no,no,yes,telephone,may,success,x>75,-6847<x<3526,16<x<23,814<x<1627,16<x<32,14<x<29,1
311,unemployed,married,unknown,yes,yes,yes,unknown,jun,unknown,56<x<75,-6847<x<3526,x>23,2<x<814,32<x<47,0<x<14,0
312,entrepreneur,married,secondary,yes,no,no,telephone,dec,success,x>75,-6847<x<3526,x>23,2<x<814,1<x<16,29<x<43,1
313,student,married,unknown,no,no,no,telephone,dec,success,56<x<75,3526<x<13899,1<x<8,814<x<1627,1<x<16,0<x<14,1
314,unknown,married,unknown,yes,no,no,telephone,aug,success,18<x<37,-6847<x<3526,16<x<23,2<x<814,1<x<16,0<x<14,0
315,technician,married,tertiary,no,yes,no,telephone,mar,success,x>75,x>24272,1<x<8,2<x<814,1<x<16,14<x<29,1
316,blue-collar,single,unknown,no,yes,no,unknown,nov,success,37<x<56,-6847<x<3526,8<x<16,814<x<1627,32<x<47,0<x<14,1
317,self-employed,married,primary,yes,yes,yes,unknown,nov,success,18<x<37,-6847<x<3526,x>23,814<x<1627,16<x<32,0<x<14,0
318,unemployed,single,primary,yes,no,no,telephone,apr,unknown,37<x<56,-6847<x<3526,x>23,814<x<1627,16<x<32,14<x<29,1
319,technician,married,primary,no,yes,no,cellular,sep,failure,x>75,-6847<x<3526,1<x<8,814<x<1627,1<x<16,14<x<29,1
320,unemployed,single,tertiary,no,yes,yes,telephone,dec,other,37<x<56,-6847<x<3526,x>23,2<x<814,1<x<16,0<x<14,1
321,services,single,unknown,yes,no,yes,unknown,jul,other,18<x<37,-6847<x<3526,x>23,2<x<814,1<x<16,0<x<14,1
322,entrepreneur,married,unknown,no,yes,yes,cellular,nov,unknown,37<x<56,-6847<x<3526,1<x<8,814<x<1627,16<x<32,29<x<43,1
323,self-employed,single,secondary,yes,no,yes,cellular,nov,other,37<x<56,13899<x<24272,8<x<16,1627<x<2440,1<x<16,0<x<14,1
324,unknown,divorced,secondary,no,no,yes,telephone,mar,failure,37<x<56,-6847<x<3526,x>23,2<x<814,1<x<16,0<x<14,1
325,student,divorced,tertiary,yes,no,yes,unknown,jun,other,37<x<56,-6847<x<3526,8<x<16,2<x<814,1<x<16,0<x<14,0
326,unemployed,divorced,tertiary,no,yes,yes,unknown,apr,other,18<x<37,-6847<x<3526,8<x<16,814<x<1627,1<x<16,0<x<14,1
327,housemaid,single,secondary,no,yes,yes,cellular,oct,failure,56<x<75,-6847<x<3526,1<x<8,2<x<814,1<x<16,29<x<43,0
328,technician,divorced,unknown,yes,no,no,unknown,oct,unknown,18<x<37,-6847<x<3526,x>23,2<x<814,1<x<16,29<x<43,0
329,technician,divorced,tertiary,yes,yes,no,cellular,feb,failure,18<x<37,-6847<x<3526,x>23,814<x<1627,16<x<32,14<x<29,1
330,unknown,married,secondary,yes,yes,no,cellular,sep,success,x>75,3526<x<13899,16<x<23,814<x<1627,1<x<16,0<x<14,1
331,blue-collar,married,unknown,yes,no,yes,telephone,jul,success,x>75,-6847<x<3526,x>23,814<x<1627,1<x<16,0<x<14,1
332,entrepreneur,married,primary,yes,yes,yes,telephone,mar,unknown,x>75,-6847<x<3526,16<x<23,2<x<814,1<x<16,14<x<29,0
333,entrepreneur,married,primary,no,yes,no,unknown,feb,success,37<x<56,3526<x<13899,x<1,814<x<1627,16<x<32,14<x<29,0
334,housemaid,divorced,unknown,no,yes,no,cellular,feb,other,56<x<75,3526<x<13899,16<x<23,2<x<814,16<x<32,0<x<14,1
335,management,single,tertiary,no,yes,yes,unknown,oct,unknown,18<x<37,3526<x<13899,16<x<23,2<x<814,1<x<16,0<x<14,0
336,blue-collar,divorced,tertiary,no,no,no,telephone,feb,other,56<x<75,3526<x<13899,8<x<16,1627<x<2440,1<x<16,14<x<29,1
337,unknown,single,unknown,yes,yes,no,cellular,oct,unknown,56<x<75,x>24272,8<x<16,814<x<1627,16<x<32,14<x<29,1
338,services,married,primary,no,no,yes,telephone,mar,failure,x>75,3526<x<13899,8<x<16,2<x<814,x<1,29<x<43,1
339,admin.,single,unknown,no,yes,yes,telephone,apr,failure,56<x<75,-6847<x<3526,x<1,2<x<814,1<x<16,0<x<14,1
340,admin.,married,unknown,no,yes,no,unknown,jun,unknown,56<x<75,3526<x<13899,1<x<8,2<x<814,1<x<16,14<x<29,0
341,blue-collar,married,primary,no,no,yes,cellular,feb,failure,37<x<56,-6847<x<3526,1<x<8,2<x<814,16<x<32,14<x<29,0
342,admin.,married,unknown,yes,no,yes,unknown,oct,unknown,18<x<37,-6847<x<3526,16<x<23,814<x<1627,1<x<16,14<x<29,1
343,self-employed,single,primary,yes,no,yes,unknown,jan,success,x>75,-6847<x<3526,x>23,2<x<814,1<x<16,14<x<29,1
344,entrepreneur,married,secondary,yes,no,yes,telephone,jan,failure,x>75,-6847<x<3526,1<x<8,2<x<814,1<x<16,x>43,0
345,housemaid,married,primary,no,no,yes,cellular,may,unknown,37<x<56,3526<x<13899,8<x<16,2<x<814,1<x<16,0<x<14,0
346,self-employed,single,unknown,no,yes,no,telephone,feb,success,56<x<75,3526<x<13899,1<x<8,2<x<814,1<x<16,14<x<29,1
347,management,divorced,tertiary,no,yes,no,unknown,nov,other,x>75,3526<x<13899,x>23,814<x<1627,16<x<32,14<x<29,1
348,housemaid,single,secondary,yes,yes,no,cellular,jan,success,56<x<75,-6847<x<3526,1<x<8,814<x<1627,16<x<32,0<x<14,0
349,self-employed,divorced,tertiary,yes,no,yes,cellular,jun,failure,18<x<37,-6847<x<3526,x>23,2<x<814,16<x<32,0<x<14,1
350,admin.,married,secondary,yes,no,yes,unknown,feb,success,x>75,-6847<x<3526,x>23,814<x<1627,1<x<16,0<x<14,1
351,self-employed,single,tertiary,no,yes,no,unknown,apr,failure,56<x<75,3526<x<13899,16<x<23,2<x<814,1<x<16,14<x<29,0
352,management,single,tertiary,yes,no,no,telephone,jan,unknown,x>75,3526<x<13899,16<x<23,2<x<814,1<x<16,14<x<29,0
353,unknown,married,tertiary,no,no,yes,unknown,apr,success,37<x<56,3526<x<13899,x>23,2<x<814,16<x<32,0<x<14,1
354,management,divorced,unknown,yes,yes,no,cellular,dec,success,37<x<56,-6847<x<3526,x>23,2<x<814,1<x<16,0<x<14,1
355,unemployed,single,primary,no,yes,no,unknown,oct,other,56<x<75,-6847<x<3526,1<x<8,814<x<1627,1<x<16,0<x<14,1
356,technician,divorced,unknown,no,no,yes,unknown,oct,success,56<x<75,-6847<x<3526,8<x<16,2<x<814,32<x<47,x>43,1
357,technician,divorced,primary,yes,yes,no,telephone,aug,success,56<x<75,-6847<x<3526,8<x<16,814<x<1627,1<x<16,29<x<43,1
358,unknown,married,tertiary,yes,yes,yes,unknown,aug,failure,56<x<75,-6847<x<3526,x<1,814<x<1627,16<x<32,14<x<29,1
359,unemployed,married,unknown,no,no,yes,unknown,jan,failure,37<x<56,-6847<x<3526,x>23,2<x<814,16<x<32,0<x<14,1
360,services,single,secondary,yes,yes,yes,cellular,oct,success,56<x<75,-6847<x<3526,8<x<16,2<x<814,1<x<16,29<x<43,1
361,admin.,married,unknown,no,yes,no,unknown,oct,other,37<x<56,-6847<x<3526,16<x<23,2<x<814,1<x<16,0<x<14,0
362,management,single,secondary,no,yes,yes,unknown,mar,unknown,56<x<75,3526<x<13899,x>23,2<x<814,1<x<16,14<x<29,0
363,blue-collar,divorced,unknown,no,no,yes,telephone,sep,success,37<x<56,-6847<x<3526,1<x<8,814<x<1627,1<x<16,14<x<29,1
364,entrepreneur,single,primary,no,yes,yes,unknown,feb,failure,37<x<56,-6847<x<3526,1<x<8,2<x<814,16<x<32,14<x<29,0
365,unknown,married,unknown,yes,no,no,cellular,may,success,37<x<56,-6847<x<3526,x>23,2<x<814,1<x<16,0<x<14,1
366,technician,single,unknown,yes,no,no,unknown,jan,unknown,x>75,-6847<x<3526,16<x<23,2<x<814,32<x<47,14<x<29,0
367,unemployed,divorced,secondary,no,yes,no,telephone,may,unknown,56<x<75,3526<x<13899,x>23,2<x<814,16<x<32,0<x<14,0
368,services,divorced,primary,yes,yes,no,unknown,mar,success,18<x<37,-6847<x<3526,8<x<16,2<x<814,16<x<32,0<x<14,0
369,student,single,tertiary,yes,yes,no,unknown,sep,other,18<x<37,-6847<x<3526,1<x<8,814<x<1627,1<x<16,0<x<14,1
370,management,single,tertiary,yes,yes,yes,cellular,feb,failure,37<x<56,-6847<x<3526,8<x<16,2<x<814,1<x<16,29<x<43,0
371,self-employed,married,primary,yes,no,no,cellular,feb,failure,18<x<37,3526<x<13899,x>23,2<x<814,16<x<32,x>43,0
372,entrepreneur,divorced,secondary,no,yes,no,telephone,jul,other,18<x<37,-6847<x<3526,8<x<16,2<x<814,16<x<32,0<x<14,1
373,unknown,single,secondary,no,no,yes,telephone,apr,failure,18<x<37,-6847<x<3526,x>23,814<x<1627,16<x<32,0<x<14,1
374,services,divorced,secondary,no,yes,no,telephone,apr,other,56<x<75,-6847<x<3526,1<x<8,2<x<814,x<1,14<x<29,1
375,blue-collar,married,tertiary,yes,yes,no,cellular,aug,failure,x>75,-6847<x<3526,8<x<16,2<x<814,1<x<16,14<x<29,1
376,retired,single,primary,no,yes,no,telephone,aug,success,18<x<37,-6847<x<3526,8<x<16,x>2440,1<x<16,14<x<29,1
377,services,single,tertiary,no,no,yes,unknown,aug,failure,37<x<56,-6847<x<3526,x>23,2<x<814,1<x<16,14<x<29,0
378,technician,single,secondary,yes,yes,yes,unknown,jul,unknown,18<x<37,-6847<x<3526,1<x<8,2<x<814,16<x<32,0<x<14,0
379,student,divorced,secondary,yes,yes,yes,cellular,mar,success,37<x<56,-6847<x<3526,x>23,2<x<814,16<x<32,14<x<29,0
380,blue-collar,divorced,primary,yes,no,no,unknown,mar,failure,18<x<37,-6847<x<3526,8<x<16,2<x<814,16<x<32,14<x<29,0
381,self-employed,married,tertiary,yes,no,yes,telephone,sep,unknown,56<x<75,-6847<x<3526,x>23,2<x<814,16<x<32,0<x<14,1
382,housemaid,married,tertiary,yes,yes,yes,cellular,jun,failure,56<x<75,-6847<x<3526,x>23,814<x<1627,1<x<16,0<x<14,1
383,retired,single,unknown,yes,yes,yes,unknown,mar,other,37<x<56,-6847<x<3526,x>23,814<x<1627,16<x<32,14<x<29,0
384,self-employed,single,primary,no,yes,no,unknown,jul,other,x<18,-6847<x<3526,8<x<16,2<x<814,16<x<32,14<x<29,1
385,self-employed,married,tertiary,no,yes,no,unknown,oct,success,56<x<75,3526<x<13899,x>23,814<x<1627,x>47,14<x<29,1
386,retired,married,tertiary,no,yes,yes,cellular,jul,unknown,37<x<56,3526<x<13899,16<x<23,814<x<1627,1<x<16,0<x<14,0
387,self-employed,married,tertiary,yes,no,no,unknown,sep,success,56<x<75,-6847<x<3526,8<x<16,2<x<814,1<x<16,14<x<29,1
388,retired,married,tertiary,no,yes,yes,cellular,sep,failure,56<x<75,-6847<x<3526,16<x<23,2<x<814,16<x<32,0<x<14,1
389,self-employed,divorced,unknown,yes,yes,yes,telephone,mar,failure,56<x<75,-6847<x<3526,16<x<23,2<x<814,16<x<32,0<x<14,1
390,self-employed,divorced,primary,yes,no,yes,telephone,nov,other,18<x<37,3526<x<13899,8<x<16,1627<x<2440,16<x<32,14<x<29,1
391,entrepreneur,single,tertiary,no,no,no,cellular,jan,success,18<x<37,-6847<x<3526,x>23,814<x<1627,1<x<16,29<x<43,1
392,unemployed,divorced,primary,no,no,yes,unknown,jul,failure,18<x<37,-6847<x<3526,16<x<23,2<x<814,32<x<47,14<x<29,0
393,housemaid,married,tertiary,yes,yes,no,unknown,jan,other,x>75,-6847<x<3526,16<x<23,2<x<814,1<x<16,14<x<29,0
394,technician,divorced,primary,yes,no,yes,cellular,aug,unknown,37<x<56,-6847<x<3526,8<x<16,2<x<814,1<x<16,x>43,0
395,management,married,primary,yes,no,no,telephone,oct,unknown,x>75,-6847<x<3526,x>23,2<x<814,1<x<16,0<x<14,1
396,student,divorced,unknown,no,no,no,unknown,jul,unknown,56<x<75,-6847<x<3526,8<x<16,2<x<814,16<x<32,14<x<29,1
397,unemployed,married,secondary,no,yes,no,cellular,nov,other,x>75,-6847<x<3526,x>23,814<x<1627,16<x<32,0<x<14,1
398,unemployed,divorced,secondary,no,no,yes,cellular,jan,other,x>75,-6847<x<3526,x>23,2<x<814,1<x<16,14<x<29,0
