id,age,country,educational-num,fnlwgt,gender,hours-per-week,race,relationship,workclass,class
366,80,non-US,6,105043,Male,8,White,Other-relative,Local-gov,0
367,70,non-US,1,216657,Male,45,Amer-Indian-Eskimo,Wife,Self-emp-not-inc,0
368,71,non-US,6,198884,Male,62,Black,Husband,Private,0
369,46,US,15,106330,Female,10,Asian-Pac-Islander,Husband,State-gov,0
370,17,US,6,330695,Male,18,Amer-Indian-Eskimo,Other-relative,State-gov,0
371,78,non-US,5,144210,Male,68,White,Not-in-family,State-gov,0
372,62,US,14,176544,Female,65,Other,Unmarried,Local-gov,0
373,17,non-US,16,207173,Male,62,Black,Wife,Never-worked,0
374,28,non-US,16,103121,Male,99,White,Own-child,Private,0
375,69,US,7,143189,Female,72,Black,Other-relative,Self-emp-inc,0
376,22,non-US,2,215395,Female,68,Asian-Pac-Islander,Own-child,Without-pay,0
377,56,non-US,11,373050,Male,43,Amer-Indian-Eskimo,Wife,Without-pay,0
378,72,non-US,12,141490,Male,11,Other,Own-child,Private,0
379,61,non-US,2,323573,Female,60,Amer-Indian-Eskimo,Husband,Self-emp-not-inc,0
380,31,non-US,4,340476,Female,15,Black,Wife,Local-gov,0
381,50,non-US,12,187919,Male,86,Other,Unmarried,Self-emp-not-inc,0
382,34,US,10,209067,Female,48,Amer-Indian-Eskimo,Not-in-family,Private,0
383,26,non-US,11,322144,Male,66,White,Not-in-family,Never-worked,0
384,40,US,14,27979,Male,1,Asian-Pac-Islander,Not-in-family,Self-emp-not-inc,0
385,57,non-US,2,183945,Male,2,White,Husband,Never-worked,0
386,53,US,14,167159,Female,55,Amer-Indian-Eskimo,Other-relative,Without-pay,0
387,17,US,15,136391,Male,63,Asian-Pac-Islander,Husband,State-gov,0
388,59,US,7,206948,Male,95,Other,Unmarried,Self-emp-inc,0
389,49,US,7,126974,Male,64,Other,Husband,Self-emp-inc,1
390,24,US,6,101517,Female,62,Black,Unmarried,Without-pay,0
391,48,non-US,10,394503,Male,5,White,Not-in-family,Local-gov,0
392,26,US,2,265567,Male,21,Black,Wife,Federal-gov,0
393,70,US,6,199240,Female,70,Other,Not-in-family,Self-emp-not-inc,0
394,86,US,3,403391,Female,73,White,Husband,Federal-gov,0
395,27,US,16,303973,Male,98,Asian-Pac-Islander,Not-in-family,Private,0
396,77,US,1,92444,Female,66,Amer-Indian-Eskimo,Not-in-family,Federal-gov,0
397,19,US,1,235683,Female,75,Other,Husband,Private,0
398,33,non-US,5,299119,Female,74,White,Own-child,Local-gov,0
399,81,non-US,5,145401,Male,12,Asian-Pac-Islander,Other-relative,Federal-gov,0
400,46,non-US,3,505119,Female,2,White,Wife,Self-emp-not-inc,0
401,27,non-US,8,329266,Male,85,Amer-Indian-Eskimo,Other-relative,Self-emp-inc,0
402,84,US,12,185847,Male,1,Asian-Pac-Islander,Own-child,Without-pay,0
403,57,US,10,235892,Male,6,Other,Unmarried,Self-emp-not-inc,0
404,22,non-US,7,241367,Male,18,Amer-Indian-Eskimo,Wife,Self-emp-inc,0
405,26,US,1,209538,Male,70,Asian-Pac-Islander,Own-child,Private,0
406,57,non-US,14,256304,Female,99,Asian-Pac-Islander,Own-child,Self-emp-not-inc,0
407,81,US,13,190968,Female,19,White,Wife,Self-emp-inc,0
408,58,US,3,43702,Female,39,Other,Not-in-family,Never-worked,0
409,23,US,14,401832,Male,52,White,Not-in-family,Federal-gov,0
410,36,non-US,1,197060,Female,84,Amer-Indian-Eskimo,Not-in-family,Never-worked,0
411,68,US,14,120041,Male,61,Other,Unmarried,Private,0
412,60,US,8,311311,Female,90,Asian-Pac-Islander,Husband,State-gov,0
413,23,US,11,41879,Male,95,Other,Husband,Without-pay,0
414,75,non-US,2,138105,Female,32,Black,Other-relative,Private,0
415,36,US,6,353352,Male,39,Amer-Indian-Eskimo,Wife,Self-emp-inc,0
416,64,US,7,73333,Female,18,Amer-Indian-Eskimo,Husband,Federal-gov,0
417,42,US,7,341353,Female,75,White,Own-child,Local-gov,0
418,59,US,2,237848,Female,41,Black,Own-child,Federal-gov,0
419,63,US,2,241731,Female,72,Amer-Indian-Eskimo,Own-child,Local-gov,0
420,87,US,10,388252,Female,76,White,Other-relative,Self-emp-inc,0
421,65,non-US,3,83413,Male,30,White,Wife,Federal-gov,0
422,67,US,14,598802,Female,51,Other,Other-relative,Private,0
423,48,non-US,12,299047,Female,81,Other,Own-child,Self-emp-not-inc,0
424,41,US,1,346754,Female,12,Black,Own-child,Never-worked,0
425,47,US,8,298133,Male,48,White,Not-in-family,Never-worked,0
426,19,non-US,5,233955,Female,5,Black,Other-relative,Private,0
427,49,non-US,8,346341,Male,68,Asian-Pac-Islander,Other-relative,Local-gov,0
428,41,non-US,7,247196,Female,78,Black,Not-in-family,Private,0
429,77,US,8,250226,Female,2,White,Other-relative,Local-gov,0
430,46,US,3,283416,Female,65,Black,Other-relative,Without-pay,0
431,20,non-US,2,243636,Male,31,Other,Unmarried,Federal-gov,0
432,55,non-US,8,86745,Male,25,Amer-Indian-Eskimo,Husband,Private,0
433,36,non-US,15,206862,Female,3,Other,Unmarried,Without-pay,0
434,65,US,15,198126,Female,98,White,Wife,Without-pay,1
435,26,non-US,15,137875,Male,52,Amer-Indian-Eskimo,Husband,Federal-gov,0
436,35,non-US,9,279196,Female,37,Asian-Pac-Islander,Not-in-family,Private,0
437,75,non-US,10,192230,Male,67,Black,Husband,Never-worked,0
438,71,non-US,11,113183,Male,73,Black,Not-in-family,Never-worked,0
439,70,non-US,13,93535,Male,19,Amer-Indian-Eskimo,Wife,Local-gov,0
440,78,US,14,116892,Male,61,Other,Own-child,Self-emp-inc,1
441,29,US,3,130812,Male,7,Other,Not-in-family,Private,0
442,64,non-US,4,244473,Male,69,Other,Unmarried,Private,0
443,50,non-US,5,164416,Male,12,White,Own-child,Local-gov,0
444,50,non-US,14,394727,Male,89,Black,Own-child,Self-emp-not-inc,0
445,86,non-US,14,251951,Male,76,Other,Wife,Never-worked,0
446,41,US,6,242670,Male,52,Other,Not-in-family,Federal-gov,1
447,63,US,13,293899,Male,72,White,Not-in-family,Federal-gov,1
448,84,US,10,65018,Female,50,Other,Husband,State-gov,0
449,81,non-US,12,80572,Male,42,Amer-Indian-Eskimo,Own-child,Local-gov,0
450,87,US,11,79702,Female,75,Other,Own-child,Local-gov,0
451,35,US,9,220993,Male,77,Asian-Pac-Islander,Other-relative,Federal-gov,0
452,79,US,15,176219,Male,37,Asian-Pac-Islander,Wife,State-gov,0
453,29,non-US,1,79682,Female,3,Amer-Indian-Eskimo,Wife,State-gov,0
454,32,non-US,16,42901,Female,62,Amer-Indian-Eskimo,Wife,Self-emp-not-inc,0
455,45,non-US,12,351760,Female,80,White,Unmarried,Federal-gov,0
456,21,US,15,267843,Female,59,Other,Wife,Self-emp-not-inc,0
457,61,non-US,16,125550,Female,19,Amer-Indian-Eskimo,Unmarried,Self-emp-inc,0
458,90,US,4,97847,Female,1,White,Unmarried,Private,0
459,56,non-US,12,249249,Female,69,Asian-Pac-Islander,Other-relative,Local-gov,0
460,83,non-US,8,54261,Male,96,Asian-Pac-Islander,Wife,Without-pay,0
461,48,US,6,95450,Female,61,White,Wife,Without-pay,0
462,39,non-US,9,142494,Male,58,White,Own-child,Federal-gov,0
463,42,US,7,26683,Female,28,Black,Other-relative,Local-gov,0
464,24,US,11,143868,Male,65,Black,Other-relative,Private,0
465,62,non-US,5,332154,Male,80,Other,Unmarried,Federal-gov,0
466,27,non-US,10,188738,Male,69,White,Not-in-family,Without-pay,0
467,28,US,16,198830,Male,72,White,Husband,Federal-gov,1
468,47,non-US,13,156000,Female,32,Amer-Indian-Eskimo,Own-child,Private,0
469,53,US,7,48895,Female,7,Black,Husband,Self-emp-inc,0
470,60,non-US,14,144592,Male,90,Asian-Pac-Islander,Own-child,Self-emp-not-inc,0
471,45,non-US,3,167558,Female,32,White,Not-in-family,Self-emp-inc,0
472,54,non-US,10,124950,Male,78,Black,Wife,Self-emp-not-inc,0
473,68,US,8,349910,Female,35,Other,Other-relative,Self-emp-inc,0
474,43,US,1,220678,Female,15,White,Unmarried,Without-pay,0
475,61,US,2,611029,Male,39,Other,Wife,Never-worked,0
476,23,non-US,11,183824,Male,8,Asian-Pac-Islander,Wife,Self-emp-inc,0
477,20,non-US,4,120920,Female,14,Other,Not-in-family,Private,0
478,89,non-US,6,176570,Female,77,Black,Unmarried,Without-pay,0
479,33,non-US,11,313045,Male,58,Amer-Indian-Eskimo,Unmarried,Private,0
480,54,non-US,7,336329,Female,1,Other,Own-child,Self-emp-inc,0
481,54,non-US,16,211299,Female,6,Black,Wife,State-gov,0
482,73,non-US,2,103605,Female,60,Black,Not-in-family,State-gov,0
483,22,US,11,179896,Female,80,Asian-Pac-Islander,Other-relative,Self-emp-not-inc,0
484,54,US,13,245866,Female,35,Other,Not-in-family,Federal-gov,0
485,64,non-US,4,91882,Female,33,Other,Not-in-family,Self-emp-inc,0
486,67,non-US,11,771836,Male,77,Amer-Indian-Eskimo,Not-in-family,Local-gov,0
487,57,non-US,2,227465,Female,82,Other,Wife,Never-worked,0
488,71,non-US,12,109446,Female,96,White,Husband,Never-worked,0
489,28,US,12,29324,Male,98,Other,Husband,State-gov,1
490,87,non-US,3,177018,Male,53,Black,Husband,Without-pay,0
491,20,US,16,419658,Female,72,Other,Husband,Self-emp-inc,0
492,54,US,4,167728,Female,53,Asian-Pac-Islander,Husband,State-gov,0
493,67,non-US,4,953588,Female,8,Amer-Indian-Eskimo,Own-child,Self-emp-inc,0
494,28,US,5,358465,Female,48,Black,Wife,Private,0
495,73,non-US,12,163606,Female,69,White,Not-in-family,Self-emp-inc,0
496,55,non-US,11,96483,Female,23,Amer-Indian-Eskimo,Not-in-family,Self-emp-inc,0
497,83,US,14,157127,Female,21,Black,Not-in-family,State-gov,0
498,26,US,1,100032,Male,37,Asian-Pac-Islander,Own-child,Local-gov,0
499,62,non-US,14,237466,Male,39,Asian-Pac-Islander,Wife,Federal-gov,0
500,24,US,13,344200,Female,1,Black,Own-child,Federal-gov,0
501,19,US,15,188659,Female,47,Amer-Indian-Eskimo,Other-relative,Local-gov,0
502,89,non-US,16,247506,Male,81,Other,Own-child,Never-worked,0
503,27,non-US,1,167835,Female,96,Black,Other-relative,Local-gov,0
504,55,non-US,14,111189,Female,12,Black,Other-relative,Local-gov,0
505,85,non-US,3,394447,Female,9,Asian-Pac-Islander,Not-in-family,Self-emp-not-inc,0
506,90,non-US,10,153416,Female,57,Black,Not-in-family,Without-pay,0
507,72,US,12,50818,Female,31,White,Husband,Self-emp-not-inc,0
508,17,non-US,9,224870,Female,7,Black,Not-in-family,Private,0
509,46,non-US,13,217077,Male,92,Black,Wife,Without-pay,0
510,61,US,8,345831,Female,97,Asian-Pac-Islander,Not-in-family,Self-emp-not-inc,0
511,82,US,9,156008,Female,41,Amer-Indian-Eskimo,Wife,Self-emp-inc,0
512,26,non-US,16,291407,Female,41,Black,Not-in-family,Self-emp-inc,0
513,25,US,1,288216,Female,41,Other,Not-in-family,Self-emp-inc,0
514,60,US,3,406491,Female,43,Amer-Indian-Eskimo,Own-child,Self-emp-inc,0
515,56,non-US,8,505365,Male,14,Asian-Pac-Islander,Own-child,Private,0
516,41,US,13,250988,Female,87,Other,Unmarried,Without-pay,1
517,71,US,16,203376,Male,24,Black,Other-relative,Self-emp-inc,0
518,21,US,10,165309,Female,76,Asian-Pac-Islander,Other-relative,Local-gov,0
519,26,US,13,244478,Male,34,White,Wife,Federal-gov,0
520,68,US,12,76034,Female,64,Asian-Pac-Islander,Husband,Self-emp-inc,0
521,66,US,2,23740,Male,21,Asian-Pac-Islander,Own-child,Private,0
522,28,US,9,395512,Male,81,Amer-Indian-Eskimo,Own-child,Without-pay,0
523,30,US,5,181485,Male,15,White,Own-child,Federal-gov,0
524,45,US,9,146586,Female,40,Other,Not-in-family,Never-worked,0
525,32,US,10,691903,Male,57,White,Husband,Never-worked,1
526,59,US,7,390817,Female,26,Other,Own-child,State-gov,0
527,28,US,9,22975,Male,7,Other,Own-child,State-gov,0
528,60,non-US,15,186666,Female,46,Black,Other-relative,Never-worked,0
529,85,US,3,141453,Female,32,Black,Not-in-family,Self-emp-not-inc,0
530,34,non-US,11,231853,Male,43,White,Unmarried,Without-pay,0
531,17,US,12,384627,Female,74,Black,Own-child,Self-emp-not-inc,0
532,65,US,10,31221,Female,57,Asian-Pac-Islander,Own-child,Self-emp-not-inc,0
533,89,US,15,154583,Female,98,Other,Unmarried,Federal-gov,0
534,71,non-US,14,75785,Female,42,White,Unmarried,Federal-gov,0
535,82,non-US,16,278938,Male,77,Black,Unmarried,Private,0
536,49,US,9,364310,Male,51,Black,Own-child,Without-pay,1
537,33,non-US,10,134242,Female,73,Amer-Indian-Eskimo,Own-child,Without-pay,0
538,33,US,13,258425,Male,42,Amer-Indian-Eskimo,Own-child,Without-pay,0
539,58,US,11,232142,Male,84,Amer-Indian-Eskimo,Other-relative,Without-pay,0
540,24,US,14,78605,Female,9,Black,Husband,Local-gov,0
541,70,US,6,301694,Male,10,Other,Own-child,State-gov,0
542,79,US,11,186369,Female,26,Asian-Pac-Islander,Not-in-family,Federal-gov,0
543,17,non-US,6,74966,Female,92,Other,Unmarried,Never-worked,0
544,48,US,10,123582,Female,48,Amer-Indian-Eskimo,Unmarried,Self-emp-inc,0
545,77,US,7,37591,Female,97,Asian-Pac-Islander,Unmarried,State-gov,0
546,61,US,12,125206,Male,69,Other,Wife,Self-emp-not-inc,1
547,39,non-US,1,203076,Male,72,White,Unmarried,Self-emp-inc,0
548,74,non-US,13,198587,Male,7,Black,Husband,Self-emp-inc,0
549,75,non-US,5,97470,Male,85,Black,Husband,Without-pay,0
550,70,non-US,7,201924,Male,51,Asian-Pac-Islander,Wife,Self-emp-not-inc,0
551,54,US,2,337895,Male,76,Asian-Pac-Islander,Husband,Private,0
552,63,non-US,10,172498,Male,10,White,Husband,Private,0
553,48,US,4,242391,Female,67,White,Own-child,Private,0
554,20,non-US,13,187031,Male,63,Asian-Pac-Islander,Husband,Private,0
555,24,US,7,232586,Female,97,Asian-Pac-Islander,Husband,Self-emp-not-inc,0
556,45,non-US,12,254291,Female,69,Amer-Indian-Eskimo,Own-child,Self-emp-not-inc,0
557,77,US,8,135378,Female,12,White,Wife,Without-pay,0
558,55,US,15,209384,Female,56,Asian-Pac-Islander,Husband,Federal-gov,0
559,80,non-US,8,77905,Male,48,Other,Not-in-family,Federal-gov,0
560,46,US,5,105189,Male,27,Asian-Pac-Islander,Husband,State-gov,0
561,46,non-US,8,146520,Female,23,Other,Unmarried,Without-pay,0
562,67,US,12,179446,Female,29,White,Unmarried,Private,0
563,34,US,6,244771,Male,10,Black,Own-child,State-gov,0
564,17,non-US,11,179422,Male,84,Other,Other-relative,State-gov,0
565,36,non-US,13,27380,Male,62,Other,Not-in-family,Self-emp-not-inc,0
566,48,non-US,15,245073,Male,62,Black,Husband,Without-pay,1
567,68,non-US,1,154935,Female,10,Amer-Indian-Eskimo,Husband,Private,0
568,40,non-US,9,191451,Male,46,Amer-Indian-Eskimo,Husband,Never-worked,0
569,55,US,11,357612,Male,47,White,Not-in-family,Without-pay,1
570,33,US,1,90046,Male,88,Black,Not-in-family,Without-pay,1
571,66,non-US,3,140544,Male,73,Amer-Indian-Eskimo,Own-child,Without-pay,0
572,61,non-US,11,135046,Female,88,Asian-Pac-Islander,Own-child,Federal-gov,0
573,59,US,3,126738,Male,86,White,Not-in-family,Local-gov,1
574,50,non-US,6,223020,Male,84,Black,Husband,Federal-gov,0
575,25,US,15,287031,Female,18,Other,Not-in-family,Local-gov,0
576,57,US,3,64048,Female,62,Amer-Indian-Eskimo,Own-child,Never-worked,0
577,68,non-US,13,272017,Female,21,Asian-Pac-Islander,Own-child,Self-emp-inc,0
578,19,non-US,7,98037,Female,47,Other,Other-relative,State-gov,0
579,18,US,15,339025,Male,78,Other,Other-relative,Self-emp-inc,0
580,46,US,5,280077,Female,37,Black,Other-relative,Self-emp-inc,0
581,19,US,10,447210,Male,70,Asian-Pac-Islander,Other-relative,Never-worked,0
582,61,non-US,16,152889,Female,52,Amer-Indian-Eskimo,Wife,State-gov,0
583,62,US,15,163665,Male,50,White,Other-relative,State-gov,1
584,89,US,8,176663,Male,26,Other,Not-in-family,Never-worked,0
585,72,US,1,242773,Female,36,White,Other-relative,Federal-gov,0
586,89,non-US,13,158827,Female,98,Other,Own-child,Self-emp-inc,0
587,71,non-US,9,50814,Female,84,Other,Unmarried,State-gov,0
588,37,US,8,86505,Female,53,Asian-Pac-Islander,Not-in-family,Self-emp-not-inc,0
589,90,US,3,210311,Male,65,Black,Other-relative,Without-pay,0
590,26,US,1,201412,Female,81,Other,Own-child,Federal-gov,0
591,29,US,13,230136,Male,45,Amer-Indian-Eskimo,Unmarried,Without-pay,0
592,54,US,3,226528,Male,92,Asian-Pac-Islander,Not-in-family,Self-emp-not-inc,0
593,73,US,5,298834,Male,52,Other,Not-in-family,Self-emp-inc,0
594,52,US,11,115831,Male,74,White,Wife,State-gov,1
595,22,US,7,86837,Female,46,Other,Own-child,Federal-gov,0
596,87,US,1,441949,Male,9,Amer-Indian-Eskimo,Wife,Self-emp-inc,0
597,25,US,12,243878,Female,1,Asian-Pac-Islander,Not-in-family,Private,0
598,39,non-US,12,81054,Male,82,White,Other-relative,Never-worked,0
599,26,US,2,35092,Female,62,Amer-Indian-Eskimo,Husband,Self-emp-not-inc,0
600,30,US,1,617860,Female,63,Amer-Indian-Eskimo,Husband,Without-pay,0
601,58,US,15,134286,Male,59,Amer-Indian-Eskimo,Unmarried,State-gov,0
602,22,US,6,49069,Female,89,Asian-Pac-Islander,Unmarried,Self-emp-inc,0
603,68,US,13,242871,Male,35,Asian-Pac-Islander,Other-relative,State-gov,0
604,68,US,8,137344,Female,76,Other,Own-child,Never-worked,0
605,42,US,2,51646,Male,1,Other,Husband,Federal-gov,0
606,61,non-US,5,231672,Female,81,Other,Not-in-family,Without-pay,0
607,36,non-US,9,324254,Male,73,White,Wife,Local-gov,0
608,71,US,15,449576,Female,16,White,Unmarried,State-gov,0
609,32,US,12,193047,Female,77,White,Husband,Never-worked,0
610,86,US,4,337940,Male,52,Other,Own-child,Local-gov,0
611,40,non-US,13,115745,Male,92,White,Own-child,Never-worked,0
612,19,non-US,16,172815,Male,13,Asian-Pac-Islander,Unmarried,Self-emp-inc,0
613,17,US,4,375526,Female,66,Black,Other-relative,Self-emp-inc,0
614,22,non-US,13,115433,Female,69,Black,Other-relative,Self-emp-inc,0
615,28,non-US,9,107405,Female,51,White,Own-child,Never-worked,0
616,17,non-US,14,128055,Male,67,Other,Unmarried,Private,0
617,62,US,13,44675,Female,48,Black,Not-in-family,State-gov,0
618,62,non-US,14,198237,Female,74,Asian-Pac-Islander,Own-child,Local-gov,0
619,58,US,3,195918,Male,47,Amer-Indian-Eskimo,Wife,State-gov,0
620,54,US,14,618191,Female,88,Asian-Pac-Islander,Wife,Local-gov,0
621,84,non-US,10,43408,Male,14,Amer-Indian-Eskimo,Husband,Never-worked,0
622,84,non-US,5,72443,Female,68,Amer-Indian-Eskimo,Not-in-family,Without-pay,0
623,39,non-US,5,229110,Male,82,Black,Other-relative,Self-emp-not-inc,0
624,86,non-US,11,250551,Male,63,Other,Own-child,Self-emp-not-inc,0
625,70,non-US,5,115602,Male,37,Asian-Pac-Islander,Wife,Self-emp-inc,0
626,43,non-US,9,225964,Male,50,Other,Not-in-family,Federal-gov,0
627,57,non-US,9,441227,Female,48,Other,Unmarried,Self-emp-not-inc,0
628,27,non-US,7,112115,Male,59,White,Husband,Federal-gov,0
629,56,non-US,10,268090,Female,64,Asian-Pac-Islander,Other-relative,State-gov,0
630,36,non-US,13,301007,Female,78,Amer-Indian-Eskimo,Husband,Local-gov,0
631,83,US,5,142968,Male,55,Asian-Pac-Islander,Unmarried,Self-emp-not-inc,0
632,40,non-US,5,176867,Male,55,Asian-Pac-Islander,Unmarried,Self-emp-not-inc,0
633,88,US,3,117251,Male,76,White,Other-relative,Self-emp-inc,0
634,38,non-US,12,71807,Female,74,Black,Not-in-family,Private,0
635,58,US,10,178878,Male,52,Amer-Indian-Eskimo,Husband,State-gov,0
636,47,non-US,2,60087,Male,88,White,Not-in-family,Private,0
637,55,non-US,15,176037,Male,92,Asian-Pac-Islander,Unmarried,Self-emp-not-inc,0
638,40,non-US,10,244312,Female,56,Asian-Pac-Islander,Wife,State-gov,0
639,20,US,3,169948,Female,80,Asian-Pac-Islander,Unmarried,Private,0
640,38,non-US,16,179768,Female,56,Asian-Pac-Islander,Wife,Self-emp-not-inc,0
641,45,US,16,232769,Female,34,White,Wife,State-gov,0
642,81,US,6,173175,Male,19,White,Not-in-family,Private,0
643,75,non-US,6,319993,Male,76,White,Husband,Federal-gov,0
644,25,US,3,491862,Female,42,Black,Unmarried,Never-worked,0
645,35,non-US,14,287315,Male,70,White,Husband,Local-gov,1
646,62,US,6,497414,Female,25,White,Other-relative,Local-gov,0
647,57,US,5,109015,Female,73,Other,Other-relative,Federal-gov,0
648,82,non-US,2,186886,Female,95,Other,Unmarried,Federal-gov,0
649,45,non-US,8,69236,Male,75,Black,Not-in-family,Never-worked,0
650,33,non-US,16,106910,Male,79,Other,Unmarried,Never-worked,0
651,18,non-US,12,304960,Female,75,Other,Own-child,Federal-gov,0
652,48,non-US,3,251905,Male,85,Amer-Indian-Eskimo,Other-relative,Local-gov,0
653,76,non-US,2,120985,Female,21,White,Own-child,Local-gov,0
654,32,US,2,177895,Male,73,White,Unmarried,Local-gov,0
655,25,non-US,8,249392,Male,38,Other,Wife,State-gov,0
656,76,non-US,10,237731,Male,33,Black,Own-child,Without-pay,0
657,90,US,12,110073,Female,26,White,Husband,Federal-gov,0
658,60,non-US,3,34739,Male,58,White,Own-child,State-gov,0
659,83,US,11,165737,Female,21,Amer-Indian-Eskimo,Unmarried,Local-gov,0
660,64,non-US,4,238802,Male,12,Other,Unmarried,Private,0
661,22,non-US,2,172063,Female,14,White,Own-child,Self-emp-inc,0
662,40,non-US,9,60485,Female,31,Black,Own-child,Self-emp-not-inc,0
663,90,US,6,339897,Male,91,Amer-Indian-Eskimo,Husband,State-gov,0
664,51,non-US,1,262118,Male,48,Black,Other-relative,Federal-gov,0
665,48,non-US,1,113868,Female,4,Other,Unmarried,Without-pay,0
666,86,non-US,8,342719,Female,19,Other,Husband,Private,0
667,64,US,2,99551,Female,13,Amer-Indian-Eskimo,Unmarried,Local-gov,0
668,76,non-US,15,223580,Male,9,Other,Unmarried,Without-pay,0
669,37,US,8,73493,Female,12,White,Not-in-family,Without-pay,0
670,42,US,8,113823,Male,36,Amer-Indian-Eskimo,Husband,State-gov,0
671,57,US,6,241463,Female,99,Asian-Pac-Islander,Husband,State-gov,0
672,26,non-US,1,278139,Female,56,Asian-Pac-Islander,Husband,Self-emp-inc,0
673,32,US,1,135776,Female,21,Other,Unmarried,Never-worked,0
674,82,US,14,28856,Male,57,Amer-Indian-Eskimo,Other-relative,State-gov,0
675,64,US,10,165505,Male,36,Asian-Pac-Islander,Unmarried,State-gov,0
676,77,US,5,194848,Female,46,Other,Own-child,Federal-gov,0
677,33,US,5,354923,Male,70,Other,Unmarried,Self-emp-inc,0
678,75,US,1,373545,Female,6,Black,Husband,Self-emp-inc,0
679,21,US,10,857532,Female,98,Black,Unmarried,Local-gov,0
680,86,non-US,14,258579,Female,90,Black,Unmarried,Local-gov,0
681,32,US,1,504423,Female,78,White,Unmarried,Never-worked,0
682,26,US,2,128460,Female,85,Amer-Indian-Eskimo,Not-in-family,Local-gov,0
683,25,US,16,140136,Female,14,Asian-Pac-Islander,Wife,Self-emp-inc,0
684,74,US,15,229826,Male,88,White,Husband,State-gov,1
685,59,non-US,2,159303,Female,85,Asian-Pac-Islander,Wife,Never-worked,0
686,50,non-US,9,206535,Male,62,Black,Unmarried,State-gov,0
687,33,non-US,2,215624,Male,25,White,Husband,Never-worked,0
688,33,US,9,218215,Female,28,Amer-Indian-Eskimo,Own-child,Never-worked,0
689,75,non-US,4,48347,Male,1,White,Wife,Local-gov,0
690,21,US,8,284395,Female,90,Other,Not-in-family,Federal-gov,0
691,56,US,12,128715,Female,77,Amer-Indian-Eskimo,Wife,Federal-gov,0
692,56,non-US,2,45546,Female,34,Amer-Indian-Eskimo,Own-child,Federal-gov,0
693,24,US,10,177792,Female,53,Other,Own-child,Self-emp-not-inc,0
694,70,non-US,14,113544,Male,8,Other,Wife,Never-worked,0
695,42,US,7,239171,Female,87,White,Own-child,State-gov,0
696,49,US,2,166634,Male,32,Amer-Indian-Eskimo,Wife,Federal-gov,0
697,51,non-US,7,161510,Female,30,White,Not-in-family,Federal-gov,0
698,66,non-US,7,138962,Male,51,White,Unmarried,Local-gov,0
699,40,US,15,320510,Female,62,Black,Husband,Local-gov,1
700,56,non-US,14,173800,Male,3,Other,Own-child,Private,0
701,31,non-US,7,109231,Female,90,Asian-Pac-Islander,Unmarried,Private,0
702,76,US,16,48718,Female,21,Amer-Indian-Eskimo,Unmarried,Self-emp-not-inc,0
703,64,non-US,10,201766,Female,77,Amer-Indian-Eskimo,Own-child,Never-worked,0
704,61,US,5,193081,Male,35,Asian-Pac-Islander,Other-relative,State-gov,0
705,35,non-US,4,113987,Female,3,Black,Wife,Without-pay,0
706,37,US,9,163582,Male,90,Asian-Pac-Islander,Unmarried,State-gov,0
707,24,non-US,14,215908,Male,43,Asian-Pac-Islander,Own-child,Local-gov,0
708,86,non-US,6,160599,Male,41,Amer-Indian-Eskimo,Not-in-family,Self-emp-not-inc,0
709,59,non-US,2,761800,Female,21,Black,Husband,Private,0
710,77,non-US,3,243829,Male,89,Amer-Indian-Eskimo,Other-relative,Self-emp-not-inc,0
711,19,non-US,5,164423,Female,3,Other,Unmarried,Without-pay,0
712,67,non-US,13,174267,Female,20,Amer-Indian-Eskimo,Unmarried,Without-pay,0
713,21,US,16,331498,Female,88,Amer-Indian-Eskimo,Unmarried,Self-emp-inc,0
714,43,US,2,219835,Female,33,Black,Other-relative,Self-emp-not-inc,0
715,77,non-US,12,191529,Male,55,Amer-Indian-Eskimo,Own-child,Private,0
716,24,non-US,10,372500,Male,90,Amer-Indian-Eskimo,Wife,Self-emp-inc,0
717,90,non-US,1,74305,Male,89,Asian-Pac-Islander,Own-child,Private,0
718,85,US,13,240226,Female,18,White,Husband,Local-gov,0
719,27,non-US,4,307134,Male,90,Black,Own-child,Local-gov,0
720,51,non-US,10,179681,Female,65,Other,Husband,Private,0
721,58,US,7,57679,Male,82,Black,Not-in-family,Private,0
722,17,US,15,313873,Male,98,Amer-Indian-Eskimo,Unmarried,Self-emp-inc,0
723,84,non-US,16,156148,Female,74,Amer-Indian-Eskimo,Not-in-family,Self-emp-inc,0
724,74,US,3,184964,Male,37,Other,Wife,Self-emp-not-inc,0
725,73,non-US,8,328228,Male,99,White,Wife,Local-gov,0
726,21,US,11,147118,Male,55,Other,Husband,Self-emp-not-inc,0
727,66,non-US,11,190653,Female,96,Amer-Indian-Eskimo,Not-in-family,Self-emp-inc,0
728,26,non-US,6,120672,Female,85,Asian-Pac-Islander,Own-child,Self-emp-inc,0
729,19,US,6,248404,Female,10,Amer-Indian-Eskimo,Unmarried,Self-emp-inc,0
730,54,non-US,2,280167,Male,33,White,Other-relative,State-gov,0
731,33,US,9,115496,Male,41,Amer-Indian-Eskimo,Wife,Without-pay,0
732,64,non-US,5,306467,Female,52,Asian-Pac-Islander,Own-child,Federal-gov,0
733,88,non-US,13,98921,Female,32,Other,Husband,Local-gov,0
734,44,non-US,6,103860,Female,62,Asian-Pac-Islander,Husband,State-gov,0
735,49,non-US,10,217750,Female,62,Black,Own-child,Without-pay,0
