id,AnnouncementsView,Discussion,Relation,Semester,StageID,StudentAbsenceDays,VisITedResources,gender,raisedhands,class
440,74,72,Father,S,HighSchool,Under-7,38,F,17,1
441,88,81,Father,F,MiddleSchool,Above-7,99,M,39,1
442,26,36,Father,F,HighSchool,Above-7,98,F,35,1
443,10,14,Mum,F,lowerlevel,Under-7,98,M,10,1
444,56,95,Mum,F,HighSchool,Above-7,64,F,65,1
445,57,69,Father,S,MiddleSchool,Under-7,48,M,20,1
446,79,8,Father,F,MiddleSchool,Under-7,97,F,9,1
447,30,51,Father,S,HighSchool,Under-7,66,M,11,1
448,53,9,Father,S,lowerlevel,Under-7,59,F,49,1
449,23,62,Mum,F,MiddleSchool,Above-7,91,F,89,1
450,10,9,Father,F,lowerlevel,Above-7,75,F,89,0
451,32,65,Father,S,HighSchool,Above-7,82,M,59,1
452,98,91,Mum,F,MiddleSchool,Above-7,61,M,50,1
453,5,20,Father,S,HighSchool,Under-7,91,M,98,1
454,10,17,Mum,F,lowerlevel,Above-7,35,F,42,0
455,9,62,Mum,S,lowerlevel,Above-7,19,F,8,0
456,67,36,Mum,F,lowerlevel,Under-7,95,M,19,1
457,12,33,Father,S,lowerlevel,Under-7,93,F,6,1
458,40,17,Mum,F,HighSchool,Under-7,77,F,66,1
459,62,4,Mum,F,lowerlevel,Above-7,58,F,10,1
460,85,74,Father,S,HighSchool,Under-7,81,F,42,1
461,82,43,Mum,F,lowerlevel,Under-7,31,M,82,1
462,56,71,Mum,F,HighSchool,Under-7,14,M,1,1
463,59,95,Father,S,MiddleSchool,Above-7,11,M,20,0
464,60,23,Father,S,MiddleSchool,Under-7,15,F,4,1
465,83,26,Father,F,lowerlevel,Under-7,80,M,25,1
466,33,51,Father,F,HighSchool,Under-7,36,M,84,1
467,16,89,Father,F,HighSchool,Under-7,35,F,67,1
468,28,8,Mum,S,MiddleSchool,Under-7,98,M,76,1
469,75,65,Father,S,MiddleSchool,Above-7,41,M,85,1
470,45,82,Mum,F,lowerlevel,Under-7,21,F,72,1
471,83,83,Mum,S,MiddleSchool,Under-7,11,F,80,1
472,5,39,Mum,S,HighSchool,Under-7,95,M,4,1
473,58,95,Mum,F,HighSchool,Under-7,0,F,12,1
474,36,75,Father,F,MiddleSchool,Under-7,87,M,6,1
475,80,26,Mum,F,MiddleSchool,Above-7,89,M,35,1
476,93,17,Mum,S,HighSchool,Above-7,41,M,25,1
477,91,85,Mum,S,HighSchool,Above-7,92,M,61,1
478,38,50,Mum,S,MiddleSchool,Under-7,96,F,65,1
479,18,96,Father,S,HighSchool,Above-7,26,F,85,0
480,39,55,Father,S,HighSchool,Above-7,18,M,71,1
481,53,51,Mum,S,HighSchool,Above-7,97,M,67,1
482,95,28,Father,S,MiddleSchool,Under-7,68,M,50,1
483,3,85,Mum,F,lowerlevel,Under-7,6,F,51,1
484,33,68,Mum,F,HighSchool,Under-7,10,M,32,1
485,40,50,Father,S,HighSchool,Above-7,92,M,22,1
486,11,79,Father,F,HighSchool,Under-7,52,F,19,1
487,11,77,Mum,S,MiddleSchool,Under-7,7,F,49,1
488,10,84,Mum,F,lowerlevel,Above-7,72,F,62,0
489,4,10,Father,S,MiddleSchool,Under-7,30,F,28,1
490,17,8,Mum,S,lowerlevel,Under-7,75,F,4,1
491,28,19,Father,S,MiddleSchool,Under-7,75,F,67,1
492,10,17,Father,F,lowerlevel,Above-7,79,F,11,1
493,56,93,Mum,S,MiddleSchool,Above-7,48,M,35,1
494,17,72,Father,F,lowerlevel,Under-7,52,M,96,1
495,85,94,Father,S,lowerlevel,Above-7,39,F,55,1
496,39,27,Mum,S,lowerlevel,Above-7,5,M,14,0
497,65,51,Father,F,HighSchool,Under-7,99,F,88,1
498,12,93,Father,S,MiddleSchool,Above-7,81,M,88,1
499,88,49,Mum,F,MiddleSchool,Above-7,40,F,100,1
500,7,93,Mum,S,MiddleSchool,Under-7,70,M,15,1
501,4,1,Father,S,HighSchool,Under-7,90,M,65,1
502,3,97,Mum,F,lowerlevel,Above-7,82,F,6,1
503,83,61,Mum,S,HighSchool,Under-7,86,M,70,1
504,71,89,Mum,F,HighSchool,Under-7,89,F,2,1
505,88,27,Father,F,MiddleSchool,Above-7,94,M,72,1
506,30,23,Father,S,lowerlevel,Above-7,62,M,59,1
507,25,86,Mum,F,HighSchool,Under-7,18,M,78,1
508,0,36,Mum,F,MiddleSchool,Above-7,84,F,28,1
509,35,73,Mum,F,MiddleSchool,Under-7,6,M,98,1
510,45,11,Father,F,HighSchool,Above-7,17,M,7,0
511,53,90,Father,F,lowerlevel,Under-7,15,M,8,1
512,57,48,Mum,S,lowerlevel,Under-7,42,M,18,1
513,98,32,Mum,S,HighSchool,Under-7,99,F,23,1
514,28,94,Mum,S,lowerlevel,Under-7,30,M,75,1
515,52,14,Father,F,lowerlevel,Above-7,62,M,82,1
516,35,68,Mum,F,lowerlevel,Above-7,69,M,67,1
517,10,59,Father,F,HighSchool,Above-7,93,M,40,1
518,34,9,Mum,S,HighSchool,Above-7,79,M,35,1
519,48,90,Father,F,MiddleSchool,Above-7,95,F,15,1
520,63,93,Father,F,HighSchool,Above-7,81,M,77,1
521,2,51,Mum,S,MiddleSchool,Under-7,19,M,9,0
522,29,88,Father,S,HighSchool,Above-7,96,F,96,1
523,9,86,Father,S,HighSchool,Under-7,95,M,13,1
524,38,69,Father,F,MiddleSchool,Under-7,28,M,57,1
525,51,77,Father,F,HighSchool,Under-7,60,M,99,1
526,21,40,Mum,F,HighSchool,Above-7,24,M,88,0
527,63,89,Father,F,HighSchool,Under-7,86,F,41,1
528,87,72,Father,S,HighSchool,Above-7,54,M,88,1
529,98,81,Father,S,MiddleSchool,Under-7,42,M,67,1
530,65,60,Father,F,MiddleSchool,Above-7,8,M,96,0
531,11,69,Mum,S,lowerlevel,Above-7,97,F,82,1
532,41,62,Father,F,MiddleSchool,Above-7,40,M,67,1
533,17,60,Mum,F,MiddleSchool,Under-7,62,F,45,1
534,43,91,Mum,F,lowerlevel,Under-7,22,M,97,1
535,4,29,Mum,F,MiddleSchool,Under-7,5,M,84,1
536,88,44,Father,F,lowerlevel,Above-7,89,M,0,1
537,58,61,Father,S,lowerlevel,Under-7,39,M,70,1
538,83,24,Mum,S,MiddleSchool,Under-7,93,F,24,1
539,88,85,Father,F,HighSchool,Above-7,16,M,25,1
540,51,13,Mum,F,HighSchool,Above-7,80,M,79,1
541,85,12,Mum,S,HighSchool,Under-7,79,M,36,1
542,36,17,Father,F,MiddleSchool,Above-7,72,M,66,1
543,10,83,Mum,F,MiddleSchool,Under-7,3,M,30,1
544,9,84,Mum,S,lowerlevel,Under-7,25,F,11,1
545,80,60,Father,S,MiddleSchool,Under-7,48,F,81,1
546,5,91,Mum,F,HighSchool,Above-7,86,M,59,1
547,55,13,Father,F,HighSchool,Under-7,70,M,16,1
548,49,3,Father,F,lowerlevel,Above-7,27,M,12,0
549,79,32,Mum,S,MiddleSchool,Above-7,59,F,17,1
550,71,27,Father,S,lowerlevel,Under-7,59,F,20,1
551,87,12,Mum,S,MiddleSchool,Above-7,83,M,74,1
552,51,7,Father,F,MiddleSchool,Above-7,14,F,41,1
553,4,29,Father,S,lowerlevel,Above-7,59,M,99,0
554,50,27,Father,S,MiddleSchool,Above-7,59,M,90,1
555,18,58,Mum,F,lowerlevel,Under-7,50,F,85,1
556,26,27,Father,S,lowerlevel,Above-7,2,F,41,0
557,21,45,Father,F,HighSchool,Above-7,65,F,18,0
558,0,62,Father,F,lowerlevel,Under-7,83,M,60,1
559,24,94,Mum,F,HighSchool,Above-7,30,M,82,1
560,16,51,Father,S,MiddleSchool,Above-7,89,M,49,1
561,11,59,Father,F,MiddleSchool,Under-7,3,F,21,1
562,74,34,Father,F,HighSchool,Under-7,89,M,55,1
563,64,48,Mum,F,MiddleSchool,Under-7,41,F,66,1
564,1,91,Mum,S,MiddleSchool,Above-7,87,F,17,1
565,25,35,Mum,F,lowerlevel,Under-7,42,M,73,1
566,43,25,Mum,F,HighSchool,Under-7,27,M,87,1
567,75,33,Father,S,MiddleSchool,Under-7,41,M,66,1
568,71,10,Mum,S,HighSchool,Above-7,22,F,40,1
569,75,41,Mum,S,MiddleSchool,Above-7,57,F,79,1
570,71,36,Father,F,lowerlevel,Under-7,9,M,11,1
571,37,60,Mum,F,MiddleSchool,Above-7,21,M,65,1
572,66,37,Mum,F,lowerlevel,Above-7,19,M,92,1
573,2,84,Father,S,HighSchool,Under-7,29,M,6,0
574,8,64,Father,F,lowerlevel,Under-7,65,M,92,1
575,43,6,Father,F,lowerlevel,Above-7,65,F,7,1
576,42,46,Mum,F,MiddleSchool,Under-7,82,F,82,1
577,11,10,Father,F,lowerlevel,Above-7,41,M,74,1
578,74,31,Father,S,lowerlevel,Under-7,96,F,4,1
579,46,82,Father,S,HighSchool,Under-7,61,M,23,1
580,77,23,Father,S,lowerlevel,Under-7,55,M,23,1
581,34,58,Mum,S,lowerlevel,Under-7,50,F,98,1
582,75,8,Mum,F,MiddleSchool,Under-7,60,M,18,1
583,91,16,Father,F,HighSchool,Under-7,1,M,35,1
584,55,79,Mum,F,lowerlevel,Under-7,90,M,85,1
585,95,61,Father,F,HighSchool,Under-7,22,M,8,1
586,74,74,Mum,S,HighSchool,Under-7,3,F,12,1
587,55,57,Father,S,lowerlevel,Above-7,3,F,42,0
588,57,35,Father,S,lowerlevel,Above-7,11,F,96,0
589,59,60,Father,F,lowerlevel,Above-7,59,F,95,1
590,11,76,Father,S,HighSchool,Under-7,78,F,87,1
591,45,7,Mum,S,HighSchool,Under-7,82,F,88,1
592,55,55,Father,S,HighSchool,Above-7,78,F,72,1
593,73,90,Mum,F,HighSchool,Under-7,96,F,96,1
594,14,46,Mum,S,MiddleSchool,Above-7,13,F,14,0
595,24,85,Father,F,HighSchool,Under-7,15,M,88,1
596,7,43,Father,F,HighSchool,Under-7,26,F,18,1
597,1,90,Mum,S,lowerlevel,Above-7,36,M,60,0
598,15,82,Mum,S,MiddleSchool,Above-7,54,M,97,1
599,62,55,Father,F,HighSchool,Above-7,10,F,23,0
600,7,51,Father,F,HighSchool,Above-7,8,F,4,0
601,28,6,Mum,F,HighSchool,Above-7,0,M,29,0
602,91,29,Mum,S,HighSchool,Above-7,79,M,84,1
603,41,55,Mum,S,lowerlevel,Under-7,29,F,74,1
604,60,64,Mum,S,MiddleSchool,Above-7,7,M,67,0
605,4,66,Mum,F,HighSchool,Above-7,82,M,73,1
606,13,81,Mum,S,MiddleSchool,Above-7,24,M,49,0
607,65,35,Mum,S,lowerlevel,Under-7,92,M,74,1
608,8,6,Father,F,HighSchool,Under-7,9,F,42,1
609,98,92,Father,S,HighSchool,Under-7,24,M,19,1
610,24,66,Father,S,MiddleSchool,Under-7,88,M,66,1
611,89,58,Mum,S,MiddleSchool,Under-7,21,F,25,1
612,9,74,Father,S,HighSchool,Under-7,54,M,85,1
613,30,23,Mum,S,MiddleSchool,Above-7,70,M,14,1
614,30,20,Mum,S,HighSchool,Above-7,74,M,77,1
615,55,7,Father,F,HighSchool,Under-7,88,F,15,1
616,49,62,Mum,F,lowerlevel,Under-7,81,M,86,1
617,1,21,Father,S,HighSchool,Under-7,95,F,27,1
618,42,64,Mum,F,MiddleSchool,Above-7,64,F,100,1
619,23,32,Mum,S,HighSchool,Above-7,75,F,65,1
620,15,30,Mum,F,MiddleSchool,Under-7,24,F,20,1
621,79,28,Mum,S,HighSchool,Under-7,8,M,23,1
622,10,38,Father,S,HighSchool,Under-7,66,F,71,1
623,67,16,Mum,S,HighSchool,Above-7,68,F,3,1
624,87,28,Father,F,HighSchool,Under-7,69,F,19,1
625,0,7,Mum,S,MiddleSchool,Under-7,64,M,33,1
626,60,75,Father,F,lowerlevel,Above-7,22,M,32,1
627,73,44,Mum,F,MiddleSchool,Under-7,26,M,92,1
628,95,5,Mum,F,HighSchool,Above-7,20,M,88,1
629,43,4,Father,S,HighSchool,Above-7,14,M,22,0
630,65,25,Father,F,lowerlevel,Above-7,10,M,83,0
631,72,40,Mum,F,MiddleSchool,Under-7,66,F,89,1
632,14,99,Mum,F,lowerlevel,Under-7,57,F,1,1
633,36,40,Father,F,lowerlevel,Under-7,33,F,7,1
634,88,97,Father,F,HighSchool,Above-7,28,M,27,1
635,28,93,Father,F,MiddleSchool,Under-7,70,M,45,1
636,37,8,Father,F,MiddleSchool,Above-7,95,M,8,1
637,33,33,Father,S,lowerlevel,Above-7,66,M,14,1
638,9,73,Father,F,lowerlevel,Above-7,15,F,86,0
639,88,32,Father,F,lowerlevel,Under-7,28,F,74,1
640,79,7,Mum,S,HighSchool,Above-7,84,F,5,1
641,67,99,Mum,S,MiddleSchool,Under-7,81,F,5,1
642,54,8,Father,S,lowerlevel,Above-7,65,F,15,1
643,67,28,Mum,S,HighSchool,Above-7,82,M,15,1
644,60,27,Mum,F,lowerlevel,Under-7,80,F,88,1
645,71,22,Mum,S,HighSchool,Under-7,35,F,78,1
646,80,90,Mum,F,MiddleSchool,Under-7,29,F,73,1
647,48,70,Mum,F,HighSchool,Above-7,58,F,15,1
648,9,5,Mum,F,HighSchool,Under-7,6,F,87,1
649,91,88,Mum,F,MiddleSchool,Above-7,15,M,24,1
650,2,14,Mum,S,lowerlevel,Above-7,15,F,12,0
651,93,26,Mum,S,lowerlevel,Under-7,88,M,57,1
652,1,71,Mum,S,HighSchool,Under-7,70,M,67,1
653,85,62,Mum,S,HighSchool,Under-7,44,M,8,1
654,76,83,Father,F,lowerlevel,Above-7,35,M,40,1
655,6,95,Mum,F,HighSchool,Above-7,38,F,21,0
656,28,81,Father,F,HighSchool,Under-7,31,F,95,1
657,15,97,Mum,S,MiddleSchool,Above-7,79,F,25,1
658,2,11,Mum,F,lowerlevel,Above-7,81,F,70,1
659,52,65,Mum,S,MiddleSchool,Above-7,90,F,13,1
660,34,61,Mum,F,MiddleSchool,Above-7,80,M,1,1
661,24,39,Mum,S,HighSchool,Above-7,63,F,17,1
662,42,46,Mum,F,MiddleSchool,Above-7,97,F,59,1
663,56,85,Father,S,HighSchool,Above-7,11,M,40,0
664,66,85,Father,S,MiddleSchool,Under-7,41,M,25,1
665,56,7,Father,S,HighSchool,Above-7,36,M,30,1
666,20,8,Mum,S,MiddleSchool,Under-7,18,F,10,1
667,28,66,Mum,S,MiddleSchool,Under-7,64,F,75,1
668,38,30,Mum,S,MiddleSchool,Under-7,92,F,3,1
669,12,1,Father,S,HighSchool,Above-7,78,F,90,1
670,79,21,Father,F,HighSchool,Under-7,77,M,36,1
671,76,12,Father,S,MiddleSchool,Above-7,95,F,8,1
672,52,34,Father,S,lowerlevel,Above-7,79,M,41,1
673,65,44,Father,F,lowerlevel,Above-7,9,M,21,0
674,57,28,Father,S,MiddleSchool,Above-7,13,F,9,0
675,93,19,Father,S,HighSchool,Above-7,9,F,69,0
676,31,90,Father,F,MiddleSchool,Under-7,96,F,9,1
677,13,94,Father,S,MiddleSchool,Above-7,78,F,97,1
678,45,16,Father,F,MiddleSchool,Above-7,11,F,40,0
679,15,50,Mum,F,lowerlevel,Under-7,57,F,5,1
680,39,48,Father,S,MiddleSchool,Above-7,1,M,85,0
681,76,28,Father,F,MiddleSchool,Above-7,54,M,35,1
682,88,94,Mum,F,HighSchool,Above-7,50,M,5,1
683,35,11,Father,S,HighSchool,Above-7,31,M,75,1
684,32,2,Father,F,lowerlevel,Above-7,3,M,36,0
685,57,40,Mum,S,lowerlevel,Above-7,17,F,51,1
686,58,9,Father,S,lowerlevel,Above-7,40,M,11,1
687,4,66,Father,F,HighSchool,Under-7,77,F,28,1
688,4,9,Father,F,lowerlevel,Under-7,5,M,6,0
689,60,71,Father,S,HighSchool,Under-7,82,M,81,1
690,20,44,Father,F,lowerlevel,Above-7,55,F,19,0
691,86,27,Father,F,HighSchool,Under-7,30,M,60,1
692,85,63,Mum,F,HighSchool,Under-7,9,F,74,1
693,85,64,Mum,F,lowerlevel,Under-7,58,F,7,1
694,80,8,Mum,S,HighSchool,Above-7,3,M,84,0
695,43,91,Father,S,HighSchool,Under-7,74,M,79,1
696,24,17,Father,S,HighSchool,Under-7,27,M,4,1
697,18,97,Mum,S,MiddleSchool,Above-7,89,F,88,1
698,2,32,Mum,S,MiddleSchool,Under-7,65,M,11,1
699,11,92,Mum,S,lowerlevel,Above-7,76,M,96,1
700,8,14,Mum,F,MiddleSchool,Above-7,60,F,5,0
701,55,33,Mum,S,MiddleSchool,Above-7,78,F,60,1
702,23,4,Mum,S,MiddleSchool,Under-7,3,M,1,1
703,60,4,Mum,S,MiddleSchool,Under-7,3,M,8,1
704,88,25,Father,S,HighSchool,Above-7,64,M,99,1
705,78,38,Father,S,MiddleSchool,Under-7,25,M,89,1
706,82,17,Father,F,lowerlevel,Under-7,70,F,15,1
707,52,93,Mum,F,MiddleSchool,Under-7,17,F,57,1
708,43,23,Father,S,lowerlevel,Above-7,66,F,39,1
709,38,15,Mum,F,MiddleSchool,Under-7,9,M,67,1
710,2,49,Father,F,HighSchool,Under-7,11,M,62,1
711,35,93,Mum,S,MiddleSchool,Under-7,48,F,60,1
712,37,55,Mum,S,lowerlevel,Under-7,88,M,6,1
713,55,28,Mum,S,HighSchool,Under-7,66,F,14,1
714,72,27,Mum,F,HighSchool,Under-7,7,F,76,1
715,95,45,Mum,F,MiddleSchool,Above-7,59,F,4,1
716,12,74,Father,S,MiddleSchool,Under-7,59,F,6,1
717,56,81,Mum,S,lowerlevel,Above-7,99,M,100,1
718,69,7,Mum,F,lowerlevel,Under-7,72,M,13,1
719,95,10,Father,F,MiddleSchool,Above-7,21,F,84,1
720,59,86,Mum,F,MiddleSchool,Above-7,92,F,33,1
721,74,82,Mum,F,MiddleSchool,Above-7,42,F,51,1
722,73,65,Mum,F,MiddleSchool,Above-7,36,F,75,1
723,64,64,Father,F,HighSchool,Under-7,58,F,79,1
724,93,59,Father,S,MiddleSchool,Under-7,57,F,30,1
725,77,48,Mum,F,HighSchool,Above-7,65,F,21,1
726,31,63,Mum,S,MiddleSchool,Under-7,38,F,6,1
727,55,21,Mum,S,lowerlevel,Under-7,99,F,67,1
728,15,37,Father,S,HighSchool,Above-7,31,M,13,0
729,0,83,Father,F,lowerlevel,Under-7,61,M,62,1
730,63,63,Father,F,HighSchool,Under-7,95,F,76,1
731,7,24,Father,S,HighSchool,Under-7,38,F,29,1
732,60,13,Mum,S,HighSchool,Above-7,29,M,17,0
733,93,97,Father,S,HighSchool,Above-7,71,F,97,1
734,56,64,Mum,F,lowerlevel,Under-7,85,F,95,1
735,4,39,Father,S,HighSchool,Above-7,55,M,100,0
736,54,65,Mum,F,HighSchool,Under-7,52,M,70,1
737,79,36,Father,S,HighSchool,Under-7,66,F,77,1
738,57,5,Mum,S,MiddleSchool,Under-7,22,M,57,1
739,19,62,Father,F,HighSchool,Under-7,55,M,25,1
740,34,63,Father,S,MiddleSchool,Above-7,93,F,11,1
741,13,39,Mum,F,lowerlevel,Above-7,84,F,69,1
742,16,68,Mum,S,HighSchool,Under-7,98,F,42,1
743,28,66,Father,F,lowerlevel,Under-7,34,M,1,1
744,83,37,Father,F,lowerlevel,Above-7,93,F,1,1
745,88,23,Mum,F,lowerlevel,Under-7,68,F,33,1
746,67,59,Mum,S,MiddleSchool,Above-7,25,F,40,1
747,12,97,Father,F,HighSchool,Under-7,7,F,59,1
748,41,43,Mum,F,lowerlevel,Above-7,0,F,71,0
749,74,22,Father,F,HighSchool,Under-7,44,M,65,1
750,93,14,Father,F,MiddleSchool,Under-7,3,M,32,1
751,11,81,Mum,F,lowerlevel,Above-7,36,M,57,0
752,85,76,Father,S,HighSchool,Above-7,69,M,30,1
753,10,39,Father,S,MiddleSchool,Above-7,27,F,17,0
754,11,84,Mum,F,MiddleSchool,Above-7,15,F,89,0
755,58,25,Mum,F,MiddleSchool,Above-7,90,F,5,1
756,35,1,Father,F,HighSchool,Above-7,50,M,100,1
757,42,7,Father,S,HighSchool,Under-7,9,F,78,1
758,51,81,Mum,F,HighSchool,Above-7,75,F,78,1
759,46,6,Mum,S,HighSchool,Under-7,25,F,17,1
760,37,69,Mum,S,MiddleSchool,Above-7,80,F,78,1
761,64,38,Father,F,MiddleSchool,Above-7,61,F,24,1
762,17,96,Father,F,lowerlevel,Under-7,39,M,20,1
763,55,93,Father,S,MiddleSchool,Above-7,28,M,7,0
764,82,72,Mum,F,lowerlevel,Above-7,83,M,70,1
765,77,38,Father,F,HighSchool,Above-7,19,M,92,1
766,88,25,Father,F,HighSchool,Under-7,96,F,40,1
767,67,94,Father,F,HighSchool,Above-7,6,F,84,0
768,69,22,Father,F,HighSchool,Above-7,82,M,13,1
769,9,69,Mum,S,lowerlevel,Above-7,72,M,86,0
770,71,48,Mum,F,MiddleSchool,Above-7,99,F,97,1
771,95,39,Mum,F,HighSchool,Above-7,11,F,82,0
772,37,6,Mum,S,HighSchool,Above-7,48,M,41,1
773,41,15,Mum,F,MiddleSchool,Above-7,66,M,55,1
774,18,83,Mum,F,lowerlevel,Under-7,50,M,5,1
775,21,81,Mum,F,MiddleSchool,Above-7,29,F,24,0
776,71,20,Father,F,HighSchool,Above-7,98,M,6,1
777,6,45,Mum,F,lowerlevel,Under-7,48,M,55,1
778,48,7,Father,S,MiddleSchool,Under-7,79,M,52,1
779,53,85,Mum,S,HighSchool,Above-7,28,M,42,1
780,0,1,Father,F,lowerlevel,Above-7,8,F,21,0
781,11,92,Mum,S,lowerlevel,Under-7,13,F,100,1
782,59,38,Father,S,lowerlevel,Above-7,11,M,51,0
783,88,93,Father,F,HighSchool,Under-7,33,M,41,1
784,58,9,Father,F,HighSchool,Under-7,89,F,88,1
785,6,69,Father,S,HighSchool,Under-7,4,M,45,1
786,93,79,Father,S,HighSchool,Above-7,26,F,23,0
787,34,43,Father,S,MiddleSchool,Above-7,14,F,28,1
788,76,89,Mum,S,MiddleSchool,Above-7,57,M,40,1
789,11,84,Father,F,MiddleSchool,Above-7,86,M,57,1
790,18,12,Mum,F,MiddleSchool,Under-7,38,F,1,1
791,98,49,Father,F,MiddleSchool,Under-7,44,M,87,1
792,80,58,Mum,F,HighSchool,Under-7,12,M,96,1
793,19,15,Father,F,HighSchool,Above-7,22,F,100,0
794,44,12,Father,S,lowerlevel,Above-7,22,F,21,0
795,62,92,Father,F,lowerlevel,Under-7,22,M,36,1
796,38,2,Father,F,lowerlevel,Above-7,93,M,11,1
797,79,91,Mum,F,HighSchool,Above-7,77,F,16,1
798,9,80,Mum,S,MiddleSchool,Above-7,81,F,36,1
799,73,8,Mum,F,HighSchool,Under-7,38,M,71,1
800,12,99,Father,S,MiddleSchool,Under-7,91,M,28,1
801,77,99,Mum,F,lowerlevel,Under-7,26,M,71,1
802,89,11,Father,F,lowerlevel,Under-7,62,M,78,1
803,32,35,Mum,F,HighSchool,Under-7,92,M,76,1
804,87,71,Father,F,lowerlevel,Under-7,27,F,24,1
805,25,5,Father,F,HighSchool,Under-7,25,F,90,1
806,65,22,Mum,F,HighSchool,Above-7,85,M,83,1
807,23,99,Father,S,HighSchool,Above-7,29,M,71,1
808,21,90,Father,F,lowerlevel,Above-7,36,F,88,0
809,98,94,Mum,S,HighSchool,Above-7,41,F,16,1
810,31,75,Father,S,MiddleSchool,Above-7,18,M,87,1
811,43,61,Mum,S,HighSchool,Under-7,15,F,3,1
812,42,16,Father,S,lowerlevel,Above-7,5,M,92,0
813,50,4,Mum,F,MiddleSchool,Under-7,66,F,29,1
814,14,65,Mum,F,MiddleSchool,Under-7,94,F,77,1
815,80,89,Mum,S,MiddleSchool,Above-7,42,M,67,1
816,30,72,Mum,S,MiddleSchool,Above-7,75,M,57,1
817,75,66,Mum,F,MiddleSchool,Above-7,75,F,100,1
818,49,31,Father,F,MiddleSchool,Above-7,72,M,4,1
819,33,59,Father,F,lowerlevel,Above-7,65,F,85,1
820,51,86,Father,F,lowerlevel,Above-7,51,F,87,1
821,78,73,Mum,F,HighSchool,Under-7,68,M,80,1
822,7,85,Father,F,HighSchool,Above-7,33,F,28,0
823,65,8,Father,S,MiddleSchool,Above-7,39,F,85,1
824,48,88,Father,S,HighSchool,Above-7,6,M,49,0
825,79,58,Father,F,MiddleSchool,Under-7,79,M,61,1
826,82,43,Father,S,lowerlevel,Above-7,40,F,62,1
827,65,25,Mum,S,MiddleSchool,Above-7,59,M,78,1
828,48,28,Mum,F,MiddleSchool,Under-7,77,M,81,1
829,44,73,Father,F,HighSchool,Under-7,55,M,65,1
830,82,31,Father,F,HighSchool,Above-7,20,M,49,1
831,65,15,Father,S,lowerlevel,Under-7,22,M,89,1
832,21,62,Father,S,MiddleSchool,Under-7,44,F,16,1
833,43,35,Mum,F,lowerlevel,Above-7,87,F,51,1
834,2,62,Father,F,HighSchool,Under-7,80,M,92,1
835,4,36,Father,F,MiddleSchool,Above-7,2,M,1,0
836,72,12,Father,S,lowerlevel,Above-7,54,M,60,1
837,72,32,Father,F,lowerlevel,Above-7,42,F,2,1
838,15,13,Mum,F,lowerlevel,Under-7,54,M,76,1
839,0,71,Mum,F,MiddleSchool,Under-7,40,M,65,1
840,37,5,Father,F,HighSchool,Under-7,85,F,85,1
841,87,27,Father,S,MiddleSchool,Above-7,89,F,86,1
842,77,33,Father,S,lowerlevel,Above-7,14,F,10,0
843,22,65,Father,F,lowerlevel,Above-7,55,M,12,1
844,15,44,Father,F,MiddleSchool,Under-7,41,M,83,1
845,15,34,Father,F,HighSchool,Under-7,68,M,3,1
846,79,7,Father,F,HighSchool,Under-7,8,M,82,1
847,33,34,Father,S,MiddleSchool,Under-7,98,F,8,1
848,55,96,Father,F,lowerlevel,Above-7,42,F,82,1
849,93,7,Mum,F,lowerlevel,Above-7,43,M,35,1
850,48,28,Mum,S,MiddleSchool,Under-7,9,M,88,1
851,73,80,Father,F,lowerlevel,Under-7,36,M,6,1
852,1,58,Mum,S,MiddleSchool,Under-7,52,M,24,1
853,13,1,Father,S,MiddleSchool,Under-7,98,M,75,1
854,74,50,Father,F,MiddleSchool,Above-7,30,M,21,0
855,38,14,Father,F,HighSchool,Under-7,20,M,51,1
856,17,23,Mum,S,lowerlevel,Above-7,59,M,1,0
857,1,49,Mum,S,MiddleSchool,Above-7,99,F,33,1
858,22,14,Father,S,MiddleSchool,Under-7,78,F,65,1
859,15,10,Father,S,HighSchool,Above-7,51,M,95,1
860,38,51,Father,F,MiddleSchool,Above-7,24,F,23,0
861,78,96,Mum,F,HighSchool,Under-7,71,F,41,1
862,62,80,Father,F,HighSchool,Under-7,69,M,5,1
863,7,94,Mum,S,HighSchool,Above-7,10,M,66,0
864,35,96,Father,F,HighSchool,Under-7,64,F,40,1
865,17,44,Father,S,lowerlevel,Under-7,1,M,89,1
866,5,94,Father,S,lowerlevel,Under-7,7,M,77,1
867,45,76,Father,S,lowerlevel,Under-7,86,F,95,1
868,30,77,Father,F,HighSchool,Above-7,94,M,65,1
869,59,63,Mum,S,HighSchool,Under-7,7,M,84,1
870,39,69,Mum,S,MiddleSchool,Above-7,38,M,17,1
871,56,58,Mum,F,MiddleSchool,Under-7,80,M,97,1
872,4,80,Father,F,HighSchool,Under-7,69,M,5,0
873,22,75,Mum,S,MiddleSchool,Above-7,1,M,59,0
874,33,74,Father,F,MiddleSchool,Under-7,42,F,84,1
875,38,15,Mum,F,HighSchool,Under-7,72,M,23,1
876,8,6,Mum,F,HighSchool,Above-7,63,M,80,0
877,11,48,Father,F,lowerlevel,Above-7,28,M,27,0
878,79,93,Father,S,lowerlevel,Under-7,1,F,66,1
879,11,53,Father,F,MiddleSchool,Under-7,0,F,19,1
880,71,34,Mum,F,MiddleSchool,Above-7,2,F,18,0
881,64,84,Father,S,HighSchool,Above-7,17,F,10,0
882,80,95,Mum,F,MiddleSchool,Under-7,94,M,2,1
