age,workclass,fnlwgt,education,marital-status,race,sex,hours-per-week,country,class
52,State-gov,71344,14,Married-civ-spouse,White,Male,40,US,0
21,State-gov,341410,10,Never-married,White,Female,15,US,0
33,Private,118941,13,Married-civ-spouse,White,Female,40,US,1
27,Self-emp-not-inc,229125,7,Married-civ-spouse,White,Male,40,US,0
42,Local-gov,142756,13,Divorced,White,Female,50,US,0
27,Self-emp-inc,243871,10,Never-married,White,Female,45,US,0
47,Private,213140,11,Married-civ-spouse,White,Male,40,US,1
19,Private,196857,9,Never-married,White,Female,40,US,0
46,Private,138626,10,Married-civ-spouse,White,Male,40,US,0
55,Self-emp-not-inc,161334,9,Widowed,White,Female,25,non-US,0
50,Private,273536,4,Married-civ-spouse,Other,Male,49,non-US,0
32,Private,115631,10,Never-married,White,Female,50,US,0
28,Private,185957,9,Married-civ-spouse,White,Female,40,US,0
23,Private,334357,9,Never-married,Black,Female,40,US,0
43,Private,96102,14,Married-spouse-absent,White,Male,50,US,0
34,Private,213226,13,Married-civ-spouse,White,Male,40,non-US,1
19,Private,115248,10,Never-married,Asian-Pac-Islander,Male,40,non-US,0
37,Private,185061,10,Married-civ-spouse,Asian-Pac-Islander,Male,55,US,0
27,Private,147638,13,Never-married,Asian-Pac-Islander,Female,40,non-US,0
18,Private,280298,9,Never-married,White,Female,24,US,0
31,Private,163516,10,Widowed,White,Female,40,US,0
49,Private,277434,9,Married-civ-spouse,White,Male,50,US,0
26,Federal-gov,206983,15,Married-civ-spouse,White,Male,60,non-US,0
48,Private,108993,9,Married-civ-spouse,White,Male,45,US,1
39,Private,288551,9,Married-civ-spouse,Black,Male,40,US,0
41,Private,176069,9,Separated,White,Female,40,US,0
48,State-gov,183486,11,Divorced,White,Female,56,US,1
40,Private,163215,13,Divorced,White,Female,40,US,1
70,Private,94692,13,Married-civ-spouse,White,Male,70,US,1
20,Private,118462,9,Never-married,White,Male,43,US,0
38,Private,407068,3,Married-civ-spouse,White,Male,75,non-US,0
37,Self-emp-not-inc,243587,10,Separated,White,Female,40,non-US,0
49,Private,23074,10,Widowed,White,Female,40,US,1
51,Private,237735,9,Married-civ-spouse,White,Male,40,US,1
43,Private,188291,2,Never-married,White,Male,40,US,0
38,Private,284166,15,Never-married,White,Male,50,US,0
23,Private,287681,4,Never-married,White,Male,25,non-US,0
34,Private,509364,9,Married-civ-spouse,White,Male,40,US,0
33,Private,91964,10,Never-married,White,Male,40,US,0
31,Private,117526,10,Never-married,White,Female,45,US,0
64,Private,91343,10,Widowed,White,Female,40,US,0
26,Local-gov,336969,13,Married-civ-spouse,White,Male,28,non-US,0
55,Private,255364,10,Married-civ-spouse,White,Male,40,US,0
61,Local-gov,167670,13,Married-spouse-absent,White,Male,40,US,0
37,Private,211494,9,Married-civ-spouse,White,Male,40,US,1
78,Local-gov,136198,13,Married-civ-spouse,White,Male,15,US,0
27,Federal-gov,409815,10,Never-married,Black,Female,40,US,0
49,Private,188823,9,Divorced,White,Male,42,US,0
55,State-gov,146326,14,Married-civ-spouse,White,Male,45,US,1
42,Private,154374,13,Married-civ-spouse,White,Male,58,US,0
61,Private,197286,5,Married-civ-spouse,White,Male,40,US,0
64,Self-emp-not-inc,100722,13,Married-civ-spouse,White,Male,5,US,0
46,Local-gov,377622,9,Married-civ-spouse,White,Male,40,US,0
24,Private,145964,13,Never-married,White,Male,40,US,0
27,Private,358636,10,Married-civ-spouse,White,Male,70,US,0
47,Private,155489,9,Married-civ-spouse,White,Male,55,US,1
18,Private,57413,10,Divorced,White,Male,15,US,0
48,Private,320421,9,Married-civ-spouse,White,Male,50,US,0
50,Self-emp-not-inc,174752,9,Divorced,White,Male,40,US,0
40,State-gov,229364,14,Divorced,White,Female,45,US,0
56,Self-emp-not-inc,157486,6,Divorced,White,Male,40,US,0
34,Private,92682,9,Never-married,White,Female,40,US,0
56,Federal-gov,101338,13,Married-civ-spouse,White,Male,40,US,0
18,Private,132652,7,Never-married,White,Male,20,US,0
21,Private,34616,10,Never-married,White,Female,25,US,0
40,Private,218903,9,Divorced,White,Female,40,US,0
27,Local-gov,204098,9,Married-civ-spouse,White,Male,50,US,0
52,Self-emp-not-inc,64045,15,Married-civ-spouse,White,Male,45,US,1
46,Private,189763,9,Divorced,White,Female,30,US,0
23,Private,26248,9,Never-married,White,Female,40,US,0
50,Private,92079,10,Married-civ-spouse,White,Male,45,US,1
19,Private,280071,10,Never-married,White,Male,50,US,0
20,Private,224059,9,Never-married,White,Male,40,US,0
39,Private,185520,10,Divorced,White,Female,40,US,1
24,Private,265567,7,Never-married,White,Male,35,US,0
72,Private,106890,11,Widowed,White,Female,40,US,0
42,State-gov,39586,14,Married-civ-spouse,White,Female,20,US,1
51,Private,209912,13,Divorced,Amer-Indian-Eskimo,Male,50,US,0
39,Private,144169,9,Married-civ-spouse,White,Male,50,US,1
40,Local-gov,50442,10,Never-married,Amer-Indian-Eskimo,Female,35,US,0
34,Private,89644,10,Married-civ-spouse,White,Male,55,US,1
19,Private,275889,7,Never-married,White,Male,40,non-US,0
26,Private,231638,9,Never-married,White,Female,40,US,0
45,Local-gov,224474,13,Divorced,White,Female,50,US,1
28,Private,355259,14,Never-married,White,Female,40,US,1
30,Federal-gov,68330,13,Never-married,White,Male,40,US,1
32,Private,185410,9,Never-married,White,Female,40,US,0
19,Private,87653,10,Never-married,White,Female,25,US,0
21,Private,286853,9,Never-married,White,Male,35,US,0
54,Private,96710,9,Married-civ-spouse,Black,Female,20,US,0
62,Private,160143,15,Married-civ-spouse,White,Male,30,US,1
25,Private,186925,10,Never-married,White,Male,48,US,0
49,Self-emp-inc,109705,10,Divorced,White,Female,32,US,0
32,Private,94235,9,Married-civ-spouse,White,Male,40,US,1
37,Local-gov,297449,9,Married-civ-spouse,White,Male,40,US,1
58,Private,205896,9,Divorced,White,Female,40,US,0
37,Private,93717,10,Married-civ-spouse,White,Female,45,US,1
41,Private,194710,9,Never-married,White,Female,40,US,0
38,Private,236391,13,Married-civ-spouse,White,Male,40,US,1
47,State-gov,189123,9,Married-civ-spouse,White,Male,40,US,0
42,Private,358677,9,Divorced,Black,Male,35,US,0
30,State-gov,199539,9,Married-civ-spouse,White,Male,40,US,0
43,Private,128170,10,Married-civ-spouse,White,Male,40,US,1
34,Private,231238,9,Married-civ-spouse,Black,Male,40,US,0
57,Private,296152,10,Divorced,White,Female,10,US,0
46,Private,166003,7,Married-civ-spouse,White,Male,40,US,0
32,Private,281437,10,Married-civ-spouse,White,Male,55,US,0
20,Private,190231,5,Never-married,White,Female,11,non-US,0
47,Private,122026,11,Divorced,White,Male,50,US,0
53,Self-emp-not-inc,174102,4,Married-civ-spouse,White,Male,50,non-US,1
43,Private,125461,13,Married-civ-spouse,White,Male,65,US,1
80,Self-emp-not-inc,184335,4,Married-civ-spouse,White,Male,30,US,0
24,Private,211345,10,Never-married,White,Female,40,non-US,0
43,Local-gov,147328,14,Married-civ-spouse,White,Male,60,US,1
22,Private,222993,9,Never-married,White,Male,40,US,0
40,Private,225978,10,Separated,Black,Male,40,US,0
48,Private,121124,9,Married-civ-spouse,White,Male,50,US,1
51,Private,234057,9,Married-civ-spouse,White,Male,45,US,1
24,Federal-gov,306515,9,Never-married,White,Female,40,US,0
19,Private,116562,9,Never-married,White,Female,40,US,0
34,Private,171159,10,Divorced,White,Female,30,US,0
24,Private,199011,9,Never-married,White,Male,40,US,0
41,Private,443508,13,Married-civ-spouse,White,Male,48,non-US,1
24,Private,29810,9,Divorced,White,Female,38,US,0
22,Local-gov,238831,10,Never-married,White,Male,40,US,0
32,Federal-gov,566117,10,Divorced,White,Female,40,US,0
41,Private,255044,13,Divorced,White,Female,55,US,0
20,Private,436253,10,Never-married,White,Male,35,US,0
31,Private,300687,9,Never-married,Black,Male,40,US,0
55,Private,144071,13,Married-civ-spouse,White,Male,18,US,1
26,Private,188767,13,Never-married,White,Male,40,US,0
27,Self-emp-not-inc,300777,9,Divorced,White,Male,70,US,0
35,Private,26987,9,Separated,White,Female,40,US,0
40,Private,174395,9,Divorced,White,Male,60,non-US,0
59,Private,90290,10,Married-civ-spouse,White,Male,34,US,0
61,Private,183735,10,Married-civ-spouse,White,Male,45,US,1
31,Private,123273,9,Never-married,Black,Female,40,US,0
43,Federal-gov,186916,14,Divorced,White,Male,60,US,1
61,Private,43554,3,Never-married,Black,Male,40,US,0
54,Private,178251,12,Widowed,White,Female,30,US,0
30,Private,255885,10,Married-civ-spouse,White,Male,50,US,0
20,Private,64292,10,Never-married,White,Female,50,US,0
27,State-gov,194773,14,Never-married,White,Female,50,non-US,0
44,Self-emp-inc,133060,10,Divorced,White,Male,60,US,0
64,Private,258006,10,Widowed,White,Female,40,non-US,0
55,Private,92215,9,Divorced,White,Female,40,US,0
34,Private,33945,9,Divorced,White,Male,55,US,0
61,Private,153048,9,Widowed,White,Female,35,US,0
34,Private,355571,9,Divorced,Black,Female,40,US,0
47,Self-emp-inc,139268,15,Married-civ-spouse,White,Male,60,US,1
26,Private,34402,13,Never-married,White,Male,45,US,0
35,Private,25955,7,Never-married,Amer-Indian-Eskimo,Male,40,US,0
36,Private,209609,13,Married-civ-spouse,White,Male,38,US,0
47,Private,168283,13,Married-civ-spouse,White,Male,40,US,1
17,Private,295488,7,Never-married,Black,Female,25,US,0
35,Private,190895,10,Married-civ-spouse,White,Male,60,US,0
33,Private,164190,14,Never-married,White,Male,20,US,0
25,Private,216010,12,Married-civ-spouse,White,Female,40,US,0
18,Private,387568,6,Never-married,White,Male,10,US,0
47,State-gov,188386,14,Separated,White,Male,38,US,0
44,Private,174491,9,Widowed,Black,Female,30,US,0
41,Private,31221,9,Divorced,White,Female,30,US,0
30,Private,272451,13,Never-married,White,Female,40,US,0
53,Self-emp-not-inc,152652,10,Married-civ-spouse,White,Male,50,US,0
53,Private,104413,9,Widowed,Black,Female,20,US,0
40,Private,105936,9,Married-civ-spouse,White,Female,20,US,0
24,Private,379066,10,Never-married,White,Male,24,US,0
27,Private,214858,13,Never-married,White,Male,40,US,0
50,Private,237735,3,Married-civ-spouse,White,Male,37,non-US,0
36,Private,158592,7,Married-civ-spouse,White,Male,50,US,0
41,Private,237321,2,Married-civ-spouse,White,Male,40,non-US,1
41,Private,23646,14,Never-married,White,Female,40,US,0
31,Private,169240,9,Never-married,White,Female,40,US,0
32,Federal-gov,454508,13,Married-civ-spouse,White,Male,40,US,0
22,Private,130356,10,Never-married,White,Male,48,US,0
22,Private,427686,6,Divorced,White,Male,40,US,0
18,Local-gov,36411,8,Never-married,White,Male,30,US,0
39,Private,548510,13,Married-civ-spouse,Black,Male,30,US,0
38,Private,187264,9,Married-civ-spouse,White,Female,55,US,0
35,State-gov,140752,9,Married-civ-spouse,White,Male,40,US,0
23,Private,325596,10,Never-married,White,Male,40,US,0
54,Self-emp-not-inc,175804,13,Married-civ-spouse,White,Male,40,US,1
36,Private,107302,14,Married-civ-spouse,White,Male,60,US,1
63,Local-gov,41161,9,Married-civ-spouse,White,Male,55,US,0
39,Private,401832,10,Married-civ-spouse,White,Male,48,US,0
57,Self-emp-not-inc,353808,10,Married-civ-spouse,White,Male,60,US,1
58,Self-emp-inc,349910,15,Married-civ-spouse,White,Male,50,US,1
29,Private,161478,13,Never-married,Asian-Pac-Islander,Female,40,non-US,0
17,Private,400225,7,Never-married,White,Female,20,US,0
40,Private,367533,9,Divorced,White,Male,40,US,0
69,Self-emp-not-inc,69306,10,Married-civ-spouse,White,Female,15,US,0
28,Private,270366,6,Divorced,White,Female,40,US,0
38,Private,103751,5,Married-civ-spouse,White,Male,40,US,0
44,Private,75227,15,Never-married,White,Male,40,US,1
45,Local-gov,132563,15,Divorced,Black,Female,40,US,0
33,State-gov,79580,13,Married-civ-spouse,Black,Male,40,US,0
41,Local-gov,344624,10,Married-civ-spouse,White,Male,40,US,1
37,Self-emp-inc,186359,9,Married-civ-spouse,White,Male,60,US,1
50,Private,121685,10,Married-civ-spouse,White,Male,45,US,1
48,Private,75104,13,Married-civ-spouse,White,Male,50,US,0
36,Private,246449,10,Married-civ-spouse,White,Male,60,US,1
21,Private,85088,10,Never-married,White,Female,37,US,0
37,Private,545483,12,Married-civ-spouse,White,Male,40,US,0
20,State-gov,243986,10,Never-married,White,Female,20,US,0
54,Self-emp-not-inc,32778,9,Married-civ-spouse,White,Female,30,US,0
28,Private,369114,9,Separated,White,Female,40,US,0
27,Private,217200,10,Never-married,White,Male,40,US,0
33,Private,149220,11,Never-married,Black,Female,40,US,0
40,Self-emp-not-inc,335549,15,Never-married,White,Male,45,US,1
47,Private,102308,14,Married-civ-spouse,White,Male,40,US,1
44,Private,367749,2,Never-married,White,Female,40,non-US,0
25,Private,98281,8,Never-married,White,Male,43,US,0
35,Private,115792,13,Married-civ-spouse,White,Male,55,US,0
29,Private,277788,10,Married-civ-spouse,White,Female,25,US,0
30,Private,103435,9,Divorced,White,Male,40,US,0
30,Private,37646,10,Married-civ-spouse,White,Male,40,US,0
56,Self-emp-not-inc,385632,4,Divorced,White,Female,40,US,0
25,Self-emp-not-inc,210278,13,Never-married,White,Male,30,US,0
28,Private,335357,9,Never-married,Black,Male,40,US,0
43,Self-emp-not-inc,272165,5,Married-civ-spouse,White,Male,40,US,0
47,Local-gov,148995,9,Married-civ-spouse,White,Male,60,US,1
46,Self-emp-not-inc,113434,13,Married-civ-spouse,White,Male,40,US,0
41,State-gov,132551,14,Divorced,White,Female,35,US,0
38,Federal-gov,115433,12,Married-civ-spouse,White,Female,33,US,1
29,Private,227890,9,Never-married,Black,Male,40,US,0
25,Private,503012,3,Never-married,White,Male,40,non-US,0
56,Private,250873,7,Married-civ-spouse,White,Male,45,US,0
31,Private,407930,4,Married-civ-spouse,White,Male,40,US,0
22,Private,148187,7,Never-married,White,Male,40,US,0
31,Private,159322,9,Never-married,White,Male,40,US,0
28,Private,334368,10,Separated,White,Female,40,US,0
53,Private,196328,13,Married-civ-spouse,Black,Male,40,US,0
45,Private,270842,14,Divorced,White,Female,50,US,1
71,Private,235079,1,Widowed,Black,Male,10,US,0
39,Private,188391,9,Married-civ-spouse,White,Male,50,US,1
19,Federal-gov,30559,9,Married-AF-spouse,White,Female,40,US,0
34,Local-gov,255098,13,Divorced,White,Female,40,US,0
36,Private,248010,9,Married-civ-spouse,White,Male,45,US,0
40,Private,174515,9,Married-spouse-absent,White,Female,40,US,0
90,Private,171956,10,Separated,White,Female,40,non-US,0
56,Private,193130,15,Married-civ-spouse,White,Male,16,US,0
21,Private,108670,9,Never-married,White,Female,40,US,0
48,Private,186172,13,Married-civ-spouse,White,Male,45,US,1
45,Private,348854,10,Separated,White,Female,27,US,0
46,Private,271828,9,Married-civ-spouse,White,Male,40,US,1
64,Private,148606,6,Separated,White,Female,35,US,0
29,Local-gov,123983,14,Never-married,Asian-Pac-Islander,Male,40,non-US,0
22,Private,24896,9,Divorced,White,Female,30,non-US,0
47,Private,573583,9,Married-civ-spouse,White,Male,48,non-US,1
67,Self-emp-inc,106175,13,Married-civ-spouse,White,Male,75,US,1
43,Private,307767,9,Married-civ-spouse,White,Male,40,US,0
42,Private,200574,10,Married-civ-spouse,White,Male,40,US,0
31,Private,59083,10,Married-civ-spouse,White,Male,50,US,0
53,Private,358056,7,Divorced,White,Female,40,US,0
81,Private,114670,5,Widowed,Black,Female,5,US,0
33,Local-gov,262042,9,Divorced,White,Female,40,US,0
17,Private,206010,8,Never-married,White,Female,8,US,0
28,Private,159001,9,Never-married,White,Male,30,US,0
24,Private,155818,10,Never-married,White,Female,40,US,0
40,Private,96055,9,Separated,White,Female,45,US,0
30,Local-gov,131776,14,Never-married,White,Female,40,US,0
24,Private,228613,7,Never-married,White,Female,40,US,0
26,Private,198163,14,Married-civ-spouse,White,Female,40,US,0
38,Private,37028,10,Divorced,White,Female,38,US,0
30,Private,177304,9,Married-civ-spouse,White,Male,40,US,1
33,Private,144064,13,Married-civ-spouse,White,Male,50,US,0
40,Private,146659,9,Married-civ-spouse,White,Male,60,US,1
63,Self-emp-not-inc,26904,9,Married-civ-spouse,White,Male,98,US,0
23,Private,238917,4,Never-married,White,Male,36,US,0
56,Private,170148,9,Divorced,Black,Male,40,US,0
42,Self-emp-not-inc,27821,11,Married-civ-spouse,White,Male,60,US,0
40,Private,220460,9,Never-married,White,Male,40,non-US,0
49,Private,101320,12,Married-civ-spouse,White,Female,40,US,1
52,Private,91048,9,Divorced,Black,Female,35,US,0
28,Private,298696,13,Never-married,White,Female,40,US,0
35,Private,207202,6,Married-civ-spouse,White,Male,70,US,0
43,Self-emp-not-inc,180599,9,Never-married,White,Male,35,US,0
29,Self-emp-not-inc,132686,15,Never-married,White,Male,50,non-US,1
23,Private,240063,13,Never-married,White,Male,25,US,0
50,Local-gov,177705,10,Married-civ-spouse,White,Male,48,US,0
34,Private,511361,10,Never-married,Black,Male,40,US,0
19,Private,89397,9,Never-married,White,Male,40,US,0
47,Private,239439,7,Married-civ-spouse,Black,Female,40,US,0
37,Self-emp-not-inc,36989,10,Married-civ-spouse,White,Male,40,US,0
25,Private,76978,9,Never-married,Black,Female,35,US,0
75,Private,200068,10,Married-civ-spouse,White,Male,35,US,1
24,Private,454941,9,Married-civ-spouse,White,Male,40,US,0
28,State-gov,107218,13,Never-married,Asian-Pac-Islander,Male,20,US,0
17,Local-gov,182070,7,Never-married,White,Female,16,US,0
31,Private,176360,9,Never-married,Black,Male,40,US,0
31,Private,452405,1,Never-married,White,Female,35,non-US,0
45,Private,84790,13,Married-civ-spouse,White,Male,55,US,1
31,Private,186787,9,Never-married,White,Male,42,US,0
27,Private,169662,13,Married-civ-spouse,White,Male,42,US,1
48,Private,125933,10,Widowed,Black,Female,38,US,0
34,Private,225548,13,Married-civ-spouse,Black,Male,30,US,0
26,Private,240842,9,Never-married,Black,Female,40,US,0
53,Private,103931,10,Married-civ-spouse,White,Male,40,US,0
60,Private,232618,13,Married-civ-spouse,White,Male,35,US,1
49,Local-gov,288548,14,Separated,White,Female,50,US,0
40,Private,220609,10,Divorced,White,Female,40,US,0
48,Self-emp-inc,26145,6,Married-civ-spouse,White,Male,80,US,0
23,Private,268525,13,Never-married,White,Male,50,US,0
42,Private,121264,11,Married-civ-spouse,White,Male,40,US,1
37,Self-emp-not-inc,29814,9,Never-married,White,Male,85,US,0
27,Private,193701,9,Never-married,White,Female,45,US,0
38,Private,183279,10,Married-civ-spouse,White,Male,44,US,1
27,Private,163942,9,Never-married,White,Male,35,non-US,0
75,Private,188612,9,Widowed,White,Female,40,US,0
49,Self-emp-inc,102771,13,Married-civ-spouse,White,Male,52,US,1
27,Private,85625,10,Never-married,White,Male,20,US,0
36,Self-emp-not-inc,245090,13,Never-married,White,Male,50,non-US,0
36,Private,131239,13,Married-civ-spouse,White,Male,45,US,1
35,Private,182074,9,Divorced,White,Male,35,US,0
36,Private,187046,9,Married-civ-spouse,White,Male,40,US,1
53,Private,90624,7,Married-civ-spouse,Black,Male,40,US,0
27,Private,37933,10,Never-married,Black,Female,40,US,0
34,Private,182177,9,Divorced,White,Male,35,US,0
61,Private,716416,10,Married-civ-spouse,White,Male,44,US,1
29,Private,190562,9,Divorced,White,Male,56,US,0
40,State-gov,141583,10,Divorced,Black,Female,35,US,0
37,Private,98941,14,Never-married,White,Male,40,US,1
22,Private,201729,5,Never-married,White,Male,30,US,0
43,Self-emp-inc,175485,10,Married-civ-spouse,White,Male,40,US,0
55,Self-emp-not-inc,149168,9,Married-civ-spouse,White,Male,30,US,0
28,Private,115971,10,Divorced,White,Female,40,US,0
23,Private,161708,13,Never-married,White,Female,30,US,0
64,Local-gov,244903,7,Married-civ-spouse,Black,Male,40,US,1
46,Private,155664,10,Never-married,White,Male,40,US,0
29,Private,112754,10,Never-married,White,Male,40,US,0
44,Private,178385,14,Married-civ-spouse,Asian-Pac-Islander,Male,48,non-US,0
20,Private,44064,10,Never-married,White,Male,25,US,0
62,Self-emp-not-inc,120939,10,Divorced,White,Male,40,US,0
49,Private,165134,11,Never-married,White,Female,35,non-US,0
29,Private,100405,6,Married-civ-spouse,Amer-Indian-Eskimo,Female,40,US,0
35,Self-emp-not-inc,361888,13,Married-civ-spouse,White,Male,60,non-US,0
39,Local-gov,167864,7,Married-civ-spouse,White,Male,30,US,0
39,Private,202950,13,Never-married,White,Male,45,US,0
37,Private,218188,9,Divorced,White,Female,32,US,0
38,Private,234962,9,Married-civ-spouse,White,Male,30,non-US,0
31,Private,259931,4,Married-civ-spouse,White,Male,40,US,0
55,Private,189528,4,Married-civ-spouse,White,Male,60,US,0
38,Private,34996,10,Separated,White,Female,40,US,0
33,Private,112584,10,Divorced,White,Female,25,US,0
25,Private,117589,12,Never-married,White,Female,40,US,0
37,Private,267086,11,Divorced,White,Female,52,US,0
49,Private,44434,10,Divorced,White,Male,35,US,0
26,Private,96130,9,Never-married,White,Male,40,US,0
35,Private,181382,9,Married-civ-spouse,White,Male,43,US,0
44,Self-emp-inc,168845,9,Married-civ-spouse,White,Female,60,US,0
37,Private,271767,14,Separated,White,Male,45,US,1
42,Private,194636,13,Married-civ-spouse,White,Male,45,US,1
64,State-gov,194894,16,Never-married,White,Female,40,US,1
28,Private,132686,9,Married-civ-spouse,White,Male,40,US,1
35,Self-emp-not-inc,185848,9,Never-married,White,Male,50,US,0
40,State-gov,184378,13,Married-civ-spouse,White,Male,40,US,0
55,Federal-gov,270859,13,Married-civ-spouse,White,Male,40,US,1
21,Private,231866,9,Never-married,White,Male,65,US,0
49,Private,36032,10,Never-married,Black,Female,40,US,0
51,State-gov,172962,16,Married-civ-spouse,White,Male,40,US,1
57,Private,98350,15,Married-civ-spouse,Asian-Pac-Islander,Male,40,non-US,1
51,Private,24185,13,Married-civ-spouse,White,Male,40,US,1
24,Private,85088,9,Never-married,White,Female,32,US,0
45,Self-emp-not-inc,94962,9,Married-civ-spouse,White,Male,40,non-US,0
28,Private,480861,9,Married-civ-spouse,White,Male,45,US,0
42,Self-emp-inc,187702,15,Married-civ-spouse,White,Male,60,US,1
22,Private,52262,10,Never-married,White,Male,40,US,0
28,State-gov,52636,14,Married-civ-spouse,White,Male,40,US,0
60,Private,175273,9,Widowed,White,Female,40,US,0
31,Private,327825,9,Separated,White,Female,40,US,0
47,Private,125892,10,Married-civ-spouse,White,Male,75,US,1
30,Private,398827,9,Married-AF-spouse,White,Male,60,US,0
61,Private,208919,14,Married-civ-spouse,White,Male,60,US,1
71,Local-gov,365996,13,Widowed,White,Female,6,US,0
42,Private,307638,9,Divorced,White,Female,40,US,0
44,Local-gov,33068,8,Married-civ-spouse,White,Male,55,US,0
46,Self-emp-not-inc,254291,10,Married-civ-spouse,White,Male,60,US,1
50,Local-gov,125417,15,Never-married,Black,Female,52,US,1
27,State-gov,28848,13,Never-married,White,Male,9,US,0
21,Private,194723,10,Never-married,White,Female,40,non-US,0
25,Private,195118,9,Never-married,White,Male,35,US,0
61,Private,123273,3,Divorced,White,Male,56,US,0
54,Private,220115,10,Divorced,White,Male,30,US,0
31,Private,265706,13,Never-married,White,Male,40,US,0
53,Self-emp-not-inc,279129,10,Married-civ-spouse,White,Male,30,US,0
39,Self-emp-inc,122742,12,Married-civ-spouse,White,Male,55,US,1
57,Self-emp-inc,172654,15,Married-civ-spouse,White,Male,50,US,1
48,Private,119199,13,Divorced,White,Female,44,US,0
30,Private,107793,10,Married-civ-spouse,White,Male,56,US,1
35,Private,237943,9,Married-civ-spouse,White,Male,60,US,0
42,Self-emp-not-inc,64632,9,Married-civ-spouse,White,Male,50,US,0
34,Self-emp-not-inc,96245,9,Married-civ-spouse,White,Male,40,US,0
59,Private,361494,9,Married-civ-spouse,White,Male,40,US,1
69,Local-gov,122850,6,Married-civ-spouse,White,Male,20,US,0
29,Private,173652,10,Never-married,White,Female,40,US,0
40,Private,164663,9,Married-civ-spouse,White,Male,40,US,0
21,Private,98678,10,Never-married,White,Male,15,US,0
40,Private,245529,12,Divorced,White,Female,40,US,0
43,Private,55294,10,Married-civ-spouse,White,Male,40,US,0
36,Private,140583,9,Divorced,White,Male,40,US,0
41,Private,79797,9,Married-spouse-absent,Asian-Pac-Islander,Male,40,non-US,1
20,Private,283499,10,Never-married,White,Male,30,US,0
41,Local-gov,51111,13,Widowed,White,Female,40,US,0
34,Private,232475,10,Divorced,White,Male,50,US,0
48,Private,176140,7,Divorced,Black,Female,40,US,0
27,Private,301654,9,Never-married,White,Female,40,US,0
35,Private,376455,10,Married-civ-spouse,White,Male,60,US,1
27,Private,229803,9,Never-married,Black,Male,40,US,0
20,Private,337639,10,Never-married,White,Male,40,US,0
18,Private,130849,10,Never-married,White,Female,15,US,0
32,Private,296282,13,Married-civ-spouse,White,Male,40,US,0
38,Private,266645,14,Married-civ-spouse,White,Male,60,US,1
23,State-gov,110128,10,Never-married,White,Male,40,US,0
28,Private,90196,13,Married-civ-spouse,White,Male,45,US,1
40,State-gov,40024,15,Married-civ-spouse,White,Male,38,US,1
35,Private,144322,9,Divorced,White,Female,40,US,0
74,Self-emp-inc,162340,10,Widowed,White,Male,40,US,0
28,Private,169069,9,Never-married,White,Male,40,US,0
23,Private,113601,10,Never-married,White,Male,30,US,0
20,Self-emp-not-inc,157145,10,Never-married,White,Male,10,US,0
44,Private,111275,9,Divorced,Black,Female,56,US,0
46,Local-gov,102076,9,Divorced,White,Female,25,US,0
51,Self-emp-not-inc,145409,13,Married-civ-spouse,White,Male,50,US,1
40,Private,190122,10,Separated,White,Female,40,US,0
48,Private,331482,15,Married-civ-spouse,White,Male,40,US,1
60,Self-emp-not-inc,170114,5,Married-civ-spouse,White,Male,84,US,0
48,Self-emp-inc,193188,13,Married-civ-spouse,White,Male,40,US,1
46,Local-gov,267588,13,Married-civ-spouse,White,Female,70,US,0
48,Self-emp-inc,200471,13,Married-civ-spouse,White,Male,40,US,1
24,Local-gov,322658,13,Never-married,White,Female,40,US,0
45,State-gov,263982,10,Divorced,White,Female,40,US,0
18,Private,266287,8,Never-married,White,Female,35,US,0
39,Private,278187,9,Married-civ-spouse,White,Male,40,US,0
65,Self-emp-inc,81413,9,Married-civ-spouse,White,Male,65,US,0
22,Private,221745,10,Divorced,White,Female,40,US,0
20,Private,140764,10,Never-married,White,Female,20,US,0
28,Private,206351,10,Married-civ-spouse,White,Male,40,US,0
46,Private,176814,15,Married-civ-spouse,White,Male,50,US,1
42,Local-gov,245307,13,Married-civ-spouse,White,Male,48,US,1
28,Private,119545,10,Married-civ-spouse,White,Male,50,US,1
18,Private,179203,10,Never-married,White,Female,20,US,0
24,Federal-gov,44075,13,Never-married,Asian-Pac-Islander,Male,40,US,0
45,Private,178319,16,Married-civ-spouse,White,Male,56,US,1
24,Private,219754,9,Never-married,White,Male,40,US,0
44,Private,198316,13,Married-civ-spouse,White,Male,50,US,1
20,Private,168165,10,Never-married,White,Male,30,US,0
35,Private,356838,10,Married-civ-spouse,White,Male,55,non-US,0
52,Self-emp-inc,210736,13,Married-civ-spouse,White,Male,60,US,0
25,Private,173212,12,Never-married,White,Male,45,US,0
19,Private,130431,3,Never-married,White,Male,36,non-US,0
54,Private,197481,10,Divorced,White,Female,40,US,0
21,Private,155066,10,Never-married,White,Male,40,US,0
26,Private,31290,9,Married-civ-spouse,White,Female,40,US,1
42,Private,54102,11,Divorced,White,Female,40,US,0
19,Private,181546,10,Never-married,White,Female,40,US,0
55,Private,153484,14,Married-civ-spouse,White,Male,50,US,1
44,State-gov,351228,9,Married-civ-spouse,White,Male,40,US,0
25,Private,131976,13,Never-married,White,Male,55,US,0
26,Private,200639,10,Married-civ-spouse,White,Male,40,US,0
64,Federal-gov,267546,12,Separated,White,Female,40,US,1
41,Private,179875,7,Divorced,Other,Female,40,US,0
43,Private,300528,10,Married-civ-spouse,White,Male,40,US,0
45,Private,67716,9,Never-married,White,Male,48,US,1
