workcla,education,relationship,race,sex,native_country,age,fnlwgt,education_num,hours_per_week,class
 Private, 7th_8th, Wife, Other, Female, Canada,35<x<53,274186<x<527198,x>12,x>74,1
 State_gov, 12th, Own_child, White, Male, Iran,x>71,21174<x<274186,4<x<8,50<x<74,1
 Self_emp_inc, 5th_6th, Wife, Asian_Pac_Islander, Female, Germany,35<x<53,21174<x<274186,8<x<12,x>74,1
 State_gov, Preschool, Unmarried, Amer_Indian_Eskimo, Male, Cuba,17<x<35,21174<x<274186,x>12,50<x<74,1
 Self_emp_not_inc, Assoc_voc, Wife, White, Female, Guatemala,53<x<71,21174<x<274186,x<1,25<x<50,0
 Self_emp_inc, Prof_school, Unmarried, Black, Female, Portugal,17<x<35,21174<x<274186,8<x<12,1<x<25,1
 Self_emp_inc, Bachelors, Unmarried, Asian_Pac_Islander, Male, Cambodia,17<x<35,21174<x<274186,8<x<12,25<x<50,1
 Local_gov, 1st_4th, Unmarried, Amer_Indian_Eskimo, Female, Poland,53<x<71,21174<x<274186,x>12,x<1,1
 State_gov, Doctorate, Own_child, Asian_Pac_Islander, Male, Dominican_Republic,x>71,21174<x<274186,x>12,50<x<74,1
 Self_emp_not_inc, 7th_8th, Wife, Amer_Indian_Eskimo, Male, Mexico,x<17,274186<x<527198,8<x<12,1<x<25,0
 Self_emp_not_inc, 9th, Unmarried, Other, Female, Cuba,17<x<35,21174<x<274186,x>12,1<x<25,1
 Private, Bachelors, Own_child, Black, Male, Poland,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 Self_emp_not_inc, Doctorate, Other_relative, Asian_Pac_Islander, Male, United_States,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_not_inc, Assoc_voc, Husband, White, Male, Columbia,x>71,21174<x<274186,8<x<12,25<x<50,1
 State_gov, 1st_4th, Not_in_family, White, Male, Cuba,35<x<53,21174<x<274186,x>12,x<1,1
 Federal_gov, Prof_school, Own_child, Asian_Pac_Islander, Male, Laos,35<x<53,274186<x<527198,4<x<8,25<x<50,1
 Self_emp_inc, Assoc_voc, Own_child, Other, Male, India,53<x<71,21174<x<274186,x>12,1<x<25,1
 Self_emp_not_inc, Masters, Not_in_family, White, Male, Italy,17<x<35,21174<x<274186,x>12,1<x<25,1
 Private, 7th_8th, Other_relative, Black, Female, Canada,53<x<71,21174<x<274186,x>12,25<x<50,1
 State_gov, Preschool, Wife, Asian_Pac_Islander, Female, India,35<x<53,21174<x<274186,x>12,x>74,1
 Private, Preschool, Wife, Asian_Pac_Islander, Female, Haiti,35<x<53,274186<x<527198,x>12,25<x<50,1
 Federal_gov, 5th_6th, Not_in_family, Amer_Indian_Eskimo, Male, Dominican_Republic,35<x<53,274186<x<527198,x>12,25<x<50,1
 Self_emp_not_inc, Some_college, Own_child, Asian_Pac_Islander, Male, Guatemala,17<x<35,21174<x<274186,x<1,25<x<50,1
 Self_emp_not_inc, 1st_4th, Wife, Amer_Indian_Eskimo, Female, Columbia,53<x<71,527198<x<780210,1<x<4,1<x<25,1
 Self_emp_inc, Prof_school, Husband, White, Female, Taiwan,17<x<35,21174<x<274186,8<x<12,25<x<50,1
 Federal_gov, 5th_6th, Unmarried, Asian_Pac_Islander, Male, Laos,53<x<71,21174<x<274186,1<x<4,50<x<74,1
 Self_emp_not_inc, 11th, Own_child, White, Female, India,17<x<35,21174<x<274186,4<x<8,50<x<74,1
 Self_emp_inc, Some_college, Unmarried, Black, Male, Dominican_Republic,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 Self_emp_inc, Some_college, Not_in_family, Other, Male, Laos,53<x<71,21174<x<274186,x>12,25<x<50,1
 State_gov, 10th, Other_relative, Amer_Indian_Eskimo, Female, Guatemala,17<x<35,21174<x<274186,4<x<8,25<x<50,1
 State_gov, HS_grad, Own_child, Asian_Pac_Islander, Female, Mexico,17<x<35,21174<x<274186,x>12,1<x<25,1
 Private, 10th, Wife, Asian_Pac_Islander, Male, Guatemala,17<x<35,21174<x<274186,1<x<4,25<x<50,1
 Self_emp_not_inc, Bachelors, Own_child, Other, Male, Canada,17<x<35,274186<x<527198,x>12,1<x<25,1
 Self_emp_not_inc, Doctorate, Other_relative, Black, Female, Yugoslavia,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Private, Assoc_voc, Wife, Other, Male, Columbia,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 Private, HS_grad, Husband, Asian_Pac_Islander, Male, Puerto_Rico,17<x<35,274186<x<527198,4<x<8,50<x<74,1
 Self_emp_inc, Prof_school, Own_child, Amer_Indian_Eskimo, Female, Laos,17<x<35,21174<x<274186,8<x<12,25<x<50,1
 State_gov, 7th_8th, Unmarried, Asian_Pac_Islander, Male, Ecuador,53<x<71,274186<x<527198,8<x<12,50<x<74,1
 Federal_gov, 7th_8th, Wife, Black, Female, India,17<x<35,21174<x<274186,1<x<4,25<x<50,1
 State_gov, 12th, Other_relative, Amer_Indian_Eskimo, Female, China,53<x<71,21174<x<274186,x<1,25<x<50,1
 Self_emp_not_inc, Bachelors, Not_in_family, Black, Female, Poland,35<x<53,21174<x<274186,x>12,50<x<74,1
 State_gov, 7th_8th, Not_in_family, Black, Male, Philippines,17<x<35,274186<x<527198,8<x<12,25<x<50,1
 Self_emp_not_inc, 10th, Unmarried, Amer_Indian_Eskimo, Male, Cambodia,17<x<35,274186<x<527198,1<x<4,50<x<74,1
 Federal_gov, 9th, Not_in_family, Black, Male, Germany,35<x<53,21174<x<274186,4<x<8,1<x<25,1
 Local_gov, Preschool, Not_in_family, Black, Male, Poland,17<x<35,21174<x<274186,x>12,25<x<50,1
 Self_emp_not_inc, HS_grad, Own_child, Black, Male, Japan,53<x<71,21174<x<274186,8<x<12,x<1,1
 Federal_gov, 1st_4th, Own_child, Other, Male, Poland,35<x<53,274186<x<527198,x>12,1<x<25,1
 State_gov, 9th, Wife, Black, Female, Columbia,35<x<53,274186<x<527198,8<x<12,1<x<25,1
 Self_emp_inc, 11th, Other_relative, Black, Male, Philippines,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_inc, 9th, Wife, Black, Male, Taiwan,53<x<71,274186<x<527198,8<x<12,1<x<25,0
 Private, Doctorate, Not_in_family, Black, Female, Guatemala,35<x<53,21174<x<274186,1<x<4,50<x<74,1
 Self_emp_not_inc, Bachelors, Unmarried, Black, Male, Cuba,35<x<53,274186<x<527198,1<x<4,50<x<74,1
 Local_gov, Assoc_voc, Other_relative, Amer_Indian_Eskimo, Female, Cuba,17<x<35,21174<x<274186,x<1,1<x<25,1
 Federal_gov, Masters, Other_relative, Other, Female, Columbia,17<x<35,21174<x<274186,x>12,50<x<74,1
 Self_emp_inc, 9th, Unmarried, Asian_Pac_Islander, Male, South,53<x<71,21174<x<274186,4<x<8,50<x<74,1
 Local_gov, Masters, Other_relative, Black, Female, Yugoslavia,35<x<53,21174<x<274186,1<x<4,25<x<50,1
 Self_emp_not_inc, Some_college, Unmarried, Other, Female, Laos,53<x<71,21174<x<274186,1<x<4,50<x<74,1
 Self_emp_inc, Doctorate, Not_in_family, Black, Female, England,53<x<71,274186<x<527198,8<x<12,25<x<50,1
 Local_gov, Some_college, Other_relative, Asian_Pac_Islander, Female, El_Salvador,x>71,21174<x<274186,8<x<12,25<x<50,1
 Local_gov, 11th, Not_in_family, Other, Male, Iran,35<x<53,21174<x<274186,1<x<4,25<x<50,1
 Local_gov, Doctorate, Husband, Black, Male, Poland,35<x<53,274186<x<527198,1<x<4,1<x<25,1
 Self_emp_inc, 12th, Unmarried, Asian_Pac_Islander, Male, Honduras,53<x<71,21174<x<274186,x>12,25<x<50,1
 Self_emp_inc, Bachelors, Own_child, Other, Male, Thailand,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 State_gov, Assoc_acdm, Unmarried, Amer_Indian_Eskimo, Male, Guatemala,53<x<71,21174<x<274186,x>12,25<x<50,1
 Self_emp_inc, Doctorate, Wife, Amer_Indian_Eskimo, Male, Ecuador,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 Private, 5th_6th, Own_child, Black, Male, Japan,17<x<35,21174<x<274186,4<x<8,25<x<50,1
 State_gov, Prof_school, Unmarried, Other, Male, Honduras,53<x<71,21174<x<274186,4<x<8,50<x<74,1
 State_gov, 9th, Not_in_family, Amer_Indian_Eskimo, Female, Honduras,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_not_inc, Assoc_acdm, Other_relative, Other, Male, Columbia,17<x<35,21174<x<274186,1<x<4,25<x<50,1
 State_gov, HS_grad, Not_in_family, White, Male, Thailand,35<x<53,21174<x<274186,1<x<4,25<x<50,1
 Self_emp_inc, Preschool, Wife, Other, Male, United_States,x>71,21174<x<274186,4<x<8,25<x<50,0
 State_gov, Masters, Not_in_family, Amer_Indian_Eskimo, Female, El_Salvador,35<x<53,21174<x<274186,1<x<4,25<x<50,1
 Federal_gov, Doctorate, Own_child, Black, Male, Ecuador,35<x<53,21174<x<274186,x>12,25<x<50,0
 Self_emp_not_inc, Assoc_acdm, Own_child, White, Female, Japan,53<x<71,21174<x<274186,1<x<4,25<x<50,1
 Local_gov, 11th, Unmarried, Other, Female, El_Salvador,17<x<35,21174<x<274186,x>12,1<x<25,1
 State_gov, Some_college, Unmarried, Black, Female, Jamaica,x<17,21174<x<274186,x>12,50<x<74,1
 Federal_gov, 10th, Wife, Amer_Indian_Eskimo, Male, Poland,35<x<53,21174<x<274186,8<x<12,50<x<74,1
 Self_emp_inc, Doctorate, Not_in_family, Asian_Pac_Islander, Male, England,53<x<71,21174<x<274186,x>12,50<x<74,1
 Local_gov, 11th, Wife, Other, Male, Japan,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 State_gov, HS_grad, Own_child, Asian_Pac_Islander, Female, South,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_not_inc, 1st_4th, Not_in_family, Other, Female, Cambodia,17<x<35,21174<x<274186,x>12,50<x<74,1
 Federal_gov, Preschool, Wife, Asian_Pac_Islander, Female, Japan,x>71,21174<x<274186,1<x<4,1<x<25,1
 Self_emp_inc, 12th, Other_relative, White, Male, Honduras,x<17,274186<x<527198,4<x<8,50<x<74,1
 Local_gov, Assoc_acdm, Not_in_family, Asian_Pac_Islander, Male, Cambodia,17<x<35,274186<x<527198,1<x<4,50<x<74,1
 Self_emp_not_inc, 10th, Not_in_family, Asian_Pac_Islander, Male, Portugal,x>71,21174<x<274186,4<x<8,1<x<25,1
 State_gov, 12th, Wife, Asian_Pac_Islander, Female, Yugoslavia,35<x<53,274186<x<527198,x<1,1<x<25,1
 Local_gov, Assoc_acdm, Own_child, Black, Female, United_States,x>71,21174<x<274186,x<1,25<x<50,1
 Self_emp_not_inc, Assoc_acdm, Wife, Other, Female, Ecuador,x>71,21174<x<274186,x>12,25<x<50,1
 Local_gov, 9th, Husband, Black, Female, China,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_not_inc, Preschool, Not_in_family, White, Male, Germany,17<x<35,21174<x<274186,1<x<4,25<x<50,1
 State_gov, Preschool, Not_in_family, Amer_Indian_Eskimo, Male, Guatemala,35<x<53,21174<x<274186,1<x<4,1<x<25,1
 Private, 1st_4th, Not_in_family, Other, Male, Jamaica,35<x<53,21174<x<274186,4<x<8,25<x<50,1
 Federal_gov, Bachelors, Not_in_family, Asian_Pac_Islander, Male, Poland,35<x<53,21174<x<274186,4<x<8,x>74,1
 Self_emp_not_inc, 7th_8th, Husband, Amer_Indian_Eskimo, Female, France,x>71,21174<x<274186,x>12,x>74,0
 Local_gov, 11th, Wife, Asian_Pac_Islander, Female, Yugoslavia,x>71,21174<x<274186,x>12,25<x<50,1
 Private, HS_grad, Unmarried, Black, Female, Cuba,35<x<53,21174<x<274186,8<x<12,50<x<74,1
 Private, Bachelors, Not_in_family, Asian_Pac_Islander, Female, Japan,x>71,21174<x<274186,8<x<12,25<x<50,1
 Local_gov, Bachelors, Own_child, Asian_Pac_Islander, Male, Taiwan,x>71,21174<x<274186,4<x<8,25<x<50,1
 State_gov, 10th, Husband, White, Male, South,53<x<71,21174<x<274186,x<1,25<x<50,1
 Self_emp_inc, Assoc_acdm, Husband, Amer_Indian_Eskimo, Female, Puerto_Rico,35<x<53,21174<x<274186,4<x<8,25<x<50,0
 Self_emp_not_inc, Preschool, Husband, Other, Male, Thailand,53<x<71,21174<x<274186,x>12,1<x<25,1
 State_gov, Assoc_voc, Unmarried, White, Female, India,x>71,21174<x<274186,4<x<8,50<x<74,1
 Federal_gov, Doctorate, Wife, Black, Male, Yugoslavia,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 Private, Bachelors, Other_relative, Other, Female, Mexico,53<x<71,21174<x<274186,1<x<4,25<x<50,1
 Local_gov, 7th_8th, Wife, Other, Male, England,17<x<35,21174<x<274186,8<x<12,x>74,1
 State_gov, Bachelors, Unmarried, Amer_Indian_Eskimo, Male, Cuba,17<x<35,21174<x<274186,4<x<8,50<x<74,1
 Federal_gov, 5th_6th, Other_relative, Black, Female, El_Salvador,x>71,274186<x<527198,8<x<12,1<x<25,1
 Private, Some_college, Other_relative, Black, Female, Dominican_Republic,53<x<71,274186<x<527198,1<x<4,1<x<25,1
 Self_emp_not_inc, 10th, Other_relative, Amer_Indian_Eskimo, Male, Cambodia,17<x<35,274186<x<527198,8<x<12,25<x<50,1
 Local_gov, HS_grad, Other_relative, Asian_Pac_Islander, Female, China,x>71,21174<x<274186,1<x<4,25<x<50,1
 Self_emp_not_inc, Prof_school, Not_in_family, Amer_Indian_Eskimo, Female, Philippines,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 State_gov, Preschool, Unmarried, Black, Male, Japan,17<x<35,21174<x<274186,x>12,25<x<50,1
 State_gov, 1st_4th, Other_relative, Amer_Indian_Eskimo, Male, Mexico,35<x<53,21174<x<274186,4<x<8,50<x<74,1
 Self_emp_inc, Masters, Husband, Asian_Pac_Islander, Male, Cuba,17<x<35,274186<x<527198,8<x<12,x>74,0
 Private, 12th, Unmarried, Black, Male, Guatemala,x>71,274186<x<527198,x>12,1<x<25,1
 Self_emp_inc, 9th, Unmarried, Other, Male, United_States,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 Self_emp_inc, 7th_8th, Own_child, Other, Female, England,x>71,274186<x<527198,1<x<4,x>74,1
 Local_gov, Doctorate, Wife, White, Male, El_Salvador,53<x<71,21174<x<274186,x>12,25<x<50,0
 Federal_gov, Some_college, Other_relative, Asian_Pac_Islander, Male, Columbia,53<x<71,274186<x<527198,x>12,x>74,1
 Self_emp_inc, Doctorate, Wife, Black, Female, Yugoslavia,35<x<53,274186<x<527198,x>12,1<x<25,0
 State_gov, 1st_4th, Husband, Asian_Pac_Islander, Female, Guatemala,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 Self_emp_inc, 10th, Wife, Other, Female, Cambodia,53<x<71,21174<x<274186,4<x<8,50<x<74,1
 State_gov, Assoc_acdm, Own_child, White, Male, China,53<x<71,21174<x<274186,x>12,50<x<74,1
 Self_emp_inc, 12th, Own_child, Black, Male, Taiwan,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 Local_gov, 11th, Unmarried, Other, Male, England,53<x<71,21174<x<274186,x>12,25<x<50,1
 Local_gov, Doctorate, Own_child, Amer_Indian_Eskimo, Male, India,35<x<53,274186<x<527198,4<x<8,x>74,1
 Private, Doctorate, Other_relative, Amer_Indian_Eskimo, Female, Japan,35<x<53,21174<x<274186,x>12,1<x<25,1
 Self_emp_not_inc, 7th_8th, Husband, Asian_Pac_Islander, Male, Poland,x>71,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_not_inc, Preschool, Husband, Black, Male, China,x>71,21174<x<274186,x>12,50<x<74,0
 Private, 5th_6th, Wife, Other, Male, Portugal,35<x<53,274186<x<527198,4<x<8,1<x<25,1
 Self_emp_inc, 1st_4th, Other_relative, Asian_Pac_Islander, Male, Italy,35<x<53,274186<x<527198,4<x<8,50<x<74,1
 Self_emp_not_inc, 9th, Own_child, Asian_Pac_Islander, Female, Guatemala,35<x<53,21174<x<274186,4<x<8,1<x<25,1
 Federal_gov, 12th, Not_in_family, Other, Female, Iran,53<x<71,21174<x<274186,8<x<12,50<x<74,1
 Local_gov, 12th, Other_relative, Asian_Pac_Islander, Male, El_Salvador,35<x<53,21174<x<274186,x>12,25<x<50,1
 Private, Bachelors, Not_in_family, Amer_Indian_Eskimo, Male, Iran,17<x<35,274186<x<527198,x>12,1<x<25,1
 Private, HS_grad, Not_in_family, Asian_Pac_Islander, Male, India,35<x<53,21174<x<274186,4<x<8,50<x<74,1
 Self_emp_not_inc, 12th, Own_child, Amer_Indian_Eskimo, Male, Puerto_Rico,35<x<53,21174<x<274186,x<1,25<x<50,1
 Self_emp_inc, 7th_8th, Not_in_family, Other, Male, Thailand,53<x<71,21174<x<274186,x>12,25<x<50,0
 Self_emp_not_inc, Doctorate, Not_in_family, White, Male, Cuba,x>71,274186<x<527198,8<x<12,50<x<74,1
 State_gov, 1st_4th, Own_child, Asian_Pac_Islander, Male, Philippines,17<x<35,21174<x<274186,1<x<4,25<x<50,1
 Self_emp_inc, 1st_4th, Wife, Other, Male, Columbia,53<x<71,21174<x<274186,1<x<4,50<x<74,1
 Federal_gov, 9th, Not_in_family, Amer_Indian_Eskimo, Male, England,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 Federal_gov, 12th, Husband, Other, Male, Portugal,35<x<53,21174<x<274186,x>12,x>74,0
 Self_emp_not_inc, Masters, Other_relative, Asian_Pac_Islander, Female, Germany,17<x<35,21174<x<274186,8<x<12,1<x<25,1
 Self_emp_inc, HS_grad, Other_relative, Asian_Pac_Islander, Female, Thailand,x<17,21174<x<274186,x>12,25<x<50,1
 Federal_gov, Preschool, Other_relative, Asian_Pac_Islander, Male, Laos,35<x<53,21174<x<274186,x>12,1<x<25,1
 Self_emp_inc, 1st_4th, Other_relative, White, Female, Canada,17<x<35,21174<x<274186,1<x<4,1<x<25,1
 Private, 9th, Husband, White, Male, Honduras,35<x<53,274186<x<527198,1<x<4,50<x<74,1
 State_gov, Assoc_voc, Not_in_family, Black, Female, Italy,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 Local_gov, 9th, Unmarried, White, Male, Cambodia,17<x<35,21174<x<274186,x>12,25<x<50,1
 Private, HS_grad, Not_in_family, Asian_Pac_Islander, Male, Laos,17<x<35,21174<x<274186,x>12,1<x<25,1
 Local_gov, Masters, Own_child, Other, Female, Taiwan,35<x<53,21174<x<274186,8<x<12,1<x<25,1
 Self_emp_not_inc, Doctorate, Other_relative, Asian_Pac_Islander, Female, United_States,53<x<71,21174<x<274186,x>12,25<x<50,1
 Self_emp_not_inc, 9th, Not_in_family, Amer_Indian_Eskimo, Female, Thailand,17<x<35,274186<x<527198,8<x<12,1<x<25,1
 Local_gov, Preschool, Not_in_family, Amer_Indian_Eskimo, Male, Puerto_Rico,53<x<71,21174<x<274186,x<1,25<x<50,1
 Federal_gov, Masters, Other_relative, Black, Male, Taiwan,35<x<53,274186<x<527198,8<x<12,1<x<25,1
 State_gov, 5th_6th, Husband, White, Female, England,x>71,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_inc, Preschool, Not_in_family, Other, Male, Laos,x>71,21174<x<274186,8<x<12,25<x<50,1
 State_gov, 12th, Other_relative, White, Female, Japan,53<x<71,274186<x<527198,4<x<8,25<x<50,1
 State_gov, Doctorate, Other_relative, Other, Male, Iran,35<x<53,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_inc, 7th_8th, Husband, Black, Female, Italy,17<x<35,274186<x<527198,8<x<12,25<x<50,1
 Self_emp_inc, Some_college, Unmarried, Black, Female, Puerto_Rico,35<x<53,21174<x<274186,8<x<12,1<x<25,1
 State_gov, Assoc_acdm, Other_relative, Other, Female, Columbia,17<x<35,21174<x<274186,8<x<12,25<x<50,1
 Federal_gov, Prof_school, Wife, Amer_Indian_Eskimo, Female, Poland,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_not_inc, 9th, Wife, Amer_Indian_Eskimo, Male, Guatemala,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 State_gov, 12th, Wife, Asian_Pac_Islander, Male, Taiwan,53<x<71,274186<x<527198,1<x<4,50<x<74,1
 Private, Some_college, Unmarried, Amer_Indian_Eskimo, Male, Iran,17<x<35,21174<x<274186,8<x<12,50<x<74,1
 Federal_gov, Preschool, Not_in_family, Other, Female, South,x>71,21174<x<274186,1<x<4,25<x<50,1
 Self_emp_inc, Doctorate, Other_relative, Amer_Indian_Eskimo, Male, Italy,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_not_inc, 7th_8th, Other_relative, Black, Male, Iran,35<x<53,21174<x<274186,4<x<8,50<x<74,1
 Self_emp_inc, Some_college, Husband, Black, Female, Jamaica,x>71,21174<x<274186,4<x<8,50<x<74,1
 State_gov, Masters, Unmarried, Amer_Indian_Eskimo, Female, China,35<x<53,21174<x<274186,4<x<8,x<1,1
 Federal_gov, Doctorate, Not_in_family, Other, Male, Columbia,35<x<53,21174<x<274186,8<x<12,1<x<25,1
 Private, Prof_school, Not_in_family, Other, Female, Canada,53<x<71,21174<x<274186,x>12,1<x<25,1
 Self_emp_inc, 10th, Unmarried, White, Male, Philippines,17<x<35,21174<x<274186,x<1,25<x<50,1
 Self_emp_not_inc, Assoc_acdm, Not_in_family, Other, Female, Portugal,x>71,21174<x<274186,x>12,1<x<25,1
 Local_gov, 5th_6th, Husband, Amer_Indian_Eskimo, Female, Dominican_Republic,17<x<35,21174<x<274186,4<x<8,25<x<50,1
 Local_gov, Masters, Other_relative, Other, Female, Germany,53<x<71,274186<x<527198,8<x<12,1<x<25,1
 Local_gov, Bachelors, Other_relative, White, Male, Taiwan,x>71,21174<x<274186,1<x<4,50<x<74,1
 Federal_gov, Masters, Other_relative, Other, Male, Cambodia,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 Private, Doctorate, Other_relative, White, Male, Cuba,x>71,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_inc, Assoc_acdm, Other_relative, Black, Male, Cuba,35<x<53,21174<x<274186,1<x<4,1<x<25,1
 Private, 12th, Not_in_family, White, Male, Columbia,17<x<35,21174<x<274186,x>12,25<x<50,1
 Self_emp_not_inc, 9th, Own_child, White, Female, Taiwan,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_not_inc, Some_college, Not_in_family, Amer_Indian_Eskimo, Female, France,35<x<53,21174<x<274186,x<1,1<x<25,1
 Federal_gov, Masters, Other_relative, Other, Male, Germany,53<x<71,274186<x<527198,4<x<8,25<x<50,1
 Federal_gov, 5th_6th, Own_child, Other, Female, Puerto_Rico,35<x<53,21174<x<274186,x>12,1<x<25,1
 Self_emp_inc, 5th_6th, Wife, White, Male, Ecuador,53<x<71,21174<x<274186,x<1,x>74,1
 Federal_gov, 5th_6th, Own_child, Other, Female, Ecuador,17<x<35,21174<x<274186,8<x<12,1<x<25,1
 Local_gov, 7th_8th, Unmarried, White, Male, Portugal,x>71,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_inc, Assoc_acdm, Wife, White, Male, Iran,x<17,274186<x<527198,1<x<4,25<x<50,0
 Federal_gov, Masters, Not_in_family, Black, Male, Puerto_Rico,35<x<53,21174<x<274186,x>12,1<x<25,1
 State_gov, Some_college, Unmarried, Black, Male, Italy,17<x<35,274186<x<527198,8<x<12,1<x<25,1
 Private, 1st_4th, Wife, Black, Male, Columbia,17<x<35,21174<x<274186,x>12,25<x<50,1
 State_gov, 10th, Husband, White, Female, South,17<x<35,21174<x<274186,8<x<12,x<1,1
 State_gov, Assoc_voc, Husband, White, Female, South,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 State_gov, Preschool, Own_child, Amer_Indian_Eskimo, Male, England,17<x<35,274186<x<527198,8<x<12,x>74,1
 State_gov, 5th_6th, Unmarried, Asian_Pac_Islander, Female, India,x>71,21174<x<274186,8<x<12,25<x<50,1
 State_gov, Assoc_acdm, Own_child, White, Male, Laos,35<x<53,274186<x<527198,1<x<4,25<x<50,1
 Local_gov, Doctorate, Husband, Black, Male, Poland,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_not_inc, 12th, Wife, Other, Male, Philippines,53<x<71,21174<x<274186,8<x<12,50<x<74,1
 Local_gov, Preschool, Other_relative, Amer_Indian_Eskimo, Female, Portugal,17<x<35,274186<x<527198,8<x<12,25<x<50,1
 Local_gov, 7th_8th, Wife, Black, Male, El_Salvador,17<x<35,21174<x<274186,8<x<12,25<x<50,1
 Federal_gov, HS_grad, Husband, Black, Male, Poland,35<x<53,21174<x<274186,1<x<4,25<x<50,1
 Federal_gov, Prof_school, Wife, Asian_Pac_Islander, Female, Laos,35<x<53,21174<x<274186,x>12,25<x<50,1
 Private, Preschool, Wife, Asian_Pac_Islander, Female, Thailand,35<x<53,21174<x<274186,x>12,1<x<25,1
 State_gov, 5th_6th, Unmarried, White, Female, Yugoslavia,53<x<71,21174<x<274186,x<1,25<x<50,1
 State_gov, 10th, Own_child, White, Female, China,35<x<53,274186<x<527198,4<x<8,25<x<50,1
 Private, 12th, Other_relative, Other, Male, Guatemala,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 Local_gov, 5th_6th, Own_child, Asian_Pac_Islander, Female, Germany,17<x<35,21174<x<274186,1<x<4,25<x<50,1
 State_gov, Some_college, Unmarried, Black, Male, Jamaica,x>71,21174<x<274186,x>12,25<x<50,1
 Local_gov, 12th, Wife, Black, Male, Jamaica,53<x<71,21174<x<274186,x>12,x>74,1
 State_gov, Assoc_acdm, Unmarried, White, Female, England,17<x<35,21174<x<274186,1<x<4,1<x<25,1
 Self_emp_not_inc, Prof_school, Wife, Other, Female, Jamaica,35<x<53,21174<x<274186,x>12,1<x<25,1
 Self_emp_inc, Doctorate, Unmarried, White, Female, France,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 State_gov, Bachelors, Husband, Asian_Pac_Islander, Male, Guatemala,35<x<53,274186<x<527198,x<1,25<x<50,1
 Local_gov, 5th_6th, Unmarried, White, Male, Mexico,35<x<53,21174<x<274186,1<x<4,1<x<25,1
 Self_emp_inc, Assoc_voc, Unmarried, White, Male, Portugal,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 Local_gov, 12th, Unmarried, White, Female, China,17<x<35,21174<x<274186,4<x<8,25<x<50,1
 State_gov, 10th, Not_in_family, White, Male, El_Salvador,53<x<71,21174<x<274186,x>12,1<x<25,1
 State_gov, 12th, Unmarried, White, Male, India,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_inc, 10th, Husband, White, Female, England,53<x<71,21174<x<274186,x<1,1<x<25,1
 Self_emp_not_inc, 9th, Wife, White, Female, Haiti,x>71,21174<x<274186,4<x<8,1<x<25,0
 Federal_gov, Doctorate, Own_child, White, Female, Dominican_Republic,17<x<35,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_not_inc, Doctorate, Own_child, Amer_Indian_Eskimo, Female, Yugoslavia,35<x<53,21174<x<274186,x>12,1<x<25,1
 Self_emp_not_inc, 11th, Other_relative, Other, Female, Cuba,17<x<35,21174<x<274186,x>12,1<x<25,1
 Self_emp_not_inc, HS_grad, Unmarried, Amer_Indian_Eskimo, Female, Ecuador,35<x<53,21174<x<274186,x>12,x>74,1
 Self_emp_inc, 7th_8th, Wife, Black, Male, South,35<x<53,21174<x<274186,1<x<4,25<x<50,1
 Self_emp_not_inc, Assoc_acdm, Wife, Black, Female, India,35<x<53,21174<x<274186,4<x<8,1<x<25,1
 State_gov, 5th_6th, Unmarried, Black, Female, Columbia,35<x<53,21174<x<274186,4<x<8,1<x<25,1
