,antecedent,pd,cls,conf_pd,conf_pnd,risk_dif,elift,sup_pd,sup_pnd
1379,"['hours_per_week=25<x<50', 'education_num=8<x<12', 'workcla= State_gov', 'relationship= Husband']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1317,"['hours_per_week=25<x<50', 'education_num=8<x<12', 'race= Black']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,19.0
1378,"['age=35<x<53', 'workcla= State_gov', 'relationship= Husband']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,11.0
1297,"['education_num=1<x<4', 'education= 7th_8th']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,13.0
1375,"['hours_per_week=25<x<50', 'fnlwgt=274186<x<527198', 'relationship= Husband']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,11.0
1371,"['hours_per_week=1<x<25', 'fnlwgt=274186<x<527198', 'relationship= Husband']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,12.0
1300,"['education_num=8<x<12', 'native_country= Honduras']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,9.0
1370,"['education_num=4<x<8', 'race= Other', 'relationship= Husband']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,10.0
1368,"['age=53<x<71', 'race= Other', 'relationship= Husband']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1363,"['hours_per_week=1<x<25', 'age=35<x<53', 'relationship= Husband']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,18.0
1362,"['hours_per_week=1<x<25', 'relationship= Husband']",sex= Female,class=1,1.0,1.0,0.0,1.0,26.0,57.0
1358,"['hours_per_week=1<x<25', 'race= Asian_Pac_Islander', 'relationship= Husband']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,11.0
1355,"['age=17<x<35', 'race= Asian_Pac_Islander', 'relationship= Husband']",sex= Female,class=1,0.8333333333333334,0.8333333333333334,0.0,1.0,5.0,10.0
1354,"['hours_per_week=1<x<25', 'age=17<x<35', 'relationship= Husband']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,12.0
1303,"['education_num=4<x<8', 'native_country= Honduras']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,10.0
1390,"['age=17<x<35', 'workcla= Self_emp_not_inc', 'relationship= Husband']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,8.0
1282,"['age=35<x<53', 'education= 7th_8th']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,17.0
1218,"['hours_per_week=1<x<25', 'age=35<x<53', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,23.0
1278,"['age=53<x<71', 'workcla= Private', 'education= 7th_8th']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1109,"['education_num=x>12', 'workcla= State_gov', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,10.0
1108,"['age=53<x<71', 'workcla= State_gov', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,14.0
1106,"['race= Asian_Pac_Islander', 'workcla= State_gov', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,13.0
1105,"['education_num=8<x<12', 'workcla= State_gov', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,10.0
1103,"['education_num=4<x<8', 'relationship= Unmarried', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,11.0
1102,"['race= Black', 'relationship= Unmarried', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1101,"['education_num=x>12', 'relationship= Unmarried', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1100,"['workcla= State_gov', 'relationship= Unmarried', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,18.0
1092,"['age=53<x<71', 'race= Amer_Indian_Eskimo', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,10.0
1113,"['age=53<x<71', 'relationship= Not_in_family', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1091,"['education_num=8<x<12', 'race= Amer_Indian_Eskimo', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,12.0
1086,"['relationship= Not_in_family', 'workcla= Local_gov', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,10.0
1085,"['age=17<x<35', 'workcla= Local_gov', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,11.0
1082,"['age=17<x<35', 'education_num=4<x<8', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,9.0,17.0
1081,"['age=53<x<71', 'education_num=4<x<8', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,12.0
1075,"['age=17<x<35', 'race= Black', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1073,"['education_num=4<x<8', 'race= Black', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,8.0
1070,"['age=53<x<71', 'education_num=8<x<12', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,14.0
2135,"['age=x>71', 'education= 5th_6th']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,7.0
1067,"['age=17<x<35', 'race= Other', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1090,"['workcla= State_gov', 'education_num=1<x<4', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1114,"['race= Other', 'relationship= Not_in_family', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1116,"['race= Black', 'relationship= Not_in_family', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,9.0
1119,"['hours_per_week=1<x<25', 'age=53<x<71', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1147,"['workcla= Self_emp_inc', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,13.0,25.0
1146,"['age=17<x<35', 'education_num=4<x<8', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,12.0
1145,"['hours_per_week=1<x<25', 'education_num=4<x<8', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,9.0
1144,"['age=53<x<71', 'education_num=4<x<8', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,15.0
1143,"['hours_per_week=25<x<50', 'education_num=4<x<8', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,9.0,17.0
1142,"['education_num=4<x<8', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,23.0,44.0
1137,"['race= Amer_Indian_Eskimo', 'workcla= Private', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1136,"['education_num=8<x<12', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,18.0,42.0
1135,"['age=17<x<35', 'education_num=8<x<12', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,11.0
1134,"['hours_per_week=25<x<50', 'education_num=8<x<12', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,12.0
1133,"['hours_per_week=1<x<25', 'education_num=8<x<12', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,9.0,13.0
1132,"['hours_per_week=1<x<25', 'age=35<x<53', 'education_num=8<x<12', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1131,"['age=35<x<53', 'education_num=8<x<12', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,15.0
1130,"['age=17<x<35', 'hours_per_week=50<x<74', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1128,"['hours_per_week=1<x<25', 'race= Other', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,14.0
1127,"['age=17<x<35', 'race= Other', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,13.0
1126,"['education_num=4<x<8', 'race= Other', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1125,"['hours_per_week=25<x<50', 'race= Other', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1123,"['education_num=8<x<12', 'race= Other', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,11.0
1122,"['age=17<x<35', 'education_num=x>12', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,11.0
1121,"['hours_per_week=1<x<25', 'education_num=x>12', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,9.0,16.0
1066,"['education_num=4<x<8', 'race= Other', 'hours_per_week=50<x<74']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,10.0
1148,"['education_num=4<x<8', 'workcla= Self_emp_inc', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1060,"['education_num=x>12', 'hours_per_week=50<x<74']",sex= Female,class=1,0.7142857142857143,0.7142857142857143,0.0,1.0,20.0,30.0
1054,"['age=17<x<35', 'native_country= Thailand']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,12.0
1014,"['age=53<x<71', 'race= Asian_Pac_Islander', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,13.0
1013,"['education_num=4<x<8', 'race= Asian_Pac_Islander', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1012,"['hours_per_week=25<x<50', 'race= Asian_Pac_Islander', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,10.0,13.0
1011,"['race= Asian_Pac_Islander', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,24.0,38.0
1010,"['hours_per_week=1<x<25', 'workcla= Self_emp_inc', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,10.0
1009,"['age=17<x<35', 'workcla= Self_emp_inc', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1008,"['race= White', 'workcla= Self_emp_inc', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1007,"['workcla= Self_emp_inc', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,13.0,25.0
1006,"['workcla= State_gov', 'hours_per_week=50<x<74', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1015,"['hours_per_week=25<x<50', 'age=53<x<71', 'race= Asian_Pac_Islander', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,6.0
1005,"['race= Other', 'hours_per_week=50<x<74', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1003,"['age=35<x<53', 'hours_per_week=50<x<74', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,10.0
1002,"['hours_per_week=50<x<74', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,15.0,29.0
1001,"['hours_per_week=1<x<25', 'education_num=1<x<4', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,11.0
1000,"['race= Asian_Pac_Islander', 'education_num=1<x<4', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,10.0
999,"['workcla= Local_gov', 'education_num=1<x<4', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,9.0
998,"['age=17<x<35', 'education_num=1<x<4', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,9.0
997,"['hours_per_week=25<x<50', 'education_num=1<x<4', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,13.0
996,"['workcla= State_gov', 'education_num=1<x<4', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
995,"['age=53<x<71', 'education_num=1<x<4', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,10.0
1004,"['education_num=4<x<8', 'hours_per_week=50<x<74', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,13.0
1016,"['hours_per_week=1<x<25', 'race= Asian_Pac_Islander', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,13.0
1017,"['age=17<x<35', 'race= Asian_Pac_Islander', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,9.0
1018,"['education_num=8<x<12', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,18.0,32.0
1053,"['education_num=1<x<4', 'native_country= Thailand']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,10.0
1048,"['relationship= Unmarried', 'education= Bachelors']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,13.0
1045,"['age=17<x<35', 'education= Bachelors']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,13.0
1044,"['education_num=4<x<8', 'race= Black', 'education= Bachelors']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1043,"['race= Black', 'education= Bachelors']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,15.0
1040,"['relationship= Not_in_family', 'education= Bachelors']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,9.0
1034,"['relationship= Other_relative', 'education= Bachelors']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,9.0
1033,"['workcla= Self_emp_not_inc', 'education= Bachelors']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1032,"['race= Other', 'education= Bachelors']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1031,"['education_num=x>12', 'education= Bachelors']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,13.0
1029,"['fnlwgt=274186<x<527198', 'workcla= Local_gov', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1028,"['education_num=8<x<12', 'workcla= Local_gov', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1027,"['age=35<x<53', 'workcla= Local_gov', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,9.0
1026,"['hours_per_week=1<x<25', 'workcla= Local_gov', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,13.0
1025,"['age=17<x<35', 'workcla= Local_gov', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,8.0
1024,"['workcla= Local_gov', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,18.0,26.0
1023,"['hours_per_week=25<x<50', 'workcla= Local_gov', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,9.0
1022,"['hours_per_week=1<x<25', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,30.0,60.0
1021,"['age=17<x<35', 'education_num=8<x<12', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,11.0
1020,"['hours_per_week=1<x<25', 'education_num=8<x<12', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,13.0
1019,"['hours_per_week=25<x<50', 'education_num=8<x<12', 'relationship= Other_relative']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,12.0
1058,"['age=53<x<71', 'hours_per_week=50<x<74']",sex= Female,class=1,0.9230769230769231,0.9230769230769231,0.0,1.0,24.0,48.0
1279,"['education_num=x>12', 'workcla= Private', 'education= 7th_8th']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1149,"['race= Other', 'workcla= Self_emp_inc', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1151,"['age=17<x<35', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,28.0,48.0
1236,"['hours_per_week=1<x<25', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,32.0,62.0
1234,"['age=17<x<35', 'relationship= Not_in_family', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,9.0
1233,"['hours_per_week=1<x<25', 'race= Black', 'relationship= Not_in_family', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1232,"['race= Black', 'relationship= Not_in_family', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,11.0
1231,"['hours_per_week=1<x<25', 'relationship= Not_in_family', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,14.0
1229,"['hours_per_week=25<x<50', 'relationship= Not_in_family', 'workcla= Federal_gov']",sex= Female,class=1,0.8333333333333334,0.8333333333333334,0.0,1.0,5.0,10.0
1228,"['hours_per_week=1<x<25', 'race= Asian_Pac_Islander', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,10.0
1226,"['age=17<x<35', 'race= Asian_Pac_Islander', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,10.0
1225,"['hours_per_week=25<x<50', 'age=17<x<35', 'education_num=4<x<8', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,5.0
1238,"['hours_per_week=1<x<25', 'race= Black', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,17.0
1224,"['hours_per_week=1<x<25', 'age=17<x<35', 'education_num=4<x<8', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1222,"['hours_per_week=1<x<25', 'education_num=4<x<8', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,14.0
1221,"['education_num=4<x<8', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,17.0,34.0
1220,"['hours_per_week=25<x<50', 'education_num=4<x<8', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,14.0
1219,"['age=35<x<53', 'workcla= Federal_gov']",sex= Female,class=1,0.8571428571428571,0.8571428571428571,0.0,1.0,12.0,36.0
1435,"['age=35<x<53', 'race= Other', 'education= 10th']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,5.0
1215,"['age=17<x<35', 'relationship= Own_child', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1214,"['hours_per_week=1<x<25', 'relationship= Own_child', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,9.0,11.0
1210,"['age=17<x<35', 'race= Other', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,8.0
1209,"['hours_per_week=1<x<25', 'race= Other', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,10.0
1223,"['age=17<x<35', 'education_num=4<x<8', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,10.0,14.0
1239,"['age=17<x<35', 'race= Black', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1241,"['hours_per_week=1<x<25', 'education_num=1<x<4', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,12.0
1242,"['race= Black', 'education_num=1<x<4', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1277,"['workcla= Private', 'education= 7th_8th']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,16.0
1276,"['race= Other', 'fnlwgt=274186<x<527198', 'education= 7th_8th']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1266,"['hours_per_week=1<x<25', 'race= Amer_Indian_Eskimo', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,11.0
1264,"['hours_per_week=1<x<25', 'relationship= Wife', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,11.0
1263,"['relationship= Wife', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,10.0,20.0
1262,"['race= Asian_Pac_Islander', 'relationship= Wife', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1261,"['relationship= Other_relative', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,9.0,25.0
1260,"['hours_per_week=1<x<25', 'relationship= Other_relative', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,12.0
1259,"['age=17<x<35', 'race= White', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,11.0
1257,"['age=17<x<35', 'education_num=4<x<8', 'race= White', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1256,"['education_num=4<x<8', 'race= White', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,9.0
1255,"['hours_per_week=1<x<25', 'race= White', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,14.0
1254,"['hours_per_week=25<x<50', 'age=17<x<35', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,10.0,13.0
1253,"['hours_per_week=1<x<25', 'age=17<x<35', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,14.0,21.0
1252,"['age=17<x<35', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,26.0,39.0
1251,"['hours_per_week=1<x<25', 'relationship= Unmarried', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,10.0
1250,"['age=17<x<35', 'relationship= Unmarried', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,8.0
1248,"['hours_per_week=1<x<25', 'age=x>71', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,10.0
1246,"['hours_per_week=1<x<25', 'education_num=8<x<12', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,9.0,15.0
1244,"['age=17<x<35', 'education_num=1<x<4', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1243,"['relationship= Not_in_family', 'education_num=1<x<4', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,7.0
1208,"['hours_per_week=25<x<50', 'race= Other', 'workcla= Federal_gov']",sex= Female,class=1,0.8333333333333334,0.8333333333333334,0.0,1.0,5.0,10.0
1150,"['age=17<x<35', 'workcla= Self_emp_inc', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,10.0
1205,"['age=17<x<35', 'education_num=x>12', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1202,"['hours_per_week=1<x<25', 'age=53<x<71', 'workcla= Federal_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1173,"['race= Amer_Indian_Eskimo', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,16.0,36.0
1172,"['age=53<x<71', 'race= Amer_Indian_Eskimo', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,12.0
1171,"['hours_per_week=1<x<25', 'race= Amer_Indian_Eskimo', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,11.0
1170,"['education_num=8<x<12', 'race= Amer_Indian_Eskimo', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,13.0
1168,"['hours_per_week=1<x<25', 'age=35<x<53', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,11.0,19.0
1167,"['race= Asian_Pac_Islander', 'workcla= State_gov', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1166,"['workcla= State_gov', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,27.0
1165,"['hours_per_week=25<x<50', 'workcla= State_gov', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,13.0
1164,"['age=17<x<35', 'race= Black', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,11.0
1174,"['age=17<x<35', 'race= Amer_Indian_Eskimo', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1162,"['education_num=4<x<8', 'workcla= Self_emp_not_inc', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1160,"['hours_per_week=1<x<25', 'workcla= Self_emp_not_inc', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,12.0
1159,"['age=17<x<35', 'workcla= Self_emp_not_inc', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,11.0
1158,"['hours_per_week=25<x<50', 'workcla= Self_emp_not_inc', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,11.0
1157,"['workcla= Self_emp_not_inc', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,15.0,29.0
1156,"['hours_per_week=1<x<25', 'education_num=1<x<4', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1155,"['age=17<x<35', 'education_num=1<x<4', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1154,"['education_num=1<x<4', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,11.0,23.0
1153,"['hours_per_week=1<x<25', 'age=17<x<35', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,10.0,14.0
1152,"['hours_per_week=25<x<50', 'age=17<x<35', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,10.0,19.0
1161,"['race= White', 'workcla= Self_emp_not_inc', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,6.0
1175,"['education_num=x>12', 'race= Amer_Indian_Eskimo', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1176,"['education_num=4<x<8', 'race= Amer_Indian_Eskimo', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1177,"['hours_per_week=1<x<25', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,32.0,49.0
1200,"['race= White', 'fnlwgt=274186<x<527198', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1199,"['hours_per_week=1<x<25', 'fnlwgt=274186<x<527198', 'relationship= Own_child']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,11.0
