id,RevolvingUtilizationOfUnsecuredLines,DebtRatio,Unnamed: 0,age,NumberOfTime30-59DaysPastDueNotWorse,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,class
195,0.041084962,0.002999,2<x<603,57<x<75,0<x<24,1<x<15897,23<x<34,x<24,4<x<8,x>73,x>6,NO
196,0.166184038,1005.0,2<x<603,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
197,0.007712359,0.028257457000000007,603<x<1205,39<x<57,x>73,1<x<15897,0<x<11,x<24,8<x<12,0<x<24,0<x<2,YES
198,0.025082109,0.269341332,603<x<1205,21<x<39,x<24,1<x<15897,11<x<23,x<24,4<x<8,0<x<24,0<x<2,NO
199,0.017050203,0.601017347,x>1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x<24,2<x<4,NO
200,0.677963523,0.434237258,x>1807,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,2<x<4,NO
201,0.008382622,0.006320976999999999,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
202,0.025892469,0.434346035,x>1807,21<x<39,0<x<24,1<x<15897,11<x<23,x>73,0<x<4,0<x<24,x<2,NO
203,0.035940506000000004,0.017260735,2<x<603,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,x<4,0<x<24,4<x<6,NO
204,0.360907571,0.31035201,1205<x<1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,x<4,0<x<24,x>6,NO
205,0.135778145,0.228999349,2<x<603,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
206,0.002856735,0.217188062,x>1807,x>75,0<x<24,15897<x<31794,11<x<23,0<x<24,0<x<4,0<x<24,2<x<4,NO
207,0.051976021,0.716118685,603<x<1205,39<x<57,x>73,1<x<15897,0<x<11,x<24,0<x<4,0<x<24,4<x<6,NO
208,0.940774925,0.218573046,603<x<1205,57<x<75,x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,x>6,NO
209,0.029643294,0.33847981,1205<x<1807,39<x<57,0<x<24,15897<x<31794,23<x<34,0<x<24,4<x<8,x<24,x>6,NO
210,0.7935434720000001,0.466629119,2<x<603,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x<24,x>6,NO
211,0.04550585,0.422447194,2<x<603,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,x<2,NO
212,0.23459476,0.365384615,x>1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,x>6,NO
213,0.466334165,0.00012837,603<x<1205,x<39,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,0<x<24,2<x<4,NO
214,0.262403669,1.404297851,603<x<1205,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
215,0.251284106,0.732788003,2<x<603,39<x<57,0<x<24,1<x<15897,0<x<11,x<24,4<x<8,0<x<24,0<x<2,YES
216,0.002115303,0.199761673,x>1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,x>6,NO
217,0.020131991,0.0032786890000000004,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,0<x<2,NO
218,0.011629342,0.00244798,1205<x<1807,39<x<57,x>73,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,4<x<6,NO
219,0.034421473,0.353441093,603<x<1205,x<39,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,4<x<6,NO
220,0.8801866359999999,0.052672049000000006,1205<x<1807,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
221,0.301152442,0.10821382,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,x>73,4<x<8,0<x<24,2<x<4,NO
222,0.02395761,0.508836076,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,2<x<4,NO
223,0.013332445,0.214688239,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,0<x<2,YES
224,0.186851783,0.15661446199999998,2<x<603,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,x<2,YES
225,0.170165967,0.711075819,x>1807,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x<24,x<2,NO
226,0.166184038,3162.0,1205<x<1807,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,x<24,4<x<6,NO
227,0.741505663,0.00419958,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
228,0.691722293,0.024569089,x>1807,57<x<75,x>73,1<x<15897,x>34,0<x<24,8<x<12,0<x<24,0<x<2,NO
229,0.004544478,0.265091864,603<x<1205,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,4<x<6,NO
230,0.5159756879999999,0.25857662800000003,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,x<24,0<x<4,0<x<24,4<x<6,NO
231,0.595095253,0.539554464,1205<x<1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,8<x<12,x<24,4<x<6,NO
232,0.352920416,0.313816494,1205<x<1807,57<x<75,x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,2<x<4,NO
233,0.007560791,0.498488489,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,4<x<6,NO
234,0.986280549,47.0,603<x<1205,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,4<x<6,NO
235,0.081238383,0.6710469929999999,x>1807,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,x>6,NO
236,0.034421473,0.44187375,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,2<x<4,NO
237,0.02464305,0.673163418,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,0<x<2,YES
238,0.01449978,0.098937721,x>1807,x<39,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,2<x<4,YES
239,0.188256123,0.264079508,x>1807,57<x<75,x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x<2,NO
240,0.5847176079999999,0.252374763,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,x>6,NO
241,0.048911121,3.874422899,2<x<603,21<x<39,0<x<24,15897<x<31794,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
242,0.506995336,0.302199741,1205<x<1807,x>75,x>73,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
243,0.987367106,0.181311286,1205<x<1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,2<x<4,YES
244,0.107560312,0.33853112700000004,1205<x<1807,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,0<x<2,NO
245,0.05841615400000001,0.519493502,x>1807,21<x<39,0<x<24,15897<x<31794,0<x<11,0<x<24,0<x<4,x<24,4<x<6,NO
246,0.499666889,0.040845473,603<x<1205,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,0<x<2,NO
247,0.088911089,0.092985318,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x<24,0<x<2,NO
248,1.042754026,0.234941265,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,x>6,YES
249,0.397702982,0.07457402099999999,603<x<1205,57<x<75,x>73,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,2<x<4,NO
250,2.760956175,0.06513930700000001,1205<x<1807,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,x>6,YES
251,0.196230403,0.454057468,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,4<x<6,NO
252,0.07237774400000001,0.06349824700000001,603<x<1205,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,0<x<24,x>6,NO
253,0.039096506,0.004385965,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,x>73,0<x<4,0<x<24,x>6,NO
254,0.07237774400000001,0.4862385320000001,2<x<603,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x>73,4<x<6,NO
255,0.002964536,0.34037277,x>1807,57<x<75,0<x<24,15897<x<31794,0<x<11,0<x<24,8<x<12,x<24,x<2,NO
256,0.249922521,0.652923155,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,2<x<4,NO
257,0.025079156,0.667821846,603<x<1205,39<x<57,0<x<24,1<x<15897,x>34,x>73,4<x<8,x<24,4<x<6,NO
258,1.095083357,0.208842479,1205<x<1807,39<x<57,0<x<24,15897<x<31794,23<x<34,0<x<24,4<x<8,x>73,x>6,NO
259,0.435904273,0.460296772,x>1807,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,2<x<4,NO
260,0.011073664,0.15199392,603<x<1205,57<x<75,0<x<24,1<x<15897,0<x<11,x<24,0<x<4,0<x<24,x<2,NO
261,0.040186458,3107.0,1205<x<1807,21<x<39,0<x<24,15897<x<31794,0<x<11,x>73,8<x<12,0<x<24,2<x<4,NO
262,0.007363245999999999,0.650674663,1205<x<1807,57<x<75,0<x<24,15897<x<31794,0<x<11,0<x<24,0<x<4,0<x<24,x>6,NO
263,0.002965614,0.411100659,603<x<1205,x>75,0<x<24,1<x<15897,23<x<34,x>73,0<x<4,0<x<24,x>6,NO
264,0.10088331,0.401873049,1205<x<1807,57<x<75,x>73,1<x<15897,23<x<34,0<x<24,x<4,x<24,2<x<4,NO
265,0.01150123,0.001587582,2<x<603,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
266,0.101740388,0.182954261,603<x<1205,39<x<57,0<x<24,1<x<15897,23<x<34,x>73,8<x<12,0<x<24,x<2,NO
267,0.228591229,0.644670051,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,0<x<2,YES
268,0.434400225,0.367097806,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,x>73,4<x<8,0<x<24,4<x<6,NO
269,0.387065977,0.391101483,603<x<1205,57<x<75,x>73,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,4<x<6,NO
270,0.013843317,0.315460567,x>1807,21<x<39,0<x<24,15897<x<31794,23<x<34,0<x<24,0<x<4,0<x<24,4<x<6,NO
271,0.154398948,0.479244421,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,x<24,2<x<4,NO
272,0.015293506,0.233524355,x>1807,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,0<x<2,YES
273,0.83121405,0.186841149,603<x<1205,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,x>6,NO
274,0.017705623,0.4577349570000001,2<x<603,57<x<75,0<x<24,1<x<15897,23<x<34,x>73,0<x<4,x<24,x>6,NO
275,0.1925349,0.477690571,603<x<1205,21<x<39,x<24,1<x<15897,11<x<23,x>73,8<x<12,x<24,4<x<6,NO
276,0.436410214,0.653881071,2<x<603,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x<24,2<x<4,NO
277,0.655633909,0.008663779,603<x<1205,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x<24,0<x<2,NO
278,1143.0,0.01283697,1205<x<1807,21<x<39,0<x<24,15897<x<31794,0<x<11,x>73,0<x<4,0<x<24,0<x<2,YES
279,0.019477727,0.635515265,1205<x<1807,21<x<39,0<x<24,1<x<15897,0<x<11,x>73,0<x<4,x<24,4<x<6,NO
280,0.993335555,0.068935962,1205<x<1807,x>75,0<x<24,1<x<15897,0<x<11,x>73,4<x<8,0<x<24,4<x<6,YES
281,0.015271802,0.329780147,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,8<x<12,x<24,2<x<4,NO
282,0.070324183,4211.0,x>1807,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,x>73,4<x<6,NO
283,0.485558448,0.209891754,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x>6,NO
284,0.048850024000000006,0.182363527,1205<x<1807,57<x<75,x>73,1<x<15897,23<x<34,0<x<24,8<x<12,0<x<24,0<x<2,YES
285,0.08628288,0.26296215300000003,x>1807,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,x>6,NO
286,0.4433792070000001,0.287622313,603<x<1205,21<x<39,0<x<24,15897<x<31794,0<x<11,0<x<24,x>12,0<x<24,4<x<6,NO
287,0.05538241,0.048762191,2<x<603,x>75,0<x<24,1<x<15897,0<x<11,x<24,0<x<4,0<x<24,2<x<4,NO
288,0.314304201,0.459166466,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,x<24,0<x<4,x>73,0<x<2,NO
289,0.240375962,0.332041747,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,8<x<12,0<x<24,x<2,NO
290,0.005737638000000001,0.391578588,603<x<1205,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,4<x<6,NO
291,0.347676394,0.527887839,1205<x<1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,x<24,2<x<4,NO
292,0.732711215,0.34037277,2<x<603,57<x<75,x>73,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,NO
293,0.247964787,0.149445764,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x>6,NO
294,0.48268786,0.384779992,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x<24,4<x<6,NO
295,0.1925349,0.209965006,603<x<1205,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,x>6,NO
296,0.57985084,2.030193961,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,x<2,NO
297,0.20542621,0.106808245,603<x<1205,x>75,0<x<24,1<x<15897,x<11,0<x<24,0<x<4,0<x<24,x>6,NO
298,0.03719769,0.187713925,1205<x<1807,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,0<x<2,YES
299,0.576351207,0.291809152,603<x<1205,x>75,0<x<24,1<x<15897,0<x<11,x<24,0<x<4,x>73,4<x<6,NO
300,0.924107143,0.183736947,2<x<603,57<x<75,x>73,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
301,0.8710733559999999,0.224283305,x>1807,x>75,x>73,1<x<15897,0<x<11,0<x<24,x>12,0<x<24,x>6,NO
302,0.002983261,0.329797446,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,x>73,0<x<4,x<24,0<x<2,NO
303,2066.0,0.22622108,2<x<603,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x>73,x>6,NO
304,0.7021366170000001,0.478190226,1205<x<1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,x>6,NO
305,0.147123525,0.652793401,x>1807,39<x<57,x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x<24,4<x<6,NO
306,0.088809584,0.418121994,x>1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,x>73,0<x<2,NO
307,0.186987534,0.35891442700000004,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,4<x<6,NO
308,0.5543797770000001,0.214392804,603<x<1205,21<x<39,x>73,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,0<x<2,NO
309,0.6169823720000001,0.38380135,1205<x<1807,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,x>6,NO
310,0.041084962,0.306101912,1205<x<1807,x>75,0<x<24,1<x<15897,23<x<34,x>73,4<x<8,x>73,0<x<2,NO
311,0.213011391,0.452363811,1205<x<1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,x>73,0<x<2,NO
312,0.834048027,0.408706353,x>1807,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,x<4,0<x<24,x<2,NO
313,0.016142473,0.325335893,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,4<x<6,NO
314,0.095965505,0.108461814,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,2<x<4,YES
315,0.644225962,0.986253437,1205<x<1807,57<x<75,x<24,1<x<15897,0<x<11,0<x<24,x>12,0<x<24,0<x<2,NO
316,0.994428754,0.004005827,603<x<1205,39<x<57,0<x<24,1<x<15897,23<x<34,x<24,8<x<12,0<x<24,4<x<6,NO
317,0.270429421,1.317473011,x>1807,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,2<x<4,NO
318,0.487720982,0.4825614,2<x<603,57<x<75,x>73,1<x<15897,23<x<34,0<x<24,4<x<8,x>73,0<x<2,NO
319,0.8682796070000001,0.467171717,1205<x<1807,21<x<39,x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
320,0.602794411,0.811062979,x>1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x<24,4<x<6,NO
321,0.110327321,0.185027648,603<x<1205,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
322,0.295928252,0.024569089,603<x<1205,x>75,x>73,1<x<15897,23<x<34,x>73,4<x<8,0<x<24,4<x<6,NO
323,0.401199782,0.60616581,x>1807,39<x<57,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,0<x<2,YES
324,0.047294357,0.436352254,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,4<x<6,NO
325,0.029878794,0.236357659,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,x<24,0<x<4,0<x<24,2<x<4,NO
326,0.113400284,0.160825176,603<x<1205,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,x>73,x<2,NO
327,0.121532709,0.396001111,x>1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,4<x<6,NO
328,0.5035879870000001,0.365787835,603<x<1205,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,x<24,x>6,NO
329,0.120179936,0.385015331,2<x<603,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,0<x<2,NO
330,0.15956134800000002,0.006854172,2<x<603,x>75,x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
331,0.715720439,0.313816494,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,2<x<4,NO
332,0.000307164,0.225741941,x>1807,57<x<75,x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,0<x<2,NO
333,0.93549709,0.601017347,x>1807,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,x<4,0<x<24,x<2,NO
334,0.92778985,0.312868713,2<x<603,x>75,x>73,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,4<x<6,NO
335,0.55613391,0.214426305,1205<x<1807,57<x<75,0<x<24,1<x<15897,23<x<34,x<24,4<x<8,0<x<24,4<x<6,NO
336,0.973447395,0.032483758,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,YES
337,0.196372799,0.805379045,603<x<1205,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x>73,4<x<6,NO
338,0.004396358,0.010791367,603<x<1205,21<x<39,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,2<x<4,NO
339,0.159244895,0.319053619,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,4<x<6,NO
340,0.7424360409999999,0.135553584,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x<24,0<x<2,NO
341,5.37e-05,0.325581395,603<x<1205,x>75,0<x<24,1<x<15897,23<x<34,x<24,0<x<4,0<x<24,4<x<6,NO
342,0.047813534000000005,0.226219025,603<x<1205,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,x<4,x>73,0<x<2,NO
343,0.999578992,0.0013269,1205<x<1807,39<x<57,0<x<24,15897<x<31794,11<x<23,x<24,x>12,0<x<24,0<x<2,NO
344,0.270429421,0.390402399,2<x<603,x>75,x>73,1<x<15897,x>34,0<x<24,x>12,0<x<24,x>6,NO
345,0.275946359,0.192124289,2<x<603,x>75,x<24,1<x<15897,0<x<11,0<x<24,x>12,x<24,2<x<4,NO
346,0.972881909,0.594224361,603<x<1205,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,8<x<12,0<x<24,0<x<2,YES
347,0.188116791,0.304904717,x>1807,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x<24,x>6,NO
348,0.054940099000000006,0.071192375,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,8<x<12,0<x<24,2<x<4,NO
349,0.452864285,0.005178402,x>1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x<24,x<2,NO
350,0.113085143,0.360940809,x>1807,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,2<x<4,NO
351,0.702381432,0.130140954,1205<x<1807,21<x<39,0<x<24,15897<x<31794,23<x<34,0<x<24,4<x<8,0<x<24,0<x<2,NO
352,0.992015968,0.120938628,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,4<x<6,NO
353,0.008247756,0.26775232,x>1807,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,2<x<4,NO
354,0.122047134,0.197565025,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,4<x<6,NO
355,0.006956358,0.5956539129999999,2<x<603,39<x<57,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,x>6,NO
356,0.026885902000000003,0.30539568300000003,1205<x<1807,39<x<57,0<x<24,15897<x<31794,23<x<34,0<x<24,0<x<4,0<x<24,x>6,NO
357,0.197701607,0.123797734,x>1807,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,2<x<4,NO
358,0.009788862,0.32333833100000003,x>1807,57<x<75,0<x<24,1<x<15897,0<x<11,x>73,0<x<4,0<x<24,4<x<6,NO
359,0.14185399099999998,0.545157068,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x<24,x>6,YES
360,0.164283572,0.179793912,603<x<1205,x>75,0<x<24,1<x<15897,0<x<11,x<24,x>12,0<x<24,0<x<2,NO
361,0.245930854,0.219129193,x>1807,x>75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,2<x<4,NO
362,0.595112469,0.179975176,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,0<x<24,4<x<6,NO
363,0.123471362,0.269341332,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,x>73,4<x<8,0<x<24,2<x<4,NO
364,0.009985653,0.300174956,2<x<603,57<x<75,0<x<24,1<x<15897,23<x<34,x>73,0<x<4,0<x<24,x>6,NO
365,0.162218632,0.015661446000000002,1205<x<1807,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,x>73,x>6,NO
366,1.079681275,0.130234791,2<x<603,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,4<x<6,NO
367,0.159873773,0.00959808,1205<x<1807,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,x<2,NO
368,0.456585044,0.492424242,603<x<1205,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,0<x<4,0<x<24,4<x<6,NO
369,0.903231566,0.5668944570000001,2<x<603,57<x<75,x>73,1<x<15897,0<x<11,x>73,4<x<8,0<x<24,2<x<4,NO
370,0.08422045800000001,0.4862385320000001,2<x<603,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,4<x<6,NO
371,0.111327624,0.329797446,2<x<603,x>75,0<x<24,1<x<15897,23<x<34,x>73,0<x<4,0<x<24,0<x<2,YES
372,0.030153714,0.119660709,1205<x<1807,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,0<x<4,0<x<24,x>6,NO
373,0.330939503,0.76967187,x>1807,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,0<x<4,0<x<24,x>6,NO
374,0.84293979,0.453692681,x>1807,x>75,0<x<24,1<x<15897,x>34,0<x<24,0<x<4,0<x<24,x<2,NO
375,0.002197706,0.873503384,1205<x<1807,x>75,0<x<24,1<x<15897,23<x<34,0<x<24,8<x<12,x>73,2<x<4,NO
376,0.082452074,0.00019996,2<x<603,x>75,0<x<24,1<x<15897,11<x<23,x>73,4<x<8,x>73,2<x<4,NO
377,0.090641506,0.897422409,603<x<1205,39<x<57,0<x<24,1<x<15897,0<x<11,x<24,0<x<4,0<x<24,0<x<2,NO
378,0.323719804,1.687366167,1205<x<1807,39<x<57,0<x<24,1<x<15897,23<x<34,0<x<24,4<x<8,0<x<24,x<2,NO
379,0.040253329,0.4412521170000001,603<x<1205,57<x<75,x<24,1<x<15897,11<x<23,0<x<24,0<x<4,x>73,2<x<4,NO
380,0.103659756,0.167543201,x>1807,21<x<39,0<x<24,1<x<15897,0<x<11,0<x<24,4<x<8,0<x<24,2<x<4,YES
381,0.016406971,0.549380248,2<x<603,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x<24,x<2,NO
382,0.289470539,1.3949671769999998,1205<x<1807,39<x<57,0<x<24,1<x<15897,11<x<23,x<24,8<x<12,0<x<24,4<x<6,NO
383,0.495520162,0.175139978,2<x<603,57<x<75,0<x<24,15897<x<31794,23<x<34,0<x<24,4<x<8,0<x<24,x>6,NO
384,0.018796023,0.50857819,1205<x<1807,57<x<75,0<x<24,1<x<15897,0<x<11,0<x<24,x<4,0<x<24,x<2,NO
385,0.433461198,0.472542946,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,x>12,0<x<24,2<x<4,NO
386,0.836666107,0.310054326,603<x<1205,57<x<75,0<x<24,1<x<15897,11<x<23,0<x<24,4<x<8,x<24,4<x<6,NO
387,0.034421473,0.133777672,2<x<603,x>75,0<x<24,1<x<15897,0<x<11,0<x<24,x>12,0<x<24,4<x<6,NO
388,0.8292682929999999,2.699720112,603<x<1205,21<x<39,0<x<24,1<x<15897,11<x<23,x>73,0<x<4,0<x<24,4<x<6,NO
389,0.593985244,0.5725903210000001,2<x<603,57<x<75,0<x<24,1<x<15897,23<x<34,0<x<24,x>12,0<x<24,x>6,NO
390,0.034833091000000004,0.442592901,1205<x<1807,21<x<39,x<24,1<x<15897,11<x<23,0<x<24,x<4,x>73,x>6,NO
