id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,pdays,previous,class
181,management,divorced,primary,yes,no,no,cellular,apr,other,x>75,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,no
182,entrepreneur,divorced,secondary,no,yes,no,unknown,jun,other,18<x<37,-2712<x<18267,1<x<8,971<x<1941,1<x<16,212<x<426,0<x<14,yes
183,blue-collar,married,tertiary,yes,yes,no,unknown,sep,failure,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,426<x<640,0<x<14,yes
184,self-employed,single,primary,yes,no,no,unknown,feb,failure,x>75,18267<x<39246,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
185,entrepreneur,single,primary,no,no,yes,telephone,aug,other,56<x<75,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,0<x<14,yes
186,services,married,tertiary,no,no,no,cellular,mar,other,18<x<37,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,yes
187,self-employed,divorced,unknown,yes,no,yes,cellular,jan,success,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,yes
188,services,married,secondary,yes,no,no,unknown,apr,failure,37<x<56,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
189,self-employed,divorced,tertiary,yes,yes,no,cellular,jan,failure,37<x<56,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
190,services,single,secondary,no,no,yes,cellular,apr,other,x>75,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,no
191,services,married,primary,no,no,no,telephone,feb,unknown,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
192,technician,divorced,tertiary,yes,no,yes,telephone,sep,unknown,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
193,unknown,divorced,primary,yes,no,yes,unknown,dec,unknown,56<x<75,-2712<x<18267,x>23,2<x<971,32<x<47,-1<x<212,0<x<14,no
194,unemployed,married,secondary,yes,yes,no,telephone,jun,other,37<x<56,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
195,services,single,secondary,no,yes,yes,telephone,jul,success,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,no
196,blue-collar,divorced,secondary,yes,no,yes,telephone,nov,other,18<x<37,-2712<x<18267,8<x<16,971<x<1941,16<x<32,x>640,14<x<29,yes
197,entrepreneur,married,secondary,no,no,yes,unknown,dec,failure,37<x<56,-2712<x<18267,16<x<23,2<x<971,x>47,212<x<426,0<x<14,yes
198,self-employed,married,tertiary,no,no,yes,cellular,feb,other,37<x<56,-2712<x<18267,x>23,2<x<971,32<x<47,212<x<426,0<x<14,no
199,technician,single,primary,yes,yes,no,unknown,jul,success,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,yes
200,unemployed,single,tertiary,yes,no,no,telephone,sep,failure,37<x<56,-2712<x<18267,16<x<23,971<x<1941,1<x<16,426<x<640,14<x<29,yes
201,technician,divorced,tertiary,yes,yes,yes,cellular,aug,other,56<x<75,-2712<x<18267,16<x<23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
202,unemployed,married,tertiary,no,no,no,cellular,nov,other,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,426<x<640,14<x<29,yes
203,technician,married,primary,yes,no,no,unknown,feb,success,18<x<37,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,14<x<29,no
204,blue-collar,single,secondary,no,yes,yes,unknown,jul,unknown,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,-1<x<212,14<x<29,no
205,housemaid,divorced,tertiary,yes,no,no,cellular,dec,failure,56<x<75,-2712<x<18267,x>23,2<x<971,32<x<47,426<x<640,14<x<29,no
206,retired,divorced,tertiary,yes,yes,no,unknown,jan,other,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,426<x<640,0<x<14,no
207,admin.,divorced,tertiary,no,yes,yes,telephone,may,success,56<x<75,-2712<x<18267,1<x<8,971<x<1941,16<x<32,212<x<426,0<x<14,yes
208,self-employed,divorced,unknown,no,yes,yes,telephone,jun,failure,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
209,student,married,primary,no,no,yes,cellular,oct,other,56<x<75,-2712<x<18267,1<x<8,1941<x<2911,16<x<32,-1<x<212,14<x<29,yes
210,unknown,single,primary,yes,no,no,unknown,jul,failure,18<x<37,-2712<x<18267,x>23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
211,housemaid,married,secondary,yes,yes,no,telephone,nov,other,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
212,unemployed,divorced,tertiary,no,no,yes,cellular,may,failure,x>75,-2712<x<18267,8<x<16,971<x<1941,1<x<16,212<x<426,29<x<43,yes
213,technician,married,secondary,no,yes,no,unknown,jul,other,x>75,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
214,retired,single,secondary,yes,no,yes,unknown,oct,unknown,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
215,entrepreneur,divorced,unknown,no,yes,no,telephone,may,failure,37<x<56,-2712<x<18267,16<x<23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
216,unemployed,divorced,secondary,yes,no,yes,telephone,mar,failure,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
217,housemaid,single,unknown,no,no,yes,telephone,jun,unknown,18<x<37,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,29<x<43,no
218,entrepreneur,married,primary,no,yes,yes,unknown,dec,other,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,14<x<29,no
219,management,married,unknown,yes,yes,yes,cellular,nov,unknown,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,x>640,0<x<14,yes
220,blue-collar,divorced,secondary,yes,yes,no,telephone,aug,other,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,426<x<640,0<x<14,yes
221,entrepreneur,married,primary,no,no,no,cellular,mar,success,18<x<37,-2712<x<18267,x<8,2<x<971,16<x<32,-1<x<212,0<x<14,yes
222,admin.,divorced,secondary,yes,no,no,unknown,nov,unknown,56<x<75,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,x>43,no
223,management,married,tertiary,yes,no,yes,unknown,apr,success,56<x<75,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
224,unknown,single,secondary,yes,no,yes,cellular,sep,success,37<x<56,-2712<x<18267,1<x<8,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
225,housemaid,married,secondary,no,no,no,unknown,apr,unknown,18<x<37,-2712<x<18267,1<x<8,2<x<971,32<x<47,-1<x<212,0<x<14,yes
226,services,married,tertiary,no,yes,yes,telephone,oct,other,18<x<37,-2712<x<18267,8<x<16,971<x<1941,16<x<32,426<x<640,0<x<14,yes
227,services,single,secondary,no,yes,no,cellular,oct,unknown,37<x<56,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
228,retired,married,secondary,no,no,yes,telephone,oct,failure,x<37,-2712<x<18267,16<x<23,x>2911,16<x<32,212<x<426,0<x<14,yes
229,retired,married,primary,no,no,no,cellular,mar,other,37<x<56,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,0<x<14,yes
230,services,divorced,tertiary,yes,yes,yes,unknown,mar,other,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,29<x<43,yes
231,services,married,tertiary,no,yes,no,unknown,apr,other,18<x<37,-2712<x<18267,8<x<16,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
232,admin.,single,tertiary,yes,yes,no,cellular,aug,other,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
233,housemaid,married,tertiary,no,yes,no,cellular,apr,success,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,14<x<29,no
234,housemaid,single,tertiary,no,no,yes,unknown,nov,unknown,x>75,-2712<x<18267,16<x<23,971<x<1941,1<x<16,212<x<426,29<x<43,yes
235,retired,divorced,primary,no,no,yes,unknown,sep,unknown,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,426<x<640,14<x<29,no
236,unknown,divorced,unknown,yes,no,no,telephone,nov,failure,18<x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,no
237,retired,married,tertiary,yes,yes,yes,telephone,sep,success,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,426<x<640,29<x<43,no
238,retired,single,secondary,no,no,no,cellular,mar,other,x>75,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,x<14,yes
239,unknown,divorced,unknown,no,yes,yes,telephone,dec,other,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,426<x<640,0<x<14,yes
240,admin.,married,secondary,yes,no,no,telephone,oct,other,56<x<75,-2712<x<18267,8<x<16,1941<x<2911,16<x<32,212<x<426,29<x<43,yes
241,technician,married,tertiary,yes,yes,yes,cellular,may,success,18<x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,0<x<14,yes
242,student,single,primary,yes,yes,no,unknown,nov,other,37<x<56,-2712<x<18267,1<x<8,2<x<971,32<x<47,212<x<426,14<x<29,no
243,self-employed,divorced,unknown,yes,no,yes,cellular,may,unknown,37<x<56,18267<x<39246,1<x<8,971<x<1941,1<x<16,426<x<640,x<14,yes
244,unemployed,single,unknown,yes,no,no,cellular,feb,other,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
245,admin.,single,secondary,yes,yes,no,telephone,feb,other,56<x<75,18267<x<39246,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
246,self-employed,divorced,tertiary,no,no,no,cellular,jul,failure,56<x<75,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,x<14,yes
247,services,married,unknown,yes,no,yes,telephone,sep,unknown,56<x<75,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,yes
248,unknown,married,secondary,no,yes,no,telephone,dec,other,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,x<14,no
249,management,married,primary,no,yes,yes,telephone,jun,failure,56<x<75,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
250,management,single,secondary,yes,yes,yes,unknown,jun,other,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,426<x<640,14<x<29,yes
251,blue-collar,divorced,primary,yes,no,no,unknown,jul,other,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,29<x<43,yes
252,technician,married,secondary,no,no,no,telephone,dec,success,x>75,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,no
253,blue-collar,divorced,secondary,no,no,yes,cellular,jun,other,37<x<56,-2712<x<18267,x>23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
254,self-employed,single,primary,yes,no,no,cellular,aug,other,56<x<75,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,29<x<43,no
255,unemployed,married,secondary,yes,no,yes,telephone,oct,success,x>75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,426<x<640,0<x<14,yes
256,self-employed,divorced,tertiary,no,yes,yes,telephone,nov,unknown,37<x<56,-2712<x<18267,16<x<23,971<x<1941,1<x<16,x>640,0<x<14,yes
257,unemployed,single,secondary,no,yes,no,telephone,dec,failure,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,yes
258,student,married,unknown,yes,no,yes,unknown,jul,other,x>75,-2712<x<18267,16<x<23,2<x<971,16<x<32,426<x<640,14<x<29,yes
259,management,married,primary,no,yes,yes,cellular,sep,failure,56<x<75,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,29<x<43,no
260,student,single,tertiary,no,no,yes,telephone,jul,failure,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,no
261,self-employed,divorced,secondary,no,no,no,telephone,jan,unknown,18<x<37,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
262,technician,single,unknown,no,yes,no,telephone,jul,failure,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
263,unemployed,single,secondary,no,no,yes,unknown,jan,other,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,426<x<640,0<x<14,yes
264,retired,divorced,tertiary,yes,no,yes,telephone,sep,other,56<x<75,-2712<x<18267,1<x<8,2<x<971,1<x<16,426<x<640,x<14,yes
265,entrepreneur,divorced,primary,no,no,yes,telephone,sep,failure,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,0<x<14,yes
266,management,married,tertiary,no,no,no,telephone,feb,success,37<x<56,-2712<x<18267,16<x<23,2<x<971,32<x<47,-1<x<212,0<x<14,yes
267,housemaid,married,tertiary,no,yes,yes,unknown,mar,success,56<x<75,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,no
268,unknown,married,secondary,yes,no,no,unknown,aug,other,56<x<75,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,0<x<14,no
269,services,married,primary,no,yes,yes,cellular,jun,unknown,56<x<75,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,x>43,yes
270,management,single,primary,yes,no,yes,unknown,nov,failure,56<x<75,-2712<x<18267,8<x<16,971<x<1941,x>47,212<x<426,0<x<14,yes
271,student,married,tertiary,yes,yes,yes,unknown,jun,other,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
272,entrepreneur,single,secondary,no,yes,yes,telephone,dec,unknown,37<x<56,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,yes
273,unemployed,married,tertiary,yes,no,no,unknown,jan,other,56<x<75,-2712<x<18267,1<x<8,971<x<1941,1<x<16,212<x<426,14<x<29,yes
274,retired,married,secondary,yes,no,yes,telephone,jul,unknown,56<x<75,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,0<x<14,no
275,housemaid,divorced,secondary,no,no,no,telephone,oct,unknown,x>75,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,14<x<29,yes
276,technician,married,primary,no,no,yes,unknown,feb,unknown,18<x<37,-2712<x<18267,16<x<23,1941<x<2911,1<x<16,426<x<640,x>43,yes
277,retired,single,primary,no,no,no,unknown,aug,other,56<x<75,-2712<x<18267,8<x<16,971<x<1941,1<x<16,426<x<640,0<x<14,yes
278,housemaid,single,secondary,no,yes,yes,cellular,jul,failure,56<x<75,-2712<x<18267,x>23,971<x<1941,16<x<32,426<x<640,0<x<14,yes
279,blue-collar,married,primary,yes,no,yes,telephone,jul,failure,37<x<56,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
280,entrepreneur,single,unknown,yes,yes,no,cellular,feb,unknown,56<x<75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
281,management,divorced,unknown,yes,yes,no,telephone,apr,failure,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
282,student,married,secondary,no,no,yes,telephone,feb,unknown,56<x<75,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,yes
283,management,divorced,secondary,yes,yes,yes,telephone,jul,success,56<x<75,-2712<x<18267,8<x<16,971<x<1941,1<x<16,212<x<426,0<x<14,yes
284,blue-collar,married,tertiary,yes,yes,yes,telephone,aug,other,x>75,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
285,housemaid,single,tertiary,yes,no,no,cellular,mar,other,18<x<37,-2712<x<18267,x>23,2<x<971,16<x<32,212<x<426,14<x<29,no
286,blue-collar,married,primary,no,no,no,telephone,jan,other,56<x<75,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,no
287,entrepreneur,single,primary,yes,no,no,unknown,jan,success,x>75,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,yes
288,services,married,primary,no,yes,no,unknown,mar,unknown,56<x<75,-2712<x<18267,x>23,971<x<1941,x<16,-1<x<212,0<x<14,yes
289,entrepreneur,single,secondary,no,no,no,telephone,feb,failure,18<x<37,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,no
290,unknown,divorced,primary,no,no,no,cellular,feb,other,56<x<75,-2712<x<18267,x<8,2<x<971,1<x<16,-1<x<212,0<x<14,no
291,management,married,primary,yes,yes,yes,telephone,sep,unknown,56<x<75,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,x>43,no
292,housemaid,divorced,unknown,yes,no,no,unknown,oct,other,x>75,-2712<x<18267,x>23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
293,technician,divorced,primary,no,no,no,unknown,sep,unknown,56<x<75,-2712<x<18267,8<x<16,971<x<1941,1<x<16,426<x<640,0<x<14,yes
294,unknown,single,primary,no,no,no,cellular,dec,unknown,37<x<56,-2712<x<18267,8<x<16,2<x<971,x<16,212<x<426,14<x<29,yes
295,retired,married,secondary,no,yes,no,cellular,aug,other,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,426<x<640,14<x<29,yes
296,self-employed,married,tertiary,yes,no,yes,unknown,mar,success,56<x<75,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,0<x<14,yes
297,unknown,divorced,primary,no,no,no,unknown,feb,unknown,x>75,-2712<x<18267,16<x<23,2<x<971,16<x<32,-1<x<212,29<x<43,no
298,entrepreneur,divorced,unknown,no,yes,no,telephone,jan,other,18<x<37,-2712<x<18267,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
299,unknown,single,primary,no,no,no,telephone,jun,success,56<x<75,-2712<x<18267,16<x<23,971<x<1941,1<x<16,426<x<640,0<x<14,yes
300,entrepreneur,married,unknown,no,yes,yes,cellular,apr,failure,x>75,-2712<x<18267,16<x<23,2<x<971,32<x<47,-1<x<212,0<x<14,no
301,student,married,secondary,yes,yes,no,cellular,jul,other,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,14<x<29,no
302,services,married,secondary,no,no,no,telephone,feb,unknown,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,-1<x<212,x>43,yes
303,unemployed,married,secondary,no,no,no,telephone,apr,failure,18<x<37,-2712<x<18267,x<8,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
304,entrepreneur,single,unknown,yes,no,yes,unknown,sep,success,18<x<37,-2712<x<18267,8<x<16,2<x<971,1<x<16,426<x<640,0<x<14,yes
305,entrepreneur,married,secondary,no,yes,yes,telephone,jun,failure,37<x<56,-2712<x<18267,8<x<16,971<x<1941,1<x<16,212<x<426,0<x<14,yes
306,student,single,unknown,yes,yes,no,cellular,mar,failure,37<x<56,-2712<x<18267,8<x<16,1941<x<2911,16<x<32,-1<x<212,29<x<43,yes
307,admin.,married,secondary,yes,no,no,cellular,mar,failure,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,x>640,14<x<29,no
308,housemaid,divorced,unknown,yes,yes,yes,unknown,jan,failure,37<x<56,-2712<x<18267,1<x<8,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
309,entrepreneur,divorced,primary,yes,yes,no,cellular,aug,other,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,426<x<640,14<x<29,yes
310,student,divorced,primary,yes,yes,no,cellular,feb,success,x>75,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
311,unemployed,single,primary,no,yes,yes,cellular,may,unknown,56<x<75,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,x<14,no
312,admin.,divorced,primary,yes,yes,no,cellular,aug,other,37<x<56,-2712<x<18267,8<x<16,971<x<1941,1<x<16,212<x<426,0<x<14,yes
313,retired,married,primary,no,yes,no,unknown,jun,failure,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,x>43,yes
314,unemployed,single,tertiary,yes,no,yes,telephone,jan,failure,18<x<37,-2712<x<18267,x>23,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
315,unknown,divorced,primary,yes,yes,yes,telephone,mar,success,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,yes
316,services,married,unknown,yes,no,yes,unknown,nov,success,56<x<75,-2712<x<18267,8<x<16,2<x<971,32<x<47,-1<x<212,0<x<14,yes
317,retired,single,secondary,yes,no,no,telephone,dec,success,56<x<75,18267<x<39246,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,yes
318,unemployed,married,primary,no,no,yes,cellular,jun,unknown,37<x<56,-2712<x<18267,16<x<23,2<x<971,1<x<16,x>640,14<x<29,yes
319,housemaid,divorced,tertiary,no,no,no,cellular,mar,success,18<x<37,-2712<x<18267,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,yes
320,technician,single,tertiary,yes,no,yes,telephone,mar,other,37<x<56,39246<x<60225,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
321,blue-collar,single,secondary,yes,no,no,telephone,feb,other,37<x<56,-2712<x<18267,8<x<16,2<x<971,1<x<16,x>640,14<x<29,no
322,housemaid,divorced,primary,yes,no,yes,unknown,nov,failure,37<x<56,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
323,admin.,married,primary,yes,no,yes,unknown,dec,other,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
324,self-employed,single,secondary,yes,yes,no,unknown,apr,success,x>75,-2712<x<18267,8<x<16,971<x<1941,32<x<47,212<x<426,0<x<14,yes
325,unknown,divorced,secondary,no,yes,yes,telephone,dec,success,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,426<x<640,14<x<29,yes
326,blue-collar,single,unknown,no,no,yes,unknown,jan,other,18<x<37,-2712<x<18267,x<8,2<x<971,1<x<16,-1<x<212,14<x<29,yes
327,blue-collar,single,tertiary,yes,yes,yes,cellular,aug,unknown,18<x<37,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,x>43,yes
328,technician,married,secondary,yes,no,no,cellular,aug,failure,x<37,-2712<x<18267,1<x<8,971<x<1941,16<x<32,212<x<426,0<x<14,yes
329,self-employed,married,primary,no,no,no,cellular,jan,failure,18<x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,no
330,housemaid,divorced,primary,no,yes,no,unknown,mar,unknown,18<x<37,-2712<x<18267,x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
331,management,divorced,unknown,no,no,no,unknown,apr,other,56<x<75,-2712<x<18267,16<x<23,2<x<971,32<x<47,212<x<426,0<x<14,yes
332,blue-collar,married,unknown,yes,yes,no,cellular,jul,success,x>75,-2712<x<18267,1<x<8,2<x<971,1<x<16,x>640,29<x<43,yes
333,unemployed,single,tertiary,yes,yes,yes,unknown,jan,unknown,x>75,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
334,unemployed,single,tertiary,no,yes,no,unknown,feb,failure,56<x<75,-2712<x<18267,x>23,2<x<971,16<x<32,-1<x<212,0<x<14,no
335,self-employed,single,unknown,yes,yes,yes,cellular,may,failure,x>75,-2712<x<18267,x>23,2<x<971,1<x<16,426<x<640,14<x<29,yes
336,services,married,unknown,yes,no,no,unknown,apr,unknown,56<x<75,-2712<x<18267,x<8,2<x<971,1<x<16,-1<x<212,14<x<29,no
337,unemployed,single,unknown,yes,no,yes,telephone,aug,success,x>75,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,14<x<29,yes
338,technician,divorced,secondary,yes,no,yes,cellular,may,unknown,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,14<x<29,no
339,unknown,single,primary,no,yes,no,cellular,aug,success,37<x<56,-2712<x<18267,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
340,admin.,married,unknown,yes,no,yes,unknown,nov,success,56<x<75,-2712<x<18267,8<x<16,971<x<1941,1<x<16,426<x<640,14<x<29,yes
341,services,married,unknown,no,yes,yes,unknown,mar,failure,56<x<75,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
342,student,divorced,primary,yes,no,yes,unknown,nov,success,x>75,-2712<x<18267,8<x<16,2<x<971,1<x<16,-1<x<212,14<x<29,no
343,admin.,single,primary,no,yes,no,telephone,jul,unknown,37<x<56,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
344,self-employed,single,secondary,no,yes,no,telephone,apr,other,37<x<56,-2712<x<18267,x>23,971<x<1941,1<x<16,212<x<426,0<x<14,yes
345,services,single,secondary,no,yes,yes,unknown,apr,unknown,x<37,-2712<x<18267,16<x<23,2<x<971,1<x<16,-1<x<212,29<x<43,no
346,retired,divorced,secondary,no,yes,yes,telephone,jul,unknown,18<x<37,-2712<x<18267,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
347,unknown,divorced,unknown,no,no,yes,unknown,mar,success,37<x<56,-2712<x<18267,16<x<23,971<x<1941,1<x<16,212<x<426,29<x<43,yes
348,unknown,single,tertiary,yes,no,no,cellular,apr,success,18<x<37,-2712<x<18267,x>23,2<x<971,32<x<47,-1<x<212,29<x<43,yes
349,retired,divorced,secondary,yes,no,yes,unknown,aug,failure,37<x<56,-2712<x<18267,x>23,2<x<971,1<x<16,x<212,29<x<43,no
350,self-employed,divorced,primary,yes,no,yes,unknown,mar,unknown,56<x<75,-2712<x<18267,x>23,2<x<971,1<x<16,212<x<426,29<x<43,no
351,entrepreneur,divorced,tertiary,no,no,no,unknown,nov,unknown,x>75,-2712<x<18267,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,no
352,technician,single,secondary,no,yes,no,unknown,dec,success,56<x<75,-2712<x<18267,8<x<16,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
353,student,single,unknown,yes,yes,no,unknown,apr,other,x>75,-2712<x<18267,16<x<23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
354,unknown,married,unknown,yes,yes,yes,cellular,aug,success,37<x<56,-2712<x<18267,x<8,2<x<971,1<x<16,-1<x<212,0<x<14,yes
355,housemaid,single,primary,no,no,yes,cellular,nov,other,x<37,-2712<x<18267,8<x<16,2<x<971,16<x<32,212<x<426,29<x<43,no
356,admin.,single,primary,yes,yes,yes,cellular,jun,success,56<x<75,-2712<x<18267,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,yes
357,admin.,divorced,tertiary,yes,no,no,cellular,may,success,56<x<75,-2712<x<18267,8<x<16,2<x<971,32<x<47,x>640,14<x<29,no
358,entrepreneur,married,primary,yes,yes,yes,unknown,dec,unknown,56<x<75,-2712<x<18267,1<x<8,2<x<971,x<16,-1<x<212,14<x<29,no
359,blue-collar,divorced,unknown,yes,yes,yes,unknown,jul,other,37<x<56,-2712<x<18267,8<x<16,971<x<1941,1<x<16,-1<x<212,x>43,yes
360,technician,single,tertiary,no,no,yes,telephone,may,success,37<x<56,-2712<x<18267,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
361,student,married,secondary,no,yes,yes,cellular,nov,success,x<37,-2712<x<18267,8<x<16,971<x<1941,16<x<32,212<x<426,0<x<14,yes
