id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,pdays,previous,class
181,admin.,divorced,tertiary,no,no,no,cellular,oct,success,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,yes
182,unknown,single,secondary,yes,yes,no,unknown,jul,unknown,18<x<37,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
183,services,divorced,unknown,no,no,no,telephone,apr,success,x>75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
184,technician,married,tertiary,yes,yes,no,cellular,feb,failure,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
185,unemployed,married,tertiary,yes,yes,yes,telephone,nov,failure,18<x<37,-1944<x<18843,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
186,management,single,tertiary,yes,yes,no,telephone,oct,other,x>75,-1944<x<18843,x>23,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
187,retired,divorced,tertiary,no,no,yes,cellular,mar,failure,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,29<x<43,yes
188,admin.,married,unknown,yes,no,no,cellular,mar,success,x>75,-1944<x<18843,x>23,1941<x<2911,x>47,426<x<640,14<x<29,yes
189,services,single,unknown,yes,yes,no,telephone,aug,other,x<37,-1944<x<18843,16<x<23,2<x<971,x>47,-1<x<212,14<x<29,yes
190,retired,married,tertiary,yes,no,yes,unknown,oct,failure,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,yes
191,unemployed,single,unknown,no,no,no,unknown,jul,failure,56<x<75,-1944<x<18843,16<x<23,971<x<1941,32<x<47,212<x<426,14<x<29,yes
192,services,single,secondary,no,no,no,unknown,jun,failure,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,yes
193,services,married,unknown,no,yes,yes,telephone,sep,failure,56<x<75,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
194,entrepreneur,divorced,secondary,yes,yes,yes,cellular,jan,failure,37<x<56,-1944<x<18843,16<x<23,971<x<1941,16<x<32,426<x<640,14<x<29,yes
195,admin.,divorced,tertiary,no,yes,yes,cellular,apr,unknown,18<x<37,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,14<x<29,yes
196,technician,married,unknown,no,no,yes,cellular,aug,other,56<x<75,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,x<14,yes
197,entrepreneur,single,primary,no,yes,yes,cellular,mar,unknown,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
198,retired,married,tertiary,yes,yes,no,unknown,oct,other,x>75,-1944<x<18843,x>23,971<x<1941,1<x<16,x>640,14<x<29,yes
199,self-employed,married,unknown,yes,yes,yes,telephone,mar,other,x>75,-1944<x<18843,8<x<16,2<x<971,32<x<47,212<x<426,0<x<14,yes
200,student,divorced,unknown,yes,yes,no,telephone,sep,other,37<x<56,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,0<x<14,yes
201,student,married,tertiary,no,no,yes,telephone,jun,success,37<x<56,-1944<x<18843,x>23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
202,admin.,divorced,tertiary,yes,no,no,unknown,jan,failure,37<x<56,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,14<x<29,no
203,retired,divorced,unknown,no,yes,no,telephone,nov,success,x>75,-1944<x<18843,1<x<8,2<x<971,16<x<32,426<x<640,x<14,yes
204,entrepreneur,divorced,primary,no,yes,no,telephone,jan,success,18<x<37,-1944<x<18843,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
205,blue-collar,divorced,secondary,yes,yes,yes,cellular,jun,other,37<x<56,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,14<x<29,no
206,blue-collar,single,secondary,no,no,no,telephone,sep,unknown,x<37,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,yes
207,self-employed,divorced,unknown,yes,yes,no,unknown,feb,unknown,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,426<x<640,14<x<29,yes
208,services,divorced,secondary,yes,yes,yes,unknown,nov,success,56<x<75,-1944<x<18843,1<x<8,2<x<971,16<x<32,212<x<426,14<x<29,no
209,management,divorced,secondary,no,yes,no,telephone,mar,failure,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,yes
210,entrepreneur,divorced,tertiary,yes,yes,yes,telephone,aug,success,x>75,-1944<x<18843,16<x<23,2<x<971,x<16,212<x<426,0<x<14,yes
211,self-employed,single,secondary,no,yes,yes,unknown,feb,failure,x>75,x<18843,x>23,1941<x<2911,16<x<32,x>640,x>43,yes
212,technician,married,secondary,yes,no,no,cellular,jan,failure,56<x<75,-1944<x<18843,16<x<23,2<x<971,16<x<32,426<x<640,29<x<43,yes
213,admin.,divorced,primary,yes,no,no,unknown,dec,unknown,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,no
214,retired,divorced,primary,yes,yes,no,telephone,sep,unknown,x>75,-1944<x<18843,16<x<23,971<x<1941,1<x<16,-1<x<212,29<x<43,yes
215,services,single,unknown,no,yes,no,cellular,oct,other,37<x<56,-1944<x<18843,8<x<16,2<x<971,x>47,212<x<426,29<x<43,yes
216,housemaid,married,primary,yes,no,yes,telephone,jun,failure,37<x<56,-1944<x<18843,x>23,2<x<971,x<16,212<x<426,0<x<14,no
217,entrepreneur,single,secondary,no,yes,no,cellular,jun,unknown,37<x<56,-1944<x<18843,x>23,2<x<971,x<16,-1<x<212,0<x<14,yes
218,unemployed,divorced,secondary,no,no,yes,cellular,nov,success,56<x<75,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,0<x<14,yes
219,housemaid,divorced,tertiary,yes,no,no,cellular,oct,unknown,18<x<37,-1944<x<18843,x>23,971<x<1941,1<x<16,212<x<426,14<x<29,yes
220,management,divorced,secondary,no,no,yes,unknown,jul,success,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,426<x<640,0<x<14,yes
221,entrepreneur,divorced,secondary,no,no,no,cellular,jun,success,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,426<x<640,0<x<14,yes
222,services,single,secondary,yes,no,yes,cellular,dec,unknown,56<x<75,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,yes
223,services,married,unknown,yes,no,yes,unknown,jun,other,x>75,-1944<x<18843,8<x<16,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
224,management,divorced,tertiary,no,no,no,unknown,feb,failure,18<x<37,-1944<x<18843,1<x<8,971<x<1941,16<x<32,212<x<426,x>43,yes
225,self-employed,married,unknown,yes,no,no,cellular,jan,unknown,56<x<75,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
226,entrepreneur,married,primary,yes,yes,no,unknown,nov,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,no
227,retired,divorced,primary,no,yes,yes,telephone,apr,other,18<x<37,-1944<x<18843,1<x<8,2<x<971,32<x<47,212<x<426,29<x<43,no
228,admin.,single,primary,yes,no,no,cellular,feb,unknown,18<x<37,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,29<x<43,no
229,services,single,primary,yes,yes,yes,cellular,aug,unknown,37<x<56,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,no
230,unemployed,divorced,secondary,no,yes,yes,telephone,apr,failure,x>75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
231,entrepreneur,divorced,secondary,no,no,yes,telephone,jun,success,56<x<75,-1944<x<18843,8<x<16,971<x<1941,32<x<47,-1<x<212,x<14,no
232,unemployed,married,secondary,no,yes,yes,cellular,sep,unknown,x>75,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,14<x<29,yes
233,services,single,secondary,no,yes,no,unknown,oct,success,37<x<56,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
234,blue-collar,single,tertiary,yes,yes,no,cellular,jan,failure,x>75,-1944<x<18843,16<x<23,2<x<971,x<16,212<x<426,0<x<14,yes
235,blue-collar,married,primary,no,no,yes,cellular,sep,success,x>75,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,yes
236,entrepreneur,divorced,tertiary,no,yes,yes,cellular,mar,failure,18<x<37,-1944<x<18843,16<x<23,2<x<971,32<x<47,212<x<426,0<x<14,yes
237,blue-collar,divorced,primary,yes,yes,no,unknown,aug,other,37<x<56,18843<x<39630,16<x<23,2<x<971,16<x<32,-1<x<212,x>43,yes
238,housemaid,single,tertiary,no,no,no,unknown,oct,success,x<37,-1944<x<18843,16<x<23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
239,management,single,primary,yes,yes,no,cellular,mar,other,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,29<x<43,yes
240,housemaid,single,primary,yes,no,no,telephone,may,other,56<x<75,-1944<x<18843,16<x<23,2<x<971,x<16,212<x<426,0<x<14,yes
241,retired,single,tertiary,yes,no,yes,cellular,apr,unknown,37<x<56,-1944<x<18843,16<x<23,971<x<1941,16<x<32,x>640,0<x<14,yes
242,services,married,secondary,no,no,yes,cellular,dec,other,x>75,-1944<x<18843,8<x<16,971<x<1941,x<16,-1<x<212,29<x<43,yes
243,student,married,unknown,yes,no,yes,telephone,jun,failure,37<x<56,-1944<x<18843,16<x<23,1941<x<2911,1<x<16,212<x<426,29<x<43,yes
244,entrepreneur,married,unknown,no,yes,yes,unknown,jan,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
245,services,married,secondary,yes,no,yes,unknown,dec,success,18<x<37,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,yes
246,unemployed,single,unknown,no,no,no,unknown,dec,success,x>75,-1944<x<18843,x<8,2<x<971,16<x<32,-1<x<212,0<x<14,yes
247,blue-collar,married,tertiary,yes,yes,no,cellular,jun,failure,56<x<75,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
248,technician,divorced,unknown,yes,no,yes,telephone,may,unknown,37<x<56,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,29<x<43,no
249,student,divorced,tertiary,yes,yes,no,cellular,aug,success,x>75,-1944<x<18843,x<8,2<x<971,1<x<16,-1<x<212,0<x<14,yes
250,blue-collar,divorced,secondary,no,no,no,unknown,jul,other,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,426<x<640,29<x<43,no
251,management,married,unknown,yes,yes,no,unknown,dec,unknown,37<x<56,-1944<x<18843,1<x<8,2<x<971,16<x<32,426<x<640,0<x<14,yes
252,services,single,unknown,no,yes,no,cellular,jan,failure,x>75,-1944<x<18843,x<8,2<x<971,16<x<32,-1<x<212,14<x<29,no
253,entrepreneur,single,unknown,yes,no,no,cellular,apr,unknown,56<x<75,-1944<x<18843,8<x<16,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
254,housemaid,divorced,tertiary,yes,no,yes,unknown,sep,success,37<x<56,-1944<x<18843,16<x<23,2<x<971,1<x<16,212<x<426,0<x<14,yes
255,unknown,married,unknown,no,no,no,unknown,jul,failure,x>75,-1944<x<18843,16<x<23,971<x<1941,16<x<32,-1<x<212,14<x<29,no
256,services,married,secondary,no,yes,yes,telephone,apr,success,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,14<x<29,no
257,entrepreneur,single,tertiary,yes,no,no,telephone,apr,success,x>75,-1944<x<18843,1<x<8,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
258,unknown,divorced,primary,no,yes,no,cellular,sep,failure,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,0<x<14,yes
259,housemaid,single,secondary,yes,no,no,telephone,nov,other,x>75,-1944<x<18843,x>23,2<x<971,32<x<47,-1<x<212,0<x<14,yes
260,housemaid,divorced,primary,no,no,no,unknown,dec,failure,56<x<75,-1944<x<18843,x>23,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
261,entrepreneur,divorced,primary,no,yes,yes,unknown,nov,success,56<x<75,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,no
262,admin.,single,secondary,yes,yes,yes,unknown,sep,unknown,56<x<75,-1944<x<18843,16<x<23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
263,unknown,single,primary,no,yes,no,cellular,may,success,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,0<x<14,yes
264,unemployed,divorced,primary,no,no,yes,cellular,nov,other,37<x<56,-1944<x<18843,x>23,1941<x<2911,1<x<16,-1<x<212,29<x<43,yes
265,services,single,primary,yes,yes,yes,cellular,jun,failure,56<x<75,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,no
266,entrepreneur,married,tertiary,yes,no,no,unknown,apr,failure,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,-1<x<212,0<x<14,yes
267,retired,single,unknown,yes,yes,no,cellular,feb,failure,18<x<37,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,14<x<29,no
268,management,divorced,tertiary,no,yes,yes,cellular,nov,failure,18<x<37,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,0<x<14,yes
269,student,divorced,tertiary,no,yes,no,cellular,feb,unknown,18<x<37,-1944<x<18843,1<x<8,971<x<1941,1<x<16,212<x<426,29<x<43,yes
270,retired,single,tertiary,yes,no,yes,unknown,apr,failure,18<x<37,-1944<x<18843,8<x<16,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
271,blue-collar,married,primary,no,no,yes,cellular,sep,other,x>75,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,14<x<29,yes
272,retired,divorced,primary,yes,no,no,unknown,aug,success,18<x<37,-1944<x<18843,x>23,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
273,student,single,primary,no,no,yes,telephone,feb,other,56<x<75,-1944<x<18843,16<x<23,2<x<971,32<x<47,426<x<640,29<x<43,yes
274,self-employed,single,tertiary,no,no,yes,telephone,nov,other,18<x<37,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,yes
275,blue-collar,married,primary,yes,no,no,telephone,mar,failure,18<x<37,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,0<x<14,no
276,housemaid,married,tertiary,yes,no,no,telephone,dec,unknown,37<x<56,-1944<x<18843,8<x<16,2<x<971,32<x<47,212<x<426,14<x<29,yes
277,blue-collar,married,unknown,no,yes,no,telephone,sep,other,18<x<37,-1944<x<18843,x>23,971<x<1941,16<x<32,212<x<426,0<x<14,yes
278,management,single,secondary,no,yes,no,telephone,apr,other,x>75,-1944<x<18843,x>23,2<x<971,x>47,-1<x<212,0<x<14,yes
279,student,divorced,primary,yes,no,no,cellular,may,other,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,29<x<43,yes
280,self-employed,single,unknown,no,no,no,cellular,may,unknown,x>75,-1944<x<18843,x>23,2<x<971,1<x<16,-1<x<212,14<x<29,yes
281,unemployed,married,primary,yes,yes,no,telephone,jan,success,18<x<37,-1944<x<18843,1<x<8,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
282,admin.,married,primary,yes,no,no,telephone,jun,other,18<x<37,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,no
283,unknown,married,secondary,no,no,yes,unknown,jul,success,56<x<75,-1944<x<18843,x>23,971<x<1941,16<x<32,212<x<426,14<x<29,yes
284,entrepreneur,divorced,unknown,no,no,yes,telephone,sep,success,x>75,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,x>43,yes
285,management,single,secondary,no,no,no,telephone,nov,failure,x>75,-1944<x<18843,x>23,2<x<971,1<x<16,x>640,14<x<29,yes
286,retired,single,unknown,no,no,no,unknown,oct,failure,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,29<x<43,yes
287,management,single,primary,yes,no,yes,telephone,feb,unknown,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,212<x<426,14<x<29,no
288,services,divorced,unknown,no,no,no,unknown,apr,other,x>75,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,14<x<29,yes
289,services,single,primary,yes,no,yes,telephone,aug,other,x>75,-1944<x<18843,1<x<8,2<x<971,16<x<32,-1<x<212,0<x<14,yes
290,retired,single,primary,yes,no,no,telephone,nov,other,18<x<37,-1944<x<18843,8<x<16,2<x<971,x<16,426<x<640,14<x<29,yes
291,management,married,tertiary,no,yes,no,unknown,jun,other,37<x<56,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,0<x<14,yes
292,retired,married,secondary,no,yes,yes,cellular,nov,success,18<x<37,-1944<x<18843,x>23,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
293,student,single,secondary,yes,no,no,cellular,oct,unknown,56<x<75,-1944<x<18843,1<x<8,2<x<971,32<x<47,212<x<426,0<x<14,yes
294,entrepreneur,single,secondary,yes,no,yes,cellular,feb,failure,37<x<56,-1944<x<18843,x>23,2<x<971,16<x<32,426<x<640,0<x<14,yes
295,unemployed,married,primary,no,no,no,cellular,feb,unknown,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,212<x<426,14<x<29,yes
296,admin.,single,secondary,no,yes,yes,telephone,dec,unknown,56<x<75,-1944<x<18843,16<x<23,2<x<971,16<x<32,426<x<640,14<x<29,no
297,technician,single,secondary,yes,no,yes,cellular,jul,failure,56<x<75,-1944<x<18843,x>23,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
298,management,single,unknown,no,no,yes,unknown,feb,other,56<x<75,-1944<x<18843,1<x<8,971<x<1941,16<x<32,212<x<426,0<x<14,yes
299,blue-collar,single,tertiary,no,yes,no,telephone,aug,failure,37<x<56,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,14<x<29,no
300,unemployed,divorced,secondary,yes,no,no,telephone,jan,unknown,37<x<56,-1944<x<18843,x>23,2<x<971,32<x<47,212<x<426,14<x<29,no
301,retired,married,unknown,no,no,yes,unknown,jul,success,56<x<75,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,14<x<29,no
302,blue-collar,divorced,unknown,yes,no,yes,cellular,nov,failure,56<x<75,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,14<x<29,no
303,retired,married,tertiary,yes,no,no,telephone,jul,failure,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,212<x<426,0<x<14,yes
304,blue-collar,married,secondary,no,no,yes,cellular,feb,other,56<x<75,-1944<x<18843,8<x<16,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
305,self-employed,divorced,secondary,yes,yes,no,cellular,jun,unknown,37<x<56,-1944<x<18843,x>23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
306,entrepreneur,married,unknown,no,yes,no,unknown,jan,unknown,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,29<x<43,no
307,services,single,unknown,no,yes,yes,telephone,apr,failure,37<x<56,-1944<x<18843,x<8,971<x<1941,1<x<16,212<x<426,0<x<14,no
308,student,divorced,secondary,yes,no,no,unknown,dec,failure,56<x<75,-1944<x<18843,1<x<8,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
309,self-employed,divorced,primary,no,no,no,telephone,mar,failure,37<x<56,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,14<x<29,yes
310,unemployed,single,unknown,no,no,no,cellular,mar,other,37<x<56,-1944<x<18843,16<x<23,2<x<971,32<x<47,-1<x<212,29<x<43,yes
311,services,married,secondary,no,no,yes,unknown,jan,success,x>75,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,yes
312,admin.,married,unknown,yes,yes,yes,telephone,dec,unknown,x<37,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,x<14,yes
313,management,single,tertiary,yes,no,yes,telephone,dec,failure,18<x<37,-1944<x<18843,16<x<23,971<x<1941,1<x<16,-1<x<212,14<x<29,yes
314,unknown,married,primary,no,yes,no,cellular,mar,unknown,x>75,-1944<x<18843,8<x<16,2<x<971,16<x<32,426<x<640,29<x<43,no
315,unemployed,married,unknown,no,no,no,unknown,dec,failure,56<x<75,-1944<x<18843,1<x<8,2<x<971,1<x<16,426<x<640,14<x<29,yes
316,blue-collar,married,primary,no,no,no,telephone,dec,other,56<x<75,-1944<x<18843,16<x<23,971<x<1941,16<x<32,-1<x<212,0<x<14,yes
317,services,married,unknown,no,no,no,cellular,aug,failure,56<x<75,-1944<x<18843,8<x<16,2<x<971,16<x<32,426<x<640,29<x<43,yes
318,entrepreneur,single,unknown,yes,no,no,telephone,sep,failure,18<x<37,-1944<x<18843,x>23,971<x<1941,x<16,-1<x<212,14<x<29,yes
319,retired,divorced,secondary,no,yes,yes,unknown,jun,success,56<x<75,-1944<x<18843,16<x<23,2<x<971,16<x<32,212<x<426,14<x<29,no
320,self-employed,divorced,primary,no,no,no,unknown,nov,other,37<x<56,-1944<x<18843,x>23,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
321,services,divorced,tertiary,no,yes,no,unknown,jun,success,56<x<75,18843<x<39630,1<x<8,2<x<971,1<x<16,x>640,14<x<29,no
322,services,divorced,unknown,yes,yes,yes,telephone,aug,unknown,37<x<56,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,0<x<14,no
323,services,married,tertiary,no,yes,yes,telephone,nov,other,x>75,-1944<x<18843,x>23,2<x<971,1<x<16,212<x<426,0<x<14,no
324,retired,married,unknown,no,no,yes,cellular,dec,other,18<x<37,-1944<x<18843,1<x<8,2<x<971,32<x<47,-1<x<212,14<x<29,yes
325,admin.,divorced,primary,no,no,no,cellular,dec,failure,x>75,-1944<x<18843,x>23,971<x<1941,1<x<16,212<x<426,29<x<43,yes
326,unknown,married,tertiary,yes,yes,no,unknown,jul,other,56<x<75,-1944<x<18843,1<x<8,2<x<971,16<x<32,426<x<640,14<x<29,no
327,self-employed,single,unknown,no,yes,yes,telephone,jan,other,x>75,-1944<x<18843,1<x<8,971<x<1941,16<x<32,-1<x<212,14<x<29,no
328,technician,divorced,secondary,no,yes,no,telephone,oct,success,37<x<56,-1944<x<18843,16<x<23,2<x<971,x<16,212<x<426,x>43,yes
329,services,divorced,secondary,no,yes,no,cellular,jan,unknown,37<x<56,-1944<x<18843,8<x<16,2<x<971,16<x<32,-1<x<212,x>43,no
330,blue-collar,divorced,unknown,yes,yes,no,telephone,apr,failure,56<x<75,-1944<x<18843,1<x<8,971<x<1941,1<x<16,212<x<426,14<x<29,yes
331,unknown,married,unknown,yes,no,no,unknown,apr,other,x>75,-1944<x<18843,8<x<16,971<x<1941,16<x<32,-1<x<212,x<14,yes
332,management,married,tertiary,no,yes,yes,unknown,apr,failure,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,14<x<29,yes
333,student,single,tertiary,yes,yes,no,unknown,oct,failure,56<x<75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,14<x<29,no
334,unemployed,divorced,secondary,yes,yes,yes,cellular,apr,success,37<x<56,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,0<x<14,yes
335,admin.,single,tertiary,no,yes,yes,unknown,sep,unknown,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,x>640,14<x<29,no
336,entrepreneur,divorced,primary,yes,no,no,cellular,mar,other,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,0<x<14,yes
337,services,married,unknown,no,no,no,cellular,mar,success,37<x<56,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,yes
338,housemaid,divorced,primary,no,no,no,telephone,jun,unknown,x>75,-1944<x<18843,x>23,971<x<1941,32<x<47,212<x<426,14<x<29,yes
339,blue-collar,married,secondary,no,no,yes,telephone,jun,other,x>75,-1944<x<18843,x>23,2<x<971,32<x<47,x>640,14<x<29,no
340,unknown,married,unknown,yes,no,no,telephone,oct,failure,x<37,-1944<x<18843,x>23,2<x<971,16<x<32,426<x<640,29<x<43,yes
341,admin.,single,unknown,yes,no,no,cellular,jun,unknown,56<x<75,-1944<x<18843,8<x<16,2<x<971,16<x<32,-1<x<212,0<x<14,yes
342,retired,single,secondary,no,no,yes,telephone,jan,other,56<x<75,-1944<x<18843,16<x<23,2<x<971,x<16,212<x<426,14<x<29,yes
343,retired,married,unknown,yes,no,yes,cellular,jul,other,x>75,-1944<x<18843,1<x<8,2<x<971,1<x<16,426<x<640,0<x<14,yes
344,self-employed,divorced,unknown,yes,yes,no,cellular,jul,success,x>75,-1944<x<18843,1<x<8,971<x<1941,16<x<32,212<x<426,14<x<29,yes
345,self-employed,single,primary,yes,no,no,unknown,aug,unknown,37<x<56,-1944<x<18843,1<x<8,971<x<1941,16<x<32,426<x<640,0<x<14,yes
346,management,single,secondary,no,no,yes,unknown,jan,success,37<x<56,-1944<x<18843,x>23,971<x<1941,16<x<32,-1<x<212,14<x<29,yes
347,unemployed,divorced,primary,yes,yes,no,cellular,jan,failure,x>75,-1944<x<18843,16<x<23,2<x<971,1<x<16,-1<x<212,29<x<43,no
348,self-employed,married,unknown,yes,no,yes,unknown,aug,success,37<x<56,-1944<x<18843,8<x<16,2<x<971,16<x<32,426<x<640,0<x<14,yes
349,entrepreneur,married,tertiary,yes,yes,no,cellular,mar,unknown,37<x<56,-1944<x<18843,x>23,2<x<971,16<x<32,-1<x<212,14<x<29,no
350,unknown,divorced,unknown,no,no,yes,unknown,nov,failure,37<x<56,-1944<x<18843,x>23,971<x<1941,16<x<32,212<x<426,29<x<43,yes
351,unemployed,single,primary,no,no,yes,unknown,mar,failure,56<x<75,-1944<x<18843,1<x<8,1941<x<2911,16<x<32,-1<x<212,0<x<14,yes
352,self-employed,single,secondary,yes,yes,yes,unknown,feb,other,37<x<56,-1944<x<18843,1<x<8,2<x<971,16<x<32,426<x<640,0<x<14,no
353,student,divorced,tertiary,no,no,yes,cellular,mar,failure,56<x<75,-1944<x<18843,16<x<23,971<x<1941,x>47,212<x<426,14<x<29,yes
354,unemployed,married,tertiary,yes,yes,yes,unknown,sep,other,18<x<37,-1944<x<18843,x>23,2<x<971,32<x<47,212<x<426,14<x<29,no
355,unknown,married,primary,no,no,no,cellular,apr,failure,37<x<56,-1944<x<18843,16<x<23,2<x<971,16<x<32,-1<x<212,14<x<29,yes
356,unemployed,single,tertiary,yes,yes,no,unknown,jun,success,56<x<75,-1944<x<18843,16<x<23,971<x<1941,1<x<16,-1<x<212,0<x<14,yes
357,student,single,unknown,yes,yes,no,unknown,apr,other,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,0<x<14,yes
358,technician,single,tertiary,no,yes,no,telephone,apr,unknown,18<x<37,-1944<x<18843,x>23,2<x<971,16<x<32,212<x<426,0<x<14,no
359,admin.,divorced,unknown,yes,yes,yes,telephone,feb,unknown,56<x<75,-1944<x<18843,8<x<16,2<x<971,16<x<32,212<x<426,14<x<29,no
360,technician,married,unknown,no,yes,no,cellular,nov,other,x>75,-1944<x<18843,8<x<16,2<x<971,1<x<16,-1<x<212,0<x<14,no
361,management,married,secondary,yes,yes,no,cellular,dec,other,x>75,-1944<x<18843,x>23,2<x<971,1<x<16,426<x<640,x>43,no
362,unknown,divorced,unknown,yes,no,yes,cellular,apr,success,x>75,-1944<x<18843,x<8,2<x<971,1<x<16,212<x<426,0<x<14,yes
