,antecedent,pd,cls,conf_pd,conf_pnd,elift,sup_pd,sup_pnd
443,"['pdays=x<0', 'age=37<x<57']",marital=divorced,class=yes,0.6153846153846154,0.6282051282051282,0.979591836734694,16.0,49.0
528,"['poutcome=success', 'education=university.degree']",marital=divorced,class=no,0.7,0.7142857142857143,0.9799999999999999,7.0,30.0
1685,"['previous=1<x<3', 'education=professional.course']",marital=divorced,class=no,0.5833333333333334,0.5952380952380952,0.9800000000000001,7.0,25.0
276,"['age=57<x<77', 'education=basic.6y']",marital=divorced,class=no,0.6923076923076923,0.7058823529411765,0.9807692307692307,9.0,24.0
970,"['euribor3m=x>3.634', 'poutcome=failure', 'age=57<x<77']",marital=divorced,class=no,0.8461538461538461,0.8620689655172413,0.9815384615384616,11.0,25.0
1606,"['poutcome=success', 'pdays=x>749', 'day_of_week=wed']",marital=divorced,class=no,0.9,0.9166666666666666,0.9818181818181819,9.0,22.0
1297,"['pdays=x<0', 'euribor3m=0.634<x<1.634', 'duration=2459<x<3688']",marital=divorced,class=yes,0.9,0.9166666666666666,0.9818181818181819,9.0,22.0
1514,"['euribor3m=x>3.634', 'age=17<x<37', 'previous=1<x<3']",marital=divorced,class=no,0.9,0.9166666666666666,0.9818181818181819,9.0,22.0
1391,"['previous=0<x<1', 'month=aug']",marital=divorced,class=no,0.7272727272727273,0.7407407407407407,0.9818181818181819,8.0,20.0
1641,"['euribor3m=0.634<x<1.634', 'education=professional.course']",marital=divorced,class=no,0.47058823529411764,0.4791666666666667,0.9820971867007672,8.0,23.0
1492,"['poutcome=success', 'euribor3m=0.634<x<1.634', 'age=x>77', 'previous=1<x<3']",marital=divorced,class=yes,0.7142857142857143,0.7272727272727273,0.9821428571428571,5.0,8.0
1198,"['poutcome=success', 'age=37<x<57', 'education=basic.9y']",marital=divorced,class=no,0.7142857142857143,0.7272727272727273,0.9821428571428571,5.0,8.0
495,"['pdays=x<0', 'duration=2459<x<3688', 'age=37<x<57']",marital=divorced,class=yes,0.625,0.6363636363636364,0.9821428571428572,5.0,14.0
2011,['month=may'],marital=divorced,class=no,0.7659574468085106,0.7798165137614679,0.9822277847309137,36.0,85.0
1465,"['euribor3m=0.634<x<1.634', 'previous=x<0', 'age=x>77']",marital=divorced,class=yes,0.6666666666666666,0.6785714285714286,0.9824561403508771,6.0,19.0
809,"['poutcome=failure', 'education=basic.4y']",marital=divorced,class=no,0.5789473684210527,0.5892857142857143,0.9824561403508772,11.0,33.0
1956,"['age=37<x<57', 'month=jul']",marital=divorced,class=yes,0.7777777777777778,0.7916666666666666,0.9824561403508772,7.0,19.0
714,"['pdays=x<0', 'day_of_week=fri']",marital=divorced,class=yes,0.5172413793103449,0.5263157894736842,0.9827586206896552,15.0,40.0
1570,"['pdays=0<x<249', 'day_of_week=wed']",marital=divorced,class=yes,0.45,0.4576271186440678,0.9833333333333334,9.0,27.0
1452,['age=x>77'],marital=divorced,class=yes,0.45569620253164556,0.46332046332046334,0.9835443037974683,36.0,120.0
688,"['poutcome=success', 'day_of_week=fri']",marital=divorced,class=no,0.5517241379310345,0.5606060606060606,0.984156570363467,16.0,37.0
874,"['pdays=x>749', 'duration=1229<x<2459', 'job=self-employed']",marital=divorced,class=no,0.875,0.8888888888888888,0.984375,7.0,8.0
962,"['poutcome=success', 'pdays=x>749', 'age=57<x<77']",marital=divorced,class=no,0.8,0.8125,0.9846153846153847,8.0,26.0
6,"['pdays=x<0', 'euribor3m=0.634<x<1.634']",marital=divorced,class=no,0.20588235294117646,0.20909090909090908,0.9846547314578006,7.0,23.0
2144,"['age=57<x<77', 'day_of_week=mon', 'job=blue-collar']",marital=divorced,class=no,0.8333333333333334,0.8461538461538461,0.9848484848484849,5.0,11.0
52,['previous=3<x<5'],marital=divorced,class=no,0.5517241379310345,0.5601503759398496,0.9849571858366118,48.0,149.0
1298,"['euribor3m=0.634<x<1.634', 'duration=2459<x<3688']",marital=divorced,class=no,0.4444444444444444,0.45121951219512196,0.9849849849849849,12.0,37.0
2089,"['poutcome=failure', 'education=illiterate']",marital=divorced,class=no,0.6666666666666666,0.6764705882352942,0.9855072463768115,6.0,23.0
1577,"['duration=2459<x<3688', 'day_of_week=wed']",marital=divorced,class=no,0.6111111111111112,0.62,0.9856630824372761,11.0,31.0
1065,"['euribor3m=x>3.634', 'duration=0<x<1229']",marital=divorced,class=no,0.9285714285714286,0.9418604651162791,0.9858906525573192,26.0,81.0
1262,"['poutcome=success', 'euribor3m=x>3.634']",marital=divorced,class=no,0.8947368421052632,0.9074074074074074,0.9860365198711063,34.0,98.0
2115,"['age=57<x<77', 'education=illiterate']",marital=divorced,class=no,0.5333333333333333,0.5405405405405406,0.9866666666666666,8.0,20.0
169,"['pdays=x<0', 'duration=x<0']",marital=divorced,class=yes,0.64,0.6486486486486487,0.9866666666666666,16.0,48.0
597,"['poutcome=success', 'job=admin.']",marital=divorced,class=no,0.9230769230769231,0.9354838709677419,0.9867374005305041,12.0,29.0
389,"['pdays=0<x<249', 'euribor3m=0.634<x<1.634', 'duration=1229<x<2459']",marital=divorced,class=yes,0.75,0.76,0.9868421052631579,9.0,19.0
552,['education=university.degree'],marital=divorced,class=no,0.6578947368421053,0.6666666666666666,0.986842105263158,25.0,86.0
1715,"['age=57<x<77', 'job=technician']",marital=divorced,class=no,0.5384615384615384,0.5454545454545454,0.9871794871794872,7.0,12.0
1480,"['poutcome=success', 'age=x>77']",marital=divorced,class=no,0.5,0.5063291139240507,0.9874999999999999,15.0,40.0
1101,"['pdays=0<x<249', 'euribor3m=x>3.634', 'day_of_week=tue']",marital=divorced,class=no,0.8888888888888888,0.9,0.9876543209876543,8.0,18.0
1897,"['poutcome=success', 'month=sep']",marital=divorced,class=no,0.7058823529411765,0.7142857142857143,0.9882352941176471,12.0,25.0
588,"['age=x>77', 'job=admin.']",marital=divorced,class=no,0.8,0.8095238095238095,0.9882352941176471,8.0,17.0
1304,"['previous=x<0', 'duration=2459<x<3688']",marital=divorced,class=yes,0.3888888888888889,0.39344262295081966,0.9884259259259259,7.0,24.0
332,['month=jun'],marital=divorced,class=yes,0.45161290322580644,0.4567901234567901,0.988666085440279,14.0,37.0
145,['duration=x<0'],marital=divorced,class=no,0.5949367088607594,0.6016949152542372,0.988768051346051,47.0,142.0
847,"['euribor3m=0.634<x<1.634', 'job=self-employed']",marital=divorced,class=no,0.42857142857142855,0.43333333333333335,0.9890109890109889,6.0,13.0
411,"['poutcome=success', 'euribor3m=x>3.634', 'previous=x<0', 'duration=1229<x<2459']",marital=divorced,class=no,0.8571428571428571,0.8666666666666667,0.9890109890109889,6.0,13.0
289,"['euribor3m=x>3.634', 'duration=1229<x<2459', 'education=basic.6y']",marital=divorced,class=no,0.8571428571428571,0.8666666666666667,0.9890109890109889,6.0,13.0
1800,"['poutcome=failure', 'previous=3<x<5', 'day_of_week=mon']",marital=divorced,class=no,0.7142857142857143,0.7222222222222222,0.989010989010989,5.0,13.0
1092,"['euribor3m=0.634<x<1.634', 'age=x>77', 'day_of_week=tue']",marital=divorced,class=yes,0.7142857142857143,0.7222222222222222,0.989010989010989,5.0,13.0
584,"['age=37<x<57', 'job=admin.']",marital=divorced,class=no,0.7142857142857143,0.7222222222222222,0.989010989010989,5.0,13.0
1406,['month=aug'],marital=divorced,class=yes,0.3902439024390244,0.3944954128440367,0.9892229154849688,16.0,43.0
27,"['euribor3m=x>3.634', 'poutcome=failure']",marital=divorced,class=no,0.9523809523809523,0.9626168224299065,0.9893666204345816,40.0,103.0
1722,"['day_of_week=mon', 'job=technician']",marital=divorced,class=no,0.625,0.631578947368421,0.9895833333333334,5.0,12.0
1385,"['poutcome=failure', 'age=17<x<37', 'education=high.school']",marital=divorced,class=no,0.625,0.631578947368421,0.9895833333333334,5.0,12.0
1984,"['poutcome=failure', 'job=management']",marital=divorced,class=no,0.625,0.631578947368421,0.9895833333333334,5.0,24.0
1838,"['poutcome=success', 'euribor3m=0.634<x<1.634', 'day_of_week=mon']",marital=divorced,class=no,0.625,0.631578947368421,0.9895833333333334,5.0,12.0
754,"['poutcome=failure', 'age=17<x<37', 'day_of_week=fri']",marital=divorced,class=no,0.8333333333333334,0.8421052631578947,0.9895833333333335,5.0,16.0
575,"['pdays=x<0', 'job=admin.']",marital=divorced,class=no,0.7777777777777778,0.7857142857142857,0.98989898989899,7.0,22.0
2153,"['pdays=x<0', 'job=services']",marital=divorced,class=yes,0.75,0.7575757575757576,0.99,9.0,25.0
1454,"['pdays=x<0', 'age=x>77']",marital=divorced,class=yes,0.6785714285714286,0.6853932584269663,0.9900468384074942,19.0,61.0
722,"['duration=2459<x<3688', 'day_of_week=fri']",marital=divorced,class=yes,0.4,0.40384615384615385,0.9904761904761905,8.0,21.0
2054,"['poutcome=success', 'education=illiterate']",marital=divorced,class=yes,0.39285714285714285,0.39655172413793105,0.9906832298136645,11.0,23.0
2086,['education=illiterate'],marital=divorced,class=yes,0.36538461538461536,0.36879432624113473,0.9907544378698225,19.0,52.0
593,"['day_of_week=mon', 'job=admin.']",marital=divorced,class=no,0.875,0.8823529411764706,0.9916666666666667,7.0,15.0
766,"['pdays=x<0', 'previous=x<0', 'day_of_week=fri']",marital=divorced,class=yes,0.5454545454545454,0.55,0.9917355371900825,6.0,11.0
53,"['pdays=0<x<249', 'previous=3<x<5']",marital=divorced,class=yes,0.5161290322580645,0.5204081632653061,0.9917773561037317,16.0,51.0
1127,"['poutcome=failure', 'day_of_week=tue']",marital=divorced,class=no,0.5263157894736842,0.5306122448979592,0.9919028340080971,10.0,26.0
1857,"['pdays=0<x<249', 'job=housemaid']",marital=divorced,class=no,0.5555555555555556,0.56,0.992063492063492,5.0,14.0
1252,"['day_of_week=thu', 'job=unemployed']",marital=divorced,class=no,0.5555555555555556,0.56,0.992063492063492,5.0,14.0
1795,"['poutcome=success', 'pdays=x<0', 'day_of_week=mon']",marital=divorced,class=no,0.5555555555555556,0.56,0.992063492063492,5.0,14.0
181,"['previous=3<x<5', 'age=57<x<77', 'duration=x<0']",marital=divorced,class=yes,0.5555555555555556,0.56,0.992063492063492,5.0,14.0
803,"['euribor3m=x>3.634', 'previous=1<x<3', 'education=basic.4y']",marital=divorced,class=no,0.8571428571428571,0.8636363636363636,0.9924812030075187,6.0,19.0
1945,['month=jul'],marital=divorced,class=yes,0.5757575757575758,0.5798319327731093,0.9929732103645147,19.0,69.0
1820,"['duration=0<x<1229', 'day_of_week=mon']",marital=divorced,class=no,0.7142857142857143,0.7192982456140351,0.9930313588850174,15.0,41.0
1777,"['pdays=0<x<249', 'day_of_week=mon']",marital=divorced,class=no,0.5517241379310345,0.5555555555555556,0.993103448275862,16.0,40.0
1561,['day_of_week=wed'],marital=divorced,class=yes,0.43137254901960786,0.4342857142857143,0.9932920536635708,22.0,76.0
1274,"['poutcome=success', 'euribor3m=x>3.634', 'duration=2459<x<3688']",marital=divorced,class=no,0.8888888888888888,0.8947368421052632,0.9934640522875816,8.0,17.0
924,"['age=x>77', 'month=apr']",marital=divorced,class=yes,0.5384615384615384,0.5416666666666666,0.9940828402366864,7.0,13.0
1072,"['euribor3m=0.634<x<1.634', 'poutcome=failure', 'duration=0<x<1229']",marital=divorced,class=yes,0.6363636363636364,0.64,0.9943181818181818,7.0,16.0
860,"['day_of_week=fri', 'job=self-employed']",marital=divorced,class=yes,0.4375,0.44,0.9943181818181818,7.0,11.0
1802,"['duration=x<0', 'day_of_week=mon']",marital=divorced,class=no,0.68,0.6833333333333333,0.9951219512195122,17.0,41.0
68,"['pdays=0<x<249', 'poutcome=failure', 'age=17<x<37']",marital=divorced,class=no,0.7272727272727273,0.7307692307692307,0.9952153110047848,8.0,19.0
840,"['age=x>77', 'education=basic.4y']",marital=divorced,class=no,0.5555555555555556,0.5581395348837209,0.9953703703703705,5.0,24.0
740,"['poutcome=failure', 'previous=1<x<3', 'day_of_week=fri']",marital=divorced,class=no,0.9090909090909091,0.9130434782608695,0.9956709956709957,10.0,21.0
845,"['pdays=x>749', 'job=self-employed']",marital=divorced,class=no,0.8823529411764706,0.8857142857142857,0.9962049335863378,15.0,31.0
197,"['poutcome=failure', 'day_of_week=thu']",marital=divorced,class=no,0.6153846153846154,0.6176470588235294,0.9963369963369964,16.0,42.0
148,"['previous=0<x<1', 'duration=x<0']",marital=divorced,class=no,0.5909090909090909,0.5925925925925926,0.997159090909091,13.0,32.0
267,"['duration=x<0', 'education=basic.6y']",marital=divorced,class=no,0.6428571428571429,0.6444444444444445,0.9975369458128079,9.0,29.0
283,"['euribor3m=x>3.634', 'education=basic.6y']",marital=divorced,class=no,0.9333333333333333,0.9318181818181818,1.0016260162601627,14.0,41.0
7,"['pdays=x<0', 'euribor3m=0.634<x<1.634']",marital=divorced,class=yes,0.7941176470588235,0.7909090909090909,1.0040567951318458,27.0,87.0
149,"['previous=0<x<1', 'duration=x<0']",marital=divorced,class=yes,0.4090909090909091,0.4074074074074074,1.0041322314049588,9.0,22.0
266,"['duration=x<0', 'education=basic.6y']",marital=divorced,class=yes,0.35714285714285715,0.35555555555555557,1.0044642857142856,5.0,16.0
859,"['day_of_week=fri', 'job=self-employed']",marital=divorced,class=no,0.5625,0.56,1.0044642857142856,9.0,14.0
400,"['euribor3m=x>3.634', 'poutcome=failure', 'duration=1229<x<2459']",marital=divorced,class=no,0.9333333333333333,0.9285714285714286,1.005128205128205,14.0,26.0
1562,['day_of_week=wed'],marital=divorced,class=no,0.5686274509803921,0.5657142857142857,1.0051495345612993,29.0,99.0
1969,"['duration=0<x<1229', 'month=jul']",marital=divorced,class=yes,0.5555555555555556,0.5526315789473685,1.0052910052910053,5.0,21.0
2085,['education=illiterate'],marital=divorced,class=no,0.6346153846153846,0.6312056737588653,1.0054019014693172,33.0,89.0
1801,"['pdays=x>749', 'previous=3<x<5', 'day_of_week=mon']",marital=divorced,class=no,0.9,0.8947368421052632,1.0058823529411764,9.0,17.0
196,"['poutcome=failure', 'day_of_week=thu']",marital=divorced,class=yes,0.38461538461538464,0.38235294117647056,1.0059171597633136,10.0,26.0
2053,"['poutcome=success', 'education=illiterate']",marital=divorced,class=no,0.6071428571428571,0.603448275862069,1.0061224489795917,17.0,35.0
721,"['duration=2459<x<3688', 'day_of_week=fri']",marital=divorced,class=no,0.6,0.5961538461538461,1.0064516129032257,12.0,31.0
1819,"['previous=x<0', 'duration=0<x<1229', 'day_of_week=mon']",marital=divorced,class=no,0.7777777777777778,0.7727272727272727,1.0065359477124183,7.0,17.0
1928,"['day_of_week=thu', 'month=sep']",marital=divorced,class=no,0.7777777777777778,0.7727272727272727,1.0065359477124183,7.0,17.0
923,"['age=x>77', 'month=apr']",marital=divorced,class=no,0.46153846153846156,0.4583333333333333,1.006993006993007,6.0,11.0
1405,['month=aug'],marital=divorced,class=no,0.6097560975609756,0.6055045871559633,1.007021433850702,25.0,66.0
1303,"['previous=x<0', 'duration=2459<x<3688']",marital=divorced,class=no,0.6111111111111112,0.6065573770491803,1.0075075075075075,11.0,37.0
1901,"['euribor3m=x>3.634', 'month=sep']",marital=divorced,class=no,0.875,0.868421052631579,1.0075757575757576,14.0,33.0
848,"['euribor3m=0.634<x<1.634', 'job=self-employed']",marital=divorced,class=yes,0.5714285714285714,0.5666666666666667,1.0084033613445378,8.0,17.0
1776,"['pdays=0<x<249', 'day_of_week=mon']",marital=divorced,class=yes,0.4482758620689655,0.4444444444444444,1.0086206896551726,13.0,32.0
54,"['pdays=0<x<249', 'previous=3<x<5']",marital=divorced,class=no,0.4838709677419355,0.47959183673469385,1.0089224433768018,15.0,47.0
259,"['pdays=x>749', 'education=basic.6y']",marital=divorced,class=no,0.9333333333333333,0.925,1.009009009009009,14.0,37.0
1126,"['poutcome=failure', 'day_of_week=tue']",marital=divorced,class=yes,0.47368421052631576,0.46938775510204084,1.0091533180778032,9.0,23.0
333,['month=jun'],marital=divorced,class=no,0.5483870967741935,0.5432098765432098,1.0095307917888563,17.0,44.0
1374,"['pdays=x>749', 'poutcome=failure', 'education=high.school']",marital=divorced,class=no,0.875,0.8666666666666667,1.0096153846153846,7.0,13.0
203,"['poutcome=success', 'previous=3<x<5', 'day_of_week=thu']",marital=divorced,class=no,0.625,0.6190476190476191,1.0096153846153846,5.0,13.0
1944,['month=jul'],marital=divorced,class=no,0.42424242424242425,0.42016806722689076,1.0096969696969698,14.0,50.0
765,"['pdays=x<0', 'previous=x<0', 'day_of_week=fri']",marital=divorced,class=no,0.45454545454545453,0.45,1.01010101010101,5.0,9.0
1803,"['duration=x<0', 'day_of_week=mon']",marital=divorced,class=yes,0.32,0.31666666666666665,1.0105263157894737,8.0,19.0
712,"['poutcome=success', 'pdays=x<0', 'day_of_week=fri']",marital=divorced,class=yes,0.6363636363636364,0.6296296296296297,1.0106951871657754,7.0,17.0
1871,"['day_of_week=tue', 'job=housemaid']",marital=divorced,class=no,0.7142857142857143,0.7058823529411765,1.0119047619047619,5.0,12.0
1547,"['poutcome=failure', 'age=37<x<57', 'previous=1<x<3']",marital=divorced,class=no,0.7142857142857143,0.7058823529411765,1.0119047619047619,5.0,12.0
1154,"['pdays=x<0', 'age=57<x<77', 'education=basic.9y']",marital=divorced,class=yes,0.7142857142857143,0.7058823529411765,1.0119047619047619,5.0,12.0
1012,"['poutcome=success', 'pdays=x>749', 'euribor3m=0.634<x<1.634', 'age=57<x<77']",marital=divorced,class=no,0.7142857142857143,0.7058823529411765,1.0119047619047619,5.0,12.0
567,"['pdays=x>749', 'age=x>77', 'month=dec']",marital=divorced,class=no,0.8333333333333334,0.8235294117647058,1.011904761904762,5.0,14.0
1936,"['euribor3m=0.634<x<1.634', 'age=x>77', 'month=mar']",marital=divorced,class=yes,0.8333333333333334,0.8235294117647058,1.011904761904762,5.0,14.0
1299,"['euribor3m=0.634<x<1.634', 'duration=2459<x<3688']",marital=divorced,class=yes,0.5555555555555556,0.5487804878048781,1.0123456790123457,15.0,45.0
1479,"['poutcome=success', 'age=x>77']",marital=divorced,class=yes,0.5,0.4936708860759494,1.0128205128205128,15.0,39.0
1917,"['euribor3m=x>3.634', 'duration=1229<x<2459', 'month=sep']",marital=divorced,class=no,0.8571428571428571,0.8461538461538461,1.0129870129870129,6.0,11.0
1954,"['pdays=x>749', 'month=jul']",marital=divorced,class=no,0.8571428571428571,0.8461538461538461,1.0129870129870129,6.0,22.0
1600,"['previous=0<x<1', 'age=37<x<57', 'day_of_week=wed']",marital=divorced,class=no,0.8571428571428571,0.8461538461538461,1.0129870129870129,6.0,11.0
2119,"['poutcome=success', 'job=blue-collar']",marital=divorced,class=no,0.7368421052631579,0.7272727272727273,1.013157894736842,14.0,32.0
1784,"['previous=0<x<1', 'day_of_week=mon']",marital=divorced,class=no,0.65,0.6415094339622641,1.0132352941176472,13.0,34.0
1571,"['pdays=0<x<249', 'day_of_week=wed']",marital=divorced,class=no,0.55,0.5423728813559322,1.0140625,11.0,32.0
1453,['age=x>77'],marital=divorced,class=no,0.5443037974683544,0.5366795366795367,1.0142063564338402,43.0,139.0
601,['job=admin.'],marital=divorced,class=no,0.8571428571428571,0.8444444444444444,1.0150375939849623,30.0,76.0
1714,"['age=57<x<77', 'job=technician']",marital=divorced,class=yes,0.46153846153846156,0.45454545454545453,1.0153846153846156,6.0,10.0
2114,"['age=57<x<77', 'education=illiterate']",marital=divorced,class=yes,0.4666666666666667,0.4594594594594595,1.0156862745098039,7.0,17.0
1100,"['pdays=x<0', 'euribor3m=x>3.634', 'day_of_week=tue']",marital=divorced,class=no,0.8888888888888888,0.875,1.0158730158730158,8.0,14.0
1135,"['pdays=x>749', 'previous=0<x<1', 'day_of_week=tue']",marital=divorced,class=no,0.8888888888888888,0.875,1.0158730158730158,8.0,21.0
1965,"['pdays=x<0', 'month=jul']",marital=divorced,class=yes,0.8,0.7872340425531915,1.0162162162162163,12.0,37.0
1640,"['euribor3m=0.634<x<1.634', 'education=professional.course']",marital=divorced,class=yes,0.5294117647058824,0.5208333333333334,1.016470588235294,9.0,25.0
1267,"['pdays=0<x<249', 'euribor3m=x>3.634']",marital=divorced,class=no,0.9142857142857143,0.8991596638655462,1.016822429906542,32.0,107.0
144,['duration=x<0'],marital=divorced,class=yes,0.4050632911392405,0.3983050847457627,1.0169674117963912,32.0,94.0
881,"['previous=x<0', 'job=self-employed']",marital=divorced,class=no,0.6666666666666666,0.6551724137931034,1.0175438596491229,8.0,19.0
1821,"['duration=0<x<1229', 'day_of_week=mon']",marital=divorced,class=yes,0.2857142857142857,0.2807017543859649,1.0178571428571428,6.0,16.0
729,"['euribor3m=0.634<x<1.634', 'age=x>77', 'day_of_week=fri']",marital=divorced,class=yes,0.8571428571428571,0.8421052631578947,1.0178571428571428,6.0,16.0
410,"['euribor3m=x>3.634', 'previous=x<0', 'duration=1229<x<2459']",marital=divorced,class=no,0.9166666666666666,0.9,1.0185185185185184,11.0,27.0
935,"['euribor3m=0.634<x<1.634', 'previous=x<0', 'month=apr']",marital=divorced,class=yes,0.8333333333333334,0.8181818181818182,1.0185185185185186,5.0,9.0
2007,"['pdays=0<x<249', 'duration=0<x<1229', 'month=may']",marital=divorced,class=no,0.8333333333333334,0.8181818181818182,1.0185185185185186,5.0,9.0
301,"['previous=3<x<5', 'job=student']",marital=divorced,class=yes,0.5555555555555556,0.5454545454545454,1.0185185185185186,5.0,12.0
216,"['poutcome=failure', 'previous=x<0', 'day_of_week=thu']",marital=divorced,class=no,0.5555555555555556,0.5454545454545454,1.0185185185185186,5.0,12.0
1541,"['age=x>77', 'duration=2459<x<3688', 'previous=1<x<3']",marital=divorced,class=yes,0.5555555555555556,0.5454545454545454,1.0185185185185186,5.0,12.0
574,"['pdays=x<0', 'day_of_week=fri', 'month=dec']",marital=divorced,class=yes,0.8333333333333334,0.8181818181818182,1.0185185185185186,5.0,9.0
1338,"['pdays=0<x<249', 'euribor3m=0.634<x<1.634', 'education=high.school']",marital=divorced,class=yes,0.8333333333333334,0.8181818181818182,1.0185185185185186,5.0,9.0
806,"['euribor3m=x>3.634', 'education=basic.4y']",marital=divorced,class=no,0.9375,0.92,1.0190217391304348,15.0,46.0
174,"['euribor3m=x>3.634', 'duration=x<0']",marital=divorced,class=no,0.9473684210526315,0.9295774647887324,1.0191387559808611,18.0,66.0
51,['previous=3<x<5'],marital=divorced,class=yes,0.4482758620689655,0.4398496240601504,1.0191570881226053,39.0,117.0
713,"['pdays=x<0', 'day_of_week=fri']",marital=divorced,class=no,0.4827586206896552,0.47368421052631576,1.0191570881226055,14.0,36.0
689,"['poutcome=success', 'day_of_week=fri']",marital=divorced,class=yes,0.4482758620689655,0.4393939393939394,1.0202140309155767,13.0,29.0
199,"['pdays=x>749', 'previous=3<x<5', 'day_of_week=thu']",marital=divorced,class=no,0.8571428571428571,0.84,1.0204081632653061,6.0,21.0
1646,"['pdays=0<x<249', 'poutcome=failure', 'education=professional.course']",marital=divorced,class=no,0.7142857142857143,0.7,1.0204081632653061,5.0,14.0
33,"['pdays=x>749', 'previous=3<x<5']",marital=divorced,class=no,0.8928571428571429,0.875,1.0204081632653061,25.0,70.0
143,"['pdays=0<x<249', 'age=17<x<37', 'duration=x<0']",marital=divorced,class=no,0.7777777777777778,0.7619047619047619,1.0208333333333335,7.0,16.0
346,"['education=professional.course', 'month=jun']",marital=divorced,class=no,0.875,0.8571428571428571,1.0208333333333335,7.0,12.0
1290,"['euribor3m=x>3.634', 'previous=3<x<5', 'duration=2459<x<3688']",marital=divorced,class=no,0.875,0.8571428571428571,1.0208333333333335,7.0,18.0
1455,"['pdays=x<0', 'age=x>77']",marital=divorced,class=no,0.32142857142857145,0.3146067415730337,1.021683673469388,9.0,28.0
537,"['euribor3m=x>3.634', 'education=university.degree']",marital=divorced,class=no,1.0,0.9787234042553191,1.0217391304347827,18.0,46.0
2045,"['duration=2459<x<3688', 'month=may']",marital=divorced,class=no,0.8461538461538461,0.8275862068965517,1.0224358974358974,11.0,24.0
117,"['pdays=x>749', 'euribor3m=0.634<x<1.634', 'duration=x<0']",marital=divorced,class=no,0.8461538461538461,0.8275862068965517,1.0224358974358974,11.0,24.0
1578,"['poutcome=success', 'duration=2459<x<3688', 'day_of_week=wed']",marital=divorced,class=no,0.625,0.6111111111111112,1.0227272727272727,5.0,11.0
919,"['poutcome=failure', 'duration=1229<x<2459', 'month=apr']",marital=divorced,class=no,0.75,0.7333333333333333,1.0227272727272727,6.0,11.0
1140,"['euribor3m=x>3.634', 'previous=0<x<1', 'day_of_week=tue']",marital=divorced,class=no,0.9090909090909091,0.8888888888888888,1.0227272727272727,10.0,16.0
421,"['poutcome=success', 'euribor3m=x>3.634', 'duration=1229<x<2459']",marital=divorced,class=no,0.9375,0.9166666666666666,1.0227272727272727,15.0,33.0
1484,"['pdays=0<x<249', 'euribor3m=0.634<x<1.634', 'previous=1<x<3']",marital=divorced,class=yes,0.7777777777777778,0.76,1.023391812865497,7.0,19.0
1576,"['duration=2459<x<3688', 'day_of_week=wed']",marital=divorced,class=yes,0.3888888888888889,0.38,1.023391812865497,7.0,19.0
71,"['poutcome=failure', 'age=17<x<37']",marital=divorced,class=no,0.7741935483870968,0.7558139534883721,1.024317617866005,24.0,65.0
2044,"['pdays=x>749', 'month=may']",marital=divorced,class=no,1.0,0.9761904761904762,1.024390243902439,19.0,41.0
419,"['euribor3m=x>3.634', 'duration=1229<x<2459']",marital=divorced,class=no,0.9512195121951219,0.9285714285714286,1.024390243902439,39.0,78.0
1265,['euribor3m=x>3.634'],marital=divorced,class=no,0.9495798319327731,0.926829268292683,1.0245466607695708,113.0,304.0
170,"['pdays=x<0', 'duration=x<0']",marital=divorced,class=no,0.36,0.35135135135135137,1.0246153846153845,9.0,26.0
810,"['poutcome=failure', 'education=basic.4y']",marital=divorced,class=yes,0.42105263157894735,0.4107142857142857,1.0251716247139588,8.0,23.0
1067,"['pdays=0<x<249', 'poutcome=failure', 'duration=0<x<1229']",marital=divorced,class=no,0.6363636363636364,0.6206896551724138,1.0252525252525253,7.0,18.0
1806,"['age=57<x<77', 'duration=x<0', 'day_of_week=mon']",marital=divorced,class=no,0.6666666666666666,0.65,1.0256410256410255,6.0,13.0
1017,"['pdays=x<0', 'duration=0<x<1229']",marital=divorced,class=yes,0.5769230769230769,0.5625,1.0256410256410255,15.0,45.0
1408,"['poutcome=success', 'pdays=x>749', 'month=aug']",marital=divorced,class=no,0.8333333333333334,0.8125,1.0256410256410258,5.0,13.0
1390,"['euribor3m=x>3.634', 'month=aug']",marital=divorced,class=no,1.0,0.975,1.0256410256410258,12.0,39.0
1344,"['euribor3m=0.634<x<1.634', 'age=x>77', 'education=high.school']",marital=divorced,class=yes,0.8333333333333334,0.8125,1.0256410256410258,5.0,13.0
1234,"['pdays=x>749', 'month=nov']",marital=divorced,class=no,1.0,0.9743589743589743,1.0263157894736843,12.0,38.0
553,['education=university.degree'],marital=divorced,class=yes,0.34210526315789475,0.3333333333333333,1.0263157894736843,13.0,43.0
1879,"['euribor3m=0.634<x<1.634', 'month=oct']",marital=divorced,class=no,0.7142857142857143,0.6956521739130435,1.0267857142857144,5.0,16.0
1927,"['previous=x<0', 'month=sep']",marital=divorced,class=no,0.7142857142857143,0.6956521739130435,1.0267857142857144,5.0,16.0
1510,"['age=17<x<37', 'previous=1<x<3']",marital=divorced,class=no,0.7619047619047619,0.7419354838709677,1.0269151138716355,16.0,46.0
716,"['euribor3m=x>3.634', 'day_of_week=fri']",marital=divorced,class=no,1.0,0.9733333333333334,1.0273972602739725,27.0,73.0
1605,"['pdays=x>749', 'day_of_week=wed']",marital=divorced,class=no,0.9375,0.9122807017543859,1.0276442307692308,15.0,52.0
1466,"['pdays=x>749', 'previous=x<0', 'age=x>77']",marital=divorced,class=no,0.8571428571428571,0.8333333333333334,1.0285714285714285,6.0,25.0
