,age,workcla,fnlwgt,education,education_num,relationship,race,sex,hours_per_week,native_country,class
246,53<x<71, Private,x<21174, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
247,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
248,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Wife, White, Female,25<x<50, United_States,HIGH
249,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
250,x<17, Private,21174<x<274186, 9th,4<x<8, Own_child, White, Male,1<x<25, United_States,LOW
251,35<x<53, Self_emp_not_inc,21174<x<274186, Masters,x>12, Husband, White, Male,x>74, United_States,LOW
252,17<x<35, Local_gov,21174<x<274186, Masters,x>12, Own_child, White, Male,25<x<50, United_States,LOW
253,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Female,25<x<50, United_States,LOW
254,35<x<53, Private,274186<x<527198, HS_grad,8<x<12, Husband, Black, Male,25<x<50, United_States,LOW
255,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
256,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
257,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Female,25<x<50, United_States,LOW
258,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Wife, White, Female,25<x<50, United_States,HIGH
259,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,1<x<25, Germany,LOW
260,35<x<53, Local_gov,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
261,17<x<35, Private,21174<x<274186, Assoc_acdm,8<x<12, Unmarried, Black, Female,25<x<50, United_States,LOW
262,53<x<71, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
263,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
264,53<x<71, Federal_gov,274186<x<527198, Masters,x>12, Husband, White, Male,25<x<50, United_States,HIGH
265,35<x<53, Private,21174<x<274186, Prof_school,x>12, Husband, White, Male,50<x<74, United_States,HIGH
266,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
267,17<x<35, Private,274186<x<527198, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
268,35<x<53, Private,21174<x<274186, 7th_8th,1<x<4, Husband, White, Male,25<x<50, Ecuador,LOW
269,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,LOW
270,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
271,17<x<35, Local_gov,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,50<x<74, United_States,LOW
272,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
273,17<x<35, Private,21174<x<274186, Bachelors,x>12, Unmarried, Black, Female,25<x<50, United_States,LOW
274,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,1<x<25, United_States,LOW
275,35<x<53, Self_emp_inc,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,50<x<74, United_States,LOW
276,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
277,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,x>74, United_States,LOW
278,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
279,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, Asian_Pac_Islander, Female,1<x<25, United_States,LOW
280,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
281,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
282,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Wife, Asian_Pac_Islander, Female,25<x<50, Laos,LOW
283,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
284,17<x<35, Private,21174<x<274186, Assoc_acdm,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
285,35<x<53, Private,21174<x<274186, Assoc_acdm,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
286,17<x<35, Private,21174<x<274186, Assoc_acdm,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
287,35<x<53, Self_emp_inc,21174<x<274186, Some_college,8<x<12, Husband, White, Male,50<x<74, United_States,HIGH
288,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
289,17<x<35, Private,21174<x<274186, Masters,x>12, Husband, Asian_Pac_Islander, Male,25<x<50, Taiwan,HIGH
290,35<x<53, Self_emp_not_inc,21174<x<274186, Bachelors,x>12, Not_in_family, Black, Female,25<x<50, United_States,HIGH
291,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,1<x<25, United_States,LOW
292,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
293,x>71, Self_emp_not_inc,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
294,17<x<35, Private,274186<x<527198, 5th_6th,1<x<4, Other_relative, White, Female,25<x<50, Mexico,LOW
295,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
296,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,1<x<25, United_States,LOW
297,35<x<53, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
298,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
299,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
300,17<x<35, Private,21174<x<274186, 11th,4<x<8, Not_in_family, White, Female,25<x<50, United_States,LOW
301,x>71, Self_emp_not_inc,21174<x<274186, Masters,x>12, Husband, White, Male,1<x<25, United_States,LOW
302,53<x<71, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
303,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Wife, White, Female,25<x<50, United_States,HIGH
304,53<x<71, Self_emp_not_inc,274186<x<527198, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
305,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,50<x<74, United_States,LOW
306,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, Black, Male,25<x<50, United_States,LOW
307,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
308,35<x<53, Private,21174<x<274186, Assoc_voc,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
309,53<x<71, Local_gov,21174<x<274186, 10th,4<x<8, Husband, White, Male,25<x<50, United_States,LOW
310,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
311,x<17, Private,21174<x<274186, 5th_6th,1<x<4, Other_relative, White, Male,25<x<50, Mexico,LOW
312,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Other_relative, White, Male,25<x<50, United_States,LOW
313,35<x<53, Private,21174<x<274186, Masters,x>12, Not_in_family, White, Male,50<x<74, United_States,LOW
314,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, Black, Male,25<x<50, Haiti,LOW
315,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, Black, Male,25<x<50, United_States,LOW
316,17<x<35, Private,21174<x<274186, Assoc_acdm,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
317,35<x<53, Private,274186<x<527198, Assoc_voc,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
318,35<x<53, State_gov,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
319,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,1<x<25, United_States,LOW
320,17<x<35, State_gov,274186<x<527198, Some_college,8<x<12, Own_child, Black, Female,25<x<50, United_States,LOW
321,35<x<53, Self_emp_not_inc,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
322,53<x<71, Private,21174<x<274186, Assoc_acdm,8<x<12, Not_in_family, White, Male,1<x<25, Iran,LOW
323,17<x<35, Private,21174<x<274186, Bachelors,x>12, Own_child, White, Male,1<x<25, United_States,LOW
324,17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
325,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
326,17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
327,35<x<53, Local_gov,274186<x<527198, 11th,4<x<8, Husband, White, Male,25<x<50, United_States,LOW
328,35<x<53, Federal_gov,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
329,53<x<71, Private,21174<x<274186, 11th,4<x<8, Unmarried, Other, Male,25<x<50, United_States,LOW
330,35<x<53, Private,21174<x<274186, Assoc_voc,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
331,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Wife, White, Female,25<x<50, United_States,LOW
332,17<x<35, Self_emp_not_inc,21174<x<274186, 9th,4<x<8, Husband, White, Male,25<x<50, Portugal,LOW
333,35<x<53, Private,274186<x<527198, 10th,4<x<8, Wife, White, Female,1<x<25, United_States,LOW
334,53<x<71, Private,21174<x<274186, Masters,x>12, Husband, White, Male,25<x<50, United_States,HIGH
335,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,LOW
336,35<x<53, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,HIGH
337,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Not_in_family, White, Male,50<x<74, United_States,LOW
338,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
339,53<x<71, Self_emp_not_inc,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
340,17<x<35, Private,274186<x<527198, Assoc_acdm,8<x<12, Not_in_family, White, Female,1<x<25, United_States,LOW
341,53<x<71, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,HIGH
342,35<x<53, Private,274186<x<527198, HS_grad,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
343,17<x<35, Federal_gov,21174<x<274186, Some_college,8<x<12, Unmarried, White, Female,1<x<25, United_States,LOW
344,x<17, Private,21174<x<274186, 11th,4<x<8, Own_child, White, Male,1<x<25, United_States,LOW
345,35<x<53, State_gov,21174<x<274186, Assoc_voc,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
346,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, Black, Male,25<x<50, United_States,LOW
347,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, Black, Male,25<x<50, United_States,LOW
348,17<x<35, Local_gov,274186<x<527198, Some_college,8<x<12, Own_child, White, Female,1<x<25, United_States,LOW
349,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Wife, White, Female,25<x<50, United_States,LOW
350,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
351,35<x<53, Self_emp_not_inc,21174<x<274186, Masters,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
352,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
353,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
354,35<x<53, Private,21174<x<274186, 5th_6th,1<x<4, Not_in_family, White, Female,25<x<50, United_States,LOW
355,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
356,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
357,35<x<53, Local_gov,21174<x<274186, Some_college,8<x<12, Wife, White, Female,25<x<50, United_States,LOW
358,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Not_in_family, White, Female,1<x<25, United_States,LOW
359,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
360,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Wife, White, Female,1<x<25, United_States,HIGH
361,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Female,1<x<25, United_States,LOW
362,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Other_relative, White, Female,25<x<50, United_States,LOW
363,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Wife, White, Female,25<x<50, United_States,HIGH
364,17<x<35, Private,274186<x<527198, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
365,35<x<53, Self_emp_not_inc,274186<x<527198, Assoc_acdm,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
366,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
367,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
368,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
369,17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,50<x<74, United_States,HIGH
370,35<x<53, Self_emp_inc,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
371,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
372,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
373,35<x<53, State_gov,274186<x<527198, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
374,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Not_in_family, White, Female,50<x<74, United_States,LOW
375,17<x<35, Private,21174<x<274186, 7th_8th,1<x<4, Husband, Other, Male,25<x<50, Puerto_Rico,LOW
376,35<x<53, Private,274186<x<527198, Masters,x>12, Husband, White, Male,50<x<74, United_States,HIGH
377,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
378,35<x<53, Self_emp_not_inc,274186<x<527198, HS_grad,8<x<12, Husband, White, Male,1<x<25, United_States,LOW
379,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
380,35<x<53, Local_gov,21174<x<274186, Some_college,8<x<12, Not_in_family, Black, Female,1<x<25, United_States,LOW
381,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, Black, Female,25<x<50, United_States,LOW
382,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
383,35<x<53, Private,21174<x<274186, Doctorate,x>12, Husband, White, Male,50<x<74, United_States,HIGH
384,17<x<35, State_gov,x>780210, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
385,17<x<35, Private,21174<x<274186, 12th,4<x<8, Not_in_family, White, Male,25<x<50, United_States,HIGH
386,35<x<53, Private,21174<x<274186, 1st_4th,1<x<4, Husband, White, Male,25<x<50, Mexico,LOW
387,17<x<35, Private,274186<x<527198, 11th,4<x<8, Own_child, White, Female,1<x<25, United_States,LOW
388,17<x<35, Local_gov,21174<x<274186, 11th,4<x<8, Not_in_family, Black, Male,25<x<50, United_States,LOW
389,17<x<35, State_gov,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
390,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
391,x<17, Private,21174<x<274186, 11th,4<x<8, Own_child, White, Male,1<x<25, United_States,LOW
392,17<x<35, State_gov,21174<x<274186, Bachelors,x>12, Wife, White, Female,25<x<50, United_States,HIGH
393,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
394,17<x<35, Private,21174<x<274186, 10th,4<x<8, Unmarried, White, Female,25<x<50, United_States,LOW
395,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,50<x<74, United_States,LOW
396,35<x<53, Federal_gov,21174<x<274186, Masters,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
397,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,50<x<74, Dominican_Republic,LOW
398,53<x<71, Self_emp_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
399,35<x<53, Local_gov,274186<x<527198, Masters,x>12, Husband, White, Male,25<x<50, United_States,LOW
400,35<x<53, Self_emp_not_inc,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
401,17<x<35, Private,21174<x<274186, Assoc_acdm,8<x<12, Wife, White, Female,1<x<25, United_States,HIGH
402,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, Asian_Pac_Islander, Male,25<x<50, Philippines,LOW
403,17<x<35, Private,21174<x<274186, Masters,x>12, Husband, White, Male,25<x<50, United_States,HIGH
404,17<x<35, Local_gov,274186<x<527198, HS_grad,8<x<12, Not_in_family, Black, Male,50<x<74, United_States,LOW
405,17<x<35, Local_gov,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
406,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
407,35<x<53, Local_gov,274186<x<527198, Some_college,8<x<12, Wife, White, Female,25<x<50, United_States,LOW
408,17<x<35, Private,274186<x<527198, Bachelors,x>12, Not_in_family, White, Male,25<x<50, United_States,LOW
409,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
410,17<x<35, Federal_gov,21174<x<274186, HS_grad,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
411,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
412,17<x<35, Private,274186<x<527198, 9th,4<x<8, Other_relative, White, Male,25<x<50, Mexico,LOW
413,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
414,35<x<53, Private,274186<x<527198, HS_grad,8<x<12, Unmarried, Black, Female,25<x<50, United_States,LOW
415,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, Amer_Indian_Eskimo, Male,25<x<50, United_States,LOW
416,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
417,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Own_child, Black, Female,25<x<50, United_States,LOW
418,35<x<53, Self_emp_inc,21174<x<274186, Some_college,8<x<12, Husband, White, Male,50<x<74, United_States,HIGH
419,53<x<71, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
420,35<x<53, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Wife, White, Female,25<x<50, United_States,HIGH
421,35<x<53, Private,21174<x<274186, Assoc_voc,8<x<12, Husband, Asian_Pac_Islander, Male,25<x<50, United_States,HIGH
422,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Wife, White, Female,25<x<50, United_States,LOW
423,35<x<53, Private,274186<x<527198, Some_college,8<x<12, Husband, Black, Male,25<x<50, United_States,LOW
424,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,50<x<74, United_States,LOW
425,35<x<53, Private,21174<x<274186, Assoc_acdm,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
426,53<x<71, Local_gov,274186<x<527198, HS_grad,8<x<12, Husband, Black, Male,25<x<50, United_States,LOW
427,17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,LOW
428,35<x<53, Private,21174<x<274186, 1st_4th,1<x<4, Unmarried, White, Male,25<x<50, United_States,LOW
429,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,1<x<25, United_States,LOW
430,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Wife, White, Female,50<x<74, United_States,LOW
431,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Male,25<x<50, United_States,LOW
432,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
433,35<x<53, Private,21174<x<274186, Masters,x>12, Husband, White, Male,25<x<50, United_States,HIGH
434,17<x<35, Private,21174<x<274186, Bachelors,x>12, Wife, White, Female,1<x<25, United_States,HIGH
435,53<x<71, Private,21174<x<274186, Some_college,8<x<12, Unmarried, White, Male,25<x<50, United_States,HIGH
436,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
437,17<x<35, Private,274186<x<527198, HS_grad,8<x<12, Not_in_family, White, Male,50<x<74, United_States,LOW
438,53<x<71, Private,21174<x<274186, Assoc_voc,8<x<12, Not_in_family, White, Female,1<x<25, United_States,LOW
439,35<x<53, Private,274186<x<527198, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
440,x<17, Private,21174<x<274186, 9th,4<x<8, Not_in_family, White, Male,1<x<25, United_States,LOW
441,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
442,17<x<35, Private,21174<x<274186, 10th,4<x<8, Not_in_family, White, Male,25<x<50, United_States,LOW
443,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
444,17<x<35, Private,21174<x<274186, Assoc_acdm,8<x<12, Husband, White, Male,25<x<50, Portugal,LOW
445,35<x<53, Self_emp_not_inc,21174<x<274186, Some_college,8<x<12, Husband, White, Male,1<x<25, United_States,LOW
446,17<x<35, State_gov,21174<x<274186, Bachelors,x>12, Not_in_family, White, Male,1<x<25, United_States,LOW
447,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
448,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, Black, Female,1<x<25, United_States,LOW
449,53<x<71, Local_gov,274186<x<527198, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
450,35<x<53, Local_gov,21174<x<274186, Bachelors,x>12, Unmarried, White, Female,25<x<50, United_States,LOW
451,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,50<x<74, United_States,HIGH
452,35<x<53, Private,274186<x<527198, HS_grad,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
453,35<x<53, Federal_gov,274186<x<527198, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
454,17<x<35, Private,21174<x<274186, Assoc_acdm,8<x<12, Not_in_family, White, Female,50<x<74, United_States,LOW
455,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Female,1<x<25, United_States,LOW
456,17<x<35, Private,21174<x<274186, Bachelors,x>12, Own_child, White, Male,1<x<25, United_States,LOW
457,35<x<53, Private,274186<x<527198, HS_grad,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
458,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,25<x<50, United_States,LOW
459,17<x<35, Private,274186<x<527198, 5th_6th,1<x<4, Own_child, White, Male,25<x<50, El_Salvador,LOW
460,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,25<x<50, United_States,LOW
461,17<x<35, Local_gov,274186<x<527198, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, Poland,LOW
462,53<x<71, Local_gov,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
463,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
464,53<x<71, Private,21174<x<274186, Some_college,8<x<12, Unmarried, White, Female,25<x<50, France,LOW
465,17<x<35, Private,21174<x<274186, Bachelors,x>12, Not_in_family, White, Female,25<x<50, United_States,LOW
466,17<x<35, Private,274186<x<527198, Bachelors,x>12, Not_in_family, Black, Male,25<x<50, United_States,LOW
467,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Own_child, White, Male,1<x<25, United_States,LOW
468,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
469,35<x<53, Local_gov,527198<x<780210, HS_grad,8<x<12, Unmarried, Black, Female,25<x<50, United_States,LOW
470,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Unmarried, White, Female,25<x<50, United_States,LOW
471,35<x<53, Private,21174<x<274186, Assoc_voc,8<x<12, Unmarried, White, Male,25<x<50, United_States,LOW
472,17<x<35, Private,21174<x<274186, Assoc_voc,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
473,17<x<35, Private,274186<x<527198, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
474,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
475,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, Amer_Indian_Eskimo, Female,1<x<25, United_States,LOW
476,17<x<35, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
477,35<x<53, Self_emp_inc,21174<x<274186, Bachelors,x>12, Husband, White, Male,x>74, United_States,HIGH
478,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
479,17<x<35, Local_gov,21174<x<274186, Some_college,8<x<12, Not_in_family, Black, Male,25<x<50, United_States,LOW
480,35<x<53, Local_gov,21174<x<274186, Some_college,8<x<12, Husband, White, Male,25<x<50, United_States,HIGH
481,35<x<53, Private,21174<x<274186, Some_college,8<x<12, Unmarried, White, Male,50<x<74, United_States,HIGH
482,17<x<35, Private,21174<x<274186, Some_college,8<x<12, Wife, White, Female,25<x<50, United_States,LOW
483,35<x<53, Private,21174<x<274186, Bachelors,x>12, Husband, White, Male,25<x<50, United_States,HIGH
484,x>71, Private,21174<x<274186, Some_college,8<x<12, Not_in_family, White, Female,1<x<25, United_States,LOW
485,35<x<53, Self_emp_not_inc,21174<x<274186, HS_grad,8<x<12, Husband, White, Male,25<x<50, United_States,LOW
486,35<x<53, Self_emp_not_inc,21174<x<274186, Masters,x>12, Husband, White, Male,25<x<50, United_States,LOW
487,35<x<53, Private,21174<x<274186, 11th,4<x<8, Unmarried, Other, Female,25<x<50, Puerto_Rico,LOW
488,17<x<35, Private,21174<x<274186, HS_grad,8<x<12, Not_in_family, White, Male,25<x<50, United_States,LOW
489,35<x<53, Private,21174<x<274186, HS_grad,8<x<12, Husband, Black, Male,25<x<50, United_States,LOW
490,35<x<53, Private,21174<x<274186, Assoc_acdm,8<x<12, Wife, White, Female,25<x<50, United_States,HIGH
491,53<x<71, Private,21174<x<274186, Prof_school,x>12, Husband, White, Male,25<x<50, United_States,HIGH
492,35<x<53, Local_gov,21174<x<274186, 12th,4<x<8, Husband, White, Male,25<x<50, United_States,LOW
